GDC_UUID	CGC_path	sample_type	disease
C4222F37-20C5-4E53-B9EE-6EE33DB7486A	/Datasets/tcga/TCGA-LIHC/39baf24a-4032-4c23-b3fe-2c50df1881f6/analysis/87847b0b-215f-464d-9cb1-6a8b3596d56d/data/UNCID_2207936.affaf79d-f5a4-45a3-9cbf-181c473a8b2a.110629_UNC14-SN744_0137_BD0CRVABXX_3_ACTTGA.tar.gz	Primary Tumor	Liver Hepatocellular Carcinoma
53DD7AFB-A258-4643-A501-BACC95D17A50	/Datasets/tcga/TCGA-CESC/a5885835-9473-455a-bac0-6fa43fa8a866/analysis/40c2a8b1-9eb9-4691-9f1a-94271a97e72d/data/UNCID_2654383.b6c90737-2ec8-46e6-801a-7e64ba2b5b0b.141006_UNC15-SN850_0395_AC5FH9ACXX_6_ACTGAT.tar.gz	Primary Tumor	Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma
05086ADD-752C-4B85-BED3-4D8A28C4DDD0	/Datasets/tcga/TCGA-KIRP/ed560804-50b9-488e-bfa9-33f20cb83106/analysis/8da01387-a01c-45e8-8d9e-7e7be8333422/data/UNCID_2192879.fa546225-ad76-4726-8900-17ea3904f7c1.120423_UNC13-SN749_0168_AC0MDCACXX_1_ATCACG.tar.gz	Primary Tumor	Kidney Renal Papillary Cell Carcinoma
13E15398-82CB-4A44-AFA5-307DD0838564	/Datasets/tcga/TCGA-LUAD/f3501466-cf32-4866-b5fb-e94dd32341bc/analysis/f89e8b4f-65e8-4c8f-8618-a6a4b3c3201f/data/UNCID_2206635.847f00ce-5f09-4e12-90c5-ebdf7612d707.111003_UNC9-SN296_0247_BB01WJABXX_3_ACTTGA.tar.gz	Primary Tumor	Lung Adenocarcinoma
515F3CA1-CD4D-44E3-A024-8B2BF131510D	/Datasets/tcga/TCGA-THCA/a175a9a5-ab86-4c68-9814-c30cfcc52662/analysis/115c766d-277c-41da-b9fc-8fefd96028b9/data/UNCID_2192481.1c978cf4-7ec1-4769-843b-1f83449e5918.120419_UNC12-SN629_0204_BD0VCGACXX_6_ATCACG.tar.gz	Primary Tumor	Thyroid Carcinoma
E9E3EF52-F293-4FD4-BB8D-C80B8D580E90	/Datasets/tcga/TCGA-BRCA/4c313e5b-4dc3-408e-8e92-22427f74743e/analysis/40b34f70-42cd-4c83-aace-2661bebdc014/data/UNCID_2185089.3e775d6c-3845-49a7-80e0-82c5c68a473c.130124_UNC9-SN296_0328_AD188HACXX_5_GTTTCG.tar.gz	Primary Tumor	Breast Invasive Carcinoma
48F6B774-CFD2-4DDF-B7A2-696596413C3F	/Datasets/tcga/TCGA-CESC/753ee373-fbcf-4349-b9b2-5a41936e27e9/analysis/b3ab964a-3d34-426b-b8f6-3b7a1402f717/data/UNCID_2186838.833baf21-bec9-4fde-aa6b-fb1b1256ae26.121009_UNC16-SN851_0187_AD15RRACXX_1_ATCACG.tar.gz	Primary Tumor	Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma
33F5C4DE-887C-47DB-BEC7-6F8F68E83DD0	/Datasets/tcga/TCGA-LUAD/9c7875ad-ab71-4d48-b2e3-e4c7a46393e9/analysis/3415a4e3-4065-4277-8fe8-2c24846f24a5/data/UNCID_2200473.5969b621-a81e-42aa-ac40-4849df285060.111130_UNC10-SN254_0310_BC06BYACXX_2_TTAGGC.tar.gz	Primary Tumor	Lung Adenocarcinoma
2F420C49-BC14-4B1A-A8D7-3F0F27C0BCD3	/Datasets/tcga/TCGA-BRCA/80f3f48a-cc21-415c-b181-c77e7ba1c563/analysis/0576edbd-2399-4baa-9e67-19ce5082a460/data/UNCID_2211177.95bcf18b-40bf-4a20-82bf-727c7bb2a8c2.110225_UNC12-SN629_0063_AB041JABXX_6.tar.gz	Primary Tumor	Breast Invasive Carcinoma
A201A48E-DBDC-4FBD-AB98-B586C0BA263B	/Datasets/tcga/TCGA-KIRC/c814c26c-ee8e-4fd8-a3d3-441b302ead3b/analysis/e10a3c1f-bed6-4079-9f67-84d1b5ed07c8/data/UNCID_2206705.b76b8aca-3b38-46d9-9cb9-c88c9f08ddd1.110923_UNC13-SN749_0117_AD0DRLABXX_2_ATCACG.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
8A9C0B95-4830-45C3-A596-75C2F22CFA14	/Datasets/tcga/TCGA-BRCA/01eef340-598c-4205-a990-cec190ac2ca5/analysis/d86d4503-a3bf-4e11-a844-6132104c61dc/data/UNCID_2209613.2e9c893c-1d72-49a7-8755-1ede20b26fcf.110503_UNC12-SN629_0080_BC011MABXX_8.tar.gz	Primary Tumor	Breast Invasive Carcinoma
FA34308A-349D-4AAD-94CF-3F3B7F9AD629	/Datasets/tcga/TCGA-ESCA/dde17514-bd86-41e7-ae6d-88dda6d854bb/analysis/ba37bc70-a987-49f4-ad20-0c9f45783239/data/TCGA-R6-A6DQ-01B-11R-A31P-31_rnaseq_fastq.tar	Primary Tumor	Esophageal Carcinoma
DDE42A96-FA27-40CA-8CD1-4A2DF94FD5A2	/Datasets/tcga/TCGA-THCA/9348c35a-58ba-4db5-bc4a-e9fc8e07cdf3/analysis/79c64f64-0aca-4c16-ae7e-ba87c88e1bc1/data/UNCID_2186919.EB3A7004-78FD-466A-A7C4-ACB85BF5CC37.121002_UNC11-SN627_0255_BC0WRJACXX_5_TAGCTT.tar.gz	Primary Tumor	Thyroid Carcinoma
B387E79E-742F-418B-8AAB-0C721218A7D2	/Datasets/tcga/TCGA-BLCA/5f99dcff-d809-4c87-8024-c9b30bd565e9/analysis/e7d8e916-c297-4502-8e59-da3e32da3ee4/data/UNCID_2187988.9AD7733F-A2A6-4985-8ED3-D2C539EEAB96.120724_UNC14-SN744_0249_AC0T3HACXX_8_GATCAG.tar.gz	Primary Tumor	Bladder Urothelial Carcinoma
90EFD0B1-6CBA-4860-92DB-6CD6F04C8422	/Datasets/tcga/TCGA-BRCA/2e538802-2a31-4774-89a8-c6e4381a887d/analysis/56034749-ed36-406e-82a3-db468b9e0b7e/data/UNCID_2206942.753e77c2-6175-49d8-afd4-3a87d1dc2404.110805_UNC11-SN627_0134_AC042TABXX_2.tar.gz	Primary Tumor	Breast Invasive Carcinoma
763F284D-B99A-4646-A84C-5EFB15C07376	/Datasets/tcga/TCGA-OV/5d603bba-62e6-48fb-b8fc-401109abcaee/analysis/eac6dc32-74f2-42c7-8ee4-6b6a7321ad84/data/TCGA-30-1853-01A-02R-1567-13_rnaseq_fastq.tar	Primary Tumor	Ovarian Serous Cystadenocarcinoma
86F04FD0-6D76-41C7-BEE6-2798C75B44C9	/Datasets/tcga/TCGA-KIRC/46c87ae0-c123-4bdc-8a79-d375d8a7e7a3/analysis/8025415f-1206-4a17-9fe8-35d11dabc3ea/data/UNCID_2263088.1fa23ae6-21a9-42f5-82f2-329417aed225.130924_UNC9-SN296_0404_BD2DM6ACXX_2_AGTCAA.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
3231368A-AE1B-4B1B-A53D-E2675FBBE4C3	/Datasets/tcga/TCGA-LUAD/6c3655ca-8ae7-4ad7-b3e4-0c3ec293fba7/analysis/aaef291f-fa11-4a7b-b515-5970768f15b2/data/UNCID_2199881.5e45c9ab-f5fe-497b-b919-72b0d8dec83d.111206_UNC15-SN850_0154_BD080PACXX_2_TGACCA.tar.gz	Primary Tumor	Lung Adenocarcinoma
2B552C5C-D2B9-4F17-B9F8-E54C24D0AEC4	/Datasets/tcga/TCGA-LUSC/806e9c81-a76f-42d1-bc4d-8687b950b980/analysis/5f808a89-3b56-4f91-a93d-132a6cc5f219/data/UNCID_2180338.d3452656-5eac-4d9f-9351-74f1128eb057.130311_UNC12-SN629_0265_BC1Y68ACXX_1_CTTGTA.tar.gz	Primary Tumor	Lung Squamous Cell Carcinoma
D2A74F41-5391-4D1B-BC43-3FCCBD9F8600	/Datasets/tcga/TCGA-OV/0d23fa5b-95f8-4626-a4d2-c72ad3cc553b/analysis/f613f5e4-6cc2-46db-992b-c1a146ed8aac/data/TCGA-13-0720-01A-01R-1564-13_rnaseq_fastq.tar	Primary Tumor	Ovarian Serous Cystadenocarcinoma
F663E106-4E34-46C8-9CD9-AE5E9B8B27F0	/Datasets/tcga/TCGA-UCEC/5bf97d66-cdc6-47d0-ac74-5c6280b31072/analysis/87f84c1c-6f50-466b-be69-3b4fc14057c0/data/UNCID_2178020.872ef409-1ec0-4856-859c-37be70ebce35.130405_UNC9-SN296_0354_AC24DCACXX_6_GATCAG.tar.gz	Primary Tumor	Uterine Corpus Endometrial Carcinoma
03B92F89-07B6-4306-954E-A4A52D4A113A	/Datasets/tcga/TCGA-BRCA/c5891c7a-fd24-4891-8f51-373967e4a6dd/analysis/96fcbfcb-a52c-4d77-9cec-7ddeee8b39c5/data/UNCID_2210870.8b615995-6210-4dd5-bf58-cf8a109d7648.110318_SN744_0080_BB042NABXX_2.tar.gz	Primary Tumor	Breast Invasive Carcinoma
AB83DBFF-5737-4FB8-A5AC-1D3CD6072BDF	/Datasets/tcga/TCGA-ESCA/3f7b600b-282e-4f35-9fd8-567b3fca8273/analysis/d61e5ba8-b709-4d5f-ac88-c3b0fdea5144/data/TCGA-IG-A4QT-01A-21R-A260-31_rnaseq_fastq.tar	Primary Tumor	Esophageal Carcinoma
248FE5DC-94DF-43B4-A3FD-76C9FD315510	/Datasets/tcga/TCGA-KIRC/46240f32-116b-470c-9846-3616a6db4f2e/analysis/4c6e22a5-4455-4893-89a4-cfa7ac74b634/data/UNCID_2201796.912e1936-9538-44c4-b2da-d553a06bb61f.111111_UNC14-SN744_0187_BC0565ABXX_6.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
30FBB795-35B2-49C3-A6E6-9852FC6796F4	/Datasets/tcga/TCGA-STAD/5956529e-f359-47c9-8222-0bd7f68c1e65/analysis/7973591b-5a38-4dd3-9f5f-2527da455c8f/data/TCGA-FP-8099-01A-11R-2343-13_rnaseq_fastq.tar	Primary Tumor	Stomach Adenocarcinoma
03737FB6-A59C-4618-A4E5-5FC657E42900	/Datasets/tcga/TCGA-BRCA/22b35927-1c3f-4f98-ba42-deafc56b677a/analysis/e2e8c304-aebe-42fe-9096-e7426d3c0cb0/data/UNCID_2209161.c6929312-e22d-4d4e-830d-6f735184d9b2.110527_UNC10-SN254_0224_AD0CPKABXX_5.tar.gz	Primary Tumor	Breast Invasive Carcinoma
EAE50AF0-A23B-46C5-A5AE-A4068DDA16D9	/Datasets/tcga/TCGA-BRCA/d8d7a6c2-6427-4f47-968c-6c3affba4617/analysis/14502ddf-7933-4be1-9a9b-32fd132f328e/data/UNCID_2214371.0307bd0b-b59a-4996-b89d-612e72652890.110209_SN627_0058_B81DH0ABXX_5.tar.gz	Primary Tumor	Breast Invasive Carcinoma
4F3EA91C-B215-40B6-BEFF-532BC1D8666E	/Datasets/tcga/TCGA-KIRC/9245a557-01ea-4446-b9e9-313f6ab18834/analysis/4c6a41ff-551e-4d3d-ad1d-f7b9c4c9f836/data/UNCID_2207716.84b85f9f-2496-4539-aa1d-1053b98476d3.110705_UNC10-SN254_0241_BD0DYDABXX_5.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
CDB7C7C5-AA40-4A19-9FDB-B0FEF096FC33	/Datasets/tcga/TCGA-UCS/9f15bf13-11d2-400f-b6f9-c8be0a57c763/analysis/078d0dec-746a-4ee7-877b-e2ffee2715b2/data/UNCID_2167686.fc25de3e-e364-4e5b-aa61-a06353bba212.130711_UNC12-SN629_0320_BD2B41ACXX_8_GTTTCG.tar.gz	Primary Tumor	Uterine Carcinosarcoma
E6056C84-D3DB-491C-AAE0-291991C1619F	/Datasets/tcga/TCGA-BRCA/4649dee3-b668-44cd-ab97-3834de3ef8f8/analysis/47fa227c-45bd-4ce3-9025-bd3dceedf955/data/UNCID_2209077.0cde4246-2dcb-478b-ace9-df557f71e4cd.110606_UNC12-SN629_0090_AD0CTGABXX_1.tar.gz	Primary Tumor	Breast Invasive Carcinoma
9BB12A25-E833-4055-8CEF-814EA5454F11	/Datasets/tcga/TCGA-GBM/44ef426e-b67d-4b49-80a3-86681b9abf1a/analysis/1d3794be-eb4c-4c5d-a390-175af9d1859d/data/G17211.TCGA-06-0747-01A-01R-1849-01.2.tar.gz	Primary Tumor	Glioblastoma Multiforme
0291723D-6092-41DD-A6FC-FE4DAB3B4FF4	/Datasets/tcga/TCGA-KIRP/e7a1cbe2-793c-4747-8412-8be794f2382b/analysis/abf010d9-bc53-4e39-a117-e71f3b7e5da1/data/UNCID_2189684.12e60329-5243-46a0-a3ea-4d0a6e6b0392.120514_UNC11-SN627_0230_BC0UYHACXX_8_CGATGT.tar.gz	Primary Tumor	Kidney Renal Papillary Cell Carcinoma
44AA6B50-CD9B-4EDA-A2C2-BCCC4850CFDF	/Datasets/tcga/TCGA-LUAD/c4c1469d-752f-42b6-8686-714ad4a8ac97/analysis/61decd43-a28c-4488-95cf-53671850072a/data/UNCID_2197507.b74b611d-7090-4beb-ae34-13086884a7e3.111122_UNC13-SN749_0136_AC050YACXX_6_TTAGGC.tar.gz	Primary Tumor	Lung Adenocarcinoma
CDB44ECD-3F01-4865-B4CC-5190E0FB64DC	/Datasets/tcga/TCGA-UCEC/d438c58e-f038-47a3-8e62-485a5aca9695/analysis/aca6ea2e-d676-4f40-8668-fc682bf80506/data/UNCID_2167104.291167cc-8f00-47e1-abe2-72388c98170d.130621_UNC14-SN744_0352_BC253TACXX_1_GCCAAT.tar.gz	Primary Tumor	Uterine Corpus Endometrial Carcinoma
8EF0039B-D758-46AB-BAF7-6A062C7C56BA	/Datasets/tcga/TCGA-ACC/0b73cbba-5520-4610-b649-912d76114033/analysis/c32170e4-ba66-443b-9f75-01d2129e3f62/data/UNCID_2202886.49e3ffbc-f75f-4f3d-99de-12c29ef69154.130729_UNC12-SN629_0323_AC2DMAACXX_7_CTTGTA.tar.gz	Primary Tumor	Adrenocortical Carcinoma
A9604049-1A6E-4A4F-A6B5-4D10868F7089	/Datasets/tcga/TCGA-COAD/cd845618-4cc4-49c2-9055-c171d4c24ee1/analysis/b754648b-5fb4-4467-aee3-65cc7c6a9d07/data/UNCID_2206900.559bc3f5-8d24-4740-942f-a2504739c917.110817_UNC6-RDR300211_00122_FC_6315AAXX_6.tar.gz	Primary Tumor	Colon Adenocarcinoma
7F9B2F13-F387-4A54-920A-62C23D9BFB77	/Datasets/tcga/TCGA-COAD/515a062e-f68e-4100-a923-bd2ce0bbe071/analysis/e3ec77ba-d1e8-44fb-95e7-d0d76df9f1db/data/UNCID_2660931.66ea9a6e-0bfa-4eab-a96d-a8982d433d9c.140828_UNC11-SN627_0379_BC5FDFACXX_6_GTCCGC.tar.gz	Primary Tumor	Colon Adenocarcinoma
693691F1-202D-43D1-BD57-D5BCC657DB1D	/Datasets/tcga/TCGA-KIRC/6ccabcd0-8f30-4828-851f-0ac7cee1a33f/analysis/de21f7b3-0d60-4390-8ccc-18a727a9f87c/data/UNCID_2209401.a9012068-49b5-4ae1-ab9e-c65cd0878055.110506_UNC9-SN296_0178_BC02MGABXX_2.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
BA5B6042-9BD6-4D96-8ECB-42C6CD546471	/Datasets/tcga/TCGA-KIRP/51ae5536-f55c-4fd6-b990-5d3add98de5c/analysis/4ac15d3a-b551-4fd8-800c-366e5db3db57/data/UNCID_2642442.2f422234-9f11-47e7-9241-de464f2b3250.140808_UNC12-SN629_0386_BC5AB0ACXX_6_GAGTGG.tar.gz	Primary Tumor	Kidney Renal Papillary Cell Carcinoma
7F0C6A5A-F4E0-4374-A4CD-EB9D526CB779	/Datasets/tcga/TCGA-KIRP/a904ce56-42e6-4e61-ab62-cdf8192afbb4/analysis/fd1b8d98-eb46-45c0-8ce3-107631e2aade/data/UNCID_2580027.cf6f18ea-b5fd-45a1-8f66-57fa12ab6d56.140521_UNC13-SN749_0354_BC4GJ7ACXX_4_ACTGAT.tar.gz	Primary Tumor	Kidney Renal Papillary Cell Carcinoma
C993C7F2-F57B-47B0-8BC8-613A54B72A08	/Datasets/tcga/TCGA-LUAD/2cd8ea73-cb3f-4b17-9b97-fa12eb03b85b/analysis/d64cc332-8aef-4172-9e7a-bd544d721b72/data/UNCID_2187567.f835bdde-2b5e-4013-a8d4-0074f66c9317.120821_UNC12-SN629_0221_AD1485ACXX_1_GGCTAC.tar.gz	Primary Tumor	Lung Adenocarcinoma
EA3447B5-AA1F-4D29-81D5-A19B856C5E73	/Datasets/tcga/TCGA-LUAD/e7d30bc2-42e8-49c5-a5b3-9f58411b007a/analysis/cb224354-3a26-43f8-a67e-6e74fe1fc960/data/UNCID_2197309.8c957960-d5a3-4d07-a3aa-6c13b16fff0e.120126_UNC9-SN296_0268_AD0JFTACXX_2_CGATGT.tar.gz	Primary Tumor	Lung Adenocarcinoma
802D4F95-2B5F-44EF-ACB0-753C8CC03433	/Datasets/tcga/TCGA-STAD/8114d553-4025-4c8f-ae02-5ed01720723a/analysis/c60c77ff-cd36-4e74-bc1f-a713487679f1/data/TCGA-HU-A4G9-01A-11R-A24K-31_rnaseq_fastq.tar	Primary Tumor	Stomach Adenocarcinoma
775D6B64-4D07-4AFB-B227-38FFBD154B4F	/Datasets/tcga/TCGA-BRCA/8240c4ae-f878-4882-aa07-7857c7ac52cf/analysis/fd3aebb0-85d0-4f26-9c39-ab0e4f0fc5f9/data/UNCID_2207168.1fc2800f-3427-4134-8a02-fea3ecbd2656.110725_UNC9-SN296_0209_BC0479ABXX_4.tar.gz	Primary Tumor	Breast Invasive Carcinoma
1CBCD09F-2824-4E99-B657-F9565E9C9372	/Datasets/tcga/TCGA-BRCA/6e7d5ec6-a469-467c-b748-237353c23416/analysis/3c29cabb-32db-458f-8bcd-b13e24ffce84/data/UNCID_2642418.6ef883fc-81f3-4089-95e0-86904ffc0d38.140821_UNC11-SN627_0377_BC5ERUACXX_3_ACTTGA.tar.gz	Primary Tumor	Breast Invasive Carcinoma
1B05B466-761E-483E-9588-697EAF2E7386	/Datasets/tcga/TCGA-THCA/154b4e7f-06f9-4813-beab-232227229f8b/analysis/e208dc6c-e5fb-4800-a6cf-e46799d0764e/data/UNCID_2189633.a38de7c6-26c2-4a7e-90e5-79b778de8b5d.120518_UNC13-SN749_0173_AC0T78ACXX_5_ACAGTG.tar.gz	Primary Tumor	Thyroid Carcinoma
24363857-9A33-40D4-8409-C17225570833	/Datasets/tcga/TCGA-UCEC/66e305ca-8a16-44f0-b837-85e529b7ad55/analysis/c718dfe0-be49-411e-a4d7-c7cc3f063177/data/UNCID_2209573.484a9564-c6dd-4e54-a319-4d826f308d0c.110509_UNC6-RDR300211_00102_FC_634VYAAXX_4.tar.gz	Primary Tumor	Uterine Corpus Endometrial Carcinoma
3D6CE155-4E02-4739-A8C9-30981EA9B0B1	/Datasets/tcga/TCGA-BLCA/aaa55de1-8f53-4b56-ba0a-67cff909cf81/analysis/f6fc1b19-8ded-479a-ac68-a08b92ced591/data/UNCID_2660845.9e99dced-8649-4a7e-bba9-ccde95cc4045.140908_UNC11-SN627_0381_BC5DEKACXX_7_GTGGCC.tar.gz	Primary Tumor	Bladder Urothelial Carcinoma
EB3DBE80-00E4-4305-ADB1-707AE3232498	/Datasets/tcga/TCGA-KIRC/08c1bb22-81f5-4a6d-98ce-f9c31d896eab/analysis/f8737b02-d1c9-4fd0-8a59-591aaa680b37/data/UNCID_2210465.7fa313da-8602-4476-b33c-8a84bcdff739.110331_UNC11-SN627_0072_AB05NMABXX_1.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
0531E3CE-CE85-4C38-A9D0-8BA58C600D62	/Datasets/tcga/TCGA-LUAD/3d2aa654-1b5f-4eb4-a1c2-af31f5760069/analysis/b0dac201-9d2e-4ed8-861c-a37540e39611/data/UNCID_2199827.89dda3b6-2905-4577-9b74-965fb7f77c98.111206_UNC15-SN850_0153_AD081TACXX_4_GATCAG.tar.gz	Primary Tumor	Lung Adenocarcinoma
F8C9B9C1-A660-4E36-A78E-45961C276721	/Datasets/tcga/TCGA-LUAD/31ff69b5-9e58-44da-8326-bdfc7ee495c4/analysis/8202b1bf-9ccb-4736-aead-6226b356f197/data/UNCID_2176395.39408ce7-3fca-4e7e-8016-e8586b7bafad.130416_UNC13-SN749_0247_BC22KAACXX_7_TTAGGC.tar.gz	Primary Tumor	Lung Adenocarcinoma
D9FD8955-3006-45CA-BC9A-A8BAF18264FE	/Datasets/tcga/TCGA-THYM/23cc4cd3-87dc-4342-9072-be3695e393fa/analysis/9800591e-b0a3-47a1-905c-507067f75d9b/data/UNCID_2642501.bbe189d6-3dd6-429a-87db-e843d77cb776.140724_UNC13-SN749_0366_BC521WACXX_6_ACTGAT.tar.gz	Primary Tumor	Thymoma
CFE46425-8F14-44D4-9CB5-443029BCAC66	/Datasets/tcga/TCGA-KIRC/1bc2ad71-fb9d-4012-bfe7-c39e215a51eb/analysis/58803c2e-53dd-4de5-a7fc-191d802b2ad9/data/UNCID_2203329.747a3719-df28-41dc-8249-b5319fc47142.111021_UNC13-SN749_0128_BD0ENWABXX_1_CAGATC.tar.gz	Primary Tumor	Kidney Renal Clear Cell Carcinoma
66237056-CA9A-4C90-AF0E-1621FEB71578	/Datasets/tcga/TCGA-PCPG/cc95f915-33e7-4c57-9e6b-4c0e2ba598b2/analysis/aba3bca1-3b59-4089-ae97-1d2df43789f5/data/UNCID_2449576.ed44bcc4-99b7-4308-8673-64797735fb5a.140225_UNC11-SN627_0347_BC3K0JACXX_6_CGTACG.tar.gz	Primary Tumor	Pheochromocytoma and Paraganglioma
57E6CD01-C6C1-4A5D-975F-EA37CD1BA1B3	/Datasets/tcga/TCGA-TGCT/cf81c2f5-ac98-4423-9d80-150ce436e003/analysis/e0702a32-018e-4dcd-8ea0-3f8d999fa2b0/data/UNCID_2642480.f5fabbfc-8ba3-4f8a-a897-166e33d1c406.140722_UNC11-SN627_0368_AC4U9PACXX_5_AGTTCC.tar.gz	Primary Tumor	Testicular Germ Cell Tumors
6D5D5E3D-0089-4FED-9683-47B3677FA8D7	/Datasets/tcga/TCGA-THCA/0d497faf-2c1c-4173-a5fe-770cca73323c/analysis/7e7d3154-192c-4a28-ad6a-6735435c0b0d/data/UNCID_2196394.8ba98907-ab03-4c9e-a900-e31aa16ff810.120215_UNC10-SN254_0327_AC0CMCACXX_3_ACAGTG.tar.gz	Primary Tumor	Thyroid Carcinoma
99D8A9E2-773C-4142-9A93-5F749961F712	/Datasets/tcga/TCGA-BLCA/ab77b411-4df2-4e3a-bfad-946e8bb1fa70/analysis/b2cd9943-a983-44f3-afb8-21fa22c56f38/data/UNCID_2580895.a5a9f82f-f3f4-47dc-9dcd-6b65c1c73a37.140513_UNC15-SN850_0365_BC4BYLACXX_3_CCGTCC.tar.gz	Primary Tumor	Bladder Urothelial Carcinoma
98D2DF39-43CB-467A-8F3C-633FEB877548	/Datasets/tcga/TCGA-PRAD/3971a2f0-7263-4cda-aa01-9a2ebb2c2ff2/analysis/883d26a0-965b-43c6-82db-95e397941b06/data/UNCID_2187738.59a3d245-6921-4799-9eb7-1bff6021680f.120814_UNC12-SN629_0220_AD13JAACXX_3_TGACCA.tar.gz	Primary Tumor	Prostate Adenocarcinoma
976507F2-192B-4095-920A-3014889CD617	/Datasets/tcga/TCGA-UVM/e21d8018-8fe9-4c92-8b36-28d7d3f7df2b/analysis/4022f2b5-fb46-4126-8140-a61a5e29ab22/data/UNCID_2636823.5eba7c31-9866-41d9-a9b3-d4b80ee7f631.140711_UNC12-SN629_0381_AC4M54ACXX_6_TTAGGC.tar.gz	Primary Tumor	Uveal Melanoma
8F349F98-4D93-4F97-AC6B-50D2BF072B0C	/Datasets/tcga/TCGA-BRCA/9de678e5-67ed-4453-a98b-7ac351d5d0f1/analysis/df99b513-7074-4d42-9ad1-db9480e0af0b/data/UNCID_2213344.0b225e38-d4c8-4cb5-a668-316894ab858f.110222_SN627_0062_A81FPKABXX_1.tar.gz	Primary Tumor	Breast Invasive Carcinoma
8D0AC7F7-0B95-4375-97DB-EFB705B536D1	/Datasets/tcga/TCGA-LUAD/ddeacccf-0953-4952-8a4e-c2617f2e7bcc/analysis/dc0d1ec8-66d8-4412-9b93-801350e26de8/data/UNCID_2200662.b4bbc93a-5460-476d-a663-61299fddfab2.111118_UNC9-SN296_0257_BD09R0ACXX_8_GGCTAC.tar.gz	Primary Tumor	Lung Adenocarcinoma
C512C21C-E3D1-4E82-B8F7-8519986963BE	/Datasets/tcga/TCGA-LUAD/ddeacccf-0953-4952-8a4e-c2617f2e7bcc/analysis/1f3e8a8e-40f8-4d8d-b869-167a57c550b1/data/UNCID_2333463.42d6cbaf-c79c-4189-a25c-8e439d73daf1.130718_UNC12-SN629_0322_BC2E7JACXX_1_GTGGCC.tar.gz	Primary Tumor	Lung Adenocarcinoma
E3DEE7D1-60A8-447E-822F-6B2C7FE0F295	/Datasets/tcga/TCGA-UCEC/2b85b84f-e680-4b5c-93ea-3c71567227e8/analysis/0c3e0c51-58f5-40f8-9799-bbb3a5f335c4/data/UNCID_2207210.2e11f69d-8c0d-484e-8f22-1ad97f26c78d.110719_UNC2-RDR300275_00077_FC_70KATAAXX_5.tar.gz	Primary Tumor	Uterine Corpus Endometrial Carcinoma
A11F6487-644D-42A2-9F68-E773E71E58D1	/Datasets/tcga/TCGA-BRCA/197741de-a098-4f04-bb37-8ea8b3bb39bc/analysis/b6db1246-24f8-47e7-a712-786e51303aa2/data/UNCID_2208965.44bd10a8-c4c0-466c-8cd8-31a5da70ba0b.110607_UNC14-SN744_0125_BD0CRWABXX_5.tar.gz	Primary Tumor	Breast Invasive Carcinoma
37586AAC-159B-41F9-9078-C2F7888753AC	/Datasets/tcga/TCGA-LGG/45b6d41b-3a1b-47e9-80e4-59355170aee7/analysis/ef44134d-d5d2-4d67-94b5-2a6b30015959/data/UNCID_2187362.65a188b3-1fc9-4021-bc3e-158c0cce2c8e.120910_UNC10-SN254_0377_BD14K4ACXX_8_GATCAG.tar.gz	Primary Tumor	Brain Lower Grade Glioma
05FAAE20-A94E-41FA-B6B6-7DDCFB4F9657	/Datasets/tcga/TCGA-LUSC/67f40b3a-882c-4ac9-9038-0e7b10a5ccdc/analysis/177d6115-c940-4413-86d1-f0712c1da87e/data/UNCID_2181683.13380c2f-2f59-40ac-ae0c-9f3dab833e39.130305_UNC16-SN851_0222_AD1UTKACXX_5_CTTGTA.tar.gz	Primary Tumor	Lung Squamous Cell Carcinoma
1F553062-26FD-4A7F-B7FB-81184604F423	/Datasets/tcga/TCGA-ACC/388b8788-a635-4bc9-9b73-d204b2256747/analysis/fa81f33f-75fe-468b-b5e6-1ddc5a6dbf1c/data/UNCID_2203213.20938e21-2846-4553-98eb-6b005b6600c3.130723_UNC9-SN296_0386_BC2E4WACXX_5_GTTTCG.tar.gz	Primary Tumor	Adrenocortical Carcinoma
24FE253B-BC9F-48FE-84C4-33AA8EF99641	/Datasets/tcga/TCGA-LIHC/89d1261c-6d93-4298-a2af-b5ff52be0cb6/analysis/386e7afe-8e7d-4ceb-838e-1a23880e5f97/data/UNCID_2660836.8f27c933-b86c-4d95-8d17-75f0861ecc10.140912_UNC9-SN296_0434_AC58DPACXX_1_ACTTGA.tar.gz	Primary Tumor	Liver Hepatocellular Carcinoma
D4024B08-4879-47EA-99E5-D9FCE1CD40DF	/Datasets/tcga/TCGA-SARC/9517413b-b5b8-4130-8ba1-d86d44abe2ec/analysis/e8e3b04a-58ee-49ec-8015-4d5ed6e7bca8/data/UNCID_2174084.782eb43d-1567-45c6-890d-5e2c7e92fd2e.130503_UNC9-SN296_0362_BC23UKACXX_1_CGATGT.tar.gz	Primary Tumor	Sarcoma
