18373	SRP014688	SRS500392	SRX375029	SRR1027468	245903	16032	20495.2425509	0.0651964
13465	ERP006077	ERS480300	ERX497765	ERR532562	564845	36545	20483.6929158	0.0646992
13904	SRP033725	SRS513919	SRX390448	SRR1047866	384544	24707	20495.2781112	0.0642501
6203	SRP011546	SRS300739	SRX130005	SRR445726	184526	11834	20513.5443406	0.0641319
15980	SRP011546	SRS300736	SRX130002	SRR445723	203809	13027	20517.3204324	0.0639177
14184	SRP009316	SRS281390	SRX110050	SRR387430	291289	18618	20492.3377676	0.0639159
6269	SRP032775	SRS499993	SRX374625	SRR1026931	190630	12109	20503.7642029	0.063521
19845	SRP011546	SRS300741	SRX130007	SRR445728	179747	11375	20510.5743462	0.0632834
10717	ERP003613	ERS326998	ERX288568	ERR315446	514941	32558	20491.5668397	0.0632267
5799	SRP007461	SRS358732	SRX179444	SRR545719	271984	17147	20488.7139243	0.0630441
6137	ERP002045	ERS197532	ERX182666	ERR266340	316852	19933	20484.8687337	0.0629095
19259	ERP006077	ERS480300	ERX497763	ERR532560	553835	34825	20484.8459451	0.0628797
6047	SRP007461	SRS358728	SRX179440	SRR545712	227279	14280	20487.7138935	0.0628303
7184	ERP006077	ERS480314	ERX497648	ERR532445	554373	34635	20483.5327731	0.062476
400	ERP002045	ERS197531	ERX182655	ERR266346	308101	19218	20483.4521082	0.0623756
5952	ERP006077	ERS480314	ERX497649	ERR532446	554008	34345	20482.5810638	0.0619937
2895	SRP020556	SRS518954	SRX398502	SRR1057941	139702	8655	20478.5810368	0.0619533
13040	SRP032775	SRS500007	SRX374639	SRR1026949	274618	17002	20493.9069325	0.0619115
17553	SRP033119	SRS503514	SRX378949	SRR1032169	110348	6826	20483.2877352	0.0618588
9027	SRP011085	SRS295761	SRX124613	SRR424332	321875	19908	20464.023475	0.0618501
18441	SRP007461	SRS353552	SRX174327	SRR534327	263177	16256	20489.0772598	0.0617683
2177	SRP026013	SRS444546	SRX305392	SRR900283	100457	6183	20510.3630807	0.0615487
2739	ERP006077	ERS480314	ERX497650	ERR532447	553949	34038	20484.2507975	0.0614461
10335	SRP007461	SRS358720	SRX179432	SRR545691	311767	19088	20490.5465524	0.0612252
14994	SRP007461	SRS353546	SRX174321	SRR534307	509926	31145	20489.6953264	0.0610775
9804	SRP018838	SRS397969	SRX245457	SRR764799	160049	9762	20484.5620341	0.0609938
15554	ERP006077	ERS480300	ERX497764	ERR532561	538566	32786	20485.8552712	0.0608765
6678	SRP029281	SRS474154	SRX340821	SRR958707	176395	10725	20460.209388	0.060801
15901	SRP011085	SRS295769	SRX124660	SRR424567	281441	17095	20471.2331217	0.060741
13965	SRP007461	SRS358717	SRX179429	SRR545686	245470	14907	20485.7078625	0.0607284
28	ERP001344	ERS124299	ERX286320	ERR313172	250689	15214	20489.0259405	0.0606887
18721	SRP040070	SRS572294	SRX488768	SRR1191695	454660	27527	20489.0120728	0.0605441
14714	SRP009316	SRS281408	SRX110067	SRR387447	320880	19404	20488.6833645	0.0604712
1062	SRP042620	SRS624302	SRX559757	SRR1313106	228806	13830	20466.8274696	0.0604442
16781	ERP001344	ERS124298	ERX286330	ERR313182	247744	14974	20489.6846261	0.0604414
20667	SRP011546	SRS300735	SRX130001	SRR445722	182607	11034	20519.2670489	0.0604248
2885	ERP001344	ERS124297	ERX286329	ERR313181	266094	16045	20488.555657	0.0602982
15660	SRP033119	SRS503510	SRX378945	SRR1032165	115295	6918	20477.9155731	0.0600026
10348	SRP007461	SRS241956	SRX084671	SRR315312	150124	9003	20472.8555128	0.0599704
14059	SRP033725	SRS513923	SRX390452	SRR1047870	410147	24498	20495.988726	0.0597298
19094	SRP007461	SRS241953	SRX084668	SRR315305	161238	9614	20476.1335417	0.0596261
19590	SRP008976	SRS267253	SRX101433	SRR353648	193847	11546	20485.0061801	0.0595624
11237	SRP029281	SRS474155	SRX340822	SRR958708	143942	8558	20468.8094024	0.0594545
8503	SRP007461	SRS353541	SRX174316	SRR534298	391083	23243	20486.590468	0.0594324
20311	SRP042620	SRS624296	SRX559753	SRR1313102	245418	14582	20473.2952717	0.059417
9802	SRP026620	SRS455692	SRX318837	SRR927172	159769	9490	20492.6604222	0.0593983
11615	SRP007461	SRS242511	SRX085300	SRR317055	229505	13614	20498.5702272	0.059319
8883	SRP007461	SRS353554	SRX174329	SRR534334	251779	14880	20488.5554752	0.0590994
14076	SRP016629	SRS372469	SRX200689	SRR606335	279541	16510	20496.6839033	0.0590611
20159	SRP040472	SRS580869	SRX499560	SRR1203132	232155	13688	20481.5371196	0.0589606
15648	SRP011085	SRS295701	SRX124503	SRR423955	233226	13739	20479.7918928	0.0589085
20629	SRP011085	SRS295555	SRX123447	SRR419385	304522	17930	20471.9366942	0.0588792
11792	SRP040070	SRS572294	SRX488769	SRR1191694	445252	26195	20489.8836299	0.0588319
9541	SRP011546	SRS300731	SRX129997	SRR445718	180135	10538	20514.3483054	0.0585006
8584	ERP002045	ERS197531	ERX182681	ERR266333	299191	17413	20489.2220622	0.0582003
1694	SRP011546	SRS310937	SRX144346	SRR490967	161832	9410	20510.95284	0.0581467
2262	SRP007461	SRS242514	SRX085303	SRR317060	212801	12344	20497.5791185	0.0580072
1286	ERP002045	ERS197531	ERX182688	ERR266341	293810	16971	20487.5874068	0.0577618
18408	SRP029281	SRS474150	SRX340816	SRR958702	112774	6502	20456.3318673	0.0576551
3461	SRP032775	SRS562547	SRX476832	SRR1177721	227912	13140	20484.6987873	0.0576538
18101	ERP002045	ERS197531	ERX182690	ERR266344	305769	17622	20486.1800379	0.0576317
14933	SRP015640	SRS416410	SRX271883	SRR835009	273029	15731	20482.2719455	0.0576166
14566	ERP002045	ERS197531	ERX182659	ERR266342	325923	18691	20489.3758035	0.0573479
3828	SRP036790	SRS553908	SRX466130	SRR1163130	167064	9532	20521.2307858	0.057056
10494	SRP007461	SRS353549	SRX174324	SRR534317	294358	16780	20489.403794	0.0570054
4227	SRP032775	SRS562525	SRX476810	SRR1177699	285874	16288	20488.8309465	0.0569762
20513	ERP001344	ERS124304	ERX286325	ERR313177	290750	16497	20492.4240103	0.0567395
7670	SRP015761	SRS363196	SRX187116	SRR570308	332535	18857	20481.9721744	0.0567068
3220	ERP003613	ERS327023	ERX288638	ERR315492	527199	29883	20491.7379187	0.0566826
20979	SRP009316	SRS281401	SRX110060	SRR387440	307483	17341	20491.6120436	0.0563966
16981	SRP033725	SRS513927	SRX390456	SRR1047874	459229	25646	20495.4011397	0.0558458
7114	SRP029281	SRS474149	SRX340817	SRR958703	216343	12033	20479.6237456	0.05562
8998	ERP006077	ERS480296	ERX497753	ERR532550	311046	17270	20487.862493	0.0555223
8578	SRP033117	SRS503495	SRX378930	SRR1032148	256797	14246	20497.8439974	0.0554757
13201	SRP007461	SRS353549	SRX174324	SRR534318	276585	15316	20488.5177215	0.0553754
11408	SRP033647	SRS513473	SRX389737	SRR1046834	341579	18848	20499.1473217	0.055179
2021	SRP011546	SRS310939	SRX144348	SRR490969	171444	9381	20507.0726651	0.0547176
5569	SRP032775	SRS500050	SRX374682	SRR1027002	278908	15257	20489.9041118	0.0547026
19388	SRP033725	SRS513917	SRX390446	SRR1047864	391620	21363	20497.4732394	0.0545503
6518	SRP040472	SRS580304	SRX498569	SRR1201727	250566	13658	20478.8885004	0.0545086
9192	SRP032775	SRS500001	SRX374633	SRR1026943	269112	14613	20491.4117059	0.0543008
10129	SRP009316	SRS281397	SRX110056	SRR387436	198786	10707	20482.8445011	0.0538619
3522	SRP011085	SRS295608	SRX123791	SRR420199	280570	15041	20462.6178529	0.0536087
14661	SRP007461	SRS242502	SRX085291	SRR317039	213323	11373	20496.3909377	0.0533135
18807	ERP002045	ERS197532	ERX182660	ERR266329	293759	15610	20477.3440882	0.0531388
9356	SRP033725	SRS513924	SRX390453	SRR1047871	435759	23134	20491.9144321	0.053089
4204	SRP007461	SRS242507	SRX085296	SRR317046	191982	10168	20481.7375691	0.0529633
9604	SRP002881	SRS085183	SRX023777	SRR060734	267057	14116	20466.5398136	0.0528576
20786	SRP026620	SRS455693	SRX318838	SRR927173	152613	8063	20487.9601541	0.052833
2992	SRP033725	SRS513922	SRX390451	SRR1047869	379743	20010	20498.0877646	0.0526935
17757	SRP032775	SRS500017	SRX374649	SRR1026959	181399	9545	20495.9334065	0.0526188
825	SRP042620	SRS624397	SRX559853	SRR1313202	265295	13959	20478.2710567	0.0526169
2001	ERP006077	ERS480292	ERX497807	ERR532604	544277	28637	20485.0354176	0.0526148
3988	SRP015761	SRS363197	SRX187117	SRR570309	490542	25799	20484.3549727	0.0525928
230	SRP026620	SRS455694	SRX318839	SRR927174	156866	8212	20491.9551528	0.0523504
9005	SRP011085	SRS295597	SRX123780	SRR420188	336174	17565	20461.3519189	0.0522497
6863	SRP011546	SRS310935	SRX144344	SRR490965	126927	6627	20504.8479835	0.0522111
11251	SRP021214	SRS415081	SRX269418	SRR831699	312347	16233	20467.1185188	0.051971
6274	ERP001344	ERS124302	ERX286323	ERR313175	242236	12570	20487.973724	0.0518915
12158	SRP007461	SRS241956	SRX084671	SRR315311	153403	7958	20471.482559	0.0518764
15429	SRP033725	SRS513925	SRX390454	SRR1047872	423877	21893	20493.6407142	0.0516494
10533	SRP007461	SRS353544	SRX174319	SRR534303	419562	21667	20482.2695907	0.051642
5663	SRP014688	SRS500391	SRX375028	SRR1027467	255301	13158	20492.66261	0.0515392
13140	SRP021214	SRS415082	SRX269419	SRR831700	314160	16119	20467.0062802	0.0513083
9204	SRP007461	SRS353543	SRX174318	SRR534302	357883	18317	20478.1918839	0.0511815
11456	SRP000941	SRS309366	SRX142114	SRR486242	471261	24073	20487.7271088	0.0510821
8938	SRP018838	SRS397948	SRX245436	SRR764778	140083	7152	20490.6481657	0.0510554
1626	SRP032775	SRS500002	SRX374634	SRR1026944	208048	10621	20492.1011786	0.0510507
20607	ERP001344	ERS124300	ERX286321	ERR313173	249265	12701	20488.9351413	0.0509538
14995	SRP011546	SRS300732	SRX129998	SRR445719	176575	8931	20513.6987626	0.0505791
3753	SRP011546	SRS300733	SRX129999	SRR445720	175296	8860	20514.6169907	0.0505431
10321	ERP001344	ERS124301	ERX286322	ERR313174	234451	11800	20490.2357422	0.0503303
9653	SRP011085	SRS295575	SRX123449	SRR419387	162241	8160	20483.3582325	0.0502955
10631	SRP007461	SRS242511	SRX085300	SRR317054	226994	11399	20499.1387349	0.0502172
19107	SRP042286	SRS620762	SRX553469	SRR1299474	194916	9779	20505.1400603	0.0501703
21015	SRP007461	SRS281641	SRX110317	SRR768414	151213	7576	20479.7064935	0.0501015
10038	SRP033725	SRS513918	SRX390447	SRR1047865	406882	20382	20497.2788597	0.0500931
16012	SRP033725	SRS513926	SRX390455	SRR1047873	441018	22084	20493.6356974	0.0500751
6963	SRP032775	SRS562548	SRX476833	SRR1177722	191650	9584	20485.5567754	0.0500078
8461	SRP011085	SRS295776	SRX124668	SRR424575	232996	11648	20473.8796374	0.0499923
20742	SRP007461	SRS358720	SRX179432	SRR545692	314507	15644	20489.8567695	0.0497413
6339	SRP007461	SRS353547	SRX174322	SRR534309	416167	20671	20486.9168675	0.04967
3358	ERP001344	ERS124303	ERX286324	ERR313176	250212	12389	20491.7872644	0.049514
4657	SRP007461	SRS242505	SRX085294	SRR317042	214834	10592	20482.6101409	0.0493032
16498	SRP032775	SRS500006	SRX374638	SRR1026948	188192	9277	20488.4143322	0.0492954
21366	SRP009262	SRS270167	SRX105330	SRR364065	377611	18564	20493.584162	0.0491617
19288	ERP006077	ERS480315	ERX497637	ERR532434	573584	27983	20488.7674778	0.0487862
18265	ERP001344	ERS124306	ERX286327	ERR313179	232896	11347	20489.3584304	0.0487213
8127	SRP000941	SRS309360	SRX142108	SRR486238	498160	24247	20485.186137	0.0486731
13500	ERP006077	ERS480315	ERX497638	ERR532435	573488	27869	20488.5691209	0.0485956
532	SRP011546	SRS310955	SRX144364	SRR490985	106561	5170	20489.9427276	0.0485168
2508	SRP011546	SRS310942	SRX144351	SRR490972	160045	7746	20510.9879721	0.0483989
8230	SRP042620	SRS624383	SRX559837	SRR1313186	236879	11451	20478.0890961	0.0483411
1223	ERP006077	ERS480315	ERX497636	ERR532433	558432	26988	20488.6499771	0.0483282
12996	SRP007461	SRS358728	SRX179440	SRR545711	222592	10751	20486.9977223	0.0482991
2926	ERP003613	ERS327017	ERX288610	ERR315456	460410	22237	20490.2637519	0.0482983
