3315	SRP033566	SRS512121	SRX388234	SRR1044443	2	0	19974.0
13956	SRP019272	SRS401274	SRX249185	SRR772510	17	0	19975.7058824
4235	SRP019272	SRS401325	SRX249236	SRR772601	2	0	19990.5
4847	SRP012546	SRS311234	SRX144691	SRR491351	3	0	19994.0
14944	SRP007946	SRS258836	SRX093218	SRR333680	2	0	19996.0
589	SRP010129	SRS284952	SRX114545	SRR396568	2	0	20002.5
85	SRP006574	SRS190564	SRX059499	SRR191504	2	0	20002.5
3030	SRP031698	SRS492357	SRX366066	SRR1013973	20	3	20013.5
18929	SRP041736	SRS603206	SRX534489	SRR1274217	5	0	20013.6
13057	SRP022043	SRS417912	SRX273484	SRR837504	1	1	20017.0
1428	SRP040472	SRS580818	SRX499434	SRR1203006	7	2	20020.5714286
21213	SRP040472	SRS581573	SRX500269	SRR1203843	18	1	20030.7222222
12619	SRP040472	SRS581260	SRX500187	SRR1203138	7	2	20036.7142857
8351	SRP010129	SRS284955	SRX114548	SRR396571	1	1	20037.0
7088	SRP031698	SRS492361	SRX366070	SRR1013982	6	0	20037.8333333
4127	SRP019272	SRS401202	SRX249113	SRR772376	8	0	20038.125
3339	SRP015976	SRS366641	SRX190913	SRR578839	4	1	20042.75
3541	SRP015370	SRS360598	SRX182780	SRR553574	23	3	20045.2608696
19358	SRP022043	SRS417907	SRX273479	SRR837499	2	0	20046.0
6861	SRP019272	SRS401190	SRX249101	SRR772356	3	0	20047.3333333
15628	SRP031698	SRS492355	SRX366064	SRR1013969	26	0	20049.1538462
47	SRP022772	SRS421344	SRX278452	SRR851715	22	10	20055.0454545
3850	SRP034586	SRS516508	SRX395474	SRR1054223	1	0	20059.0
21484	SRP019272	SRS401239	SRX249150	SRR772445	7	0	20061.7142857
9481	SRP009247	SRS269961	SRX105064	SRR363701	5	4	20071.0
17180	SRP041736	SRS603233	SRX534516	SRR1274271	2	1	20073.0
20257	SRP011369	SRS299165	SRX127954	SRR441561	5	2	20074.4
5507	SRP018104	SRS386939	SRX218965	SRR651731	9	0	20076.5555556
5422	SRP019272	SRS401269	SRX249180	SRR772501	7	0	20079.0
11366	SRP040472	SRS580792	SRX499400	SRR1202978	11	2	20081.9090909
18100	SRP002272	SRS059021	SRX018964	SRR039618	2	0	20082.0
12048	SRP000599	SRS002156	SRX002651	SRR013580	9	3	20086.8888889
10567	SRP036848	SRS554966	SRX467301	SRR1164861	36662	138	20088.0352681
7549	SRP015976	SRS366643	SRX190915	SRR578848	2	0	20090.0
5871	SRP019272	SRS401301	SRX249212	SRR772560	7	0	20090.2857143
15106	SRP015976	SRS366641	SRX190913	SRR578837	2	0	20090.5
1584	SRP033566	SRS512253	SRX388366	SRR1044575	2	0	20090.5
21045	SRP019272	SRS401278	SRX249189	SRR772518	5	0	20091.0
5453	SRP034013	SRS514905	SRX391675	SRR1049398	116	37	20091.1810345
838	SRP019272	SRS401355	SRX249266	SRR772656	6	0	20093.6666667
20711	SRP020486	SRS406727	SRX258935	SRR804683	15	0	20096.2
16170	SRP011422	SRS300033	SRX128905	SRR444057	4	1	20100.75
480	SRP019272	SRS401187	SRX249098	SRR772348	2	0	20101.0
16507	SRP015976	SRS366640	SRX190912	SRR578831	47	12	20101.3617021
5840	SRP040472	SRS581560	SRX500255	SRR1203829	7	0	20101.7142857
9480	SRP019272	SRS401296	SRX249207	SRR772549	5	0	20106.2
19788	SRP019272	SRS401232	SRX249143	SRR772431	1	0	20110.0
10510	SRP006574	SRS190610	SRX059545	SRR191550	3	1	20111.0
14349	SRP040472	SRS581545	SRX500239	SRR1203813	16	2	20115.5
19516	SRP041736	SRS603375	SRX534658	SRR1275322	33	28	20115.6969697
17290	SRP033566	SRS512218	SRX388331	SRR1044540	1	0	20116.0
6718	SRP033566	SRS512261	SRX388374	SRR1044583	1	0	20117.0
14729	SRP019272	SRS401335	SRX249246	SRR772620	8	0	20120.0
6896	SRP012546	SRS311237	SRX144694	SRR491354	23	4	20121.3913043
6037	SRP028291	SRS464706	SRX328567	SRR944073	28	2	20123.7857143
21002	SRP010279	SRS285625	SRX115503	SRR398198	3	2	20128.6666667
4828	SRP028291	SRS464661	SRX328522	SRR944028	28	6	20129.25
3593	SRP019272	SRS401253	SRX249164	SRR772470	4	0	20131.0
5088	SRP008145	SRS260681	SRX096747	SRR342839	1	1	20131.0
9149	SRP000599	SRS002126	SRX002621	SRR013550	20	5	20135.05
4743	SRP028291	SRS464645	SRX328506	SRR944012	28	7	20136.9285714
6780	SRP019272	SRS401322	SRX249233	SRR772596	4	1	20138.25
11124	SRP041736	SRS603532	SRX534815	SRR1274124	3	0	20140.0
1636	SRP034586	SRS516510	SRX395476	SRR1054203	4	1	20140.0
1709	SRP040472	SRS581533	SRX500226	SRR1203800	11	1	20141.6363636
1646	SRP028963	SRS472003	SRX337555	SRR954993	20	4	20145.3
13221	SRP012546	SRS311226	SRX144683	SRR491343	2	0	20150.0
18789	SRP033566	SRS512221	SRX388334	SRR1044543	2	0	20150.0
11613	SRP028291	SRS464674	SRX328535	SRR944041	26	6	20150.2307692
5250	SRP008258	SRS261441	SRX097598	SRR345549	2	0	20155.0
12424	SRP040472	SRS581536	SRX500229	SRR1203803	6	2	20157.0
4863	SRP022043	SRS417888	SRX273460	SRR837480	4	0	20158.75
10227	SRP028738	SRS469368	SRX334051	SRR950894	1	0	20163.0
11948	SRP019272	SRS401244	SRX249155	SRR772454	5	0	20165.0
11608	SRP033566	SRS512185	SRX388298	SRR1044507	3	0	20166.3333333
17052	SRP010129	SRS284931	SRX114524	SRR396547	1	1	20170.0
10304	SRP033566	SRS512124	SRX388237	SRR1044446	6	0	20173.3333333
2084	SRP029889	SRS479319	SRX348543	SRR976227	8	1	20174.0
3994	SRP018104	SRS386938	SRX218964	SRR651730	8	0	20176.875
17947	SRP041736	SRS603378	SRX534661	SRR1275184	16	11	20177.625
11315	SRP033566	SRS512170	SRX388283	SRR1044492	2	0	20180.5
15346	SRP033566	SRS512127	SRX388239	SRR1044448	2	0	20180.5
20913	SRP033566	SRS512141	SRX388254	SRR1044463	2	0	20180.5
1352	SRP042161	SRS616992	SRX549236	SRR1294622	3	1	20181.3333333
16673	SRP022043	SRS417855	SRX273427	SRR837447	2	0	20182.0
1739	SRP019272	SRS401197	SRX249108	SRR772368	2	0	20182.0
921	SRP022043	SRS417854	SRX273426	SRR837446	2	0	20182.0
8414	SRP040472	SRS580867	SRX499557	SRR1203129	11	6	20188.3636364
9047	SRP041736	SRS603522	SRX534805	SRR1274104	11	0	20188.6363636
3666	SRP022043	SRS417904	SRX273476	SRR837496	4	0	20188.75
10137	SRP041736	SRS603394	SRX534678	SRR1275218	5	1	20189.2
3515	SRP010675	SRS290847	SRX118278	SRR403830	8	1	20189.375
1225	SRP022043	SRS417857	SRX273429	SRR837449	6	0	20190.1666667
279	SRP002272	SRS059020	SRX018963	SRR039617	1	1	20193.0
20213	SRP036848	SRS554955	SRX467290	SRR1164850	52202	272	20193.9472051
8595	SRP019272	SRS401234	SRX249145	SRR772435	11	0	20194.0909091
20901	SRP042161	SRS616963	SRX549210	SRR1294596	27	8	20194.4444444
16933	SRP033566	SRS512201	SRX388314	SRR1044523	3	0	20195.6666667
5761	SRP031698	SRS492358	SRX366067	SRR1013976	18	2	20199.2777778
826	SRP014671	SRS352785	SRX172978	SRR531469	38	4	20202.3684211
19028	SRP019272	SRS401382	SRX249293	SRR772700	6	0	20205.0
2380	SRP019272	SRS401212	SRX249123	SRR772392	4	0	20206.75
16559	SRP000599	SRS002153	SRX002648	SRR013577	6	3	20206.8333333
8985	SRP036848	SRS554947	SRX467282	SRR1164842	56733	412	20207.5322475
1556	SRP040472	SRS581566	SRX500261	SRR1203835	5	0	20208.0
5363	SRP027345	SRS457249	SRX322088	SRR933995	1	1	20209.0
9831	SRP000599	SRS002155	SRX002650	SRR013579	8	2	20210.0
20804	SRP022043	SRS417908	SRX273480	SRR837500	3	0	20210.3333333
14738	SRP019272	SRS401219	SRX249130	SRR772405	8	0	20211.0
2777	SRP033566	SRS512232	SRX388345	SRR1044554	2	0	20213.0
17356	SRP015976	SRS366640	SRX190912	SRR578828	66	34	20213.0909091
18294	SRP019272	SRS401338	SRX249249	SRR772625	8	0	20214.5
15035	SRP019272	SRS401184	SRX249095	SRR772343	5	0	20214.6
4587	SRP034586	SRS516530	SRX395496	SRR1054225	7	1	20214.8571429
11810	SRP041736	SRS603389	SRX534673	SRR1275208	1	0	20216.0
16583	SRP028291	SRS464687	SRX328548	SRR944054	35	4	20218.3142857
18118	SRP019272	SRS401225	SRX249136	SRR772415	5	0	20218.6
16550	SRP021193	SRS414554	SRX268768	SRR831025	83	4	20219.0361446
14565	SRP040472	SRS581546	SRX500240	SRR1203814	10	2	20219.6
21433	SRP031698	SRS492358	SRX366067	SRR1013975	12	2	20220.5
5915	SRP019272	SRS401295	SRX249206	SRR772548	3	0	20220.6666667
5214	SRP040472	SRS580870	SRX499562	SRR1203133	11	3	20222.9090909
13344	SRP022772	SRS421345	SRX278451	SRR851714	21	14	20224.5714286
5777	SRP027589	SRS463056	SRX326619	SRR941583	111	51	20224.7027027
12337	SRP021193	SRS414568	SRX268782	SRR831039	43	4	20225.9534884
10005	SRP011369	SRS299168	SRX127957	SRR441570	15	8	20229.6666667
10	SRP033566	SRS512239	SRX388351	SRR1044560	4	0	20230.75
4858	SRP019272	SRS401275	SRX249186	SRR772512	50	2	20233.54
3878	SRP013363	SRS334879	SRX149417	SRR500478	2	0	20235.5
6687	SRP019272	SRS401222	SRX249133	SRR772410	5	1	20236.4
8181	SRP019272	SRS401201	SRX249112	SRR772375	31	0	20237.0967742
7511	SRP019272	SRS401254	SRX249165	SRR772471	5	0	20237.4
12548	SRP027345	SRS457253	SRX322091	SRR933998	3	0	20238.6666667
3443	SRP014157	SRS348922	SRX158351	SRR519462	74	16	20238.9594595
11146	SRP041736	SRS603204	SRX534487	SRR1274213	2	0	20239.0
5216	SRP033566	SRS512104	SRX388217	SRR1044426	6	0	20240.1666667
945	SRP012546	SRS311240	SRX144697	SRR491357	45	3	20242.0
16452	SRP021193	SRS414555	SRX268769	SRR831026	74	1	20243.5945946
186	SRP021130	SRS413793	SRX266793	SRR828726	48	5	20244.625
14405	SRP019272	SRS401289	SRX249200	SRR772536	5	0	20245.6
881	SRP019272	SRS401226	SRX249137	SRR772418	9	0	20246.3333333
4431	SRP019272	SRS401368	SRX249279	SRR772678	8	0	20246.625
4187	SRP012546	SRS311249	SRX144706	SRR491366	4	0	20248.25
19937	SRP019272	SRS401304	SRX249215	SRR772564	11	0	20248.4545455
9598	SRP027589	SRS463054	SRX326617	SRR941581	87	9	20248.8045977
10960	SRP040472	SRS580824	SRX499454	SRR1203026	14	2	20249.0
19375	SRP028291	SRS464703	SRX328564	SRR944070	48	6	20249.4791667
6106	SRP028963	SRS472009	SRX337561	SRR954999	15	5	20249.6666667
19056	SRP012546	SRS311248	SRX144705	SRR491365	9	1	20250.8888889
108	SRP019272	SRS401188	SRX249099	SRR772352	2	0	20251.0
12097	SRP019272	SRS401364	SRX249275	SRR772672	2	0	20251.0
12438	SRP007596	SRS254474	SRX085422	SRR317200	6	1	20252.0
15556	SRP019272	SRS401285	SRX249196	SRR772530	9	0	20253.1111111
16736	SRP034013	SRS514907	SRX391676	SRR1049399	84	33	20253.2380952
17144	SRP014675	SRS352976	SRX173099	SRR531698	20	6	20254.0
1827	SRP002487	SRS073137	SRX020777	SRR048954	30	3	20254.0333333
9756	SRP002220	SRS042027	SRX018694	SRR039190	18	6	20254.8888889
7548	SRP041736	SRS603249	SRX534532	SRR1274303	3	0	20256.3333333
12596	SRP019272	SRS401198	SRX249109	SRR772370	7	0	20257.0
8641	SRP019272	SRS401292	SRX249203	SRR772543	5	0	20258.0
9253	SRP040472	SRS581538	SRX500231	SRR1203805	32	3	20260.40625
7195	SRP019272	SRS401221	SRX249132	SRR772409	4	0	20260.5
1567	SRP011369	SRS299169	SRX127958	SRR441574	8	4	20261.125
16553	SRP009247	SRS269946	SRX105049	SRR363686	3	3	20261.3333333
2402	SRP019272	SRS401185	SRX249096	SRR772345	8	0	20261.875
18728	SRP015409	SRS360771	SRX183072	SRR554400	81	6	20262.2839506
21422	SRP019272	SRS401308	SRX249219	SRR772573	4	1	20263.25
12793	SRP001313	SRS006754	SRX012256	SRR029125	23	5	20263.3043478
18991	SRP019272	SRS401198	SRX249109	SRR772369	7	1	20263.8571429
7482	SRP018284	SRS388143	SRX220587	SRR653782	12	4	20264.0833333
1086	SRP013363	SRS334881	SRX149419	SRR500483	8	3	20264.25
17012	SRP021130	SRS413792	SRX266792	SRR828725	10	0	20264.5
4706	SRP042161	SRS617475	SRX549467	SRR1294853	3	1	20264.6666667
3185	SRP022043	SRS417903	SRX273475	SRR837495	3	0	20265.0
12821	SRP019272	SRS401193	SRX249104	SRR772361	42	1	20265.8571429
13350	SRP011369	SRS299169	SRX127958	SRR441572	7	3	20267.4285714
1185	SRP019272	SRS401357	SRX249268	SRR772659	3	0	20268.0
20886	SRP003754	SRS301475	SRX130235	SRR446333	72	18	20268.9583333
1741	SRP002487	SRS073144	SRX020784	SRR048975	4	2	20269.75
12679	SRP019272	SRS401281	SRX249192	SRR772523	5	0	20270.2
8785	SRP034586	SRS516523	SRX395489	SRR1054216	15	0	20272.0666667
9789	ERP002414	ERS226500	ERX223235	ERR248695	20	1	20272.9
170	SRP029889	SRS479323	SRX348547	SRR976231	15	9	20273.5333333
21161	SRP031459	SRS491053	SRX364639	SRR1012319	119	7	20273.7310924
1764	SRP019272	SRS401317	SRX249228	SRR772589	7	0	20275.5714286
252	SRP033566	SRS512213	SRX388326	SRR1044535	6	0	20275.8333333
12649	SRP006574	SRS190480	SRX059415	SRR191420	1	1	20276.0
2078	SRP033566	SRS512233	SRX388346	SRR1044555	9	0	20276.5555556
18797	SRP019272	SRS401272	SRX249183	SRR772506	5	0	20277.4
10529	SRP002487	SRS073150	SRX020790	SRR048984	7	4	20278.0
815	SRP019272	SRS401229	SRX249140	SRR772425	7	0	20278.1428571
4280	SRP019272	SRS401191	SRX249102	SRR772357	3	0	20278.3333333
4342	SRP040472	SRS581448	SRX500189	SRR1203761	20	1	20278.6
1528	SRP041736	SRS603526	SRX534809	SRR1274112	1	0	20279.0
19925	SRP009408	SRS280713	SRX107271	SRR372660	5	0	20279.0
19265	SRP012546	SRS311252	SRX144709	SRR491369	3	0	20280.3333333
8390	SRP031459	SRS491051	SRX364637	SRR1012317	3	0	20280.3333333
10937	SRP019272	SRS401324	SRX249235	SRR772599	5	0	20280.6
760	SRP019272	SRS401313	SRX249224	SRR772581	7	0	20281.8571429
3678	SRP033566	SRS512200	SRX388313	SRR1044522	3	1	20282.0
7745	SRP029889	SRS479325	SRX348548	SRR976232	6	2	20282.1666667
19000	SRP015943	SRS366128	SRX190408	SRR578197	4	0	20282.25
19934	SRP027589	SRS463074	SRX326637	SRR941601	55	14	20282.7818182
9189	SRP033566	SRS512184	SRX388297	SRR1044506	5	0	20282.8
759	SRP019272	SRS401376	SRX249287	SRR772690	33	0	20283.1515152
11763	SRP019272	SRS401231	SRX249142	SRR772429	4	0	20283.5
12257	SRP011369	SRS299168	SRX127957	SRR441569	8	2	20283.625
16031	SRP033566	SRS512099	SRX388212	SRR1044421	1	0	20286.0
10691	SRP033566	SRS512271	SRX388384	SRR1044593	1	0	20287.0
15858	SRP033566	SRS512182	SRX388295	SRR1044504	1	0	20287.0
3280	SRP033566	SRS512111	SRX388223	SRR1044432	1	0	20287.0
18936	SRP015409	SRS360770	SRX183071	SRR554399	86	11	20288.2325581
15634	SRP022043	SRS417890	SRX273462	SRR837482	3	0	20288.3333333
1072	SRP011369	SRS299167	SRX127956	SRR441566	8	1	20288.375
3731	SRP002487	SRS073149	SRX020789	SRR048983	3	1	20290.3333333
11793	SRP040472	SRS581555	SRX500250	SRR1203824	26	5	20290.6923077
10934	SRP015409	SRS360769	SRX183070	SRR554398	79	15	20291.6962025
433	SRP019272	SRS401354	SRX249265	SRR772654	9	0	20291.8888889
11139	SRP003754	SRS352019	SRX171111	SRR527665	2611	727	20292.2493298
14419	SRP019272	SRS401317	SRX249228	SRR772588	5	0	20292.4
10404	ERP003984	ERS353335	ERX321251	ERR348415	26	0	20294.9615385
20152	SRP031698	SRS492355	SRX366064	SRR1013970	24	2	20295.0
10568	SRP042161	SRS617349	SRX549502	SRR1294888	6	1	20295.1666667
9225	SRP019272	SRS401253	SRX249164	SRR772469	7	0	20295.4285714
12475	SRP040472	SRS581563	SRX500258	SRR1203832	30	0	20295.6333333
1254	SRP019272	SRS401196	SRX249107	SRR772366	7	0	20296.5714286
3484	SRP033566	SRS512129	SRX388242	SRR1044451	4	0	20297.25
4639	SRP040472	SRS581504	SRX500201	SRR1203775	24	4	20300.1666667
11103	SRP040472	SRS581540	SRX500233	SRR1203807	19	2	20300.2105263
14879	SRP019272	SRS401316	SRX249227	SRR772587	2	0	20302.0
16959	SRP019272	SRS401297	SRX249208	SRR772551	2	0	20302.0
17770	SRP019272	SRS401258	SRX249169	SRR772478	2	0	20302.0
5561	SRP012546	SRS311233	SRX144690	SRR491350	13	2	20302.7692308
7990	SRP040472	SRS580796	SRX499412	SRR1202990	70	2	20304.9142857
7400	SRP012461	SRS310759	SRX144128	SRR490466	6	0	20305.1666667
3895	SRP041736	SRS603227	SRX534510	SRR1274259	2	1	20306.0
17601	SRP034586	SRS516531	SRX395497	SRR1054226	5	0	20306.4
19410	SRP019272	SRS401332	SRX249243	SRR772615	9	0	20307.6666667
3984	SRP021911	SRS417374	SRX272865	SRR836176	68	5	20310.6617647
14422	SRP022054	SRS418126	SRX273708	SRR837827	44	32	20311.0454545
6648	SRP041736	SRS603368	SRX534651	SRR1275308	40	37	20312.075
21349	SRP019272	SRS401300	SRX249211	SRR772557	4	0	20313.75
4737	SRP019272	SRS401213	SRX249124	SRR772394	4	0	20314.5
3265	SRP003902	SRS118242	SRX029301	SRR070236	27	15	20314.5925926
20722	SRP019272	SRS401336	SRX249247	SRR772622	11	2	20314.9090909
18669	SRP016626	SRS372413	SRX200677	SRR606246	37	26	20315.7837838
16273	SRP017786	SRS383504	SRX214992	SRR645375	9	0	20316.7777778
11667	SRP019272	SRS401248	SRX249159	SRR772460	10	0	20316.9
18677	SRP028291	SRS464719	SRX328580	SRR944086	34	9	20317.3529412
2719	SRP000729	SRS009822	SRX015696	SRR033732	3	0	20318.0
6749	SRP022043	SRS417858	SRX273430	SRR837450	4	0	20318.0
3659	SRP040472	SRS581562	SRX500257	SRR1203831	6	0	20318.8333333
9947	SRP012461	SRS310738	SRX144107	SRR490381	6	0	20319.1666667
16149	SRP031698	SRS492356	SRX366065	SRR1013972	26	6	20319.3076923
3738	SRP015409	SRS360768	SRX183069	SRR554397	62	6	20319.3225806
21222	SRP028291	SRS464678	SRX328540	SRR944046	33	8	20319.9393939
9574	SRP002326	SRS059598	SRX019307	SRR040034	10	6	20320.5
19585	SRP027589	SRS463065	SRX326628	SRR941592	92	13	20321.2282609
20947	SRP040472	SRS581440	SRX500188	SRR1203760	20	3	20321.45
13848	SRP012546	SRS311245	SRX144702	SRR491362	39	13	20322.3589744
17269	SRP018718	SRS396301	SRX241594	SRR741941	75	45	20322.72
17405	SRP000599	SRS002129	SRX002624	SRR013553	11	4	20324.3636364
9866	SRP027589	SRS463050	SRX326613	SRR941577	58	13	20324.5172414
20675	SRP008216	SRS261027	SRX097113	SRR343332	2	0	20326.0
2543	SRP040472	SRS580829	SRX499455	SRR1203027	12	1	20326.1666667
8431	SRP022043	SRS417856	SRX273428	SRR837448	5	0	20326.4
19262	SRP014675	SRS352968	SRX173091	SRR531690	24	7	20326.625
2130	SRP017979	SRS386151	SRX217772	SRR649562	46	5	20326.8695652
11000	SRP033566	SRS512103	SRX388216	SRR1044425	3	0	20327.3333333
8891	SRP019272	SRS401250	SRX249161	SRR772464	19	0	20328.4736842
7829	SRP029589	SRS476848	SRX345309	SRR970587	337	11	20328.8189911
6622	SRP019272	SRS401272	SRX249183	SRR772507	2	0	20329.0
4496	SRP040472	SRS580785	SRX499345	SRR1202844	9	2	20330.7777778
14398	SRP023533	SRS431801	SRX290638	SRR873389	10	4	20331.4
2405	SRP021911	SRS417370	SRX272861	SRR836168	113	7	20332.4513274
2848	SRP016130	SRS369321	SRX195378	SRR592692	17	8	20332.9411765
16865	SRP009310	SRS270222	SRX105476	SRR364270	54	1	20334.2407407
15844	SRP019272	SRS401330	SRX249241	SRR772610	3	0	20334.3333333
18205	SRP019272	SRS401249	SRX249160	SRR772462	3	0	20334.3333333
18781	SRP000599	SRS002144	SRX002639	SRR013568	64	18	20335.125
8861	SRP042161	SRS617314	SRX549416	SRR1294802	12	2	20335.1666667
4501	SRP041736	SRS603377	SRX534660	SRR1275182	43	35	20335.255814
3297	SRP027345	SRS457250	SRX322087	SRR933994	1	1	20336.0
21204	SRP033206	SRS504879	SRX380433	SRR1033841	16	1	20336.8125
17451	ERP004270	ERS368747	ERX338766	ERR365999	190	4	20336.8894737
14526	SRP028291	SRS464646	SRX328508	SRR944014	26	3	20337.2692308
2644	SRP014675	SRS352978	SRX173101	SRR531700	10	2	20337.3
5916	SRP003754	SRS352006	SRX171098	SRR527640	655	62	20338.5145038
15766	SRP027589	SRS463076	SRX326639	SRR941603	97	17	20338.7731959
17631	SRP003754	SRS301475	SRX130235	SRR446334	83	12	20339.2289157
15657	SRP022043	SRS417889	SRX273461	SRR837481	6	2	20339.3333333
862	ERP001908	ERS183255	ERX159463	ERR184066	19	3	20339.4736842
1944	SRP042161	SRS617690	SRX549783	SRR1295169	2	1	20339.5
4973	SRP019272	SRS401256	SRX249167	SRR772475	10	0	20339.5
21497	SRP041736	SRS603197	SRX534480	SRR1274199	1	0	20340.0
5876	SRP041736	SRS603202	SRX534485	SRR1274209	1	0	20340.0
14875	SRP019272	SRS401378	SRX249289	SRR772693	5	0	20340.4
1466	SRP001313	SRS006759	SRX012261	SRR029130	18	2	20340.5555556
19327	SRP019272	SRS401227	SRX249138	SRR772419	8	0	20341.0
10152	SRP031698	SRS492361	SRX366070	SRR1013981	7	1	20341.2857143
1654	SRP019272	SRS401347	SRX249258	SRR772640	6	1	20342.0
852	SRP003754	SRS352026	SRX171118	SRR527679	89	20	20342.9775281
17007	SRP031698	SRS492354	SRX366063	SRR1013967	31	1	20343.2903226
19633	SRP028291	SRS464660	SRX328521	SRR944027	21	3	20343.5238095
13278	SRP020486	SRS406720	SRX258928	SRR804667	22	11	20344.4545455
7922	SRP019272	SRS401356	SRX249267	SRR772657	36	1	20344.6111111
10085	SRP028963	SRS472007	SRX337559	SRR954997	68	23	20344.6617647
14223	SRP042161	SRS617525	SRX549957	SRR1295343	25	6	20345.36
3710	SRP019272	SRS401342	SRX249253	SRR772632	5	0	20345.8
10602	SRP042161	SRS617774	SRX549875	SRR1295261	12	6	20345.8333333
17325	SRP041736	SRS603496	SRX534779	SRR1274148	10	3	20345.9
5182	SRP041736	SRS603488	SRX534771	SRR1275033	8	0	20346.125
5117	SRP028291	SRS464693	SRX328554	SRR944060	49	10	20346.6938776
13301	SRP015976	SRS366643	SRX190915	SRR578845	7	3	20347.1428571
15855	SRP028291	SRS464665	SRX328526	SRR944032	39	11	20347.3076923
9706	SRP009246	SRS269943	SRX105042	SRR363675	21	3	20347.4761905
13033	SRP028291	SRS464647	SRX328507	SRR944013	31	4	20347.6129032
9437	SRP019272	SRS401263	SRX249174	SRR772488	3	0	20347.6666667
15270	SRP042161	SRS617498	SRX549861	SRR1295247	19	4	20347.7894737
12446	SRP019272	SRS401274	SRX249185	SRR772511	4	0	20348.0
16247	SRP012546	SRS311231	SRX144688	SRR491348	26	6	20348.1153846
15715	SRP031459	SRS491070	SRX364656	SRR1012336	7	0	20348.1428571
15243	SRP000941	SRS004214	SRX007168	SRR020286	37	3	20349.6756757
64	SRP034547	SRS516114	SRX393164	SRR1051353	18	1	20349.7777778
6473	SRP019272	SRS401380	SRX249291	SRR772697	10	0	20349.9
12365	ERP001908	ERS183263	ERX159471	ERR184070	34	11	20350.1176471
17751	SRP031698	SRS492360	SRX366069	SRR1013979	52	6	20350.3269231
14243	SRP033566	SRS512143	SRX388257	SRR1044466	4	0	20350.75
4886	ERP001908	ERS183213	ERX159421	ERR184078	24	4	20350.7916667
1668	SRP019272	SRS401352	SRX249263	SRR772650	6	0	20351.0
3434	SRP021193	SRS414546	SRX268760	SRR831017	120	7	20351.2416667
18087	SRP009310	SRS270248	SRX105502	SRR364296	41	6	20351.2926829
10460	SRP019272	SRS401190	SRX249101	SRR772355	4	0	20351.5
11213	SRP019272	SRS401189	SRX249100	SRR772354	4	0	20351.5
11499	SRP018718	SRS396304	SRX241597	SRR741944	97	57	20352.5360825
15611	SRP003754	SRS352027	SRX171119	SRR527682	125	35	20352.848
