min projects	junctions	annotated	exonskips	altstartend	novel	GTAG	annotated GTAG	GCAG	annotated GCAG	ATAC	annotated ATAC
784	1	1	0	0	0	1	1	0	0	0	0
783	1	1	0	0	0	1	1	0	0	0	0
782	1	1	0	0	0	1	1	0	0	0	0
781	1	1	0	0	0	1	1	0	0	0	0
780	1	1	0	0	0	1	1	0	0	0	0
779	1	1	0	0	0	1	1	0	0	0	0
778	2	2	0	0	0	2	2	0	0	0	0
777	2	2	0	0	0	2	2	0	0	0	0
776	4	4	0	0	0	4	4	0	0	0	0
775	4	4	0	0	0	4	4	0	0	0	0
774	4	4	0	0	0	4	4	0	0	0	0
773	4	4	0	0	0	4	4	0	0	0	0
772	4	4	0	0	0	4	4	0	0	0	0
771	5	5	0	0	0	5	5	0	0	0	0
770	5	5	0	0	0	5	5	0	0	0	0
769	5	5	0	0	0	5	5	0	0	0	0
768	5	5	0	0	0	5	5	0	0	0	0
767	7	7	0	0	0	7	7	0	0	0	0
766	7	7	0	0	0	7	7	0	0	0	0
765	11	11	0	0	0	11	11	0	0	0	0
764	13	12	0	1	0	13	12	0	0	0	0
763	14	13	0	1	0	14	13	0	0	0	0
762	15	14	0	1	0	15	14	0	0	0	0
761	15	14	0	1	0	15	14	0	0	0	0
760	18	16	0	2	0	18	16	0	0	0	0
759	22	20	0	2	0	22	20	0	0	0	0
758	23	21	0	2	0	23	21	0	0	0	0
757	23	21	0	2	0	23	21	0	0	0	0
756	26	24	0	2	0	26	24	0	0	0	0
755	31	29	0	2	0	31	29	0	0	0	0
754	38	36	0	2	0	38	36	0	0	0	0
753	47	45	0	2	0	47	45	0	0	0	0
752	54	52	0	2	0	54	52	0	0	0	0
751	59	57	0	2	0	59	57	0	0	0	0
750	66	64	0	2	0	66	64	0	0	0	0
749	75	73	0	2	0	75	73	0	0	0	0
748	80	78	0	2	0	80	78	0	0	0	0
747	84	82	0	2	0	84	82	0	0	0	0
746	88	86	0	2	0	88	86	0	0	0	0
745	104	102	0	2	0	103	101	1	1	0	0
744	117	115	0	2	0	116	114	1	1	0	0
743	134	132	0	2	0	133	131	1	1	0	0
742	150	147	0	2	1	148	146	2	1	0	0
741	164	161	0	2	1	162	160	2	1	0	0
740	180	177	0	2	1	178	176	2	1	0	0
739	198	195	0	2	1	196	194	2	1	0	0
738	218	215	0	2	1	214	212	4	3	0	0
737	249	246	0	2	1	244	242	5	4	0	0
736	273	270	0	2	1	268	266	5	4	0	0
735	305	302	0	2	1	299	297	6	5	0	0
734	340	337	0	2	1	333	331	7	6	0	0
733	378	375	0	2	1	371	369	7	6	0	0
732	424	421	0	2	1	417	415	7	6	0	0
731	470	467	0	2	1	460	458	10	9	0	0
730	524	521	0	2	1	514	512	10	9	0	0
729	566	563	0	2	1	556	554	10	9	0	0
728	640	637	0	2	1	629	627	11	10	0	0
727	693	690	0	2	1	681	679	12	11	0	0
726	756	753	0	2	1	744	742	12	11	0	0
725	835	832	0	2	1	822	820	13	12	0	0
724	931	928	0	2	1	917	915	14	13	0	0
723	1005	1002	0	2	1	991	989	14	13	0	0
722	1110	1106	0	3	1	1096	1093	14	13	0	0
721	1241	1236	0	3	2	1225	1222	14	13	2	1
720	1363	1357	0	4	2	1346	1342	15	14	2	1
719	1535	1528	0	5	2	1518	1513	15	14	2	1
718	1715	1708	0	5	2	1696	1691	17	16	2	1
717	1896	1889	0	5	2	1874	1869	20	19	2	1
716	2089	2082	0	5	2	2066	2061	21	20	2	1
715	2296	2289	0	5	2	2270	2265	24	23	2	1
714	2520	2513	0	5	2	2493	2488	25	24	2	1
713	2800	2791	0	6	3	2769	2763	28	26	3	2
712	3048	3039	0	6	3	3016	3010	28	26	4	3
711	3320	3311	0	6	3	3283	3277	33	31	4	3
710	3655	3646	0	6	3	3613	3607	38	36	4	3
709	3979	3970	0	6	3	3932	3926	42	40	5	4
708	4365	4354	0	6	5	4312	4306	46	43	7	5
707	4752	4740	0	7	5	4695	4688	50	47	7	5
706	5138	5124	0	7	7	5074	5067	56	52	8	5
705	5568	5554	0	7	7	5502	5495	58	54	8	5
704	6022	6008	0	7	7	5954	5947	60	56	8	5
703	6483	6469	0	7	7	6411	6404	62	58	10	7
702	6993	6978	0	8	7	6916	6908	67	63	10	7
701	7508	7493	0	8	7	7424	7416	74	70	10	7
700	8041	8022	0	8	11	7942	7933	86	82	13	7
699	8667	8646	0	8	13	8563	8553	89	85	15	8
698	9253	9228	0	8	17	9142	9131	94	89	17	8
697	9885	9859	0	8	18	9769	9758	98	93	18	8
696	10554	10528	0	8	18	10429	10418	106	101	19	9
695	11216	11189	0	8	19	11086	11074	110	105	20	10
694	11932	11904	0	8	20	11792	11780	118	113	22	11
693	12726	12696	0	8	22	12574	12562	126	120	26	14
692	13559	13527	0	8	24	13400	13387	131	125	28	15
691	14363	14327	0	10	26	14194	14180	138	131	31	16
690	15183	15146	0	10	27	15006	14992	144	137	33	17
689	16034	15997	0	10	27	15851	15837	150	143	33	17
688	16934	16894	0	11	29	16741	16726	157	150	36	18
687	17906	17864	0	12	30	17704	17689	162	154	40	21
686	18825	18780	0	13	32	18612	18596	170	162	43	22
685	19780	19731	0	14	35	19555	19538	180	171	45	22
684	20717	20666	0	14	37	20485	20468	184	175	48	23
683	21692	21639	0	14	39	21453	21435	190	181	49	23
682	22672	22616	1	15	40	22422	22402	200	190	50	24
681	23723	23666	1	15	41	23465	23445	206	196	52	25
680	24795	24735	1	16	43	24532	24510	210	199	53	26
679	25789	25728	1	17	43	25517	25494	217	206	55	28
678	26841	26778	1	18	44	26564	26540	220	209	57	29
677	27856	27793	1	18	44	27573	27549	225	214	58	30
676	28920	28852	1	19	48	28625	28600	233	221	62	31
675	30101	30032	1	20	48	29799	29773	238	226	64	33
674	31148	31076	1	21	50	30832	30805	249	235	67	36
673	32254	32181	1	21	51	31922	31894	263	249	69	38
672	33338	33263	1	23	51	32996	32966	272	258	70	39
671	34502	34424	1	25	52	34153	34121	276	262	73	41
670	35608	35522	2	28	56	35249	35214	285	267	74	41
669	36713	36623	2	30	58	36341	36305	295	275	77	43
668	37855	37763	2	30	60	37469	37433	306	286	80	44
667	38925	38832	2	30	61	38529	38492	315	295	81	45
666	40004	39907	2	31	64	39598	39559	322	302	84	46
665	41045	40944	3	33	65	40630	40588	329	309	86	47
664	42147	42044	3	34	66	41719	41676	339	319	89	49
663	43179	43072	3	36	68	42736	42691	352	331	91	50
662	44227	44117	3	39	68	43772	43724	362	341	93	52
661	45226	45112	3	42	69	44759	44708	374	352	93	52
660	46234	46116	3	45	70	45760	45706	380	358	94	52
659	47204	47083	3	48	70	46721	46664	388	366	95	53
658	48193	48067	4	51	71	47700	47639	397	374	96	54
657	49268	49141	5	51	71	48761	48699	411	388	96	54
656	50265	50133	5	53	74	49742	49678	424	401	99	54
655	51288	51152	5	55	76	50758	50691	428	404	102	57
654	52308	52170	6	56	76	51771	51702	434	410	103	58
653	53269	53127	6	60	76	52722	52649	444	420	103	58
652	54220	54074	6	64	76	53666	53590	449	424	105	60
651	55184	55031	9	65	79	54618	54536	458	433	108	62
650	56146	55989	9	68	80	55571	55486	465	439	110	64
649	57086	56927	9	68	82	56497	56411	477	451	112	65
648	58039	57876	9	69	85	57445	57356	482	455	112	65
647	58952	58786	10	69	87	58349	58258	489	462	114	66
646	59831	59662	10	71	88	59224	59130	492	465	115	67
645	60655	60483	10	73	89	60042	59946	497	470	116	67
644	61549	61375	11	74	89	60933	60835	500	473	116	67
643	62396	62216	11	77	92	61765	61663	513	485	118	68
642	63265	63074	11	82	98	62622	62513	521	492	122	69
641	64100	63904	11	87	98	63446	63332	529	500	125	72
640	64906	64708	11	88	99	64244	64129	536	507	126	72
639	65693	65490	11	93	99	65027	64907	540	511	126	72
638	66460	66254	11	95	100	65784	65661	548	519	128	74
637	67206	66997	12	97	100	66527	66402	550	520	129	75
636	67952	67737	14	99	102	67263	67133	559	529	130	75
635	68737	68518	14	102	103	68037	67905	570	538	130	75
634	69501	69278	16	104	103	68789	68653	581	549	131	76
633	70297	70066	20	107	104	69579	69436	586	554	132	76
632	70981	70745	20	109	107	70251	70106	595	562	135	77
631	71651	71410	20	113	108	70916	70767	599	566	136	77
630	72392	72142	21	120	109	71652	71494	602	569	138	79
629	73059	72795	23	128	113	72311	72140	609	575	139	80
628	73750	73476	24	132	118	72993	72815	615	580	142	81
627	74440	74154	25	142	119	73679	73491	617	581	144	82
626	75119	74823	28	147	121	74351	74155	621	585	147	83
625	75730	75425	28	152	125	74956	74751	626	590	148	84
624	76366	76054	28	157	127	75586	75376	630	594	150	84
623	77013	76690	30	164	129	76224	76005	638	601	151	84
622	77600	77269	30	169	132	76806	76581	642	604	152	84
621	78255	77921	30	171	133	77450	77223	649	611	156	87
620	78841	78499	32	174	136	78028	77796	654	615	159	88
619	79462	79112	35	178	137	78643	78404	658	619	161	89
618	80085	79726	36	185	138	79260	79015	663	622	162	89
617	80654	80286	37	192	139	79822	79569	669	627	163	90
616	81256	80885	39	192	140	80421	80166	671	629	164	90
615	81821	81439	40	199	143	80982	80716	674	632	165	91
614	82394	82001	44	205	144	81548	81274	680	636	166	91
613	82912	82510	46	211	145	82058	81778	686	639	168	93
612	83419	83011	47	216	145	82560	82276	690	641	169	94
611	83934	83518	47	220	149	83066	82777	696	646	172	95
610	84500	84079	48	222	151	83625	83332	702	652	173	95
609	85003	84574	48	227	154	84122	83822	705	655	176	97
608	85546	85113	49	230	154	84658	84354	710	660	178	99
607	86081	85638	51	237	155	85187	84874	715	665	179	99
606	86590	86142	52	241	155	85690	85372	720	670	180	100
605	87131	86673	55	247	156	86227	85899	723	673	181	101
604	87636	87167	57	255	157	86727	86389	727	677	182	101
603	88147	87669	57	261	160	87228	86884	735	684	184	101
602	88676	88181	64	269	162	87746	87387	741	690	189	104
601	89147	88643	68	273	163	88212	87847	744	690	191	106
600	89619	89108	69	279	163	88679	88307	749	695	191	106
599	90109	89589	70	284	166	89161	88782	757	701	191	106
598	90603	90064	76	294	169	89650	89254	762	704	191	106
597	91048	90501	77	299	171	90084	89681	770	711	194	109
596	91518	90949	80	312	177	90543	90125	776	713	199	111
595	91957	91383	82	315	177	90979	90556	779	716	199	111
594	92400	91807	86	324	183	91414	90974	785	721	201	112
593	92853	92251	88	329	185	91861	91414	791	725	201	112
592	93295	92683	89	336	187	92294	91840	799	731	202	112
591	93736	93113	92	341	190	92731	92268	802	733	203	112
590	94150	93511	95	350	194	93138	92662	807	737	205	112
589	94589	93933	100	358	198	93569	93079	811	741	209	113
588	95039	94369	102	369	199	94015	93512	814	744	210	113
587	95480	94793	105	381	201	94445	93928	823	751	212	114
586	95880	95181	106	388	205	94841	94314	827	753	212	114
585	96314	95600	110	394	210	95267	94728	834	757	213	115
584	96755	96024	115	404	212	95703	95148	838	760	214	116
583	97192	96445	116	416	215	96139	95569	839	760	214	116
582	97601	96840	117	427	217	96542	95959	842	763	217	118
581	98019	97236	122	440	221	96952	96348	848	769	219	119
580	98412	97613	127	448	224	97337	96719	856	775	219	119
579	98808	97995	130	456	227	97727	97097	860	778	221	120
578	99223	98401	132	462	228	98141	97502	861	779	221	120
577	99628	98789	134	473	232	98542	97888	864	781	222	120
576	99999	99145	135	483	236	98903	98236	872	788	224	121
575	100400	99529	139	492	240	99296	98617	877	791	227	121
574	100785	99895	144	503	243	99677	98981	880	793	228	121
573	101199	100285	149	517	248	100083	99366	882	794	234	125
572	101611	100679	153	527	252	100486	99754	890	800	235	125
571	102023	101067	161	540	255	100895	100141	892	801	236	125
570	102405	101434	164	548	259	101273	100506	895	803	237	125
569	102776	101789	167	560	260	101641	100858	898	806	237	125
568	103174	102160	170	578	266	102033	101227	903	808	238	125
567	103529	102490	175	594	270	102381	101552	908	813	240	125
566	103902	102839	183	608	272	102752	101899	909	814	241	126
565	104304	103220	189	621	274	103148	102277	913	816	243	127
564	104668	103562	193	631	282	103505	102618	917	817	246	127
563	105017	103889	200	642	286	103848	102943	922	819	247	127
562	105366	104216	207	655	288	104188	103263	928	825	250	128
561	105729	104563	211	665	290	104541	103601	937	833	251	129
560	106079	104898	214	674	293	104885	103932	942	837	252	129
559	106492	105287	222	686	297	105289	104313	951	845	252	129
558	106868	105636	227	705	300	105659	104660	955	847	254	129
557	107222	105970	234	715	303	106007	104990	959	851	256	129
556	107568	106287	237	739	305	106345	105301	964	856	259	130
555	107914	106603	242	760	309	106687	105615	966	857	261	131
554	108261	106924	246	779	312	107029	105935	969	858	263	131
553	108608	107252	252	789	315	107372	106259	973	862	263	131
552	108971	107589	256	807	319	107726	106590	980	868	265	131
551	109310	107902	261	825	322	108061	106901	983	870	266	131
550	109632	108193	271	844	324	108376	107187	989	874	267	132
549	110012	108549	279	858	326	108750	107540	995	877	267	132
548	110388	108890	295	874	329	109123	107879	998	879	267	132
547	110716	109199	300	887	330	109445	108183	1004	884	267	132
546	111072	109533	302	904	333	109794	108512	1011	889	267	132
545	111425	109851	309	928	337	110141	108827	1017	892	267	132
544	111788	110187	314	946	341	110498	109159	1021	896	269	132
543	112142	110513	321	962	346	110844	109481	1028	899	270	133
542	112496	110840	329	978	349	111195	109805	1031	902	270	133
541	112850	111165	334	995	356	111541	110126	1038	905	271	134
540	113237	111512	345	1017	363	111924	110471	1041	907	272	134
539	113582	111839	350	1025	368	112263	110795	1047	910	272	134
538	113953	112170	362	1050	371	112625	111121	1056	915	272	134
537	114240	112431	371	1063	375	112906	111380	1061	917	273	134
536	114569	112729	380	1079	381	113231	111675	1065	920	273	134
535	114934	113058	387	1102	387	113585	111999	1076	925	273	134
534	115256	113346	395	1124	391	113905	112285	1078	927	273	134
533	115611	113668	400	1148	395	114254	112603	1083	931	274	134
532	115937	113963	411	1164	399	114573	112895	1088	934	276	134
531	116247	114242	417	1186	402	114880	113171	1091	937	276	134
530	116621	114568	425	1216	412	115246	113493	1098	941	277	134
529	116964	114877	436	1233	418	115582	113800	1105	943	277	134
528	117284	115163	443	1257	421	115900	114085	1107	944	277	134
527	117609	115445	451	1285	428	116219	114363	1112	948	278	134
526	117995	115785	464	1312	434	116596	114698	1120	953	279	134
525	118350	116105	473	1332	440	116940	115013	1128	957	282	135
524	118672	116386	481	1361	444	117254	115292	1134	958	284	136
523	119020	116689	491	1392	448	117597	115592	1138	961	285	136
522	119363	116981	506	1423	453	117933	115881	1144	964	286	136
521	119708	117280	524	1447	457	118267	116175	1154	969	287	136
520	120060	117587	533	1478	462	118615	116480	1158	971	287	136
519	120411	117895	544	1501	471	118959	116784	1162	975	290	136
518	120742	118178	557	1530	477	119285	117066	1167	976	290	136
517	121077	118464	573	1554	486	119617	117352	1168	976	292	136
516	121424	118769	582	1582	491	119959	117655	1171	978	294	136
515	121784	119088	590	1611	495	120314	117972	1174	980	296	136
514	122107	119367	600	1641	499	120631	118250	1177	981	299	136
513	122429	119630	616	1675	508	120944	118510	1184	984	301	136
512	122765	119918	624	1708	515	121275	118795	1189	987	301	136
511	123114	120224	634	1735	521	121615	119099	1197	989	302	136
510	123419	120484	643	1763	529	121912	119356	1202	992	305	136
509	123752	120760	662	1794	536	122237	119630	1207	994	308	136
508	124106	121057	676	1828	545	122580	119921	1217	1000	309	136
507	124425	121324	693	1854	554	122893	120185	1222	1003	310	136
506	124753	121599	701	1891	562	123213	120456	1228	1007	312	136
505	125057	121862	712	1912	571	123515	120719	1230	1007	312	136
504	125405	122143	729	1958	575	123860	120999	1233	1008	312	136
503	125754	122426	743	2001	584	124201	121280	1240	1010	313	136
502	126071	122687	753	2041	590	124511	121538	1245	1013	315	136
501	126391	122954	764	2078	595	124823	121799	1251	1018	317	137
500	126733	123246	775	2110	602	125158	122089	1256	1020	319	137
499	127072	123523	791	2147	611	125489	122363	1262	1023	321	137
498	127421	123814	807	2182	618	125831	122652	1265	1025	325	137
497	127753	124087	817	2224	625	126155	122921	1271	1029	327	137
496	128075	124342	835	2262	636	126466	123172	1280	1033	329	137
495	128429	124639	849	2295	646	126811	123466	1284	1036	334	137
494	128766	124914	866	2331	655	127145	123740	1286	1037	335	137
493	129092	125177	877	2376	662	127466	124001	1289	1039	337	137
492	129422	125436	889	2428	669	127788	124259	1293	1040	341	137
491	129732	125692	900	2465	675	128093	124512	1296	1042	343	138
490	130109	126002	919	2506	682	128461	124818	1304	1046	344	138
489	130460	126291	942	2538	689	128809	125107	1305	1046	346	138
488	130792	126564	956	2576	696	129134	125378	1310	1048	348	138
487	131135	126847	972	2611	705	129468	125657	1317	1052	350	138
486	131454	127092	991	2657	714	129780	125901	1321	1053	353	138
485	131777	127332	1019	2699	727	130091	126138	1331	1056	355	138
484	132129	127623	1036	2737	733	130440	126428	1333	1056	356	139
483	132428	127858	1049	2782	739	130730	126660	1339	1058	359	140
482	132758	128111	1064	2828	755	131047	126911	1346	1060	365	140
481	133108	128382	1081	2885	760	131388	127179	1354	1063	366	140
480	133439	128653	1097	2923	766	131716	127449	1356	1064	367	140
479	133762	128903	1113	2973	773	132033	127698	1359	1065	370	140
478	134108	129172	1131	3024	781	132369	127962	1367	1070	372	140
477	134429	129408	1154	3077	790	132676	128193	1378	1075	375	140
476	134744	129658	1170	3121	795	132982	128439	1386	1079	376	140
475	135082	129928	1191	3163	800	133316	128706	1389	1081	377	141
474	135427	130198	1209	3208	812	133653	128974	1395	1083	379	141
473	135800	130485	1230	3265	820	134020	129258	1401	1086	379	141
472	136135	130747	1246	3315	827	134347	129516	1409	1090	379	141
471	136463	131001	1263	3363	836	134671	129769	1413	1091	379	141
470	136827	131275	1288	3416	848	135025	130039	1422	1095	380	141
469	137196	131540	1314	3476	866	135378	130298	1436	1101	382	141
468	137571	131831	1335	3527	878	135743	130584	1445	1106	383	141
467	137911	132073	1354	3588	896	136076	130826	1449	1106	386	141
466	138257	132336	1375	3646	900	136417	131087	1453	1108	387	141
465	138614	132593	1397	3717	907	136762	131338	1462	1113	390	142
464	138984	132872	1426	3765	921	137124	131614	1468	1116	392	142
463	139330	133149	1453	3799	929	137461	131884	1475	1122	394	143
462	139680	133423	1478	3842	937	137804	132155	1481	1125	395	143
461	140059	133698	1505	3911	945	138176	132428	1486	1127	397	143
460	140387	133937	1534	3960	956	138493	132662	1496	1132	398	143
459	140724	134190	1555	4010	969	138817	132912	1504	1134	403	144
458	141096	134477	1576	4063	980	139175	133191	1517	1142	404	144
457	141469	134751	1608	4119	991	139541	133464	1522	1143	406	144
456	141797	134978	1642	4176	1001	139856	133684	1531	1150	410	144
455	142149	135227	1670	4234	1018	140202	133929	1536	1153	411	145
454	142514	135490	1695	4297	1032	140556	134189	1543	1156	415	145
453	142843	135737	1712	4349	1045	140880	134436	1546	1156	417	145
452	143225	136009	1744	4414	1058	141251	134703	1557	1161	417	145
451	143598	136273	1778	4470	1077	141607	134960	1570	1168	421	145
450	143957	136550	1801	4518	1088	141960	135236	1575	1169	422	145
449	144303	136779	1835	4586	1103	142287	135458	1589	1176	427	145
448	144675	137037	1864	4653	1121	142646	135712	1601	1180	428	145
447	145053	137295	1893	4733	1132	143010	135965	1613	1185	430	145
446	145428	137565	1919	4792	1152	143373	136231	1621	1188	434	146
445	145801	137841	1945	4852	1163	143734	136501	1631	1193	436	147
444	146200	138127	1986	4917	1170	144124	136785	1639	1194	437	148
443	146610	138421	2021	4987	1181	144525	137074	1645	1198	440	149
442	146960	138678	2043	5048	1191	144862	137326	1656	1203	442	149
441	147354	138955	2072	5120	1207	145248	137602	1663	1204	443	149
440	147747	139236	2103	5191	1217	145628	137880	1674	1207	445	149
439	148140	139514	2138	5264	1224	146010	138156	1683	1209	447	149
438	148480	139763	2170	5314	1233	146341	138403	1690	1211	449	149
437	148834	140012	2200	5373	1249	146681	138649	1699	1214	454	149
436	149216	140292	2227	5436	1261	147056	138929	1705	1214	455	149
435	149589	140553	2260	5503	1273	147417	139187	1712	1216	460	150
434	149992	140843	2288	5573	1288	147806	139474	1723	1219	463	150
433	150409	141128	2316	5662	1303	148205	139755	1737	1222	467	151
432	150817	141425	2342	5734	1316	148599	140049	1748	1225	470	151
431	151161	141673	2366	5794	1328	148937	140296	1754	1226	470	151
430	151543	141929	2404	5871	1339	149314	140550	1759	1228	470	151
429	151927	142178	2434	5955	1360	149677	140794	1775	1233	475	151
428	152326	142455	2465	6026	1380	150060	141066	1790	1238	476	151
427	152757	142748	2498	6107	1404	150478	141354	1801	1243	478	151
426	153161	143010	2524	6189	1438	150854	141610	1822	1249	485	151
425	153552	143273	2563	6265	1451	151235	141870	1829	1252	488	151
424	153930	143524	2596	6346	1464	151604	142120	1835	1253	491	151
423	154288	143754	2631	6423	1480	151949	142348	1844	1255	495	151
422	154661	143999	2667	6500	1495	152308	142588	1858	1260	495	151
421	155059	144267	2698	6580	1514	152694	142854	1868	1262	497	151
420	155445	144531	2742	6649	1523	153074	143116	1871	1263	500	152
419	155840	144819	2764	6714	1543	153456	143400	1881	1267	503	152
418	156245	145104	2792	6791	1558	153850	143683	1889	1268	506	153
417	156645	145374	2818	6880	1573	154239	143951	1896	1269	510	154
416	157096	145673	2855	6979	1589	154678	144245	1907	1274	511	154
415	157504	145934	2895	7070	1605	155066	144503	1921	1277	517	154
414	157942	146210	2947	7161	1624	155491	144779	1929	1277	522	154
413	158345	146481	2984	7237	1643	155881	145046	1936	1280	528	155
412	158719	146724	3032	7306	1657	156246	145287	1945	1282	528	155
411	159137	146996	3067	7396	1678	156644	145551	1963	1290	530	155
410	159586	147287	3117	7475	1707	157077	145840	1975	1292	534	155
409	159975	147544	3151	7556	1724	157455	146092	1983	1297	537	155
408	160452	147856	3198	7663	1735	157921	146399	1993	1302	538	155
407	160859	148121	3236	7744	1758	158316	146663	2000	1303	543	155
406	161276	148380	3276	7851	1769	158720	146915	2011	1309	545	156
405	161710	148661	3315	7943	1791	159133	147190	2029	1315	548	156
404	162141	148933	3353	8045	1810	159548	147456	2039	1320	554	157
403	162570	149205	3387	8147	1831	159961	147723	2052	1324	557	158
402	163002	149467	3426	8250	1859	160372	147982	2067	1327	563	158
