min seqc samples	junctions	magic junctions	rmake junctions	subread junctions	exactly one of {magic, rmake, subread} junctions	exactly two of {magic, rmake, subread} junctions	all three of {magic, rmake, subread} junctions
503	188781	181086	187135	184571	936	8361	178378
502	188901	181199	187250	184685	940	8365	178488
501	189036	181326	187380	184811	943	8372	178610
500	189147	181431	187489	184917	944	8380	178711
499	189265	181543	187604	185030	945	8386	178820
498	189367	181637	187704	185124	946	8399	178907
497	189486	181745	187818	185235	949	8408	179011
496	189602	181849	187928	185339	950	8418	179110
495	189710	181950	188033	185443	951	8424	179209
494	189841	182069	188158	185565	958	8428	179326
493	189952	182173	188267	185667	959	8438	179424
492	190083	182292	188394	185789	961	8450	179538
491	190197	182397	188503	185896	964	8456	179640
490	190326	182518	188629	186018	965	8463	179758
489	190456	182633	188752	186138	969	8469	179872
488	190594	182763	188885	186268	972	8475	179998
487	190713	182878	189000	186377	973	8485	180104
486	190817	182973	189098	186469	976	8494	180192
485	190942	183087	189218	186588	980	8502	180303
484	191071	183205	189345	186708	982	8514	180416
483	191189	183315	189458	186817	983	8522	180521
482	191343	183459	189610	186963	987	8528	180663
481	191480	183588	189743	187093	988	8533	180790
480	191608	183706	189869	187215	990	8541	180906
479	191731	183819	189990	187334	991	8549	181018
478	191846	183927	190100	187437	995	8553	181121
477	191963	184035	190213	187545	997	8562	181224
476	192087	184149	190332	187660	1000	8571	181333
475	192207	184257	190446	187771	1003	8580	181437
474	192324	184366	190560	187880	1004	8588	181542
473	192458	184494	190693	188008	1005	8596	181666
472	192575	184606	190808	188120	1005	8602	181775
471	192710	184731	190938	188250	1007	8609	181898
470	192829	184844	191054	188361	1009	8616	182006
469	192941	184948	191164	188466	1010	8625	182106
468	193053	185054	191274	188573	1010	8632	182209
467	193183	185175	191403	188696	1013	8643	182325
466	193304	185288	191524	188811	1013	8657	182432
465	193422	185392	191635	188918	1016	8665	182533
464	193553	185511	191760	189036	1019	8678	182644
463	193684	185632	191889	189164	1019	8687	182764
462	193809	185752	192012	189280	1019	8697	182877
461	193937	185873	192137	189400	1021	8702	182995
460	194065	185989	192260	189520	1023	8714	183106
459	194206	186125	192398	189654	1025	8719	183238
458	194342	186250	192529	189779	1028	8731	183356
457	194468	186368	192651	189898	1029	8739	183470
456	194612	186500	192792	190034	1030	8751	183598
455	194740	186620	192912	190150	1031	8756	183713
454	194882	186754	193050	190286	1032	8763	183844
453	195007	186865	193168	190401	1036	8771	183952
452	195136	186986	193291	190520	1037	8778	184068
451	195282	187123	193434	190661	1038	8787	184202
450	195403	187237	193551	190773	1041	8792	184312
449	195539	187369	193685	190903	1042	8799	184439
448	195676	187497	193820	191032	1045	8809	184562
447	195808	187615	193949	191158	1047	8819	184679
446	195919	187720	194057	191265	1048	8824	184782
445	196083	187876	194217	191418	1049	8836	184930
444	196226	188011	194353	191549	1054	8844	185057
443	196375	188152	194499	191688	1057	8850	185194
442	196514	188277	194628	191815	1059	8858	185315
441	196651	188406	194761	191943	1060	8868	185438
440	196805	188547	194908	192086	1062	8880	185573
439	196927	188655	195029	192204	1063	8894	185679
438	197063	188780	195158	192327	1067	8905	185796
437	197180	188890	195270	192436	1068	8911	185902
436	197326	189021	195408	192568	1069	8922	186028
435	197457	189149	195537	192693	1072	8927	186151
434	197599	189281	195676	192829	1073	8938	186279
433	197738	189403	195810	192957	1080	8951	186396
432	197871	189526	195936	193075	1081	8963	186510
431	198002	189645	196061	193197	1086	8968	186627
430	198149	189779	196204	193337	1087	8978	186759
429	198293	189914	196346	193478	1087	8986	186893
428	198454	190071	196505	193632	1088	8991	187046
427	198588	190198	196635	193758	1089	8999	187168
426	198741	190342	196784	193900	1090	9009	187306
425	198881	190472	196923	194035	1091	9020	187433
424	199007	190589	197045	194151	1095	9029	187544
423	199144	190719	197180	194279	1099	9039	187667
422	199288	190851	197320	194417	1100	9047	187798
421	199432	190988	197460	194549	1103	9055	187928
420	199585	191132	197606	194692	1105	9062	188067
419	199725	191265	197742	194824	1106	9067	188197
418	199861	191393	197875	194952	1108	9076	188320
417	200003	191526	198012	195084	1113	9081	188449
416	200149	191659	198151	195216	1115	9093	188575
415	200296	191794	198294	195351	1122	9101	188705
414	200438	191921	198432	195482	1128	9113	188827
413	200592	192059	198578	195624	1132	9126	188959
412	200744	192192	198722	195761	1134	9143	189085
411	200902	192335	198870	195904	1135	9154	189222
410	201059	192481	199021	196048	1140	9162	189362
409	201223	192636	199178	196201	1142	9167	189513
408	201374	192776	199325	196344	1142	9178	189649
407	201516	192905	199460	196475	1142	9188	189774
406	201651	193033	199591	196602	1146	9193	189898
405	201807	193170	199739	196741	1152	9210	190026
404	201958	193314	199887	196876	1155	9224	190158
403	202116	193463	200041	197024	1159	9236	190299
402	202281	193613	200200	197176	1163	9247	190444
401	202441	193755	200356	197326	1167	9259	190584
400	202603	193901	200515	197474	1172	9273	190724
399	202756	194043	200661	197616	1178	9275	190864
398	202902	194177	200801	197750	1184	9281	190994
397	203056	194321	200951	197899	1184	9288	191137
396	203188	194443	201078	198018	1187	9298	191252
395	203372	194615	201260	198192	1190	9310	191419
394	203534	194765	201413	198340	1193	9318	191563
393	203684	194900	201560	198478	1199	9333	191691
392	203844	195052	201716	198627	1201	9343	191836
391	204012	195207	201877	198783	1205	9352	191986
390	204193	195371	202052	198952	1207	9371	192142
389	204365	195525	202215	199109	1212	9379	192293
388	204521	195672	202370	199261	1214	9386	192439
387	204666	195803	202510	199399	1215	9395	192569
386	204832	195958	202673	199553	1217	9408	192717
385	205017	196128	202852	199724	1223	9419	192881
384	205164	196259	202993	199863	1227	9432	193008
383	205312	196396	203131	199993	1231	9442	193135
382	205484	196552	203295	200148	1235	9454	193284
381	205662	196722	203469	200314	1237	9465	193446
380	205821	196873	203624	200459	1239	9481	193585
379	205968	197009	203765	200597	1241	9491	193716
378	206126	197147	203910	200738	1247	9505	193846
377	206289	197296	204067	200886	1251	9517	193988
376	206424	197419	204197	201012	1253	9527	194107
375	206606	197587	204368	201175	1257	9536	194267
374	206800	197762	204554	201357	1258	9552	194437
373	206946	197895	204695	201492	1261	9563	194565
372	207155	198084	204895	201683	1267	9583	194743
371	207316	198229	205049	201834	1270	9595	194884
370	207500	198400	205227	202006	1270	9608	195049
369	207659	198545	205383	202157	1272	9620	195191
368	207811	198679	205530	202296	1279	9630	195322
367	207995	198842	205703	202460	1287	9645	195476
366	208181	199007	205882	202629	1294	9658	195636
365	208363	199170	206052	202790	1298	9672	195790
364	208538	199332	206222	202957	1299	9681	195950
363	208715	199498	206398	203131	1299	9693	196114
362	208891	199652	206562	203285	1307	9709	196258
361	209072	199815	206738	203453	1311	9725	196415
360	209263	199989	206922	203632	1317	9737	196584
359	209442	200158	207094	203796	1321	9749	196743
358	209633	200329	207278	203971	1322	9772	196904
357	209808	200485	207448	204132	1325	9789	197054
356	209993	200646	207624	204304	1328	9805	197212
355	210171	200815	207799	204473	1331	9817	197374
354	210355	200985	207975	204644	1336	9827	197538
353	210549	201161	208161	204825	1342	9833	197713
352	210742	201344	208349	205006	1343	9843	197890
351	210921	201503	208519	205166	1348	9857	198042
350	211102	201671	208690	205331	1353	9868	198201
349	211300	201854	208882	205512	1357	9883	198375
348	211492	202029	209069	205691	1362	9896	198545
347	211676	202198	209248	205860	1366	9908	198708
346	211863	202373	209422	206032	1372	9912	198877
345	212066	202565	209617	206214	1376	9926	199056
344	212270	202753	209813	206403	1379	9941	199236
343	212472	202938	210009	206594	1382	9957	199415
342	212661	203107	210188	206766	1388	9971	199577
341	212825	203254	210345	206918	1393	9982	199720
340	213017	203428	210527	207092	1397	9996	199886
339	213211	203599	210714	207263	1405	10015	200047
338	213409	203776	210905	207444	1410	10032	200217
337	213606	203952	211092	207622	1415	10048	200385
336	213810	204142	211291	207813	1418	10062	200568
335	214005	204321	211480	207994	1421	10077	200740
334	214195	204500	211664	208174	1421	10086	200915
333	214372	204663	211834	208338	1426	10098	201071
332	214580	204853	212034	208532	1429	10108	201258
331	214784	205044	212236	208724	1431	10125	201441
330	214964	205210	212409	208889	1435	10138	201599
329	215154	205378	212585	209062	1439	10150	201762
328	215334	205538	212753	209222	1444	10168	201911
327	215486	205672	212893	209359	1447	10177	202041
326	215702	205862	213097	209562	1449	10194	202228
325	215894	206038	213281	209738	1450	10211	202395
324	216113	206232	213489	209942	1453	10229	202584
323	216331	206427	213696	210142	1458	10250	202769
322	216527	206605	213883	210323	1462	10266	202939
321	216789	206845	214138	210559	1465	10294	203163
320	216984	207022	214323	210743	1470	10311	203332
319	217205	207230	214535	210942	1475	10324	203528
318	217427	207429	214742	211137	1484	10332	203720
317	217663	207649	214974	211356	1486	10356	203927
316	217863	207832	215165	211535	1489	10370	204101
315	218085	208028	215376	211740	1492	10388	204292
314	218285	208213	215567	211920	1497	10404	204465
313	218500	208409	215767	212112	1502	10418	204650
312	218711	208605	215973	212312	1506	10429	204842
311	218917	208796	216172	212507	1508	10440	205029
310	219134	208993	216382	212706	1513	10454	205220
309	219356	209190	216591	212905	1524	10469	205408
308	219584	209396	216811	213119	1527	10492	205605
307	219834	209616	217052	213347	1533	10514	205818
306	220073	209832	217280	213568	1538	10529	206028
305	220278	210016	217475	213757	1540	10548	206204
304	220513	210234	217698	213973	1546	10560	206413
303	220718	210417	217897	214163	1552	10579	206589
302	220918	210602	218090	214353	1555	10590	206770
301	221164	210824	218323	214573	1564	10608	206980
300	221386	211027	218535	214775	1569	10626	207172
299	221634	211237	218764	214990	1578	10644	207375
298	221846	211423	218963	215184	1580	10661	207556
297	222067	211619	219167	215380	1589	10677	207741
296	222301	211834	219394	215596	1597	10690	207949
295	222538	212052	219620	215810	1604	10705	208156
294	222763	212258	219837	216023	1607	10723	208355
293	222997	212470	220058	216236	1611	10738	208559
292	223214	212667	220264	216439	1613	10752	208751
291	223450	212882	220490	216657	1621	10767	208958
290	223695	213109	220729	216887	1622	10789	209175
289	223959	213354	220983	217126	1626	10808	209407
288	224201	213566	221207	217342	1636	10823	209611
287	224461	213807	221453	217575	1641	10843	209836
286	224681	214006	221662	217777	1647	10857	210028
285	224931	214233	221898	218001	1654	10873	210244
284	225201	214480	222155	218247	1659	10890	210481
283	225450	214697	222384	218462	1662	10913	210685
282	225698	214918	222616	218687	1667	10927	210900
281	225964	215162	222868	218929	1673	10939	211136
280	226227	215405	223122	219176	1680	10949	211375
279	226479	215636	223357	219403	1690	10959	211596
278	226737	215882	223609	219641	1692	10978	211828
277	227009	216122	223857	219878	1697	10993	212058
276	227266	216357	224103	220116	1701	11010	212285
275	227507	216578	224335	220333	1706	11032	212492
274	227743	216783	224553	220535	1714	11051	212685
273	227991	217001	224788	220760	1723	11072	212894
272	228258	217243	225044	220998	1732	11095	213121
271	228545	217506	225313	221259	1741	11109	213373
270	228818	217758	225576	221507	1747	11129	213612
269	229106	218012	225846	221761	1757	11156	213850
268	229397	218284	226128	222035	1762	11173	214113
267	229691	218552	226409	222308	1768	11191	214373
266	229954	218790	226664	222547	1779	11205	214604
265	230219	219036	226918	222789	1784	11221	214839
264	230489	219285	227174	223040	1789	11235	215080
263	230768	219538	227442	223295	1794	11256	215323
262	231038	219784	227699	223547	1799	11271	215563
261	231328	220046	227965	223800	1814	11285	215809
260	231603	220295	228229	224052	1821	11307	216047
259	231870	220537	228482	224290	1827	11327	216276
258	232152	220794	228755	224551	1831	11347	216525
257	232442	221064	229037	224819	1836	11366	216784
256	232707	221305	229292	225065	1841	11388	217015
255	233025	221594	229598	225360	1846	11412	217294
254	233316	221862	229880	225636	1851	11434	217553
253	233594	222103	230146	225888	1859	11460	217786
252	233886	222363	230427	226156	1866	11486	218036
251	234200	222647	230723	226444	1873	11504	218311
250	234463	222887	230978	226686	1881	11525	218540
249	234744	223137	231245	226939	1887	11550	218778
248	235034	223404	231522	227204	1891	11570	219033
247	235342	223681	231817	227485	1898	11588	219303
246	235629	223945	232093	227750	1905	11600	219561
245	235911	224205	232363	228007	1914	11620	219807
244	236203	224472	232646	228281	1921	11637	220068
243	236516	224754	232940	228564	1928	11658	220338
242	236817	225026	233225	228829	1934	11685	220592
241	237148	225332	233541	229131	1942	11705	220884
240	237486	225643	233865	229444	1948	11720	221188
239	237833	225950	234189	229749	1962	11749	221476
238	238179	226273	234517	230061	1971	11770	221780
237	238488	226555	234819	230352	1978	11793	222054
236	238805	226851	235125	230651	1982	11805	222345
235	239150	227167	235462	230972	1990	11832	222649
234	239510	227491	235801	231299	2001	11855	222960
233	239873	227809	236141	231622	2013	11888	223261
232	240213	228122	236466	231935	2015	11911	223562
231	240552	228415	236784	232243	2023	11936	223849
230	240918	228744	237131	232566	2036	11964	224159
229	241261	229057	237459	232869	2050	11985	224455
228	241572	229346	237762	233157	2058	12004	224733
227	241926	229672	238101	233481	2067	12026	225045
226	242275	229984	238428	233787	2078	12052	225339
225	242636	230296	238763	234107	2085	12079	225641
224	242967	230599	239076	234400	2101	12098	225926
223	243334	230933	239423	234731	2108	12125	226243
222	243690	231244	239759	235042	2122	12159	226535
221	244032	231558	240089	235358	2128	12177	226841
220	244412	231902	240447	235702	2140	12199	227171
219	244792	232246	240816	236047	2148	12238	227495
218	245149	232568	241155	236376	2155	12266	227804
217	245523	232907	241509	236713	2169	12288	228128
216	245899	233242	241868	237046	2176	12330	228440
215	246267	233577	242216	237384	2187	12349	228764
214	246660	233934	242595	237738	2195	12386	229100
213	247025	234270	242947	238070	2205	12408	229422
212	247399	234610	243307	238408	2214	12435	229747
211	247800	234961	243683	238764	2222	12470	230082
210	248144	235266	244005	239068	2234	12499	230369
209	248543	235619	244375	239418	2246	12533	230700
208	248949	235989	244759	239782	2258	12561	231050
207	249354	236354	245146	240157	2267	12589	231404
206	249770	236728	245544	240536	2276	12617	231766
205	250180	237106	245938	240916	2281	12643	232131
204	250562	237456	246306	241264	2291	12673	232463
203	250974	237807	246694	241631	2305	12709	232803
202	251385	238173	247088	242006	2315	12745	233154
201	251820	238559	247497	242393	2326	12777	233523
200	252279	238972	247933	242808	2336	12813	233917
199	252691	239334	248316	243174	2347	12850	234259
198	253119	239719	248728	243565	2360	12884	234628
197	253574	240127	249163	243977	2369	12919	235020
196	254001	240517	249569	244363	2378	12949	235391
195	254394	240870	249944	244719	2385	12979	235730
194	254801	241238	250333	245091	2397	13011	236081
193	255252	241641	250760	245497	2410	13048	236464
192	255681	242031	251169	245890	2425	13080	236835
191	256109	242415	251573	246269	2433	13118	237196
190	256539	242797	251981	246654	2442	13158	237558
189	256959	243164	252375	247025	2454	13193	237908
188	257432	243578	252820	247451	2466	13231	238307
187	257864	243965	253221	247837	2473	13255	238680
186	258304	244349	253626	248228	2485	13287	239048
185	258750	244749	254050	248630	2495	13322	239430
184	259196	245150	254471	249034	2504	13356	239813
183	259681	245590	254928	249480	2513	13381	240241
182	260128	245991	255352	249882	2523	13421	240620
181	260642	246458	255847	250357	2531	13462	241069
180	261122	246880	256295	250788	2545	13495	241476
179	261583	247305	256741	251209	2559	13525	241882
178	262063	247734	257194	251641	2570	13566	242289
177	262566	248179	257652	252083	2584	13600	242710
176	263081	248631	258135	252544	2601	13643	243141
175	263588	249081	258615	252998	2614	13688	243568
174	264085	249526	259081	253443	2625	13723	243993
173	264605	249987	259570	253904	2638	13765	244431
172	265145	250467	260076	254381	2650	13814	244882
171	265685	250947	260590	254875	2655	13861	245345
170	266212	251420	261092	255355	2665	13907	245796
169	266803	251953	261644	255884	2683	13940	246306
168	267371	252464	262185	256398	2701	13988	246790
167	267955	253003	262742	256930	2713	14016	247310
166	268498	253479	263242	257398	2728	14069	247751
165	269071	253983	263778	257901	2746	14116	248228
164	269646	254491	264327	258424	2764	14162	248718
163	270173	254957	264826	258898	2777	14203	249166
162	270705	255426	265327	259381	2790	14245	249618
161	271267	255929	265856	259877	2810	14288	250092
160	271896	256490	266456	260441	2829	14337	250628
159	272470	256989	267000	260955	2848	14395	251102
158	273092	257534	267586	261513	2870	14432	251633
157	273684	258057	268134	262035	2886	14472	252132
156	274302	258607	268720	262592	2901	14528	252654
155	274949	259184	269330	263176	2916	14578	253206
154	275554	259722	269899	263708	2932	14623	253717
153	276159	260263	270464	264242	2952	14674	254223
152	276830	260839	271090	264833	2970	14732	254776
151	277502	261433	271722	265438	2981	14790	255344
150	278112	261982	272289	265980	2999	14827	255866
149	278773	262561	272899	266561	3016	14871	256421
148	279420	263133	273506	267133	3040	14908	256972
147	280110	263740	274140	267729	3062	14959	257543
146	280763	264324	274755	268310	3080	14997	258105
145	281378	264863	275323	268848	3099	15042	258617
144	282044	265470	275950	269443	3120	15082	259193
143	282732	266077	276600	270054	3139	15141	259770
142	283419	266671	277230	270647	3159	15192	260335
141	284084	267261	277844	271237	3171	15237	260899
140	284773	267879	278487	271846	3190	15282	261486
139	285461	268480	279134	272462	3207	15337	262065
138	286164	269103	279797	273087	3232	15392	262657
137	286877	269709	280460	273701	3264	15449	263236
136	287606	270356	281158	274355	3291	15511	263852
135	288362	271026	281875	275036	3313	15574	264492
134	289082	271665	282547	275670	3338	15619	265102
133	289793	272287	283218	276290	3367	15688	265684
132	290565	272954	283936	276973	3394	15750	266323
131	291321	273615	284641	277639	3415	15818	266948
130	292088	274306	285362	278323	3439	15864	267608
129	292889	274980	286095	279011	3471	15922	268257
128	293690	275701	286854	279736	3495	15982	268944
127	294505	276422	287620	280462	3509	16051	269631
126	295339	277163	288407	281212	3537	16102	270347
125	296161	277873	289171	281932	3570	16170	271022
124	297024	278638	289983	282702	3593	16243	271748
123	297820	279332	290728	283412	3613	16310	272413
122	298685	280098	291541	284174	3643	16381	273136
121	299543	280843	292347	284940	3674	16441	273858
120	300477	281666	293231	285780	3702	16511	274651
119	301355	282442	294044	286552	3728	16567	275392
118	302276	283268	294911	287386	3745	16628	276188
117	303211	284095	295783	288221	3773	16693	276980
116	304201	284951	296693	289075	3808	16760	277797
115	305177	285813	297610	289932	3847	16833	278614
114	306130	286650	298491	290761	3885	16910	279399
113	307095	287483	299391	291605	3908	17008	280185
112	308100	288362	300327	292498	3933	17088	281026
111	309089	289224	301241	293360	3962	17173	281839
110	310103	290099	302184	294240	4004	17262	282665
109	311138	290985	303143	295140	4033	17351	283511
108	312181	291889	304105	296045	4078	17433	284365
107	313226	292793	305067	296953	4120	17509	285225
106	314239	293680	306009	297849	4150	17595	286066
105	315287	294585	306988	298769	4186	17677	286934
104	316397	295533	308001	299727	4227	17766	287834
103	317487	296493	309015	300691	4267	17847	288746
102	318592	297432	310029	301640	4310	17943	289635
101	319730	298415	311063	302628	4352	18025	290568
100	320857	299385	312098	303608	4384	18120	291489
99	322073	300424	313218	304659	4433	18220	292476
98	323231	301437	314296	305665	4477	18323	293425
97	324441	302471	315408	306697	4520	18431	294398
96	325706	303566	316588	307791	4575	18528	295438
95	326960	304648	317743	308882	4622	18625	296467
94	328255	305760	318926	310009	4676	18719	297527
93	329511	306841	320086	311106	4720	18812	298563
92	330821	307978	321283	312235	4761	18921	299631
91	332127	309088	322488	313363	4804	19034	300689
90	333519	310263	323754	314535	4862	19166	301786
89	334941	311480	325050	315757	4906	19273	302945
88	336343	312678	326335	316972	4964	19386	304083
87	337822	313913	327674	318232	5016	19513	305259
86	339392	315187	329072	319542	5070	19662	306469
85	340829	316447	330406	320807	5114	19768	307670
84	342299	317712	331758	322092	5168	19886	308874
83	343840	319011	333175	323421	5226	20018	310115
82	345395	320346	334609	324773	5276	20132	311396
81	346941	321682	336035	326100	5344	20260	312651
80	348531	323035	337483	327455	5417	20383	313930
79	350146	324436	338966	328847	5467	20513	315252
78	351799	325833	340485	330282	5524	20656	316588
77	353520	327278	342059	331754	5588	20813	317959
76	355325	328814	343694	333284	5657	20948	319413
75	357172	330370	345382	334857	5733	21118	320880
74	359013	331938	347053	336421	5802	21274	322354
73	360847	333492	348734	338006	5870	21442	323826
72	362693	335051	350412	339602	5929	21597	325314
71	364698	336752	352248	341299	6019	21775	326910
70	366686	338410	354039	342973	6110	21945	328474
69	368697	340089	355851	344682	6181	22111	330073
68	370746	341803	357727	346436	6255	22313	331695
67	372911	343609	359711	348298	6348	22508	333418
66	375052	345429	361682	350151	6440	22701	335140
65	377206	347246	363632	352001	6521	22865	336876
64	379480	349150	365678	353924	6626	23043	338680
63	381746	351038	367729	355836	6707	23255	340462
62	384175	353062	369913	357872	6794	23467	342373
61	386607	355100	372081	359926	6882	23631	344321
60	389026	357104	374269	361982	6964	23855	346227
59	391613	359259	376596	364138	7076	24085	348249
58	394213	361422	378930	366318	7188	24294	350298
57	396855	363613	381313	368532	7307	24534	352361
56	399630	365899	383802	370848	7430	24787	354515
55	402494	368282	386394	373237	7549	25066	356744
54	405357	370658	388976	375649	7681	25301	359000
53	408363	373157	391682	378154	7805	25569	361350
52	411522	375768	394515	380815	7928	25843	363828
51	414591	378279	397232	383332	8064	26097	366195
50	417877	380970	400157	386060	8198	26392	368735
49	421244	383725	403158	388849	8355	26689	371333
48	424798	386629	406326	391794	8507	27022	374066
47	428433	389577	409543	394795	8660	27360	376845
46	432111	392595	412809	397852	8813	27679	379695
45	435950	395720	416203	401010	8983	28000	382650
44	439919	398966	419707	404270	9144	28327	385715
43	443962	402284	423280	407607	9315	28641	388858
42	448200	405751	427050	411094	9511	29021	392114
41	452652	409389	430978	414747	9688	29433	395520
40	457241	413102	434996	418476	9910	29823	399006
39	462101	417040	439286	422459	10130	30234	402729
38	467136	421096	443704	426581	10345	30684	406556
37	472293	425245	448214	430743	10572	31143	410448
36	477681	429543	452904	435107	10818	31627	414494
35	483408	434150	457954	439762	11083	32190	418801
34	489356	438858	463155	444550	11373	32735	423240
33	495541	443790	468534	449532	11643	33306	427867
32	502074	448959	474187	454775	11954	33857	432751
31	508819	454241	480015	460115	12288	34487	437703
30	515836	459787	486097	465756	12599	35109	442941
29	523300	465687	492571	471718	12983	35814	448455
28	531385	472034	499592	478170	13399	36558	454427
27	539812	478625	506818	484796	13796	37362	460573
26	548840	485570	514499	491852	14229	38223	467082
25	558249	492861	522536	499184	14718	39134	473865
24	568338	500672	531153	507135	15181	40112	481185
23	578995	508893	540195	515445	15704	41093	488881
22	590553	517737	550004	524418	16280	42213	497151
21	602849	527091	560355	533923	16907	43351	505920
20	616241	537342	571684	544261	17640	44548	515517
19	630748	548280	583870	555361	18430	45986	525703
18	646184	559903	596751	567080	19246	47434	536540
17	663211	572701	610935	580007	20137	49027	548484
16	682000	586709	626508	594252	21105	50794	561592
15	702945	602161	643670	609905	22256	52749	575994
14	725770	618913	662440	626892	23572	54947	591593
13	751799	637793	683617	646021	25043	57478	609144
12	781400	659104	707605	667679	26773	60420	628925
11	815002	683124	734610	692050	28767	63677	651221
10	853990	710693	765656	719933	31080	67512	676726
9	899861	742574	801774	752257	33829	72238	706100
8	955706	780685	845277	790845	37479	77978	741124
7	1024482	826825	898036	837459	41927	85143	783369
6	1112589	884650	964484	895678	47653	94836	835829
5	1232368	960160	1052335	971450	56184	108533	903565
4	1407941	1064976	1176166	1075451	69926	129824	995673
3	1703277	1222609	1370263	1231105	96885	168828	1129812
2	2330786	1492884	1727570	1495349	165354	255695	1346353
1	4552435	2043387	2546820	2027756	408814	504641	1733289
