min seqc samples	junctions	magic junctions	rmake junctions	subread junctions	exactly one of {magic, rmake, subread} junctions	exactly two of {magic, rmake, subread} junctions	all three of {magic, rmake, subread} junctions
1129	137413	132780	136864	135573	317	5428	131348
1128	137500	132862	136951	135660	317	5433	131430
1127	137580	132939	137030	135739	317	5435	131507
1126	137664	133019	137114	135821	317	5441	131585
1125	137766	133115	137216	135920	319	5446	131680
1124	137856	133202	137305	136007	321	5449	131765
1123	137932	133275	137381	136082	321	5453	131837
1122	137998	133340	137447	136147	321	5455	131901
1121	138079	133415	137526	136223	324	5462	131972
1120	138147	133478	137593	136289	325	5465	132035
1119	138239	133567	137685	136378	326	5469	132122
1118	138335	133657	137781	136471	327	5476	132210
1117	138414	133729	137858	136547	328	5480	132282
1116	138498	133807	137940	136628	328	5485	132359
1115	138575	133881	138016	136704	328	5487	132433
1114	138652	133955	138093	136779	329	5490	132506
1113	138712	134014	138153	136839	329	5491	132565
1112	138801	134100	138242	136928	329	5494	132651
1111	138872	134169	138313	136998	329	5497	132719
1110	138930	134226	138370	137055	329	5497	132776
1109	139010	134303	138448	137130	330	5499	132851
1108	139079	134367	138515	137198	331	5502	132915
1107	139153	134437	138589	137272	331	5506	132985
1106	139235	134518	138671	137354	331	5507	133066
1105	139306	134585	138741	137424	331	5510	133133
1104	139381	134655	138815	137494	333	5514	133201
1103	139459	134727	138891	137570	333	5518	133273
1102	139535	134801	138967	137644	333	5522	133345
1101	139609	134870	139040	137716	333	5527	133413
1100	139680	134936	139109	137784	333	5531	133478
1099	139756	135009	139184	137856	333	5536	133548
1098	139820	135069	139248	137919	333	5541	133607
1097	139903	135148	139330	137999	333	5546	133684
1096	139990	135230	139417	138085	334	5550	133766
1095	140086	135318	139511	138176	334	5562	133849
1094	140173	135397	139598	138260	334	5573	133925
1093	140246	135468	139671	138332	334	5576	133995
1092	140315	135535	139740	138401	334	5578	134062
1091	140381	135598	139806	138465	335	5581	134124
1090	140454	135667	139879	138536	335	5587	134191
1089	140522	135729	139947	138604	335	5593	134253
1088	140599	135802	140023	138679	337	5596	134325
1087	140666	135863	140089	138744	338	5600	134386
1086	140751	135939	140171	138826	338	5606	134462
1085	140825	136008	140245	138896	338	5615	134527
1084	140909	136087	140328	138976	338	5622	134603
1083	140981	136156	140400	139048	338	5625	134672
1082	141072	136242	140491	139138	338	5631	134757
1081	141143	136302	140561	139206	339	5641	134816
1080	141212	136369	140630	139274	339	5644	134882
1079	141284	136438	140702	139344	339	5649	134949
1078	141366	136517	140783	139424	339	5652	135027
1077	141445	136595	140862	139501	339	5655	135103
1076	141515	136661	140932	139569	340	5659	135168
1075	141593	136736	141009	139645	341	5663	135241
1074	141667	136805	141081	139716	342	5668	135308
1073	141745	136881	141158	139791	343	5672	135381
1072	141829	136959	141241	139873	343	5678	135458
1071	141894	137016	141304	139935	343	5685	135514
1070	141967	137085	141376	140003	344	5690	135580
1069	142047	137158	141455	140081	346	5696	135652
1068	142122	137229	141528	140153	347	5700	135721
1067	142194	137298	141600	140223	348	5703	135789
1066	142273	137368	141678	140300	348	5712	135858
1065	142359	137451	141764	140384	348	5717	135939
1064	142425	137515	141829	140449	349	5719	136002
1063	142494	137582	141897	140517	350	5721	136068
1062	142570	137654	141973	140592	350	5726	136139
1061	142633	137709	142034	140653	351	5733	136193
1060	142708	137780	142108	140725	352	5736	136263
1059	142780	137847	142178	140795	352	5739	136330
1058	142843	137908	142240	140856	353	5742	136389
1057	142921	137978	142317	140931	353	5751	136457
1056	142984	138036	142378	140989	357	5752	136514
1055	143063	138108	142456	141064	358	5759	136584
1054	143126	138167	142518	141125	358	5763	136642
1053	143204	138241	142593	141200	358	5764	136716
1052	143276	138312	142665	141272	358	5765	136787
1051	143364	138395	142753	141360	358	5770	136870
1050	143428	138458	142817	141424	358	5771	136933
1049	143515	138541	142904	141509	358	5777	137014
1048	143586	138608	142974	141577	359	5780	137080
1047	143661	138676	143049	141650	359	5789	137146
1046	143729	138738	143114	141714	360	5791	137208
1045	143813	138816	143197	141796	361	5798	137284
1044	143891	138888	143272	141871	364	5801	137355
1043	143961	138954	143341	141939	364	5805	137420
1042	144040	139029	143420	142016	365	5809	137494
1041	144120	139105	143498	142092	366	5814	137567
1040	144194	139176	143572	142166	366	5817	137638
1039	144268	139250	143646	142239	366	5818	137711
1038	144330	139310	143708	142300	367	5819	137771
1037	144389	139364	143766	142358	367	5823	137825
1036	144465	139437	143842	142432	368	5826	137897
1035	144558	139522	143932	142522	369	5832	137981
1034	144628	139590	144001	142591	370	5834	138048
1033	144708	139669	144080	142668	372	5835	138125
1032	144784	139740	144154	142740	372	5840	138194
1031	144838	139791	144207	142792	372	5843	138244
1030	144908	139857	144275	142860	373	5846	138309
1029	144987	139931	144353	142937	374	5849	138383
1028	145061	139998	144426	143009	375	5857	138448
1027	145130	140067	144495	143077	375	5858	138516
1026	145217	140148	144582	143163	375	5865	138596
1025	145291	140217	144654	143230	380	5869	138661
1024	145356	140278	144719	143295	380	5873	138722
1023	145424	140341	144785	143361	380	5876	138785
1022	145496	140410	144857	143431	380	5881	138852
1021	145579	140486	144939	143511	382	5888	138926
1020	145644	140550	145003	143574	383	5890	138988
1019	145698	140599	145057	143627	383	5896	139036
1018	145779	140678	145138	143707	383	5899	139114
1017	145857	140751	145215	143783	383	5904	139186
1016	145943	140833	145301	143868	383	5909	139267
1015	146018	140903	145374	143937	385	5915	139333
1014	146094	140975	145449	144011	386	5920	139403
1013	146162	141038	145515	144077	387	5924	139465
1012	146224	141099	145577	144138	388	5924	139526
1011	146293	141166	145646	144206	388	5927	139592
1010	146370	141235	145721	144279	390	5934	139659
1009	146425	141290	145776	144333	390	5935	139713
1008	146498	141362	145849	144404	390	5938	139783
1007	146568	141430	145919	144472	390	5942	139849
1006	146663	141520	146014	144566	390	5948	139938
1005	146715	141572	146066	144617	390	5949	139989
1004	146798	141648	146146	144697	390	5953	140065
1003	146864	141713	146212	144763	390	5954	140130
1002	146938	141781	146284	144834	390	5959	140197
1001	147022	141859	146366	144914	391	5963	140274
1000	147094	141926	146437	144984	391	5968	140340
999	147167	141998	146510	145056	392	5968	140412
998	147233	142062	146576	145121	392	5971	140475
997	147297	142122	146639	145183	392	5975	140534
996	147368	142186	146709	145252	392	5982	140597
995	147439	142254	146780	145323	392	5985	140665
994	147515	142326	146854	145396	392	5988	140736
993	147579	142386	146918	145457	394	5991	140795
992	147638	142440	146975	145514	395	5995	140848
991	147723	142520	147060	145597	395	6002	140926
990	147787	142584	147124	145660	395	6003	140989
989	147860	142652	147195	145730	395	6007	141056
988	147933	142722	147266	145799	395	6010	141124
987	148007	142789	147335	145868	396	6013	141190
986	148076	142854	147403	145932	397	6021	141250
985	148147	142923	147473	146000	397	6027	141315
984	148210	142982	147533	146060	397	6028	141374
983	148266	143035	147589	146115	397	6032	141426
982	148341	143104	147658	146185	400	6034	141493
981	148414	143171	147731	146257	400	6041	141559
980	148478	143232	147794	146319	400	6044	141619
979	148534	143282	147847	146372	400	6050	141667
978	148597	143342	147910	146433	401	6053	141726
977	148680	143422	147993	146515	401	6057	141805
976	148753	143490	148065	146585	401	6063	141871
975	148829	143556	148139	146653	403	6073	141933
974	148910	143629	148218	146725	404	6084	142000
973	148977	143690	148285	146790	405	6090	142060
972	149046	143756	148352	146857	405	6091	142126
971	149105	143812	148410	146913	406	6096	142179
970	149151	143855	148455	146958	406	6098	142222
969	149223	143924	148526	147027	407	6100	142290
968	149296	143992	148599	147100	407	6105	142358
967	149366	144060	148669	147168	408	6107	142425
966	149448	144136	148750	147248	408	6113	142500
965	149511	144195	148812	147310	408	6116	142559
964	149576	144256	148876	147371	408	6122	142617
963	149660	144336	148958	147451	410	6125	142695
962	149733	144408	149031	147523	410	6127	142766
961	149813	144484	149110	147600	410	6132	142840
960	149866	144535	149163	147653	410	6134	142891
959	149946	144611	149242	147727	412	6141	142962
958	150012	144673	149307	147791	413	6146	143022
957	150101	144755	149395	147874	415	6153	143101
956	150182	144832	149475	147952	416	6156	143177
955	150254	144899	149546	148021	416	6162	143242
954	150318	144959	149609	148081	416	6168	143299
953	150382	145020	149673	148144	417	6170	143360
952	150451	145087	149741	148210	417	6173	143425
951	150521	145154	149811	148278	418	6176	143491
950	150585	145215	149874	148341	418	6178	143552
949	150658	145283	149945	148409	420	6183	143617
948	150747	145366	150032	148496	420	6187	143700
947	150810	145427	150094	148557	420	6189	143760
946	150896	145507	150180	148643	420	6195	143840
945	150979	145589	150262	148724	422	6195	143921
944	151058	145663	150338	148800	423	6198	143994
943	151117	145718	150396	148857	423	6202	144048
942	151174	145771	150452	148911	423	6207	144099
941	151248	145840	150524	148982	424	6212	144166
940	151305	145894	150581	149039	424	6215	144220
939	151376	145960	150650	149105	424	6221	144283
938	151442	146019	150715	149169	425	6226	144342
937	151517	146090	150789	149243	425	6229	144413
936	151592	146155	150862	149311	427	6238	144475
935	151663	146223	150931	149377	428	6243	144539
934	151727	146286	150995	149438	429	6245	144600
933	151788	146339	151054	149497	430	6252	144652
932	151867	146417	151133	149572	431	6255	144727
931	151918	146466	151182	149619	431	6257	144774
930	151984	146530	151248	149683	431	6261	144836
929	152066	146608	151330	149765	431	6265	144914
928	152158	146692	151419	149851	431	6273	144995
927	152218	146748	151477	149909	431	6275	145051
926	152299	146820	151552	149982	435	6278	145121
925	152373	146887	151624	150052	439	6283	145186
924	152445	146953	151694	150121	440	6289	145250
923	152511	147016	151760	150185	441	6292	145312
922	152592	147093	151840	150264	442	6297	145387
921	152647	147143	151895	150318	442	6303	145436
920	152708	147201	151955	150375	443	6306	145492
919	152781	147272	152027	150446	444	6309	145561
918	152852	147338	152095	150511	444	6314	145624
917	152928	147408	152171	150584	446	6319	145693
916	153010	147487	152253	150665	446	6323	145771
915	153081	147556	152323	150732	446	6327	145837
914	153152	147623	152394	150802	447	6330	145904
913	153225	147692	152466	150873	448	6332	145973
912	153310	147773	152547	150953	448	6333	146053
911	153383	147842	152619	151023	449	6339	146119
910	153447	147903	152680	151084	450	6340	146179
909	153516	147970	152748	151152	450	6341	146246
908	153610	148060	152841	151242	451	6348	146332
907	153687	148131	152916	151316	452	6354	146401
906	153745	148187	152974	151372	453	6356	146456
905	153810	148248	153035	151431	454	6359	146514
904	153878	148314	153102	151496	454	6362	146578
903	153955	148387	153177	151567	455	6366	146648
902	154024	148451	153242	151633	456	6367	146712
901	154093	148517	153311	151702	456	6370	146778
900	154165	148584	153381	151771	456	6374	146844
899	154235	148650	153449	151837	458	6377	146908
898	154305	148718	153519	151904	458	6382	146973
897	154373	148782	153586	151970	458	6386	147036
896	154444	148850	153657	152041	458	6389	147104
895	154517	148920	153730	152114	458	6392	147174
894	154590	148987	153800	152182	460	6399	147237
893	154651	149046	153859	152239	462	6403	147292
892	154733	149123	153940	152318	462	6409	147367
891	154798	149185	154003	152381	462	6410	147429
890	154868	149251	154072	152446	463	6415	147492
889	154931	149311	154135	152507	463	6420	147550
888	154993	149370	154196	152564	463	6426	147605
887	155074	149449	154277	152642	463	6431	147681
886	155143	149512	154345	152709	463	6437	147743
885	155196	149562	154397	152758	463	6442	147790
884	155265	149628	154466	152825	463	6447	147854
883	155336	149694	154536	152894	463	6452	147919
882	155408	149763	154608	152964	463	6457	147986
881	155483	149832	154680	153033	463	6463	148052
880	155552	149895	154748	153099	463	6470	148113
879	155635	149971	154827	153177	464	6475	148187
878	155697	150029	154887	153235	464	6479	148243
877	155771	150099	154961	153306	465	6484	148311
876	155848	150173	155036	153380	466	6487	148383
875	155933	150253	155120	153461	468	6490	148462
874	155987	150305	155173	153511	471	6491	148512
873	156055	150366	155237	153576	472	6494	148573
872	156138	150446	155319	153655	473	6500	148649
871	156211	150517	155392	153727	473	6503	148719
870	156277	150580	155458	153792	474	6505	148782
869	156342	150641	155523	153855	475	6509	148842
868	156423	150717	155603	153931	476	6518	148913
867	156504	150794	155684	154007	478	6523	148987
866	156593	150876	155771	154091	479	6529	149067
865	156666	150946	155840	154159	481	6531	149134
864	156739	151014	155911	154229	482	6536	149200
863	156800	151072	155971	154289	482	6538	149258
862	156879	151148	156050	154366	483	6541	149333
861	156947	151216	156118	154433	483	6542	149400
860	157015	151280	156183	154498	483	6543	149464
859	157090	151347	156255	154567	484	6552	149527
858	157144	151398	156306	154618	487	6555	149575
857	157221	151472	156380	154692	489	6557	149647
856	157292	151540	156449	154760	490	6560	149713
855	157354	151597	156508	154817	492	6566	149766
854	157424	151665	156578	154886	493	6567	149834
853	157522	151756	156671	154977	493	6571	149923
852	157611	151838	156760	155064	494	6578	150004
851	157685	151907	156831	155132	497	6583	150069
850	157767	151984	156913	155210	497	6592	150142
849	157841	152051	156987	155280	499	6599	150207
848	157907	152117	157053	155346	499	6599	150273
847	157980	152187	157124	155415	501	6601	150341
846	158060	152260	157202	155489	502	6608	150411
845	158128	152323	157268	155554	502	6612	150473
844	158190	152384	157330	155615	502	6614	150533
843	158266	152456	157404	155689	504	6618	150603
842	158332	152518	157468	155750	506	6622	150662
841	158416	152598	157551	155831	506	6627	150740
840	158484	152660	157615	155893	507	6632	150799
839	158563	152732	157693	155967	509	6638	150869
838	158647	152808	157774	156045	511	6645	150942
837	158718	152872	157844	156112	514	6648	151006
836	158784	152934	157910	156175	516	6651	151067
835	158853	153000	157978	156242	517	6655	151131
834	158924	153068	158047	156311	518	6657	151198
833	158986	153123	158108	156369	519	6664	151251
832	159057	153190	158178	156437	519	6669	151316
831	159123	153252	158244	156500	521	6672	151377
830	159186	153313	158304	156561	523	6675	151435
829	159265	153385	158382	156634	525	6685	151502
828	159337	153451	158453	156704	526	6689	151568
827	159412	153524	158527	156776	527	6693	151638
826	159481	153589	158596	156845	527	6697	151703
825	159569	153671	158683	156928	530	6700	151784
824	159634	153731	158747	156992	530	6704	151844
823	159696	153790	158809	157054	530	6707	151903
822	159763	153854	158875	157119	530	6710	151966
821	159839	153922	158948	157188	531	6717	152031
820	159914	153993	159022	157262	531	6720	152102
819	159971	154046	159079	157318	532	6723	152155
818	160052	154123	159158	157394	532	6728	152229
817	160127	154193	159231	157462	532	6736	152294
816	160213	154275	159316	157544	533	6743	152372
815	160282	154340	159383	157610	533	6746	152436
814	160364	154418	159465	157692	533	6750	152514
813	160437	154481	159535	157759	536	6757	152575
812	160533	154573	159630	157853	537	6759	152667
811	160607	154640	159703	157923	539	6764	152733
810	160675	154705	159771	157991	539	6767	152798
809	160752	154778	159845	158061	541	6771	152867
808	160828	154848	159916	158132	542	6773	152936
807	160907	154921	159994	158208	543	6781	153006
806	160984	154990	160069	158280	545	6786	153074
805	161069	155073	160151	158359	546	6789	153153
804	161139	155139	160220	158426	546	6794	153217
803	161211	155206	160290	158495	546	6798	153283
802	161291	155281	160369	158572	546	6804	153356
801	161375	155362	160451	158651	548	6810	153432
800	161434	155420	160510	158710	548	6811	153490
799	161527	155510	160601	158801	549	6813	153579
798	161596	155573	160666	158866	549	6815	153642
797	161672	155642	160740	158937	550	6821	153709
796	161758	155728	160826	159018	550	6826	153790
795	161839	155803	160905	159096	551	6832	153863
794	161924	155882	160986	159175	554	6836	153939
793	162009	155961	161069	159256	555	6840	154017
792	162091	156041	161147	159333	558	6842	154093
791	162157	156104	161211	159396	558	6844	154155
790	162227	156173	161279	159462	559	6846	154221
789	162290	156233	161339	159522	560	6847	154280
788	162373	156307	161421	159602	560	6857	154352
787	162447	156373	161490	159669	561	6860	154417
786	162515	156440	161558	159736	561	6862	154483
785	162587	156510	161629	159804	562	6867	154549
784	162672	156591	161713	159886	564	6871	154628
783	162767	156682	161805	159978	565	6873	154718
782	162845	156759	161883	160055	565	6875	154794
781	162916	156823	161954	160123	567	6881	154857
780	162986	156888	162024	160193	567	6886	154922
779	163061	156962	162098	160266	567	6887	154995
778	163125	157024	162161	160328	567	6889	155056
777	163211	157104	162242	160407	567	6892	155134
776	163272	157161	162302	160467	567	6895	155191
775	163342	157230	162371	160536	568	6896	155259
774	163424	157306	162451	160616	568	6900	155335
773	163500	157379	162527	160690	568	6905	155406
772	163579	157455	162606	160769	568	6908	155482
771	163654	157528	162677	160837	572	6910	155550
770	163722	157591	162742	160899	573	6913	155611
769	163807	157665	162825	160981	574	6924	155683
768	163876	157731	162893	161044	577	6928	155745
767	163948	157798	162963	161112	577	6933	155810
766	164022	157869	163036	161182	578	6936	155879
765	164087	157930	163099	161245	578	6938	155940
764	164180	158020	163191	161335	579	6940	156029
763	164263	158100	163274	161417	579	6944	156108
762	164337	158170	163345	161485	580	6949	156174
761	164441	158266	163447	161584	580	6958	156267
760	164531	158352	163535	161671	583	6961	156351
759	164607	158425	163609	161744	585	6965	156421
758	164690	158503	163690	161822	587	6970	156496
757	164763	158568	163760	161890	588	6975	156560
756	164840	158639	163836	161965	589	6979	156631
755	164919	158711	163914	162043	591	6984	156703
754	164993	158781	163987	162114	592	6990	156770
753	165076	158860	164069	162196	592	6993	156849
752	165168	158947	164156	162282	593	6995	156934
751	165268	159043	164253	162377	595	7000	157026
750	165353	159127	164338	162460	595	7003	157108
749	165432	159203	164416	162537	595	7006	157183
748	165497	159265	164481	162599	595	7012	157242
747	165559	159326	164542	162656	597	7015	157299
746	165640	159401	164623	162735	597	7023	157372
745	165702	159462	164685	162796	597	7025	157432
744	165788	159545	164770	162880	598	7029	157513
743	165867	159619	164848	162955	599	7034	157585
742	165948	159696	164929	163032	600	7040	157659
741	166030	159776	165011	163111	602	7041	157738
740	166107	159847	165087	163182	603	7049	157805
739	166200	159935	165177	163270	606	7050	157892
738	166274	160004	165248	163339	606	7054	157959
737	166355	160080	165328	163416	606	7061	158032
736	166438	160162	165409	163497	607	7061	158113
735	166533	160250	165501	163585	608	7067	158198
734	166619	160332	165586	163669	608	7071	158279
733	166686	160391	165651	163733	609	7079	158336
732	166773	160468	165735	163814	610	7087	158411
731	166867	160560	165828	163906	610	7089	158502
730	166960	160651	165920	163995	610	7093	158590
729	167034	160721	165991	164066	611	7095	158659
728	167114	160793	166069	164140	612	7103	158728
727	167195	160872	166149	164218	614	7105	158805
726	167265	160936	166217	164284	614	7111	158867
725	167364	161030	166314	164378	617	7114	158959
724	167433	161095	166382	164445	618	7116	159024
723	167507	161167	166456	164518	618	7119	159095
722	167582	161241	166531	164592	618	7121	159168
721	167653	161306	166600	164660	618	7126	159232
720	167739	161389	166686	164743	618	7132	159312
719	167835	161480	166779	164835	619	7136	159401
718	167921	161563	166861	164915	621	7139	159480
717	168006	161643	166943	164996	622	7143	159558
716	168081	161714	167016	165068	624	7148	159626
715	168150	161780	167084	165134	626	7151	159690
714	168223	161849	167155	165204	626	7154	159758
713	168316	161936	167245	165294	628	7159	159843
712	168417	162028	167342	165388	630	7166	159932
711	168505	162111	167427	165469	631	7170	160012
710	168580	162181	167501	165543	631	7174	160082
709	168671	162269	167590	165632	631	7175	160170
708	168743	162341	167662	165701	631	7178	160239
707	168830	162423	167745	165783	633	7179	160320
706	168904	162493	167817	165855	633	7181	160390
705	168980	162566	167890	165926	636	7183	160460
704	169049	162631	167957	165990	636	7188	160522
703	169145	162719	168047	166077	639	7193	160606
702	169231	162801	168132	166159	641	7198	160685
701	169325	162892	168224	166250	642	7201	160774
700	169402	162968	168301	166326	642	7203	160849
699	169477	163035	168375	166397	644	7209	160915
698	169579	163130	168474	166494	644	7215	161008
697	169657	163203	168550	166569	645	7217	161081
696	169723	163265	168615	166627	647	7223	161138
695	169797	163328	168683	166692	648	7232	161197
694	169876	163403	168762	166771	648	7236	161272
693	169967	163489	168851	166858	648	7241	161356
692	170065	163579	168948	166953	649	7248	161445
691	170153	163662	169034	167039	649	7251	161528
690	170242	163744	169121	167124	650	7256	161609
689	170313	163810	169189	167190	653	7257	161674
688	170390	163884	169262	167261	655	7260	161744
687	170485	163975	169354	167351	658	7263	161832
686	170561	164045	169427	167422	658	7268	161900
685	170636	164112	169498	167490	660	7271	161966
684	170724	164194	169585	167572	660	7281	162043
683	170810	164273	169671	167657	661	7287	162122
682	170902	164360	169762	167743	664	7293	162205
681	170993	164443	169851	167827	667	7301	162284
680	171088	164534	169944	167919	668	7305	162373
679	171169	164610	170022	167993	671	7311	162444
678	171246	164682	170098	168069	672	7316	162515
677	171341	164770	170192	168163	672	7322	162603
676	171441	164861	170290	168256	672	7334	162689
675	171527	164945	170374	168337	674	7336	162770
674	171632	165041	170473	168434	677	7338	162865
673	171721	165127	170562	168520	678	7342	162949
672	171806	165206	170644	168599	679	7349	163024
671	171884	165282	170722	168677	679	7351	163100
670	171983	165376	170819	168771	679	7357	163191
669	172075	165459	170907	168857	680	7362	163273
668	172157	165539	170989	168937	680	7366	163351
667	172245	165620	171073	169019	680	7371	163430
666	172324	165697	171151	169096	680	7373	163506
665	172413	165782	171239	169179	681	7379	163587
664	172514	165879	171338	169276	683	7382	163682
663	172618	165978	171439	169375	683	7386	163779
662	172707	166060	171525	169461	684	7391	163860
661	172800	166147	171616	169550	685	7395	163946
660	172890	166232	171706	169635	686	7403	164027
659	172994	166330	171806	169734	686	7406	164124
658	173075	166404	171885	169808	690	7414	164193
657	173167	166491	171973	169891	692	7419	164275
656	173266	166588	172070	169984	693	7424	164367
655	173355	166672	172158	170069	693	7431	164448
654	173436	166752	172236	170146	694	7437	164522
653	173523	166832	172321	170228	695	7443	164600
652	173599	166905	172396	170300	696	7449	164669
651	173693	166987	172487	170387	696	7462	164747
650	173790	167080	172582	170479	698	7466	164837
649	173889	167173	172680	170574	699	7472	164928
648	173968	167244	172757	170648	701	7477	164998
647	174066	167338	172855	170742	702	7483	165089
646	174137	167403	172924	170809	702	7489	165152
645	174231	167491	173017	170899	704	7496	165237
644	174320	167575	173104	170984	704	7501	165319
643	174408	167656	173189	171065	704	7509	165396
642	174509	167751	173287	171161	704	7514	165489
641	174618	167857	173394	171266	705	7518	165592
640	174707	167939	173478	171345	706	7526	165668
639	174802	168031	173570	171435	707	7529	165757
638	174882	168108	173649	171512	708	7534	165831
637	174972	168190	173738	171599	710	7539	165913
636	175075	168287	173837	171698	712	7540	166010
635	175178	168385	173936	171793	712	7545	166104
634	175280	168479	174032	171885	718	7548	166194
633	175385	168578	174136	171987	719	7556	166290
632	175484	168670	174232	172079	721	7560	166380
631	175583	168765	174328	172174	721	7562	166474
630	175679	168857	174422	172265	723	7569	166561
629	175774	168945	174514	172356	724	7572	166649
628	175846	169012	174586	172423	725	7580	166712
627	175950	169105	174685	172520	728	7585	166804
626	176048	169201	174782	172613	728	7590	166896
625	176132	169281	174863	172694	729	7595	166973
624	176223	169368	174952	172783	729	7597	167060
623	176312	169448	175037	172865	732	7602	167138
622	176408	169540	175132	172958	732	7607	167228
621	176509	169634	175230	173056	733	7612	167321
620	176602	169723	175321	173146	734	7616	167408
619	176694	169810	175412	173234	737	7620	167493
618	176776	169888	175494	173313	739	7623	167570
617	176865	169970	175579	173392	741	7631	167646
616	176957	170060	175669	173481	742	7636	167732
615	177054	170149	175760	173567	744	7639	167818
614	177133	170225	175837	173644	744	7640	167894
613	177235	170322	175937	173744	744	7643	167991
612	177338	170420	176036	173842	747	7645	168087
611	177435	170511	176131	173934	749	7651	168175
610	177529	170598	176221	174023	750	7656	168260
609	177621	170685	176311	174108	752	7663	168342
608	177702	170763	176390	174184	753	7668	168416
607	177793	170848	176477	174268	754	7674	168497
606	177895	170943	176576	174366	755	7680	168590
605	178000	171042	176679	174466	757	7683	168688
604	178094	171129	176768	174552	759	7687	168772
603	178197	171227	176870	174649	759	7696	168865
602	178304	171324	176972	174750	759	7702	168961
601	178405	171417	177070	174846	762	7706	169053
600	178492	171499	177154	174928	763	7708	169134
599	178586	171587	177245	175018	763	7715	169219
598	178692	171687	177349	175117	763	7724	169314
597	178775	171762	177429	175196	764	7728	169389
596	178864	171842	177514	175278	768	7734	169466
595	178956	171931	177605	175367	769	7736	169554
594	179046	172017	177691	175451	771	7740	169636
593	179153	172118	177797	175556	771	7746	169736
592	179242	172196	177880	175637	773	7752	169812
591	179338	172286	177970	175724	776	7755	169898
590	179422	172364	178050	175800	778	7760	169972
589	179501	172441	178127	175876	779	7762	170047
588	179607	172541	178227	175974	783	7765	170143
587	179701	172627	178316	176058	786	7773	170223
586	179801	172721	178413	176151	787	7778	170314
585	179905	172814	178511	176246	789	7788	170402
584	179988	172890	178592	176324	792	7793	170476
583	180086	172983	178688	176419	792	7797	170568
582	180200	173092	178799	176527	793	7803	170673
581	180311	173200	178908	176634	794	7807	170778
580	180419	173299	179015	176736	795	7818	170873
579	180525	173400	179119	176840	797	7823	170972
578	180615	173483	179207	176918	800	7832	171048
577	180722	173583	179311	177019	802	7838	171145
576	180814	173671	179397	177103	805	7841	171228
575	180928	173779	179511	177215	805	7849	171334
574	181030	173874	179608	177308	808	7852	171426
573	181134	173970	179709	177409	810	7862	171518
572	181224	174051	179797	177493	813	7870	171596
571	181314	174138	179885	177579	815	7872	171681
570	181439	174257	180007	177700	816	7877	171798
569	181544	174351	180109	177800	816	7887	171890
568	181653	174450	180213	177903	819	7893	171987
567	181749	174539	180307	177995	820	7901	172073
566	181836	174620	180390	178077	823	7904	172152
565	181946	174723	180500	178183	823	7915	172251
564	182055	174827	180609	178290	825	7918	172355
563	182155	174922	180707	178386	825	7923	172448
562	182249	175008	180798	178475	826	7931	172531
561	182340	175096	180888	178563	827	7933	172618
560	182437	175186	180983	178653	828	7941	172704
559	182539	175277	181079	178743	833	7948	172790
558	182674	175400	181209	178868	837	7961	172906
557	182777	175494	181308	178961	839	7971	172994
556	182884	175596	181412	179062	839	7976	173093
555	183004	175705	181530	179176	841	7985	173200
554	183106	175802	181630	179275	843	7988	173296
553	183207	175897	181729	179373	843	7993	173390
552	183314	175999	181833	179474	843	7998	173489
551	183421	176099	181937	179575	844	8006	173585
550	183514	176184	182028	179663	846	8011	173669
549	183620	176281	182130	179759	848	8018	173762
548	183730	176384	182237	179861	850	8026	173860
547	183828	176475	182332	179954	851	8033	173948
546	183949	176581	182443	180061	853	8044	174048
545	184054	176676	182544	180157	857	8050	174140
544	184140	176752	182626	180236	859	8055	174215
543	184252	176857	182732	180342	863	8060	174316
542	184372	176967	182843	180443	866	8071	174415
541	184492	177081	182962	180559	867	8077	174527
540	184614	177192	183081	180674	869	8088	174634
539	184717	177290	183181	180769	870	8096	174726
538	184815	177383	183277	180862	870	8102	174816
537	184924	177486	183384	180962	874	8111	174912
536	185025	177580	183481	181056	874	8117	175003
535	185147	177700	183603	181174	875	8121	175120
534	185241	177789	183696	181262	877	8126	175206
533	185372	177910	183823	181386	878	8133	175325
532	185488	178017	183937	181496	879	8142	175429
531	185614	178133	184059	181614	882	8149	175542
530	185717	178226	184161	181712	884	8158	175633
529	185810	178311	184249	181795	887	8166	175712
528	185915	178408	184351	181889	892	8175	175802
527	186042	178527	184476	182011	892	8184	175918
526	186164	178642	184595	182124	894	8193	176027
525	186276	178744	184702	182229	895	8201	176126
524	186375	178834	184798	182323	895	8209	176214
523	186499	178952	184919	182443	896	8214	176330
522	186606	179048	185021	182540	900	8223	176421
521	186732	179165	185145	182656	903	8232	176533
520	186842	179270	185248	182752	906	8243	176626
519	186948	179370	185348	182851	907	8245	176724
518	187059	179478	185456	182957	908	8248	176829
517	187191	179600	185586	183081	909	8260	176946
516	187296	179698	185690	183182	909	8269	177041
515	187427	179815	185815	183299	914	8278	177153
514	187543	179923	185928	183409	917	8283	177259
513	187649	180022	186031	183507	919	8291	177353
512	187767	180128	186144	183615	923	8301	177454
511	187883	180236	186256	183720	926	8312	177554
510	187996	180344	186369	183830	926	8320	177659
509	188107	180450	186478	183936	927	8324	177763
508	188198	180533	186569	184023	929	8332	177844
507	188333	180662	186702	184152	931	8336	177971
506	188452	180773	186817	184263	931	8344	178078
505	188549	180866	186910	184352	934	8351	178164
504	188676	180988	187036	184475	936	8357	178283
