PC1 PC2 PC3 PC4 PC5 brain lcl blood seqc_abrf geuvadis mixture
SRR496581 -0.00442425274858106 -0.00030502388230697 -0.00137386280367814 7.05396226305514e-05 -0.00262423728810017 0 0 0 0 0 NA
ERR188166 0.00811882218556112 -0.0150077383755959 -0.0021640931881674 -0.0217628999779881 0.00105505950688098 0 1 0 0 1 NA
ERR204978 0.00737032409015535 -0.0136642727725793 -0.0035609398309476 -0.0187476261167957 0.000791520923480457 0 1 0 0 1 NA
SRR1012934 -0.0010946984978468 -0.00145437866926262 -0.00712047108270796 0.000892954844776609 -0.00753651850598763 0 0 0 0 0 NA
SRR620040 0.00950599890002934 -0.018416261421417 0.0149286433629624 0.00801126173936319 0.000403589128162527 0 0 0 0 0 NA
SRR1012936 0.000596512508775229 -0.00194992093405601 -0.00840837548303121 0.00155279423219047 -0.00931810429605097 0 0 0 0 0 NA
SRR1012931 -0.000512542244210603 -0.00192002935284062 -0.00768073193318356 0.000985050782333119 -0.00830250445664106 0 0 0 0 0 NA
SRR1012930 0.00099324303175426 -0.00224874865405967 -0.00925808830275343 0.00206360474141434 -0.00917940923556648 0 0 0 0 0 NA
SRR1012933 0.000936854198487797 -0.00196555365495619 -0.00984393336718466 0.0022841666569307 -0.00937220301023952 0 0 0 0 0 NA
SRR1012932 -0.000826827603877399 -0.00203453525902827 -0.00810848634026369 0.00110871519013467 -0.00893147069825301 0 0 0 0 0 NA
SRR496584 -0.00139401859108683 -0.00211083861847169 -0.00352773316111408 -0.00475422142399247 -0.00482324196081902 0 0 0 0 0 NA
SRR897500 0.0082313706778979 0.0203815346230356 0.0142911987413476 -0.00857400790980254 -0.0144572218453864 0 0 0 1 0 1:0
SRR1012939 0.00118401913982492 -0.00202129891203293 -0.00768829030201221 0.00170225645090686 -0.00936908571093127 0 0 0 0 0 NA
SRR1012938 0.00072527300973561 -0.00217741414909284 -0.00783794732253248 0.000356643933823671 -0.00934032246671193 0 0 0 0 0 NA
SRR934822 0.0088456678869051 0.0148331101631087 0.00999027719390991 -0.00545308576911412 -0.011490591789479 0 0 0 0 0 NA
ERR310220 0.00648929032400903 0.00119452471279801 0.00124863884887512 0.0156533739608758 0.0029385587842975 0 0 0 0 0 NA
SRR1220460 -0.00401970625143397 0.00248991100165825 0.00229508209026636 -0.00174936172693011 0.0123768155716207 0 0 0 0 0 NA
SRR1220461 0.00157313450382548 0.00507586437383668 0.00603407356047167 -0.00195840425909508 0.013106198747191 0 0 0 0 0 NA
SRR1220462 0.00179964430611306 0.00482258375212396 0.00642139041467372 -0.0018953902292585 0.0132798299955162 0 0 0 0 0 NA
SRR1220463 0.00157433782725935 0.00505470009951555 0.00607843986873113 -0.00217840192906737 0.0131163185826654 0 0 0 0 0 NA
SRR1220464 0.00166547482442989 0.00467292083619371 0.00619910869835271 -0.00226513127255146 0.0131493757642938 0 0 0 0 0 NA
ERR188162 0.00615499150875836 -0.0129203320256796 -0.00520811586552283 -0.0204475607130035 0.000723017380585076 0 1 0 0 1 NA
SRR1220466 0.0017815889399891 0.00492939357258158 0.00601228461966409 -0.00198629188620156 0.013004034989665 0 0 0 0 0 NA
SRR1220467 0.00171488676406406 0.00488197355131189 0.00596280265077862 -0.00204217863063014 0.0136310634064051 0 0 0 0 0 NA
ERR188084 0.00893505346078942 -0.0140346527199171 -0.00384896591251742 -0.0186915620841159 -0.000835492405616108 0 1 0 0 1 NA
SRR1220469 0.00495766390359724 0.00421254218418602 0.00153330655946194 -0.00330562664408136 0.00664862380360459 0 0 0 0 0 NA
ERR188163 0.00631333633814097 -0.0133771075657028 -0.00533473847864642 -0.0210161374058384 -0.000885737840778561 0 1 0 0 1 NA
ERR313157 -0.000882426375033376 -0.000117828657466727 0.00138667386133021 -0.00356526348957018 0.00683009213600247 0 0 0 0 0 NA
ERR356367 0.00119128713796136 -0.00865938133198126 -0.00407422226985078 -0.010350357270189 -0.00642089451084059 0 0 0 0 0 NA
ERR204979 0.00588231199354012 -0.0123982019632516 -0.00287524677146829 -0.0206784012624499 0.000185026300951663 0 1 0 0 1 NA
SRR399099 0.00188723527606093 -0.000237470894875018 -0.0101026679569965 0.0103864886587703 0.00107799370892664 0 0 0 0 0 NA
SRR945231 0.000394968339392986 0.0099205623206986 0.00723098878753833 -0.0053492590097872 0.00619107790822158 1 0 0 0 0 NA
SRR945230 -0.00051779623883731 0.00872819109547632 0.00657210016680544 -0.00472075496057519 0.00642484608828795 1 0 0 0 0 NA
SRR903280 -0.00124661726994412 0.00303134354451711 -0.0015681553630459 -0.00245051354560619 -0.00976548994703459 1 0 0 2 0 3:1
SRR903281 -0.00125237308894101 0.00302455723764015 -0.00144637771477795 -0.002220204812839 -0.00918551195660325 1 0 0 2 0 3:1
SRR903286 -0.000920165328882078 0.00327305521554457 -0.00131909083764997 -0.00300239742642328 -0.0102957721532282 1 0 0 2 0 3:1
SRR903287 -0.00122127757268203 0.00321914985055599 -0.00170190457062045 -0.00257216265548081 -0.0100703561335141 1 0 0 2 0 3:1
SRR945237 0.00554238288897034 0.0171169079289918 0.0119876530217963 -0.00791497160783299 -0.00828231989753155 1 0 0 0 0 NA
SRR903285 -0.00140656286677632 0.00343462468716559 -0.000714237129878679 -0.00286302701583862 -0.00993394681341414 1 0 0 2 0 3:1
SRR945239 0.00649960505716767 0.0186717418176063 0.0139255641618346 -0.00558737485520287 -0.010515380503126 1 0 0 0 0 NA
SRR945238 0.00554446145083012 0.0171630093805598 0.0128685598909692 -0.00522038928893327 -0.00965515168155924 1 0 0 0 0 NA
SRR903288 -0.0011753206970385 0.00321253183498983 -0.00146672595901789 -0.00276127650018403 -0.0104483054058954 1 0 0 2 0 3:1
SRR903289 -0.00151792882174976 0.00312596584940574 -0.0010407055091348 -0.00237763760048448 -0.00998539770917999 1 0 0 2 0 3:1
SRR805887 -0.000908311689010044 -0.00225762154556121 -0.00608338055028687 -0.000588555481078725 -0.00539515139732957 0 0 0 0 0 NA
SRR1220476 0.00493346490822919 0.00425825781401611 0.00130202333891469 -0.00330290216017616 0.00657428769482718 0 0 0 0 0 NA
SRR1118410 -0.00293194919202924 -0.000704297241069301 -0.00485599307808499 0.00730323702790661 0.000171382224870214 0 0 0 0 0 NA
ERR313156 -0.00112454569308343 0.000881091107410078 0.00414386848504074 -0.00069708389560349 0.0113832843966059 0 0 0 0 0 NA
SRR898446 0.0109026788542208 0.0187718163826702 0.01000206080425 -0.00501831811163491 -0.0061517201641688 0 0 0 1 0 3:1
SRR837475 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR837474 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR837477 -0.00753624051697317 0.000770143677460103 0.00241782865539319 0.00173032392556862 0.000708813976692999 0 0 1 0 0 NA
SRR837476 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR837471 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR837470 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR837473 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 1 0 0 NA
SRR060892 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR898428 0.0134653994899892 0.0111683069146907 -0.00148127866432074 0.00440318265499597 0.00661657453086843 0 0 0 1 0 1:3
SRR1139389 -0.00352653417117788 -0.00139031408935343 0.000258837943937365 -0.00311156921817696 0.0038283432862878 0 0 0 0 0 NA
SRR837479 -0.00753419605039953 0.000773141623982294 0.00241758828865803 0.00172483007917582 0.000698010193247452 0 0 1 0 0 NA
SRR837478 -0.007535387645765 0.00076974646985664 0.00241612885069366 0.00172878913591081 0.000707248254052654 0 0 1 0 0 NA
SRR420195 -0.00619451731855574 0.00159959462080512 0.001889140230249 0.00126190587878755 0.00359871356235846 0 0 0 0 0 NA
SRR060982 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR1299460 -0.00142003722375813 -0.00802341923243861 0.0064344203951247 0.00961585806881035 -0.00751866530955554 0 0 0 0 0 NA
SRR1036049 0.0141157020773677 -0.0185362333804011 0.0191535709820146 0.00734832147703062 0.002873063311053 0 0 1 0 0 NA
SRR1036048 0.0141097259877279 -0.018538529895823 0.0185107339303924 0.00694019533147991 0.00274320956675214 0 0 1 0 0 NA
SRR567102 -0.00333439861745818 -0.00255928803975186 -0.00319498823509129 -0.00296037487204055 -0.00450571605974853 0 0 0 0 0 NA
SRR1027000 0.00215482551071493 -0.00802768090584035 0.00661403667773734 -0.00182824907611663 0.000323159431562223 0 0 1 0 0 NA
SRR1036043 0.0140101785998209 -0.0182630644468096 0.0183244523656597 0.00671313041041005 0.00336518576261534 0 0 1 0 0 NA
ERR356365 0.000756695345039161 -0.00757144724583985 -0.00462151664001167 -0.00925368001218038 -0.00654873406391626 0 0 0 0 0 NA
SRR1036041 0.0163323267335162 -0.0286174708488602 0.038718730546307 0.0357279197399184 -0.00582380854958478 0 0 1 0 0 NA
SRR1036040 0.0154145489181123 -0.0248210914853117 0.0257460054052291 0.0221681027733693 -0.00499888093491298 0 0 1 0 0 NA
SRR1036047 0.0139633858424576 -0.0184038770018158 0.0188850739119294 0.00718341217290215 0.00331676962634656 0 0 1 0 0 NA
SRR1036046 0.0141122489065876 -0.0182579892475021 0.0180820536403412 0.00681568237302373 0.00348825902062593 0 0 1 0 0 NA
SRR1036045 0.0140824853755793 -0.0182534876264652 0.0184169061663012 0.00719667812585442 0.00298194165189885 0 0 1 0 0 NA
SRR1036044 0.0139890259181061 -0.0183101656350277 0.0188970582976784 0.0071459035748342 0.00335191172498382 0 0 1 0 0 NA
SRR517830 -0.00344333542561935 -0.00178608366436766 -0.00449981407590268 0.000644293932421008 -0.00633500203373719 0 0 0 0 0 NA
SRR517831 -0.00305492155790286 -0.00160907314800068 -0.00495931033581869 0.000184390888428176 -0.00629483213972504 0 0 0 0 0 NA
SRR070241 -0.0075029027112591 0.000730456810937117 0.00248272627490951 0.00158781510065692 0.000976713477057057 0 0 0 0 0 NA
SRR1033278 -0.00316175458422843 -0.000879278089051765 -0.00496866495317947 0.000500400285174877 -0.00170412589911752 0 0 0 0 0 NA
SRR070247 -0.00752138826237018 0.000747847715115432 0.0024465008107918 0.00164163787839312 0.000847232025058051 0 0 0 0 0 NA
SRR070246 -0.00753491428902966 0.000778281614033975 0.00243008345309561 0.00170478249856415 0.000819289149130431 0 0 0 0 0 NA
SRR070245 -0.00749892823527195 0.000696934829414593 0.00247271941895788 0.00154024144658433 0.000868463062244682 0 0 0 0 0 NA
SRR070244 -0.00753205542111836 0.000775007501505331 0.00243173357044011 0.00169647626288613 0.000884666746947856 0 0 0 0 0 NA
SRR1033273 -0.00379317089138796 -0.000467636613942665 -0.00375643499939791 0.000322778074356094 -0.00236667079189835 0 0 0 0 0 NA
SRR1299464 -0.00318882148627372 -0.00450549025809894 0.00277482764061337 0.00658737638616052 -0.0047915383121124 0 0 0 0 0 NA
SRR1033271 -0.00221098715157512 -0.00131280295569342 -0.00664839608086534 -0.00160746310733234 -0.00296294203252128 0 0 0 0 0 NA
SRR1033270 -0.00270583056492429 -0.000212591417541076 -0.00598709332043067 -0.00116660088728315 -0.0033316553804313 0 0 0 0 0 NA
SRR1033277 -0.00271123901955142 -0.00121257672498876 -0.00715691964727453 -0.000744945319040349 -0.00355750306687148 0 0 0 0 0 NA
SRR1033275 -0.00290934608942403 -0.000889470602498806 -0.00648486388276207 0.000246100477633474 -0.0031483348126924 0 0 0 0 0 NA
SRR1033274 -0.00502201345465402 -0.000555697783127915 -0.00230378801735858 -0.00047590505805022 -0.00137512183869916 0 0 0 0 0 NA
SRR397158 -0.00368908905746973 0.00250456581629978 0.0039938539211527 -0.00461791426835958 0.0209343564200343 0 0 0 0 0 NA
SRR494111 0.0115894726215621 -0.00639708308403753 0.00570478044537524 0.00615053012871562 0.0033236383345059 0 0 0 0 0 NA
SRR907615 -0.00740963302524495 0.000731365627418608 0.00239045196522268 0.00173838369362063 0.00100693902229006 0 0 0 0 0 NA
SRR907614 -0.00754424896030443 0.000773694408169809 0.00243589824738373 0.00174522254434501 0.000716549394011465 0 0 1 0 0 NA
SRR907616 -0.00753698881950728 0.000769225073665207 0.00241444719234758 0.0017328351249826 0.000706504503470677 0 0 1 0 0 NA
SRR1299467 -0.00448330950840361 -0.00342264303842848 0.00367271708578902 0.00530126302886229 -0.00338693752504925 0 0 0 0 0 NA
SRR396565 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
ERR305389 0.00334500063707546 0.000657299681148047 -0.00613596218839866 0.000230197006693013 -0.00134256941378217 0 0 0 0 0 NA
SRR060898 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR926700 0.00888308026546252 -0.000937884014537949 0.00122679974569126 0.000465069653695077 0.00247866032587559 0 0 0 0 0 NA
SRR580356 -0.00735934355095215 0.000286937883965627 0.00225548565493067 0.00105526370378906 0.000662784708244119 0 0 0 0 0 NA
SRR420193 -0.0063820838506619 0.00124653032827921 0.00172002241845477 0.0010367268371172 0.0029837469137915 0 0 0 0 0 NA
SRR950882 -0.00746939497764203 0.000712983949851919 0.00238944802359869 0.00160266571883108 0.000687465937914619 0 0 0 0 0 NA
SRR396562 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR1146560 -0.00753866939582135 0.000770893584481852 0.00240312800174982 0.00174734345237912 0.000765673201999624 0 0 0 0 0 NA
SRR1146561 -0.00753288764166957 0.000772487784389654 0.00240827720733237 0.00174064373229379 0.000789907937553395 0 0 0 0 0 NA
SRR1299445 -0.00329083016055602 -0.00477430711654066 0.00254241892843723 0.00604982623754956 -0.00419730137802487 0 0 0 0 0 NA
SRR545058 0.00565357045701172 -0.00406769005030058 -0.00443653501539512 -0.00606176057247034 0.00195650350561936 0 0 0 0 0 NA
SRR306998 -0.00264225031370696 -0.00504779518464739 0.000968062073677543 -0.00757600167845194 -0.00117082771239822 0 0 0 0 0 NA
SRR1215996 0.0147002627116195 0.00702707634932291 -0.00526995351801472 0.00923126448336294 0.0157811346299227 0 0 0 1 0 0:1
SRR1027188 0.00831301388051939 -0.00377634775398742 -0.000493846466760798 -0.0013863860888414 -0.000610209785473772 0 0 0 0 0 NA
SRR1027189 0.00864874080315571 -0.00407530403649596 -0.000280441556809868 -0.00184864292490716 0.000180379988470377 0 0 0 0 0 NA
SRR650429 0.00431371005139867 -0.0130145475616947 0.0127879550992811 -0.00584789395550686 0.0152310329672846 0 0 0 0 0 NA
SRR897908 0.00856332890606345 0.0195792621597973 0.0146385354851439 -0.00911908759416097 -0.0144217580861717 0 0 0 1 0 1:0
SRR191560 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR191562 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR191563 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR1027180 -0.0041704492338573 1.03391843938083e-05 -0.000491787630381095 -0.000688293857094088 0.000548076798305986 0 0 0 0 0 NA
SRR1033056 -0.00190614747168698 0.000334619176734816 -0.00566816663659177 0.000412258106164541 -0.000471852552951278 0 0 0 0 0 NA
SRR1027182 -0.00372936465579879 -0.000692875075930078 0.000157337179139184 -0.00287994778340708 0.000921222150710908 0 0 0 0 0 NA
SRR1033054 -0.00281487927433123 0.001092871200979 -0.00421125704684382 -0.00010727501024353 -0.000396531757091115 0 0 0 0 0 NA
SRR1027184 -0.00350246822195075 -0.0017992718856078 -0.000499737280615148 -0.00222208136516113 0.000544961706021006 0 0 0 0 0 NA
SRR191569 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR542395 0.00944887681321359 -0.00656968751583413 0.0090789443576145 -0.0183246244078989 0.0185483648139271 0 0 0 0 0 NA
SRR542394 0.00826670858203002 -0.00211921257439498 0.00818473866812611 -0.00972350071581558 0.017453444693306 0 0 0 0 0 NA
SRR1296014 0.0055534977896014 -0.0041315696264195 -0.00679328870709443 -0.0105321045711684 0.000888410425517957 0 0 0 0 0 NA
SRR1296015 0.00726208960846284 0.0012312001273664 -0.00299670219245413 -0.00272181544098556 -0.00561809103288261 0 0 0 0 0 NA
SRR1296016 0.0058204000354091 0.000510622758057685 -0.00331030687109891 -0.00589050097020323 -0.00290124394952901 0 0 0 0 0 NA
SRR1296017 0.00734956117969478 0.000349650691904048 -0.00259596945696141 -0.00599927420407357 -0.00310217697265591 0 0 0 0 0 NA
SRR611716 -0.00331732990421369 -0.00183328915003454 0.00265650637107508 -0.00316566109020231 0.000987859605338306 0 0 0 0 0 NA
SRR1296011 0.00669733936844037 -0.00337389534718629 5.18462425879862e-05 -0.0081299917039753 -0.000200693178700675 0 0 0 0 0 NA
SRR1296012 0.00941543905705996 -0.00219933750395446 0.00222749638674455 -0.00612558230437065 0.000610550190784419 0 0 0 0 0 NA
SRR1296013 0.00754360264389887 -0.00315590124986412 -0.00787708534532635 -0.00760843152881205 -0.00361759434634638 0 0 0 0 0 NA
SRR1296018 0.00773183036240234 -0.00297744786875431 -0.00191761942676233 -0.00218151626895471 -0.00430491578276083 0 0 0 0 0 NA
SRR1296019 -0.0014671870972868 0.00313444036147878 0.00260178039808328 -0.00153666448014874 0.00729816835905253 0 0 0 0 0 NA
ERR204951 0.00818762628854996 -0.015762531861204 -0.000286108636243838 -0.0196020337326666 -0.000821845126499992 0 1 0 0 1 NA
SRR572630 -0.00658786037485691 0.000392181674248327 0.001610364473983 0.000206676181117711 0.000594814238988543 0 0 0 0 0 NA
SRR037224 -0.00626779954074217 0.000316704346361911 8.64330338216968e-05 0.00053014995544601 -0.00061823794915745 1 0 0 0 0 NA
SRR420191 0.00621445215216461 0.00195843158187879 -0.00659946395792004 0.00609728126224252 -0.000112280574775648 0 0 0 0 0 NA
SRR1503230 -0.00738468658001536 0.000672076580874627 0.00209651270100941 0.00166342620238071 0.000465885137286814 0 0 0 0 0 NA
SRR521474 0.00310872320291047 0.000944582945687653 -0.00601415597841033 0.00106275102904671 -0.000931260878084778 0 0 0 0 0 NA
ERR313151 -0.00313627730720218 0.00194842482564123 0.00396582077165926 0.000837142513688509 0.00706865437049522 0 0 0 0 0 NA
ERR184064 -0.00755746246679325 0.000779290429710325 0.00246485791975853 0.00177048922877563 0.000731691449744545 0 0 0 0 0 NA
ERR184067 -0.00754573592331147 0.000774090576439327 0.00243797491097383 0.00174812656272752 0.000718057635190764 0 0 0 0 0 NA
ERR184066 -0.00754543454224181 0.00077422329288339 0.00243851497500042 0.00174741516929994 0.000717906932165277 0 0 0 0 0 NA
ERR184061 -0.00754822625719128 0.0007749795986966 0.0024424722870344 0.00175285965181628 0.000720762052769905 0 0 0 0 0 NA
ERR184060 -0.00752345194011853 0.000742485511368546 0.00244346867517708 0.00167313144419326 0.000756279981411762 0 0 0 0 0 NA
ERR184063 -0.00755148588281878 0.000776934443044668 0.00245174673005333 0.00175863557275078 0.000724928914878049 0 0 0 0 0 NA
ERR184062 -0.0075432556392525 0.000772945186156404 0.0024323390426412 0.00174355853782138 0.000715290702380692 0 0 0 0 0 NA
SRR1058056 -0.00388985538380317 4.77780472817598e-05 -0.0026084041877306 -0.000519875450667191 -0.00173916847075796 0 0 0 0 0 NA
ERR184069 -0.00754047463059402 0.000772012480116329 0.00242757099674618 0.00173824242456276 0.000712193673458545 0 0 0 0 0 NA
ERR184068 -0.00754518417297998 0.000774116083184087 0.00243797030566263 0.00174695252610737 0.000717535240801016 0 0 0 0 0 NA
SRR772467 -0.00753786101168371 0.000770898390263816 0.00242105836287903 0.00173324009684892 0.00071178892206967 0 0 0 0 0 NA
SRR771241 -0.00259977595163685 -0.000308695286564235 0.000678209088718952 -0.00108634742329584 0.00606672593243583 0 0 0 0 0 NA
SRR396967 -0.00445981943068166 0.00279312865963272 0.00455077389781916 -0.00464886823969897 0.0222907930162062 0 0 0 0 0 NA
SRR037223 -0.00611356471906084 -8.52486251711888e-06 3.65759093404545e-05 0.000273915940309448 -0.00180639245354541 1 0 0 0 0 NA
ERR313150 -0.00107733275561541 0.000363210618662205 0.00134371604898042 -0.00286690986463233 0.00665689437061702 0 0 0 0 0 NA
SRR396966 -0.00414974279190415 0.00255186566784801 0.00315705390226593 -0.00344042109554888 0.0207839971362031 0 0 0 0 0 NA
SRR1299440 -0.00256069113626149 -0.00428889297357187 0.000615445501403579 0.00307063816764539 -0.00571135675071131 0 0 0 0 0 NA
SRR1521419 0.0109106086519818 0.00146248529748756 0.00917862757794384 -0.00702865746083994 0.00672484291368334 1 0 0 0 0 NA
SRR1521418 0.00555387800782276 0.00306961761474859 0.00407123798747956 -0.006759800619526 0.00573376982937666 1 0 0 0 0 NA
SRR772462 -0.00754579560425865 0.000774381331143595 0.00243904722011897 0.00174813271559232 0.000718940163590701 0 0 0 0 0 NA
SRR1258920 -0.00114679412783415 -0.000706237078271997 -0.00709991972576656 -0.00083950847097568 -0.00620113459513187 0 0 0 0 0 NA
SRR1258921 -0.00202080664064397 0.000484378295683148 -0.00284738792190405 0.00143067760632546 -0.00751290847300487 0 0 0 0 0 NA
SRR1521413 0.0107060760960124 0.00348407088757486 0.00740599825480712 -0.00479904297336006 0.00307457727598472 1 0 0 0 0 NA
SRR1521412 0.0106210585444471 0.00574549044597404 0.00602074970805495 -0.00530978258195869 0.00037817779892897 1 0 0 0 0 NA
SRR1521411 0.0106189963188332 0.00352893708153928 0.00577953957436258 -0.00661385820567518 0.00595072666595447 1 0 0 0 0 NA
SRR1521410 0.00950615506240238 0.00741971380960668 0.00613001112282879 0.00299984762998536 0.00367651604866798 1 0 0 0 0 NA
SRR1521417 0.0099730198433548 0.00479828906551458 0.00348484104882906 -0.00261627670859609 0.000677877670980633 1 0 0 0 0 NA
SRR1521416 0.00613817774986339 0.00369939684972202 0.00441882690552645 -0.00620621226666011 0.00463862571920696 1 0 0 0 0 NA
SRR1521415 0.0104438781677136 0.00252529470802189 0.00717819335839687 -0.00689583582121965 0.00401855908746698 1 0 0 0 0 NA
SRR1521414 0.0106640077601431 0.00122052826691618 0.00497622098535798 -0.00583501324053402 0.00703977944028432 1 0 0 0 0 NA
SRR1503236 -0.00744595032106409 0.000731169412146299 0.00233558912956335 0.0017859381436241 0.000671780704290833 0 0 0 0 0 NA
SRR1295296 -0.00742101136994517 0.000411932834000401 0.00155121158080815 0.00178587689262371 -0.000387571435619627 1 0 0 0 0 NA
SRR1299441 -0.00243873177768295 -0.00419612159663222 0.000598166771882181 0.00304810657944955 -0.00564149610003815 0 0 0 0 0 NA
SRR643765 -0.00353554622380086 0.000173317653715329 -0.00289187835411164 0.000115330095303177 -0.00537712971075699 0 0 0 0 0 NA
SRR1377148 0.00154349788432833 0.00366112659746079 0.00090892633158947 -0.00419180936604772 0.000552865114757273 0 0 0 0 0 NA
SRR1294548 -0.00719353566099379 0.000132601695839472 0.00285560184023584 0.000420681427456813 0.00127210285202542 1 0 0 0 0 NA
SRR514150 0.00239616833000796 0.00357360539434331 -0.00437409228545613 -0.0011774947739385 -0.00528331716916752 1 0 0 0 0 NA
SRR1264280 -0.00656238972852648 5.21360187126619e-06 0.00025698945800801 0.00122838162209451 0.00105646252556397 0 0 0 0 0 NA
SRR1294647 -0.00749719884930086 0.000551738585192733 0.0020434639213949 0.00168042719029184 0.000199843526097795 1 0 0 0 0 NA
SRR1295292 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 1 0 0 0 0 NA
SRR424573 0.0099102223405456 0.00137252264314297 -0.00814514777092782 0.00831927682890867 0.00102407327999798 0 0 0 0 0 NA
SRR1295290 -0.00754179308909845 0.000771353781628964 0.00242559556935083 0.00174359617592935 0.000710311922412744 1 0 0 0 0 NA
SRR1294655 -0.00757048321724443 0.000772263248444259 0.00241275227613905 0.00190616182975701 0.000802677179160762 1 0 0 0 0 NA
SRR805831 0.00498695350292717 -0.0140843378067778 0.00930698985652922 -0.00486880194428568 -0.00476579244642425 0 0 1 0 0 NA
SRR772379 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR527587 -0.00753404442328419 0.000748992032877078 0.00224307775784324 0.00206283856194254 0.00110889187944166 0 0 0 0 0 NA
SRR898420 0.0136054097987046 0.0117455682742248 -0.00126278335426864 0.00473799748808521 0.0068957196717746 0 0 0 1 0 1:3
SRR1363854 0.00163700593252527 -0.00169747686431479 -0.0102462890187629 0.0032269434846166 -0.0104186004912368 0 0 0 0 0 NA
SRR771242 -0.00154065114536237 -0.000669479189820618 0.000582522365475436 -0.000786750844569001 0.00572161720220702 0 0 0 0 0 NA
SRR831037 -0.00751372793984205 0.000739157116807332 0.00247240417390869 0.00158315984480292 0.000844126467700736 0 0 0 0 0 NA
SRR831036 -0.00754715913803993 0.000770325087324397 0.00241805438253196 0.00177851383669489 0.000760035205288818 0 0 0 0 0 NA
SRR831035 -0.0075516789600746 0.000781996989430359 0.00247609441985407 0.00175285177450196 0.000831893114992533 0 0 0 0 0 NA
SRR372636 -0.00754832042351346 0.000768512448599595 0.00245825311619506 0.00176868472698589 0.000713994646077621 0 0 0 0 0 NA
SRR831033 -0.00754662294726462 0.000773898390963409 0.00243764094618679 0.00175355905278336 0.000724380539089411 0 0 0 0 0 NA
SRR831032 -0.00754549480557641 0.000769571503216579 0.00242009676518629 0.00178421643024151 0.000754001041126986 0 0 0 0 0 NA
SRR372633 -0.00755776316796185 0.000778928252242313 0.00246670628529459 0.00177256513618246 0.000731584270069917 0 0 0 0 0 NA
SRR372632 -0.00753841671195326 0.000770184835487498 0.00242478010191384 0.00173689239920753 0.000708370184880868 0 0 0 0 0 NA
SRR343349 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR343348 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR372639 -0.00753757350984346 0.000778490526159519 0.00245336614500597 0.00171366495817917 0.000692714584362876 0 0 0 0 0 NA
SRR372638 -0.00753422479469568 0.000768568030964284 0.00241339976124947 0.0017304771737028 0.000706912063961551 0 0 0 0 0 NA
SRR831039 -0.00755392169143866 0.000777838531479119 0.00245413672789969 0.00176486894818709 0.000730043567251848 0 0 0 0 0 NA
SRR831038 -0.00756414558504958 0.000781267480472999 0.00247754339775916 0.00178106163070067 0.000845135738618538 0 0 0 0 0 NA
SRR1382008 -0.00601384642908649 -0.000629091489565848 0.000560286732517441 0.00111121213404507 -0.000798847480605132 0 0 0 0 0 NA
SRR1201708 0.00526235439765097 -0.000404210201669765 -0.00996748960017766 0.0118131036698139 0.00484265205971153 0 0 0 0 0 NA
SRR1201709 -0.00158523958239436 -0.000220374210556929 -0.00687315494594893 0.00646556592297026 0.00473082539755792 0 0 0 0 0 NA
SRR397160 -0.00403605522346479 0.00119870526161289 0.00439121793634098 -0.00488463639219761 0.0209628460908922 0 0 0 0 0 NA
