PC1 PC2 PC3 PC4 PC5 brain lcl blood seqc_abrf geuvadis mixture
DRR006439 -0.0037725001547274 -0.00589594368508322 0.00539354735230226 -0.00277401872101652 -0.000780677437887586 0 0 0 0 0 NA
SRR397101 -0.00334469128288883 0.00230094356127984 0.0035444757315051 -0.00491399099812449 0.0200124439419024 0 0 0 0 0 NA
SRR882015 -0.00244941236993455 0.00020177982989466 -0.00369828433308558 0.00136984875360508 -0.00426996134374325 0 0 0 0 0 NA
SRR643768 -0.00385567413915213 4.18034728927928e-05 -0.00260360741135095 -4.23263494428947e-05 -0.004924226311926 0 0 0 0 0 NA
SRR643769 -0.00357168617730539 0.00024763290652001 -0.00257018562485442 -7.04828390239565e-05 -0.004799706944918 0 0 0 0 0 NA
SRR882014 -0.00241667059207743 5.40527768986321e-05 -0.00380959738472266 0.000859075998597481 -0.00485734480862891 0 0 0 0 0 NA
SRR060890 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR643760 -0.00257797097731546 -0.000735082378564022 -0.00294778252837967 -0.00150075777361813 -0.00540368883272918 0 0 0 0 0 NA
SRR643761 -0.00258937333817941 0.000387691468088589 -0.00296364309155682 -0.000784628725016517 -0.00500667882829045 0 0 0 0 0 NA
SRR643762 -0.0035049817419464 0.000334803905658636 -0.00295061546270553 2.06384939857747e-05 -0.00505036366910051 0 0 0 0 0 NA
SRR643763 -0.00263581498092859 0.000516103185118746 -0.00363107881856873 7.51511249554501e-05 -0.00634012840171531 0 0 0 0 0 NA
SRR643764 -0.0040951469824677 0.000482862164479909 -0.00229527050687697 -0.000175228099540921 -0.00405708776904196 0 0 0 0 0 NA
ERR188029 0.00928563447906539 -0.0165788027994398 -0.00406614710891973 -0.0169279153404069 -0.00531745530726854 0 1 0 0 1 NA
SRR643766 0.00753736834883876 -0.0136134826362061 0.007653982511265 -0.00311584818221149 -0.00526730297460506 0 0 0 0 0 NA
SRR643767 -0.00304144741241057 0.000160052643170622 -0.00323258595354204 -0.000153918116558135 -0.00565252346940269 0 0 0 0 0 NA
SRR786624 0.00397736821612846 0.016166494688125 0.0135171678535135 -0.00644528291758017 -0.000878987741893936 1 0 0 0 0 NA
SRR400018 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR400017 0.000932357330144484 -0.00132628320040511 -0.0070875859923014 0.00830576534497367 0.00557215631914292 0 0 0 0 0 NA
SRR400016 0.00152393379830268 -0.00113570594802943 -0.00686937791586947 0.00835883871055724 0.00652297709639675 0 0 0 0 0 NA
SRR400011 0.00106850496811793 -0.00160830218808233 -0.00883112323901238 0.00924310320308645 0.00272308016024584 0 0 0 0 0 NA
SRR400010 -0.00753627294450455 0.000764042370717122 0.00242505830218077 0.001738503204086 0.000697160222125953 0 0 0 0 0 NA
SRR420190 0.0016920082229895 0.00113934430289701 -0.00367751129206966 0.00450162217723925 0.00163826878567644 0 0 0 0 0 NA
SRR942418 -0.00715900017285285 0.000737671287524083 0.00215798980239082 0.00175805495492804 0.000827214519397459 0 0 0 0 0 NA
SRR942419 -0.00715018017622064 0.000671068502256812 0.00202713788252352 0.00178939054379881 0.000589948920181034 0 0 0 0 0 NA
SRR513107 0.00137338717126097 -0.00156802296881704 -0.010765330486124 0.00331190027077723 -0.00609143643489556 0 0 0 0 0 NA
SRR1294702 -0.00738859721519143 0.000545160621792616 0.00223922291027928 0.00160937251798623 0.000420854252990668 1 0 0 0 0 NA
SRR942410 -0.00701328925939118 0.000727359712870715 0.00187520455877324 0.00181192258332007 0.000400417680867677 0 0 0 0 0 NA
SRR942411 -0.00709069645475565 0.00072068753713525 0.00201326739515189 0.00169270341799056 0.000500012774259065 0 0 0 0 0 NA
SRR1033181 -0.00325898380888724 2.71627219293924e-05 -0.00286175255114357 0.000415467732113954 0.000210383419145783 0 0 0 0 0 NA
SRR942413 -0.00708430054324585 0.000726479771312422 0.0020061068086422 0.00186336960604024 0.00044074344559723 0 0 0 0 0 NA
SRR513108 0.00135930475043021 -0.00064485283371724 -0.00796127495771391 0.00265008001392778 -0.00658933381214171 0 0 0 0 0 NA
SRR942415 -0.00727059657548561 0.000785136063934049 0.0021408808238272 0.00179658457051273 0.000865882006192679 0 0 0 0 0 NA
SRR942416 -0.00728401728138458 0.000754987023621048 0.00219728466034098 0.00183973497161862 0.00101283386453784 0 0 0 0 0 NA
SRR942417 -0.00722126101108324 0.000783483614064069 0.00219608270896509 0.00167125073164427 0.00143256624830184 0 0 0 0 0 NA
ERR208918 -0.00748794553783483 0.000780435286584524 0.00246360910015821 0.0016066624330614 0.00149228397987569 0 0 0 0 0 NA
SRR1294528 -0.00730526101972007 0.000390358011290674 0.00242586427294166 0.00116330066055579 0.000708603469769541 1 0 0 0 0 NA
SRR1294529 -0.00749923393701853 0.000521051384881707 0.00202696605782343 0.00153345967326178 0.000226267551249849 1 0 0 0 0 NA
SRR372659 -0.00753872089603607 0.000768985729691932 0.00242916964633399 0.00174242477589516 0.000704065888231675 0 0 0 0 0 NA
SRR1294522 -0.00755725417476364 0.000772024109455927 0.00237658793680183 0.00184046825218014 0.00074133380803947 1 0 0 0 0 NA
SRR1294523 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 1 0 0 0 0 NA
SRR1294520 -0.00744949773866258 0.000624717109052684 0.00202776980736318 0.00190470098413868 0.00036937727096542 1 0 0 0 0 NA
SRR1294521 -0.00746375584273985 0.000536437314202966 0.00193063462911781 0.00151865506137781 -0.000126248244851438 1 0 0 0 0 NA
SRR1294526 -0.00728633457588243 0.00030444181042418 0.00279022869738878 0.000733924945044945 0.00115649139595338 1 0 0 0 0 NA
SRR1294527 -0.0073227834787584 0.000415213326342969 0.00258873434248626 0.00115960985277348 0.0009992520346882 1 0 0 0 0 NA
SRR1003759 -0.00556262861636868 -0.000754421581892679 -0.0024622672002126 0.000482423418628163 -0.00269586065070409 0 0 0 0 0 NA
SRR1294525 -0.00710768266848274 -0.000183446124849112 0.00224688590137721 0.000212522943891497 0.000547976894661189 1 0 0 0 0 NA
SRR831019 -0.00755560468111454 0.000780457367018309 0.00245713462069809 0.00175720552576664 0.000880760104578617 0 0 0 0 0 NA
SRR831018 -0.00754546060895787 0.000774238316869058 0.00243857851679163 0.00174746367429515 0.000717872335819124 0 0 0 0 0 NA
SRR342854 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR577579 0.00534454418301006 0.000679332816070045 0.00756884858036602 -0.00304960681420983 0.0151694742152255 0 0 0 0 0 NA
SRR578640 0.0113957045556774 0.00352918268866078 0.00526012868050698 -0.000266073061914023 0.00792076371355418 0 0 0 0 0 NA
SRR372650 -0.00753711575836505 0.00077055087476698 0.00242010865165577 0.00173234652766292 0.000708937547251012 0 0 0 0 0 NA
SRR333661 -0.00753515973038562 0.000794455217166842 0.00246979424164408 0.0016468931628739 0.0011304004609562 0 0 0 0 0 NA
SRR1294660 -0.00738253302180843 0.000372985981072081 0.00209339724538172 0.00136352758154657 0.00013252340997852 1 0 0 0 0 NA
SRR1145039 0.00749049415344023 0.0104389729735901 -1.54998871070667e-05 -0.00282783984557013 -0.00147876061646212 1 0 0 0 0 NA
SRR1145038 0.00472072986934066 0.00937200681221574 0.00303694240682647 -0.00252782648467974 -0.00250770262965129 1 0 0 0 0 NA
SRR333665 -0.00753667913477783 0.000770598115067469 0.00241271794945057 0.00174213842808914 0.000715655552556711 0 0 0 0 0 NA
SRR333664 -0.00753593869027226 0.000769977577244483 0.00241746861643765 0.00172986628027143 0.000707370258185387 0 0 0 0 0 NA
SRR333667 -0.00753814706836873 0.000779796442911383 0.00243734205783763 0.00171058982511104 0.000823686480619253 0 0 0 0 0 NA
SRR333666 -0.00753452971707079 0.000769611033899528 0.00241306486592704 0.00172929478691827 0.000706780157802985 0 0 0 0 0 NA
SRR333669 -0.00750914103680708 0.000702279331249923 0.00246645246113261 0.00159840951505317 0.000763678568463068 0 0 0 0 0 NA
SRR1294668 -0.00737025085949665 0.000465628517496137 0.00219958389317248 0.00148900301306168 0.000418889166319355 1 0 0 0 0 NA
SRR1274544 0.00123525763275551 -0.00138618605459204 -0.00943977055707144 0.00188691049870928 -0.0101207782030862 0 0 0 0 0 NA
SRR1274545 0.00147694486676967 -0.00157554952782537 -0.00902425060788424 0.00197649751628936 -0.0106044146581366 0 0 0 0 0 NA
SRR1145037 0.00689408560729702 0.0102992628674798 0.00117909416172868 -0.00300943211023268 -0.000394547405527285 1 0 0 0 0 NA
SRR1274543 0.00103710784374542 -0.00084215865125551 -0.00995012709980612 0.000800364662633014 -0.00939580784127728 0 0 0 0 0 NA
SRR1274540 0.000658451152600893 -0.000768425399348897 -0.00941993400121693 0.00114826399470264 -0.00983522793258585 0 0 0 0 0 NA
SRR1274541 0.000727189771797514 -0.00124232275100359 -0.00877273924651041 0.00121467791348829 -0.00949646221518618 0 0 0 0 0 NA
ERR590815 0.00328187486234481 0.00348823976574338 -0.00611996661479936 0.00197199033661118 0.0025536632134232 0 0 0 0 0 NA
ERR590814 0.00424229771055747 0.00490534934287763 -0.0052797755382058 0.00183955510417586 -0.00192602919376425 0 0 0 0 0 NA
ERR590817 0.00347034366342505 0.00169169321852932 -0.00772570591778222 0.0034448136013166 0.0023900561319901 0 0 0 0 0 NA
ERR590816 0.00281578039807227 0.00385261805534595 -0.00577862529166022 0.00161438730631208 0.00364695351081775 0 0 0 0 0 NA
ERR590811 0.00410628542495762 0.00413621126748458 -0.00616064364699446 0.0025443181813788 -0.00293347367831753 0 0 0 0 0 NA
ERR590810 0.00479942088136355 0.00469314495979572 -0.00613875977159923 0.00276605607926931 -0.00236677258377503 0 0 0 0 0 NA
ERR590813 0.00326519344347186 0.0011291109407747 -0.0101377565697063 0.00322306398679902 0.00102228822120308 0 0 0 0 0 NA
ERR590812 0.00338290046827703 0.00139490572406191 -0.00948676959983138 0.00289726582136041 0.00197094825741221 0 0 0 0 0 NA
SRR1191668 0.00613320397306252 0.0023568268568254 -0.00798697256065356 0.00567218464430257 0.00511176917555623 0 0 0 0 0 NA
ERR590819 0.0041720081318459 0.00302213551041213 -0.00701964287120459 0.00346953560726065 0.0050226737724226 0 0 0 0 0 NA
ERR590818 0.00366541775596432 0.00231266436131232 -0.00669762253326668 0.00304873638101497 0.00525687577503073 0 0 0 0 0 NA
SRR397241 -0.00379593407994803 0.00249882586851152 0.00284650758031722 -0.00232692681651014 0.0197525296322121 0 0 0 0 0 NA
SRR397240 -0.0034841189246795 0.002562923681781 0.00397252155619987 -0.0041888803363673 0.0208236012481445 0 0 0 0 0 NA
SRR364829 0.013468118469787 -0.00822912972119444 0.0122009091935523 -0.0171353656277806 0.0210575072940803 0 0 0 0 0 NA
SRR397242 -0.00160142493279229 0.00108282657291164 0.00272842647688849 -0.00707194849009282 0.0210403242664173 0 0 0 0 0 NA
SRR397245 -0.0039118561681642 0.00189658174854341 0.00314801353458886 -0.00370934394060499 0.0203868861690761 0 0 0 0 0 NA
SRR397244 -0.00308651988752432 0.00119278773600406 0.00267056318213977 -0.00436359007341934 0.0209610357871299 0 0 0 0 0 NA
SRR397247 -0.00436187830586416 0.00332929333935485 0.00232512409877645 -0.00132029548838337 0.0206989754804945 0 0 0 0 0 NA
SRR611070 0.00426201774825291 0.0146777759859226 0.00818077180965919 -0.00624097772608766 -0.0115717529774659 0 0 0 0 0 NA
SRR397249 -0.00385489908977037 0.00361500387133854 0.00404764629307901 -0.00219639838669249 0.0205343865060012 0 0 0 0 0 NA
SRR397248 -0.00353919256891956 0.00258962356425281 0.00405410193811684 -0.00459150600759435 0.0206567420581845 0 0 0 0 0 NA
SRR578828 -0.00755173863496867 0.000776439300581311 0.00244931335141018 0.00175965685047526 0.000721148610585541 0 0 0 0 0 NA
SRR896733 0.0121224366728726 0.00656132594685398 -0.00644346269923038 0.00715960995985332 0.0145324701801312 0 0 0 1 0 0:1
SRR1044443 -0.0075389418226804 0.000771401756237404 0.00242321246023244 0.00173518507696397 0.000713773102368097 0 0 0 0 0 NA
SRR1044440 -0.00753450215491586 0.000769334070311456 0.00241436403381018 0.00172719564537541 0.00070562264744539 0 0 0 0 0 NA
SRR896730 0.0124449675542126 0.00645666474122401 -0.00609903013771075 0.00788034268706012 0.0151278745217503 0 0 0 1 0 0:1
SRR1044446 -0.00756300734357918 0.000782208993848258 0.00247557702422075 0.00177965988217638 0.00074296583568232 0 0 0 0 0 NA
SRR896736 0.012687371402929 0.00719246075517073 -0.00581345288194773 0.00823681917991164 0.0148380601394557 0 0 0 1 0 0:1
SRR1164892 -0.00590428689561767 -2.75698775758963e-05 0.000199485609626485 0.000720131066252662 -0.00147088417853122 0 0 0 0 0 NA
SRR896734 0.0122091650737038 0.00682197147907265 -0.00734208714121058 0.00763071696793315 0.0144568309604203 0 0 0 1 0 0:1
