sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
0	SRP031496	SRS491824	SRX365450	SRR1013437	141	118	4	0	801	124
1	SRP022133	SRS418750	SRX275444	SRR846947	158261	120780	74427	71369	5586166	5465056
2	SRP000996	SRS406768	SRX259082	SRR1067487	172994	146713	98370	97081	3151602	3015909
3	SRP025982	SRS442947	SRX303617	SRR898150	207465	165439	108122	106406	3758119	3681679
4	SRP041736	SRS603429	SRX534712	SRR1275091	5	0	0	0	5	0
5	SRP028340	SRS362528	SRX329533	SRR946073	137755	116190	64056	63437	1689073	1656081
6	SRP031476	SRS491585	SRX365206	SRR1012921	99691	92358	30165	30059	558958	549243
7	SRP021193	SRS414528	SRX268716	SRR830973	216971	163111	119085	115503	8619845	8468054
8	SRP022054	SRS418143	SRX273725	SRR837844	47	0	2	0	65	0
9	SRP012461	SRS310700	SRX144069	SRR490230	438	422	27	27	949	925
10	SRP033566	SRS512239	SRX388351	SRR1044560	4	0	0	0	8	0
11	SRP019272	SRS401341	SRX249252	SRR772631	7	0	0	0	14	0
12	SRP042184	SRS618259	SRX550523	SRR1296011	197549	160776	119870	116619	6867972	6752330
13	SRP044668	SRS663228	SRX658069	SRR1521444	212333	164178	104423	102567	4011934	3928105
14	SRP003611	SRS115066	SRX027123	SRR066423	8159	7620	538	520	18342	17519
15	SRP021130	SRS413787	SRX266786	SRR828719	107	81	8	0	679	83
16	ERP004078	ERS359935	ERX329154	ERR356372	140102	117683	74809	74119	2157644	2109710
17	SRP011233	SRS297210	SRX125271	SRR427102	99282	88613	31712	31490	772259	756597
18	SRP044668	SRS663222	SRX658063	SRR1521438	203707	161718	104743	102721	3655914	3574606
19	SRP033135	SRS504293	SRX379835	SRR1033145	21812	20026	15037	14440	640863	626194
20	ERP001942	ERS185432	ERX162876	ERR188024	184944	140215	100657	98693	5219639	5115138
21	SRP019272	SRS401279	SRX249190	SRR772519	5	0	0	0	8	0
22	SRP000941	SRS410259	SRX263861	SRR1045590	164806	138794	74175	73372	2467132	2423632
23	SRP029592	SRS476883	SRX345503	SRR968070	146446	130866	64890	64460	2053125	2026668
24	SRP026387	SRS453962	SRX316661	SRR923928	150094	123420	89957	84415	4845483	4729912
25	SRP040472	SRS580322	SRX498606	SRR1201768	176382	133943	113011	106523	6353818	6200898
26	SRP010129	SRS284944	SRX114537	SRR396560	1	0	0	0	1	0
27	SRP033135	SRS504382	SRX379925	SRR1033235	3220	2858	1285	1237	240930	235550
28	ERP001344	ERS124299	ERX286320	ERR313172	250689	149490	104555	98426	11583825	11332970
29	SRP014574	SRS406225	SRX258067	SRR801427	221680	167962	132886	126558	9985418	9710637
30	SRP007461	SRS242516	SRX085305	SRR317065	159516	126423	96214	91524	7380742	7237740
31	SRP042161	SRS617142	SRX549342	SRR1294728	288	2	19	0	567	3
32	SRP012585	SRS311715	SRX145392	SRR493017	61	6	2	0	99	6
33	SRP028705	SRS468710	SRX333347	SRR950078	381687	203029	177117	157048	31082975	30464298
34	SRP003754	SRS352018	SRX171110	SRR527663	3388	2339	626	430	39642	10287
35	SRP010129	SRS284924	SRX114517	SRR396540	0	0	0	0	0	0
36	ERP003917	ERS349402	ERX315741	ERR342898	141161	123298	67105	66649	1582908	1555568
37	SRP041736	SRS603309	SRX534593	SRR1275386	28287	25057	14218	13626	270176	260905
38	SRP015789	SRS363943	SRX187585	SRR572599	4437	4222	115	112	6614	6353
39	SRP012656	SRS312080	SRX145890	SRR493963	407	308	13	3	1546	1007
40	SRP003611	SRS115069	SRX027126	SRR066451	115628	106722	37176	36966	833987	818900
41	SRP033135	SRS504280	SRX379822	SRR1033132	20097	18091	12166	11663	280739	271931
42	SRP010907	SRS291822	SRX119645	SRR408115	40297	30721	5435	5156	127588	109886
43	ERP002075	ERS202176	ERX190349	ERR215684	280173	163374	131288	122253	16216091	15843159
44	ERP000546	ERS025095	ERX011214	ERR030898	168673	143710	126853	118449	8465971	8334211
45	SRP041736	SRS603327	SRX534610	SRR1275356	9364	5130	4022	3659	608269	573000
46	SRP017138	SRS375022	SRX204122	SRR616069	142725	112612	86105	80678	2599671	2496606
47	SRP022772	SRS421344	SRX278452	SRR851715	22	0	3	0	89	0
48	SRP002079	SRS011902	SRX017383	SRR037217	35185	33428	2202	2191	68062	66013
49	DRP000987	DRS005779	DRX005651	DRR006439	58378	50379	13607	13290	437834	418393
50	SRP006574	SRS190644	SRX059579	SRR191584	0	0	0	0	0	0
51	SRP041825	SRS604700	SRX539592	SRR1282148	184229	142541	97886	96579	3953490	3881204
52	SRP025982	SRS442206	SRX302876	SRR897409	145263	129268	63523	63193	1372519	1345098
53	SRP026084	SRS445536	SRX306610	SRR901898	162286	128273	82784	81437	3456481	3394374
54	SRP011546	SRS310936	SRX144345	SRR490966	118790	80789	85955	67638	5866839	5285048
55	SRP042161	SRS617078	SRX549322	SRR1294708	126	3	7	1	262	10
56	SRP001563	SRS009364	SRX014934	SRR032244	133658	108218	54998	54235	1736565	1686122
57	SRP026389	SRS454400	SRX317165	SRR924538	226965	153887	120905	114564	15682049	15436389
58	SRP033266	SRS506075	SRX381861	SRR1036094	259047	151377	121893	112352	8897129	8599845
59	SRP031858	SRS493227	SRX367104	SRR1015692	59126	54633	13117	13011	261627	254673
60	SRP045048	SRS669815	SRX664961	SRR1531143	128301	113549	58300	57950	1416268	1393967
61	SRP012461	SRS310756	SRX144125	SRR490453	788	742	83	81	2691	2587
62	SRP010181	SRS285149	SRX114784	SRR397057	31697	30397	2366	2328	76424	70262
63	SRP033117	SRS503497	SRX378932	SRR1032150	197633	130140	98502	94314	6792552	6622383
64	SRP034547	SRS516114	SRX393164	SRR1051353	18	0	3	0	44	0
65	SRP014830	SRS356038	SRX176433	SRR542395	167232	129731	69508	67884	3079366	2962400
66	SRP025982	SRS441590	SRX302260	SRR896793	157073	138193	69596	69050	1519340	1489009
67	SRP040070	SRS575623	SRX492466	SRR1195619	214370	158244	122839	119088	13196067	13041932
68	SRP036848	SRS554944	SRX467279	SRR1164839	82393	77365	13093	12982	248806	241754
69	SRP042161	SRS617734	SRX549827	SRR1295213	0	0	0	0	0	0
70	SRP014146	SRS348794	SRX158084	SRR519069	20701	18089	3222	3120	131491	126309
71	SRP035862	SRS543672	SRX450261	SRR1145038	148554	129830	71299	70641	1719095	1684585
72	SRP032775	SRS499961	SRX374593	SRR1026883	188289	130321	94870	90525	4625195	4485918
73	SRP017465	SRS378921	SRX209056	SRR629557	220981	150936	121822	116842	11048744	10874764
74	SRP025982	SRS442088	SRX302758	SRR897291	173236	148637	81448	80888	1924398	1884860
75	SRP033266	SRS506064	SRX381849	SRR1036025	185177	135496	95190	92352	3988615	3879392
76	SRP028720	SRS468954	SRX333606	SRR950388	25	5	0	0	29	6
77	SRP040547	SRS582823	SRX501772	SRR1205954	2658	2280	43	16	4184	2655
78	SRP033569	SRS512345	SRX388458	SRR1044671	226628	165413	123940	119405	8702960	8544030
79	SRP006575	SRS190731	SRX059666	SRR191680	2323	1010	244	228	14195	12511
80	SRP017262	SRS376478	SRX205710	SRR620152	120791	104580	81907	77794	3496685	3422739
81	SRP030041	SRS484669	SRX356477	SRR998197	192026	138735	104738	101568	6730603	6564352
82	SRP016568	SRS371352	SRX198056	SRR597888	152521	129151	77861	77031	4256356	4208546
83	SRP026126	SRS445977	SRX307118	SRR903339	166360	141531	71543	70956	1330429	1295004
84	SRP030628	SRS488287	SRX361145	SRR1004310	120476	106911	45272	44887	1298782	1273881
85	SRP006574	SRS190564	SRX059499	SRR191504	2	0	0	0	4	0
86	SRP009862	SRS282712	SRX111956	SRR390524	1608	511	98	20	3668	1236
87	SRP025982	SRS443037	SRX303708	SRR898241	187068	154549	98716	97672	3417503	3353644
88	SRP041471	SRS598106	SRX528201	SRR1264323	32388	29902	2911	2865	92421	74960
89	SRP040117	SRS572549	SRX489045	SRR1192055	69714	49449	3788	3478	134435	100001
90	SRP010181	SRS285231	SRX114866	SRR397391	19844	18858	837	807	37565	34198
91	SRP001540	SRS008846	SRX014553	SRR031833	85654	78891	25555	25376	533607	520070
92	SRP025982	SRS442762	SRX303432	SRR897965	200238	165216	105532	104473	3444140	3379978
93	SRP013021	SRS332919	SRX147675	SRR496581	122266	97671	42346	41544	1507819	1463780
94	SRP041471	SRS598095	SRX528190	SRR1264068	29897	28319	791	784	45737	43953
95	SRP042161	SRS617211	SRX549436	SRR1294822	177	7	16	0	472	15
96	SRP006574	SRS190512	SRX059447	SRR191452	0	0	0	0	0	0
97	SRP028291	SRS464662	SRX328523	SRR944029	27	5	2	0	170	5
98	SRP032775	SRS500053	SRX374685	SRR1027005	156761	109640	65091	62561	2712293	2614009
99	SRP012461	SRS310760	SRX144129	SRR490470	3291	3031	477	466	21652	20803
100	ERP003613	ERS326975	ERX288617	ERR315453	165160	143472	83842	82998	2111412	2042486
101	SRP040070	SRS572907	SRX489453	SRR1192497	176459	143200	103585	101885	6889652	6813325
102	SRP026126	SRS445972	SRX307113	SRR903309	152093	131395	62462	62088	1158466	1129983
103	SRP019272	SRS401277	SRX249188	SRR772516	6	0	1	0	11	0
104	SRP007461	SRS241963	SRX084678	SRR315326	195091	140464	100732	97349	8752507	8595665
105	SRP032798	SRS500409	SRX375131	SRR1027595	132973	120535	49633	49371	960470	943226
106	SRP007525	SRS362050	SRX185895	SRR566989	66029	62968	14135	14082	257003	252604
107	SRP003754	SRS352021	SRX171113	SRR527670	1582	941	1059	825	36420	18964
108	SRP019272	SRS401188	SRX249099	SRR772352	2	0	0	0	5	0
109	SRP007461	SRS241964	SRX084679	SRR315327	229799	152782	115893	111209	11479562	11275265
110	ERP002045	ERS197530	ERX182652	ERR266335	268063	171875	130271	124647	12569749	12343258
111	SRP025982	SRS443012	SRX303682	SRR898215	205690	168759	107441	106266	3256605	3192505
112	SRP026126	SRS445957	SRX307098	SRR903187	93075	85654	28875	28778	555060	544863
113	SRP040472	SRS580330	SRX498631	SRR1201796	212847	144949	119988	113512	7920532	7725780
114	SRP041736	SRS603251	SRX534534	SRR1274306	14968	14273	3210	3159	61063	59619
115	SRP012461	SRS310770	SRX144139	SRR490510	1939	1795	271	266	7824	7581
116	SRP024274	SRS437930	SRX297208	SRR886589	182904	146425	110145	108072	6770300	6683864
117	SRP025982	SRS441685	SRX302355	SRR896888	177248	153205	86275	85740	2151246	2110168
118	SRP016858	SRS373257	SRX201692	SRR609429	156071	102174	45896	44795	1952869	1869593
119	DRP000987	DRS005805	DRX005677	DRR006465	69699	62475	22185	21816	815689	793551
120	SRP017465	SRS378930	SRX209065	SRR629569	188968	147350	101888	100274	4710565	4635670
121	SRP001540	SRS008957	SRX014664	SRR031944	66758	62886	14597	14480	301399	293343
122	DRP000987	DRS005818	DRX005690	DRR006478	58059	52792	16135	15910	502465	487404
123	SRP033135	SRS504275	SRX379817	SRR1033127	16964	15735	12462	12066	1287074	1262943
124	SRP026126	SRS445969	SRX307110	SRR903286	105427	98386	26617	26526	475327	466207
125	SRP001313	SRS006753	SRX012255	SRR029124	112	25	6	0	220	31
126	SRP014020	SRS348416	SRX345043	SRR965794	891	852	28	26	1316	1265
127	SRP025982	SRS442831	SRX303501	SRR898034	207519	169322	109272	107981	3553881	3485254
128	ERP001942	ERS185498	ERX162769	ERR188204	198677	143891	106194	102935	8639153	8459170
129	SRP033135	SRS504416	SRX379958	SRR1033268	22762	21214	12909	12555	278189	271976
130	SRP002487	SRS073147	SRX020787	SRR048980	32	10	1	0	42	11
131	SRP006574	SRS190662	SRX059597	SRR191602	0	0	0	0	0	0
132	SRP026126	SRS445951	SRX307093	SRR903151	86709	80433	17097	16981	284519	276462
133	SRP042620	SRS624269	SRX559725	SRR1313074	217046	143868	106955	103165	6262830	6118723
134	SRP041736	SRS603490	SRX534773	SRR1275037	6	1	0	0	6	1
135	SRP033291	SRS506984	SRX380250	SRR1033613	84068	78443	29804	29578	681456	670725
136	SRP007498	SRS228114	SRX083304	SRR309284	303339	168971	148309	134278	23156267	22757356
137	SRP017933	SRS385642	SRX216784	SRR648418	370	6	13	0	649	7
138	SRP010280	SRS285659	SRX115537	SRR398232	155581	127967	97631	94429	3788230	3710086
139	SRP014428	SRS350495	SRX160260	SRR522121	36217	32655	26206	24511	1204975	1172675
140	SRP011278	SRS297285	SRX126486	SRR433867	369	246	13	1	714	278
141	SRP009251	SRS270002	SRX105123	SRR363758	21621	20562	8523	8297	206102	195153
142	SRP010181	SRS285253	SRX114888	SRR397233	35911	34560	1688	1657	67859	64979
143	SRP000941	SRS366515	SRX263859	SRR1220438	203936	156093	101087	98613	6903260	6788599
144	SRP008216	SRS261028	SRX097114	SRR343333	2	0	1	0	12	0
145	SRP041471	SRS598095	SRX528190	SRR1264069	27592	26194	605	600	40882	39308
146	SRP040070	SRS573037	SRX489593	SRR1192641	177434	137761	92804	90954	4446801	4362857
147	SRP028301	SRS464860	SRX328720	SRR944301	84303	77237	40122	39500	1071489	1052712
148	SRP029739	SRS478208	SRX347411	SRR974974	87602	77714	30318	30090	646502	629454
149	SRP028301	SRS464863	SRX328723	SRR944304	59773	55255	27727	27153	649897	636960
150	SRP035988	SRS544533	SRX451321	SRR1146095	162245	137475	74821	73729	3132305	3077539
151	SRP044187	SRS655787	SRX648508	SRR1509734	122481	106834	56350	55871	1764612	1736592
152	SRP010181	SRS285167	SRX114802	SRR397003	7391	7035	193	178	15845	10297
153	SRP028291	SRS464716	SRX328577	SRR944083	51	11	9	0	215	11
154	SRP033117	SRS503494	SRX378929	SRR1032147	189834	121226	89392	85537	6342964	6187395
155	SRP022052	SRS418092	SRX273677	SRR837794	101916	79850	44247	42520	1306121	1236693
156	SRP014624	SRS352347	SRX171598	SRR529096	243	140	55	43	761	499
157	SRP033135	SRS504123	SRX379665	SRR1032975	34661	31794	19552	18864	435466	425183
158	SRP029953	SRS480989	SRX351949	SRR1005606	2267	977	247	159	7822	3333
159	SRP035988	SRS544589	SRX451377	SRR1146152	183528	151912	94767	93481	4161923	4093130
160	SRP042153	SRS616748	SRX548786	SRR1294108	213249	158295	108368	105982	5941677	5835323
161	SRP007525	SRS362055	SRX185900	SRR567137	67198	64013	14365	14315	257981	253376
162	SRP025982	SRS442978	SRX303648	SRR898181	221318	174881	116308	114797	4505547	4418094
163	SRP013825	SRS346346	SRX155064	SRR514144	86813	82494	16019	15978	295225	289877
164	SRP041471	SRS598104	SRX528199	SRR1264270	21365	20346	546	536	31652	30440
165	SRP018716	SRS396284	SRX241578	SRR741904	68	0	14	0	214	0
166	SRP000941	SRS366520	SRX263873	SRR1220495	119559	99994	38665	37928	1369565	1321220
167	SRP015868	SRS365297	SRX189223	SRR576131	119597	107937	52391	52111	1146679	1128982
168	SRP014020	SRS348420	SRX345047	SRR965798	2148	2022	56	50	3060	2865
169	SRP042161	SRS617392	SRX549586	SRR1294972	58	0	47	0	459	0
170	SRP029889	SRS479323	SRX348547	SRR976231	15	0	0	0	15	0
171	ERP004375	ERS481281	ERX615343	ERR659022	36469	34117	18807	18320	360694	353351
172	SRP011903	SRS302267	SRX130905	SRR447175	173954	144874	98270	97270	3387583	3337627
173	SRP012461	SRS310704	SRX144073	SRR490244	1	1	0	0	1	1
174	SRP041377	SRS595895	SRX523883	SRR1258914	37694	35776	13476	13190	415605	408511
175	ERP001942	ERS185280	ERX163125	ERR188341	207905	146096	108784	104970	10042450	9853234
176	SRP026389	SRS454395	SRX317160	SRR924533	204251	138404	107352	101191	14151755	13894012
177	SRP042161	SRS617014	SRX549262	SRR1294648	562	1	36	0	1040	1
178	SRP018883	SRS398475	SRX246013	SRR766071	172340	140592	94869	93565	3987052	3929206
179	SRP002126	SRS025333	SRX018029	SRR038447	46823	43714	10094	9991	208195	201411
180	ERP004697	ERS399655	ERX386681	ERR420386	196562	141500	90291	87841	3350093	3248431
181	SRP033135	SRS504132	SRX379674	SRR1032984	24712	22732	17600	16899	740196	723356
182	SRP041736	SRS603269	SRX534552	SRR1274343	5	0	0	0	5	0
183	SRP005309	SRS152615	SRX038450	SRR094131	14	0	3	0	36	0
184	SRP025982	SRS442781	SRX303451	SRR897984	199806	165630	104831	103776	3074369	3014899
185	SRP041736	SRS603254	SRX534535	SRR1274308	17559	16782	4115	4073	72038	70439
186	SRP021130	SRS413793	SRX266793	SRR828726	48	21	5	0	187	21
187	SRP019817	SRS402961	SRX252558	SRR787328	118634	104954	48447	48086	1162614	1141485
188	SRP029592	SRS476886	SRX345505	SRR968072	129860	117358	52761	52418	1785954	1764701
189	SRP007525	SRS362052	SRX185897	SRR567062	70137	66663	16647	16591	294267	289273
190	SRP010181	SRS285176	SRX114811	SRR397156	9750	9353	320	304	17649	14394
191	SRP032456	SRS497500	SRX372072	SRR1023006	228844	157102	122817	117987	11326772	11157997
192	SRP033119	SRS503508	SRX378943	SRR1032163	3616	1767	38	4	6054	1965
193	SRP025982	SRS442770	SRX303440	SRR897973	206002	167976	108511	107371	3711788	3641591
194	SRP014020	SRS348425	SRX345052	SRR965803	855	787	14	7	1638	910
195	SRP025982	SRS441950	SRX302619	SRR897152	170179	144514	81618	80856	2089510	2046553
196	DRP000987	DRS005824	DRX005696	DRR006484	18155	4036	559	331	45215	10299
197	SRP032775	SRS499965	SRX374597	SRR1026890	227647	140436	103484	97713	6467320	6263298
198	SRP010483	SRS290097	SRX117477	SRR401822	158005	136375	74638	73989	2071809	2034708
199	SRP014320	SRS350186	SRX159829	SRR521515	152506	122705	67801	66474	3691365	3633031
200	SRP042161	SRS617342	SRX549495	SRR1294881	232	3	9	0	371	5
201	SRP041736	SRS603356	SRX534639	SRR1275283	32176	27002	20752	19737	616752	593582
202	SRP040472	SRS580340	SRX498677	SRR1201864	118703	96956	99678	89220	5416147	5266213
203	SRP033566	SRS512149	SRX388262	SRR1044471	0	0	0	0	0	0
204	SRP010181	SRS285215	SRX114850	SRR397255	13829	13335	544	516	26617	22614
205	SRP045048	SRS669821	SRX664967	SRR1531149	136082	117102	63643	63139	1770350	1738874
206	SRP012100	SRS308344	SRX136682	SRR456936	21968	20827	893	883	36631	35252
207	SRP025982	SRS443151	SRX303821	SRR898354	192689	158963	100359	99014	3111929	3051427
208	SRP028170	SRS463656	SRX327273	SRR942435	21216	17965	832	782	35350	31186
209	SRP006575	SRS190750	SRX059685	SRR191702	695	302	44	43	1518	1079
210	SRP026126	SRS445929	SRX307070	SRR902987	152197	131462	60641	60306	1126345	1098679
211	SRP041736	SRS603498	SRX534781	SRR1274151	26080	23536	19731	19082	1158135	1138492
212	ERP001942	ERS185417	ERX163091	ERR188250	198088	144997	105964	103096	7604475	7409500
213	SRP028530	SRS467294	SRX332340	SRR948795	145833	125092	75747	73479	4207484	4128617
214	SRP044668	SRS663194	SRX658034	SRR1521407	222916	167196	107017	104778	4209544	4105892
215	SRP010181	SRS285226	SRX114861	SRR397206	19197	18269	888	858	37948	34923
216	SRP015138	SRS359575	SRX180937	SRR547605	139744	111100	61185	60216	2793291	2735039
217	SRP025982	SRS442768	SRX303438	SRR897971	203549	166968	106900	105818	3559348	3492520
218	SRP033725	SRS513907	SRX390436	SRR1047818	171116	142403	80861	79746	2510258	2460826
219	ERP006077	ERS480291	ERX497804	ERR532601	504288	219511	216115	179026	70764686	69335850
220	SRP012557	SRS311315	SRX144803	SRR492052	62682	56010	13801	13695	286861	277930
221	SRP014830	SRS356023	SRX176418	SRR542380	156042	124187	61975	60861	2336901	2244995
222	SRP000599	SRS002150	SRX002645	SRR013574	25	12	2	1	43	18
223	SRP012461	SRS310788	SRX144157	SRR490581	3040	2773	463	453	17489	16952
224	SRP008552	SRS265777	SRX099375	SRR350242	9	0	0	0	12	0
225	SRP021509	SRS416377	SRX271836	SRR834979	254667	146211	119105	108957	13806807	13386576
226	SRP010181	SRS285199	SRX114834	SRR397299	10906	10398	384	366	21041	16816
227	SRP019270	SRS401179	SRX249081	SRR772337	205155	150811	115772	113000	8137400	8020164
228	SRP006474	SRS189324	SRX058612	SRR189777	926	24	24	0	1737	28
229	SRP012461	SRS310789	SRX144158	SRR490586	4554	4099	710	688	29340	28042
230	SRP026620	SRS455694	SRX318839	SRR927174	156866	100980	84325	75945	9850514	9601764
231	SRP015668	SRS361736	SRX185242	SRR563547	6551	4498	741	705	17754	14961
232	SRP028325	SRS465170	SRX329060	SRR944654	126589	106441	50943	50255	1955567	1918113
233	SRP008743	SRS268623	SRX102961	SRR357437	151167	123717	65520	64281	3850305	3795551
234	ERP003917	ERS349406	ERX315745	ERR342807	81348	77435	17979	17927	346404	341190
235	SRP000941	SRS300640	SRX190122	SRR651681	87766	77489	17939	17713	395349	369966
236	DRP001797	DRS016618	DRX021446	DRR023633	99023	93028	37180	37036	722718	713196
237	SRP015640	SRS416411	SRX271885	SRR835011	132369	114861	31366	31059	514697	474736
238	SRP033135	SRS504073	SRX379614	SRR1032924	28485	26393	18339	17759	517782	507507
239	ERP001942	ERS185180	ERX163003	ERR188176	189194	138177	97115	94323	6523065	6354317
240	SRP035268	SRS528032	SRX424357	SRR1105571	189889	151473	99374	97677	4193203	4118174
241	ERP002232	ERS214123	ERX204347	ERR229797	166584	131045	90744	87429	4201141	4097239
242	SRP025982	SRS443022	SRX303692	SRR898225	208255	170074	108236	107100	3300366	3235116
243	SRP041736	SRS603201	SRX534484	SRR1274207	3	0	0	0	3	0
244	SRP035312	SRS528508	SRX424838	SRR1106096	136554	100211	76378	69700	9852928	9649598
245	SRP041471	SRS598107	SRX528202	SRR1264350	16918	16202	474	465	31383	25882
246	SRP018723	SRS396612	SRX242695	SRR747670	338	100	129	47	4842	765
247	SRP010181	SRS285238	SRX114873	SRR397398	8120	7738	247	232	14338	11784
248	SRP028912	SRS471482	SRX336851	SRR954233	109257	99407	47147	46817	1110287	1091327
249	SRP019272	SRS401309	SRX249220	SRR772575	6	2	1	0	18	2
250	SRP040421	SRS579471	SRX497477	SRR1200712	111	20	21	8	460	173
251	SRP034698	SRS518774	SRX398310	SRR1057530	96	46	6	0	536	46
252	SRP033566	SRS512213	SRX388326	SRR1044535	6	0	5	0	56	0
253	SRP010181	SRS285233	SRX114868	SRR397333	18526	17773	615	587	32006	28495
254	SRP041751	SRS603732	SRX535113	SRR1274533	129050	115600	49496	49211	1002846	983395
255	ERP003917	ERS349338	ERX315677	ERR342869	130274	116441	63247	62878	1677313	1654997
256	SRP000996	SRS406762	SRX259080	SRR1067495	178116	149038	104356	103045	3942868	3827822
257	DRP001797	DRS014285	DRX021439	DRR023531	124885	113358	61785	61389	1634312	1613296
258	SRP025982	SRS442990	SRX303660	SRR898193	204745	167527	105951	104885	3478552	3411853
259	SRP033566	SRS512100	SRX388213	SRR1044422	0	0	0	0	0	0
260	ERP002045	ERS197534	ERX182663	ERR266331	321929	184042	138892	132679	9961917	9701106
261	SRP041736	SRS603225	SRX534508	SRR1274255	0	0	0	0	0	0
262	SRP033566	SRS512155	SRX388268	SRR1044477	0	0	0	0	0	0
263	SRP009266	SRS365095	SRX188975	SRR575146	2799	1247	818	313	27516	6452
264	DRP000987	DRS005737	DRX005609	DRR006393	64978	57719	21265	20919	701032	683410
265	SRP033725	SRS513906	SRX390435	SRR1047813	162257	134723	72943	71775	2522420	2473290
266	SRP028301	SRS464862	SRX328722	SRR944303	47208	43509	17160	16930	387776	379552
267	SRP025982	SRS442933	SRX303603	SRR898136	206191	162791	106766	105399	4312485	4229370
268	SRP025982	SRS441480	SRX302152	SRR896685	153197	134889	71388	70953	1697674	1664395
269	SRP003611	SRS115066	SRX027123	SRR066429	8997	8440	603	589	20836	19976
270	SRP013912	SRS346988	SRX155911	SRR515905	1606	898	39	7	2472	1221
271	SRP035988	SRS544564	SRX451352	SRR1146127	188567	153762	94413	93194	3856402	3788079
272	SRP040070	SRS570895	SRX487552	SRR1190463	193185	136921	86500	84543	2710854	2615908
273	ERP003917	ERS349397	ERX315736	ERR342895	126791	113400	55775	55503	1188478	1168784
274	ERP001942	ERS185251	ERX162774	ERR188116	152556	125717	82807	81620	4146995	4069023
275	SRP026126	SRS445969	SRX307110	SRR903287	106049	98760	26885	26791	480612	471134
276	SRP031459	SRS491048	SRX364634	SRR1012314	56	18	12	0	18075	19
277	SRP023199	SRS429804	SRX286772	SRR867740	151464	127565	77862	77029	2430551	2387474
278	SRP028528	SRS467249	SRX331710	SRR948097	127743	118427	89416	88201	10511663	10452469
279	SRP002272	SRS059020	SRX018963	SRR039617	1	0	0	0	1	0
280	SRP025982	SRS442693	SRX303363	SRR897896	192919	158960	100219	98901	3119918	3059062
281	SRP000941	SRS366511	SRX263866	SRR1220402	164410	131726	74757	73247	4555236	4482954
282	SRP010181	SRS285236	SRX114871	SRR397396	12479	11999	349	332	20658	17902
283	SRP011924	SRS302546	SRX131433	SRR448107	67709	62606	14880	14746	472895	462936
284	SRP027258	SRS456804	SRX321478	SRR932134	99563	91951	36564	36398	891115	879443
285	SRP006574	SRS190461	SRX059396	SRR191401	0	0	0	0	0	0
286	SRP032775	SRS499996	SRX374628	SRR1026937	208988	136084	97282	92983	4914535	4761100
287	ERP001942	ERS185086	ERX163115	ERR188206	180116	136710	97416	95234	5968967	5797106
288	SRP029341	SRS474596	SRX341503	SRR959610	186	41	95	34	69519	52364
289	SRP010181	SRS285250	SRX114885	SRR397290	18523	17695	774	745	36756	31872
290	SRP028887	SRS504585	SRX380126	SRR1033459	178108	142357	91102	90051	3946872	3887534
291	SRP014830	SRS356037	SRX176432	SRR542394	190908	141781	77978	76050	3371810	3271801
292	SRP032363	SRS495921	SRX370405	SRR1020592	135761	121413	68248	67800	2756760	2729910
293	ERP001908	ERS183223	ERX159431	ERR184040	41	7	2	0	96	7
294	SRP014142	SRS348700	SRX157984	SRR518955	32	2	5	0	208	2
295	SRP028963	SRS471999	SRX337551	SRR954989	63	4	3	0	109	4
296	SRP028291	SRS464682	SRX328543	SRR944049	32	4	2	0	87	4
297	SRP032165	SRS494272	SRX368232	SRR1017156	2559	784	315	135	9739	4745
298	SRP019272	SRS401202	SRX249113	SRR772377	6	0	3	0	47	0
299	SRP041736	SRS603359	SRX534642	SRR1275289	14498	10489	8419	7847	508813	482136
300	SRP020486	SRS406722	SRX258930	SRR804672	77	0	2	0	94	0
301	SRP039348	SRS565532	SRX480675	SRR1182274	240283	163653	133587	127111	24629498	24377327
302	DRP001797	DRS014276	DRX021430	DRR023439	118694	106754	59197	58819	1544488	1523569
303	SRP026126	SRS445958	SRX307099	SRR903201	80477	74309	23851	23758	448383	439905
304	SRP033135	SRS504277	SRX379818	SRR1033128	19401	17705	13284	12779	531789	518763
305	SRP022133	SRS418757	SRX275451	SRR846954	202457	134930	93798	87864	9159236	8943787
306	SRP036848	SRS554892	SRX467227	SRR1164787	77177	68724	42924	41903	855710	830775
307	SRP015370	SRS360597	SRX182779	SRR553573	2266	22	62	0	3300	22
308	SRP041825	SRS604703	SRX539595	SRR1282154	179977	142134	98440	97267	3757930	3691223
309	ERP001908	ERS183231	ERX159439	ERR184079	15	0	1	0	23	0
310	SRP012656	SRS312067	SRX145877	SRR493940	261973	180753	133273	128586	8377741	8150795
311	SRP026126	SRS445939	SRX307080	SRR903046	157711	136208	64419	63905	1146991	1115692
312	SRP007461	SRS214610	SRX082584	SRR307932	217371	154556	113881	109839	12660343	12499437
313	SRP007169	SRS211974	SRX076436	SRR278175	46464	42613	7935	7717	406445	397490
314	SRP002326	SRS059597	SRX019306	SRR040033	0	0	0	0	0	0
315	SRP026126	SRS445946	SRX307087	SRR903102	72171	67140	12533	12471	220764	214431
316	SRP009266	SRS365096	SRX188976	SRR575148	5007	1343	1294	319	69794	6740
317	SRP042027	SRS618233	SRX550492	SRR1296054	9977	7772	866	797	22662	19360
318	SRP035988	SRS544560	SRX451348	SRR1146123	184709	150844	93907	92240	4753064	4670580
