sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
4688	SRP019272	SRS401276	SRX249187	SRR772514	2	0	0	0	3	0
4689	SRP013456	SRS336185	SRX150805	SRR502856	8435	2363	140	42	11786	3312
4690	SRP025982	SRS442784	SRX303454	SRR897987	202249	166845	107027	105848	3220186	3157580
4691	SRP014320	SRS350188	SRX159831	SRR521525	211057	150537	111603	106879	10169792	10016733
4692	ERP002588	ERS333912	ERX298127	ERR325027	35748	33005	19316	18339	361569	347625
4693	SRP026387	SRS453964	SRX316664	SRR923931	171540	141556	106766	101609	6762502	6648827
4694	SRP000941	SRS004214	SRX007167	SRR020293	65426	60339	24875	24573	1079172	1063960
4695	SRP010961	SRS293719	SRX120257	SRR408756	118642	105853	47247	46984	865456	847706
4696	SRP003754	SRS301468	SRX130228	SRR446316	256	48	27	2	97245	81
4697	SRP018838	SRS523164	SRX403411	SRR1066625	26957	22411	21406	20139	2289933	2213736
4698	ERP005641	ERS444321	ERX548831	ERR590842	200122	161136	113137	111549	5654276	5574215
4699	SRP003901	SRS118196	SRX029255	SRR070190	1	0	1	0	35	0
4700	SRP041263	SRS594082	SRX520696	SRR1249341	149746	119743	72565	71058	4771375	4711407
4701	SRP008218	SRS261044	SRX097130	SRR343349	0	0	0	0	0	0
4702	SRP015003	SRS359273	SRX180610	SRR546587	225567	159339	119580	113796	5445844	5277239
4703	SRP040070	SRS573371	SRX489957	SRR1193006	192181	148724	113141	110467	10085889	9971425
4704	DRP001797	DRS014275	DRX021429	DRR023411	111296	100020	55105	54728	1439605	1419848
4705	SRP029899	SRS479555	SRX348812	SRR976756	191142	129052	93728	86457	14286240	13985257
4706	SRP042161	SRS617475	SRX549467	SRR1294853	3	0	0	0	3	0
4707	SRP030617	SRS488211	SRX361035	SRR1003846	37431	34830	19028	18492	387962	379089
4708	ERP003613	ERS326941	ERX288483	ERR315426	181087	147475	92503	90818	4077099	3887459
4709	SRP007825	SRS257338	SRX091757	SRR330919	568	457	13	2	1248	804
4710	SRP035646	SRS544862	SRX451739	SRR1143881	318700	187936	154878	142810	17627284	17243757
4711	SRP026126	SRS445947	SRX307088	SRR903107	69890	64879	11719	11664	207904	201711
4712	SRP022043	SRS417853	SRX273425	SRR837445	0	0	0	0	0	0
4713	SRP016568	SRS371372	SRX198076	SRR597908	182988	141352	100394	98755	7243677	7157546
4714	ERP004219	ERS372799	ERX348264	ERR375887	228433	153441	123225	117997	14029489	13848043
4715	SRP025982	SRS442680	SRX303350	SRR897883	191263	157787	99763	98500	3065371	3005306
4716	SRP033351	SRS508573	SRX384352	SRR1039515	169391	142093	98817	97605	5613423	5559193
4717	DRP001797	DRS014279	DRX021433	DRR023463	124391	112224	60433	59985	1713468	1691072
4718	DRP001797	DRS014280	DRX021434	DRR023471	124431	111507	61724	61269	1650818	1628126
4719	SRP041736	SRS603271	SRX534554	SRR1274347	8858	8432	518	516	16879	16329
4720	SRP025982	SRS441906	SRX302576	SRR897109	152054	134024	68655	68303	1579854	1548905
4721	DRP001194	DRS012314	DRX012564	DRR014027	3158	370	105	6	10260	523
4722	SRP007483	SRS227874	SRX083171	SRR309144	158576	134776	65358	64557	1973974	1935361
4723	SRP015789	SRS363943	SRX187585	SRR572593	4670	4506	103	100	7008	6811
4724	SRP040547	SRS582646	SRX501589	SRR1205727	572	383	26	0	1501	404
4725	SRP042161	SRS617662	SRX549756	SRR1295142	1519	1023	538	505	19369	18484
4726	SRP011546	SRS310952	SRX144361	SRR490982	109022	74138	73337	56444	3137930	2784934
4727	SRP012585	SRS311706	SRX145383	SRR493008	227	167	2	1	927	838
4728	SRP030401	SRS487159	SRX359580	SRR1002076	122437	98712	34123	33670	680600	645246
4729	SRP010181	SRS285146	SRX114781	SRR397126	5840	5649	127	112	9562	7656
4730	SRP027589	SRS463035	SRX326598	SRR941562	168	109	7	3	301	170
4731	SRP033566	SRS512139	SRX388252	SRR1044461	0	0	0	0	0	0
4732	ERP007109	ERS555273	ERX593975	ERR637531	75789	71790	21224	21106	415313	408298
4733	SRP025982	SRS442292	SRX302962	SRR897495	175392	149043	85601	84803	2136711	2093487
4734	SRP035862	SRS543669	SRX450260	SRR1145037	153806	132789	75489	74631	2280677	2238231
4735	SRP014320	SRS350172	SRX159822	SRR521457	154265	119592	73251	72111	2552099	2494451
4736	SRP041471	SRS598098	SRX528193	SRR1264144	25341	24355	851	842	40404	39240
4737	SRP019272	SRS401213	SRX249124	SRR772394	4	3	1	0	19	3
4738	SRP040547	SRS582723	SRX501666	SRR1205801	118312	104909	60380	59146	2331868	2282045
4739	SRP007584	SRS242535	SRX085340	SRR317108	34712	33307	2586	2532	84141	79871
4740	SRP006574	SRS190632	SRX059567	SRR191572	0	0	0	0	0	0
4741	ERP001942	ERS185424	ERX162949	ERR188346	230329	152520	114920	109925	13016265	12749044
4742	SRP041036	SRS590302	SRX513359	SRR1223588	127791	106489	58315	57485	2085893	2038200
4743	SRP028291	SRS464645	SRX328506	SRR944012	28	4	4	0	150	4
4744	SRP010041	SRS284306	SRX113362	SRR393010	146830	125136	56721	55982	1814599	1774097
4745	SRP007359	SRS213295	SRX080228	SRR299115	8797	5999	1971	1827	86362	79647
4746	SRP012461	SRS310744	SRX144113	SRR490406	1644	1551	271	262	8785	8381
4747	SRP021924	SRS417464	SRX272966	SRR836288	15627	12605	1672	1432	45281	36998
4748	SRP018838	SRS523165	SRX403412	SRR1066626	18030	15432	13699	13062	2264618	2202941
4749	SRP006574	SRS190555	SRX059490	SRR191495	0	0	0	0	0	0
4750	SRP014428	SRS350494	SRX160259	SRR522120	33371	29017	25161	22749	962828	925990
4751	SRP007946	SRS258822	SRX093204	SRR333666	10	0	0	0	12	0
4752	SRP027258	SRS456819	SRX321493	SRR932149	103443	94233	39420	39259	851436	838394
4753	SRP015764	SRS363224	SRX187134	SRR570442	13591	12981	848	812	26758	25524
4754	SRP010181	SRS285125	SRX114760	SRR397105	22349	21417	1196	1154	45238	41232
4755	SRP021478	SRS415860	SRX271431	SRR833716	245598	161674	121754	113222	16214357	15911531
4756	SRP012695	SRS312194	SRX146004	SRR494110	243045	156813	121007	114859	9210076	8994018
4757	SRP001540	SRS008863	SRX014570	SRR031850	49412	47232	8002	7945	164130	160320
4758	SRP028530	SRS467588	SRX332547	SRR949012	163262	139993	104149	101897	7428150	7357739
4759	SRP015370	SRS360600	SRX182782	SRR553576	825	457	23	4	1289	551
4760	SRP029953	SRS486985	SRX359329	SRR1005682	3156	1930	418	301	10585	5779
4761	SRP010181	SRS285195	SRX114830	SRR397103	9798	9265	510	488	21530	18125
4762	SRP028301	SRS464889	SRX328749	SRR944330	44850	41965	10659	10608	255178	251076
4763	SRP025982	SRS443211	SRX303881	SRR898414	198469	164619	105581	104513	3376051	3312330
4764	SRP042161	SRS616939	SRX549186	SRR1294572	178	4	25	2	487	16
4765	SRP012461	SRS310760	SRX144129	SRR490471	3108	2853	462	450	20524	19683
4766	SRP025982	SRS443149	SRX303819	SRR898352	192291	158716	100095	98810	3085753	3025585
4767	SRP042161	SRS617325	SRX549460	SRR1294846	12	0	2	0	28	0
4768	SRP012656	SRS312070	SRX145880	SRR493945	257681	175665	127623	122510	9756101	9523966
4769	SRP015976	SRS366640	SRX190912	SRR578830	0	0	0	0	0	0
4770	SRP015789	SRS363943	SRX187585	SRR572609	4392	4218	106	103	6503	6295
4771	SRP027358	SRS457451	SRX322285	SRR934241	130918	108842	48604	47834	1188878	1149334
4772	SRP033266	SRS506068	SRX381853	SRR1036045	177502	133718	94723	92438	4645797	4545179
4773	SRP041846	SRS605037	SRX539944	SRR1283010	160476	129777	87208	85801	6309436	6241278
4774	SRP031459	SRS491056	SRX364642	SRR1012322	7	5	2	0	48	5
4775	SRP017263	SRS376441	SRX205667	SRR619090	266	14	20	0	686	14
4776	SRP007525	SRS362051	SRX185896	SRR567028	64944	61962	13179	13144	240821	236640
4777	SRP044668	SRS663218	SRX658060	SRR1521433	196834	153389	97332	94763	4017183	3924131
4778	SRP029341	SRS474671	SRX341579	SRR959686	881	412	567	350	878944	801643
4779	SRP017262	SRS376470	SRX205701	SRR620047	45409	41811	5980	5905	148241	142675
4780	SRP015789	SRS363943	SRX187585	SRR572554	4677	4494	109	105	6972	6750
4781	SRP009862	SRS282688	SRX111932	SRR390487	4454	399	314	21	12417	1470
4782	SRP021193	SRS414584	SRX268730	SRR830987	182780	147165	97756	95359	6485566	6383481
4783	SRP042161	SRS617506	SRX549938	SRR1295324	23	0	0	0	29	0
4784	SRP025982	SRS442799	SRX303469	SRR898002	196886	164066	103344	102314	3038463	2980331
4785	SRP017972	SRS386135	SRX217756	SRR649546	35149	33421	22630	21916	457084	448387
4786	SRP025982	SRS442619	SRX303289	SRR897822	198372	159683	104875	103550	4081527	4005157
4787	ERP001908	ERS183254	ERX159462	ERR184073	63	19	7	0	176	19
4788	SRP001540	SRS008874	SRX014581	SRR031861	53194	50393	9156	9085	187278	181807
4789	SRP031620	SRS492037	SRX365669	SRR1027582	207474	128948	99570	94030	7420032	7207331
4790	SRP025982	SRS442596	SRX303266	SRR897799	188514	154833	100958	99669	3687312	3618037
4791	ERP001942	ERS185349	ERX162940	ERR188436	170225	132172	87336	85607	4703732	4577709
4792	SRP041736	SRS603458	SRX534741	SRR1275057	13568	12640	1315	1307	33115	31972
4793	SRP042161	SRS617352	SRX549505	SRR1294891	10	0	0	0	18	0
4794	ERP001942	ERS185178	ERX162778	ERR188405	199208	143417	104317	101523	7696133	7535533
4795	SRP042161	SRS617615	SRX549708	SRR1295094	907	515	16	1	1128	560
4796	SRP025982	SRS443137	SRX303807	SRR898340	193603	159182	102079	100683	3199174	3136340
4797	SRP025982	SRS442315	SRX302985	SRR897518	167506	144629	79618	78953	1860831	1823416
4798	SRP025982	SRS588811	SRX510294	SRR1216064	210411	167718	103539	102137	3867298	3785981
4799	SRP041736	SRS603219	SRX534502	SRR1274243	2	0	0	0	2	0
4800	SRP041736	SRS603275	SRX534559	SRR1274357	9477	9153	634	631	19050	18626
4801	SRP026537	SRS454700	SRX317714	SRR925707	198843	145229	97709	94573	6529399	6414462
4802	SRP002272	SRS059015	SRX018958	SRR039612	17	0	6	0	580	0
4803	SRP025982	SRS442681	SRX303351	SRR897884	189800	156887	98522	97307	2979712	2921472
4804	SRP025982	SRS443200	SRX303870	SRR898403	200025	165439	106051	104973	3400779	3336234
4805	SRP021085	SRS413234	SRX265382	SRR827474	156744	132300	88259	87290	3166456	3118084
4806	SRP026126	SRS445932	SRX307074	SRR903012	150442	129957	54085	53668	926744	899271
4807	ERP003536	ERS323193	ERX283485	ERR310216	203572	134117	104251	97552	9912604	9704885
4808	ERP006077	ERS480291	ERX497802	ERR532599	449343	213584	196282	170462	49194526	48199009
4809	SRP014830	SRS356008	SRX176403	SRR542365	8212	7456	1708	1657	35502	33573
4810	ERP004592	ERS392605	ERX376257	ERR409885	314	186	26	1	1074	220
4811	SRP011422	SRS300041	SRX128913	SRR444065	0	0	0	0	0	0
4812	SRP011546	SRS310987	SRX144396	SRR491017	70494	55992	46252	42864	4671643	4557652
4813	SRP028528	SRS467263	SRX331724	SRR948111	115238	106654	80458	79569	6246861	6212989
4814	SRP033266	SRS506068	SRX381853	SRR1036044	182490	135430	97284	94714	5043464	4933948
4815	SRP010181	SRS285191	SRX114826	SRR397027	9544	9086	371	353	18540	14894
4816	SRP014190	SRS349586	SRX159141	SRR520404	147715	125596	82424	81644	2837711	2798098
4817	SRP025982	SRS442489	SRX303159	SRR897692	192873	162168	98115	97305	2520917	2470768
4818	SRP027383	SRS457801	SRX322723	SRR934838	244476	178995	134933	130944	7527668	7371679
4819	SRP026208	SRS449719	SRX312125	SRR915765	23705	22585	1953	1930	64375	61869
4820	SRP002272	SRS059022	SRX018965	SRR039619	1	0	0	0	1	0
4821	SRP025982	SRS442455	SRX303125	SRR897658	171292	149620	79843	79368	1703262	1669093
4822	SRP002326	SRS059578	SRX019287	SRR040014	1	0	0	0	1	0
4823	SRP015138	SRS359574	SRX180936	SRR547604	200603	139601	92711	90159	3263808	3142115
4824	SRP041955	SRS621825	SRX554554	SRR1300818	85806	69740	25863	24810	574299	538891
4825	SRP001599	SRS212582	SRX079567	SRR292242	98400	87460	37714	37487	693826	677393
4826	SRP030628	SRS488268	SRX361126	SRR1004291	144007	125458	52937	52519	1254893	1225829
4827	SRP041736	SRS603311	SRX534594	SRR1275325	8159	7902	479	478	15271	14930
4828	SRP028291	SRS464661	SRX328522	SRR944028	28	3	6	0	129	3
4829	SRP021134	SRS413824	SRX266864	SRR828795	208910	160424	115654	112734	7670791	7558879
4830	SRP033266	SRS506085	SRX381870	SRR1036140	205910	140065	103724	99033	4829682	4674004
4831	SRP042161	SRS617710	SRX549803	SRR1295189	220	5	7	0	334	8
4832	SRP025982	SRS441743	SRX302413	SRR896946	178627	154433	86233	85587	2015463	1975613
4833	SRP010181	SRS285162	SRX114797	SRR396926	16590	15900	608	581	31311	26419
4834	SRP006574	SRS190563	SRX059498	SRR191503	0	0	0	0	0	0
4835	SRP026537	SRS454708	SRX317723	SRR925716	199250	141371	101697	98203	8227165	8094761
4836	SRP033135	SRS504256	SRX379798	SRR1033108	33476	31353	20211	19618	400299	391832
4837	SRP025982	SRS441967	SRX302637	SRR897170	160654	138970	73022	72462	1743397	1708220
4838	SRP009276	SRS270144	SRX105301	SRR363988	10312	9005	2700	2566	136759	132340
4839	SRP033566	SRS512273	SRX388386	SRR1044595	1	0	0	0	1	0
4840	SRP036848	SRS554997	SRX467332	SRR1164892	93858	85788	36537	36011	593158	574585
4841	SRP025982	SRS442614	SRX303284	SRR897817	200351	160532	106087	104652	4233653	4154520
4842	SRP018815	SRS397578	SRX244320	SRR750889	110302	102301	41156	40956	842753	830325
4843	SRP044668	SRS663155	SRX657996	SRR1521369	197096	158190	95913	94513	2979746	2913617
4844	DRP000987	DRS005734	DRX005606	DRR006389	71103	60107	29754	28633	1992372	1942919
4845	SRP034528	SRS515811	SRX392821	SRR1050945	12775	6026	278	169	17736	8650
4846	SRP030617	SRS488195	SRX361018	SRR1003829	32945	30504	15624	15225	302902	295651
4847	SRP012546	SRS311234	SRX144691	SRR491351	3	1	0	0	3	1
4848	SRP040070	SRS573217	SRX489789	SRR1192838	153120	113714	70265	67347	6734782	6611594
4849	ERP004375	ERS481264	ERX615422	ERR659101	40519	37555	18978	18535	342187	334599
4850	SRP040547	SRS582829	SRX501780	SRR1205961	1936	1630	36	18	2717	1954
4851	ERP004592	ERS392593	ERX376245	ERR409886	1064	935	18	0	1516	1088
4852	SRP006575	SRS190758	SRX059693	SRR191712	2068	1035	195	175	7951	6452
4853	SRP042161	SRS617120	SRX549140	SRR1294526	41	0	8	0	137	0
4854	SRP028340	SRS362528	SRX329534	SRR946074	134256	112979	56044	55505	1444945	1413393
4855	SRP026126	SRS445950	SRX307091	SRR903131	93183	85863	23086	22946	365785	356003
4856	SRP005279	SRS377792	SRX207887	SRR627499	0	0	0	0	0	0
4857	SRP007461	SRS242504	SRX085293	SRR317041	102654	92693	34048	33676	939046	859972
4858	SRP019272	SRS401275	SRX249186	SRR772512	50	25	9	0	244	25
4859	SRP000941	SRS366513	SRX263857	SRR1220422	146213	117025	50383	49167	2058459	1996549
4860	SRP013504	SRS343939	SRX151408	SRR503576	112348	100919	46756	46437	1002383	983900
4861	SRP041751	SRS603727	SRX535108	SRR1274528	145281	127346	66816	66234	1542899	1512536
4862	SRP031496	SRS491815	SRX365441	SRR1013428	357	306	3	0	546	341
4863	SRP022043	SRS417888	SRX273460	SRR837480	4	0	0	0	4	0
4864	SRP012608	SRS311923	SRX145686	SRR493380	1	0	0	0	1	0
4865	SRP012461	SRS310724	SRX144093	SRR490324	134	123	8	7	253	232
4866	SRP040472	SRS580282	SRX498499	SRR1201666	224121	143896	168037	132889	22975358	22387226
4867	SRP016568	SRS371358	SRX198062	SRR597894	407209	192750	166026	145414	46806942	46024397
4868	SRP030628	SRS488294	SRX361151	SRR1004316	136904	119429	51362	50918	1335317	1309296
4869	ERP001344	ERS092563	ERX286290	ERR313142	227531	72550	40921	25959	2625595	2015403
4870	ERP004298	ERS370605	ERX341651	ERR368942	163110	124665	66489	64262	4023581	3931755
4871	SRP006574	SRS190556	SRX059491	SRR191496	0	0	0	0	0	0
4872	SRP006574	SRS190667	SRX059602	SRR191607	0	0	0	0	0	0
4873	SRP042161	SRS617134	SRX549334	SRR1294720	232	5	12	0	418	5
4874	SRP025982	SRS442252	SRX302922	SRR897455	212875	165941	111723	110140	4790557	4697055
4875	SRP019272	SRS401283	SRX249194	SRR772526	2	0	1	0	11	0
4876	SRP034732	SRS519891	SRX399457	SRR1060754	183848	131849	88326	84863	6991942	6860912
4877	ERP001942	ERS185194	ERX179557	ERR204864	149024	124759	78690	77874	2437695	2389130
4878	SRP025982	SRS441978	SRX302648	SRR897181	157478	136650	69482	68967	1591467	1558716
4879	SRP025982	SRS443290	SRX303960	SRR898493	208367	170255	110336	109061	3510051	3442717
4880	SRP025982	SRS588878	SRX510361	SRR1216131	339	320	0	0	384	365
4881	SRP039694	SRS568212	SRX483902	SRR1186603	257180	167355	118799	111007	18078237	17765558
4882	ERP003613	ERS327018	ERX288611	ERR315336	213738	166733	121321	119270	6706657	6610786
4883	SRP025982	SRS443197	SRX303867	SRR898400	198616	164798	105608	104552	3360219	3296792
4884	SRP017138	SRS375025	SRX204125	SRR616073	173477	135203	92599	89322	3115808	3011572
4885	SRP027358	SRS457460	SRX322294	SRR934319	140491	117822	59807	59016	1323562	1283569
4886	ERP001908	ERS183213	ERX159421	ERR184078	24	4	4	0	61	4
4887	SRP040070	SRS570895	SRX487554	SRR1190461	192293	136625	86157	84244	2691407	2597528
4888	SRP000996	SRS406761	SRX259060	SRR1097443	167321	142310	92508	91694	2390834	2344812
4889	SRP002326	SRS059604	SRX019313	SRR040040	3	0	0	0	3	0
4890	SRP014428	SRS350521	SRX160286	SRR522147	25648	23329	20400	19541	1013533	985733
4891	SRP025982	SRS442338	SRX303007	SRR897540	174321	148625	84609	83847	2079101	2037309
4892	SRP015640	SRS361640	SRX185076	SRR567455	180312	127976	90915	88656	3464310	3333879
4893	SRP026126	SRS445934	SRX307075	SRR903016	149249	129335	60460	60114	1092518	1064957
4894	SRP028554	SRS467619	SRX332162	SRR948494	493316	190501	200421	152041	39080511	37756817
4895	SRP000941	SRS410257	SRX263860	SRR1045524	175388	146760	82168	80945	4301322	4223484
4896	SRP019374	SRS401546	SRX249509	SRR773860	90737	85994	23928	23836	482086	475406
4897	SRP009862	SRS282710	SRX111954	SRR390521	1893	287	183	14	14108	560
4898	SRP042161	SRS617355	SRX549508	SRR1294894	322	4	19	0	567	5
4899	SRP013450	SRS336156	SRX150768	SRR502785	283371	158110	162058	132955	53395658	52369339
4900	SRP012461	SRS310764	SRX144133	SRR490484	687	646	65	64	2047	1893
4901	SRP034698	SRS518769	SRX398305	SRR1057525	2402	2171	34	13	4532	2568
4902	SRP025982	SRS441496	SRX302167	SRR896700	168153	144274	82316	81717	2224792	2182081
4903	SRP025982	SRS588876	SRX510359	SRR1216129	414	385	0	0	460	431
4904	ERP003917	ERS349330	ERX315669	ERR342835	120329	107542	47261	47042	995454	977972
4905	ERP000710	ERS035817	ERX013525	ERR035543	117566	102851	43880	43669	864351	845141
4906	SRP018838	SRS397955	SRX245443	SRR764785	12836	9306	7142	6707	1777586	1713991
4907	SRP028594	SRS468103	SRX332665	SRR949124	307255	163231	131800	117120	14206859	13775975
4908	SRP015789	SRS363943	SRX187585	SRR572597	4416	4240	104	100	6519	6313
4909	SRP014428	SRS350456	SRX160221	SRR522082	22179	20186	18275	17411	937614	912570
4910	SRP042620	SRS624332	SRX559788	SRR1313137	231914	160409	107228	103664	8055303	7876539
4911	SRP015789	SRS363943	SRX187585	SRR572576	4623	4478	105	103	6838	6655
4912	SRP040472	SRS580820	SRX499437	SRR1203008	0	0	0	0	0	0
4913	SRP009862	SRS282722	SRX111966	SRR390545	1708	174	139	7	5978	319
4914	SRP019272	SRS401270	SRX249181	SRR772502	4	1	1	0	15	1
4915	ERP001908	ERS183227	ERX159435	ERR184039	16	1	2	0	46	1
4916	SRP031478	SRS491761	SRX365387	SRR1013366	229752	159439	123092	119194	10084761	9934355
4917	SRP042286	SRS620756	SRX553464	SRR1299465	99048	81979	24774	24193	411849	382639
4918	SRP025982	SRS441579	SRX302249	SRR896782	175710	149614	86165	85273	2237586	2192627
4919	SRP032798	SRS500407	SRX375130	SRR1027594	130841	111804	44203	43742	967888	939707
4920	SRP010181	SRS285139	SRX114774	SRR396903	18638	17886	814	788	35694	30773
4921	SRP018571	SRS393353	SRX235607	SRR710095	205359	145458	101837	99605	4307603	4199948
4922	SRP001540	SRS008903	SRX014610	SRR031890	75018	69623	19030	18880	397894	385904
4923	SRP026126	SRS445925	SRX307066	SRR902962	141918	122205	51820	51440	924269	897860
4924	SRP033266	SRS506064	SRX381849	SRR1036024	180181	133367	92597	90066	3670507	3569839
4925	ERP001942	ERS185327	ERX162928	ERR188313	188481	138917	102773	100056	6616492	6490766
4926	DRP000499	DRS001141	DRX001127	DRR001642	226197	164649	106179	103997	4938325	4833015
4927	SRP011422	SRS300034	SRX128906	SRR444058	1	0	0	0	1	0
4928	SRP001563	SRS009398	SRX014968	SRR032278	63962	58347	12332	12250	285049	275262
4929	SRP014428	SRS350450	SRX160215	SRR522076	29221	26711	22283	21311	930585	907841
4930	SRP020486	SRS406725	SRX258933	SRR804678	60	2	2	0	99	3
4931	SRP002326	SRS059586	SRX019295	SRR040022	1	0	1	0	6	0
4932	SRP021085	SRS413233	SRX265381	SRR827471	156834	130450	86477	85474	3217435	3165820
4933	SRP020499	SRS407293	SRX275733	SRR806716	157194	125553	79624	78321	2505503	2435426
4934	SRP010041	SRS284306	SRX113362	SRR393013	125762	109834	48437	47699	1590629	1531659
4935	DRP001797	DRS014276	DRX021430	DRR023429	118461	106555	59011	58616	1542472	1521580
4936	SRP010675	SRS290843	SRX118274	SRR403786	3	1	0	0	5	2
4937	SRP042647	SRS625615	SRX574474	SRR1344944	173224	141496	102192	100858	5824953	5761689
4938	ERP001942	ERS185314	ERX162955	ERR188152	210841	149327	112977	109081	10034516	9841691
4939	SRP032812	SRS500531	SRX375279	SRR1027740	219755	160078	111200	107580	6649850	6514369
4940	SRP044391	SRS661460	SRX655518	SRR1518360	164138	132788	87407	86157	3572715	3514907
4941	SRP007498	SRS228117	SRX083307	SRR309287	40	0	4	0	100	0
4942	SRP033266	SRS506082	SRX381867	SRR1036123	152710	121833	66427	65023	3668687	3606137
4943	ERP001942	ERS185097	ERX179704	ERR204992	176272	136867	93638	91925	4712372	4603953
4944	SRP015789	SRS363943	SRX187585	SRR572644	4609	4432	111	109	6940	6733
4945	SRP008976	SRS267244	SRX101424	SRR353639	348367	172450	148176	129685	27102844	26342102
4947	SRP033566	SRS512148	SRX388261	SRR1044470	2	0	0	0	2	0
4948	SRP027589	SRS463055	SRX326618	SRR941582	127	72	14	4	1119	127
4949	SRP037982	SRS558096	SRX471346	SRR1169868	101627	89672	30155	29644	1562913	1540665
4950	SRP000941	SRS306617	SRX190130	SRR578648	134868	117963	62862	62018	1638805	1595667
4951	SRP015668	SRS361723	SRX185229	SRR563534	5887	4768	1328	1302	41822	39644
4952	SRP025982	SRS588782	SRX510265	SRR1216035	194206	157403	95133	93631	3214015	3147157
4953	SRP018861	SRS581903	SRX500816	SRR1204530	32629	30982	4659	4630	96268	93876
4954	SRP006574	SRS190499	SRX059434	SRR191439	1	0	0	0	3	0
4955	SRP026048	SRS452445	SRX314973	SRR921946	239848	176993	124903	121926	7110263	6988324
4956	SRP040472	SRS580338	SRX498660	SRR1201827	227611	129385	96588	91520	3821560	3564610
4957	ERP001942	ERS185258	ERX179542	ERR205016	226608	154069	117359	112182	12669288	12384199
4958	SRP008496	SRS265550	SRX099128	SRR349741	39976	38085	4003	3954	104116	101135
4959	SRP033266	SRS506060	SRX381845	SRR1036009	113167	97385	37324	36981	822511	798353
4960	SRP026537	SRS454695	SRX317710	SRR925703	193417	138694	99039	96884	5863495	5762224
4961	SRP042161	SRS617198	SRX549420	SRR1294806	144	2	8	0	232	2
4962	SRP042161	SRS617632	SRX549725	SRR1295111	23260	19507	16678	15985	540393	523751
4963	SRP033098	SRS503348	SRX378552	SRR1031036	197616	142517	105529	102081	6673998	6521440
4964	ERP004402	ERS374638	ERX352926	ERR380552	219698	150756	117276	113339	9292995	9144819
4965	SRP009310	SRS270229	SRX105483	SRR364277	99	56	7	1	374	157
4966	SRP007525	SRS362053	SRX185898	SRR567100	71894	68267	17140	17072	302921	297608
4967	ERP004375	ERS481265	ERX615423	ERR659102	35646	33183	21495	20795	454699	444588
4968	SRP042161	SRS617012	SRX549259	SRR1294645	605	0	35	0	1074	0
4969	SRP029341	SRS474657	SRX341564	SRR959671	865	402	566	354	934156	847129
4970	SRP043417	SRS642201	SRX611226	SRR1425769	11234	10858	5491	5383	67893	66450
4971	SRP002605	SRS079386	SRX021967	SRR057515	3612	3396	17	15	4074	3834
4972	SRP013389	SRS335250	SRX149617	SRR500885	182320	138529	94583	93239	3510173	3439166
4973	SRP019272	SRS401256	SRX249167	SRR772475	10	1	5	0	108	1
4974	ERP003613	ERS327007	ERX288589	ERR315401	189851	151649	99849	98127	4338144	4259287
4975	SRP006575	SRS190703	SRX059638	SRR191644	8345	5535	913	803	110888	105835
4976	SRP007525	SRS362052	SRX185897	SRR567068	70649	67197	17079	17019	301162	296119
4977	SRP040472	SRS580436	SRX498807	SRR1202006	243233	152788	138465	126158	15268163	14752884
4978	SRP041471	SRS598094	SRX528189	SRR1264051	18535	17982	442	431	27034	26097
4979	ERP005641	ERS444320	ERX548844	ERR590855	164772	137988	96590	95293	5032763	4971321
4980	ERP003613	ERS326939	ERX288481	ERR315327	135071	118404	55952	55182	3222462	3189318
4981	ERP004094	ERS384171	ERX421680	ERR455325	209433	148848	109553	105702	7870224	7701362
4982	SRP013299	SRS334477	SRX148933	SRR499843	43600	32953	25321	21891	2211075	2144581
4983	SRP040622	SRS582895	SRX501850	SRR1206041	263762	167651	126869	120834	5155555	4941675
4984	SRP000930	SRS008392	SRX014392	SRR031632	159918	132761	78266	77425	2424249	2376884
4985	SRP033135	SRS504080	SRX379622	SRR1032932	4694	4449	693	675	18121	17623
4986	ERP002063	ERS199517	ERX185619	ERR210954	94898	83634	27862	26629	490437	467210
4987	SRP026208	SRS449735	SRX312141	SRR915781	26371	25158	2162	2131	71693	69083
4988	SRP042161	SRS617003	SRX549245	SRR1294631	268	5	22	0	515	7
4989	SRP039359	SRS565578	SRX480733	SRR1182342	26180	24200	3810	3681	89972	85411
4990	ERP003917	ERS349323	ERX315662	ERR342839	120629	106091	44255	44000	850888	831054
4991	SRP032775	SRS562559	SRX476844	SRR1177733	210824	137428	100356	95111	6096718	5923329
4992	SRP006309	SRS184259	SRX055349	SRR172836	32957	30837	4327	4288	102250	99509
4993	SRP033135	SRS504212	SRX379754	SRR1033064	23162	20968	15978	15294	689727	674512
4994	SRP043108	SRS634229	SRX589543	SRR1377215	122765	106360	48608	47894	3189186	3145129
4995	SRP007525	SRS362052	SRX185897	SRR567064	46114	44572	5336	5320	118324	116263
4996	SRP042161	SRS617648	SRX549741	SRR1295127	29741	25473	21954	20998	649781	629745
4997	SRP009373	SRS271083	SRX105932	SRR384964	49789	45167	44022	41289	1562615	1515961
4998	DRP001797	DRS016623	DRX021456	DRR023698	109912	100284	55158	54746	1566060	1547474
4999	SRP004637	SRS139450	SRX031963	SRR073779	88303	80380	34961	34650	1068434	1053001
5000	SRP021908	SRS417354	SRX272850	SRR836154	139526	122030	72953	72321	2369776	2337721
