sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
29987	SRP017435	SRS378414	SRX208535	SRR628723	64929	62881	11036	11020	228184	225740
29988	ERP001908	ERS183216	ERX159424	ERR184076	12	1	0	0	16	1
29989	SRP002220	SRS042030	SRX018697	SRR039193	13	0	1	0	25	0
29990	SRP057758	SRS924576	SRX1012809	SRR2001165	63691	61632	10680	10655	203462	200941
29991	SRP041471	SRS598095	SRX528190	SRR1264061	13543	12957	103	103	16827	16211
29992	SRP067502	SRS1211138	SRX1488943	SRR3028219	36659	34061	8002	7936	142581	138617
29993	SRP010181	SRS285192	SRX114827	SRR397028	17444	16833	843	834	32219	31373
29994	SRP055153	SRS850697	SRX883400	SRR1810672	2652	2508	922	903	18466	18106
29995	SRP010181	SRS285200	SRX114835	SRR397240	18270	17720	852	844	32269	31560
29996	SRP033135	SRS504420	SRX379962	SRR1033272	2940	2595	1212	1174	210356	207692
29997	SRP017263	SRS376440	SRX205666	SRR619089	163	3	9	0	357	3
29998	SRP010181	SRS285149	SRX114784	SRR397057	31784	30790	2369	2353	72595	71066
29999	SRP057758	SRS924570	SRX1012815	SRR2001190	64497	62476	10390	10372	199151	196707
30000	SRP037775	SRS557546	SRX470404	SRR1168771	69714	67292	11868	11842	241450	238586
30001	SRP007525	SRS362053	SRX185898	SRR567079	72245	69713	17227	17191	303374	299561
30002	SRP015976	SRS366640	SRX190912	SRR578831	80	0	5	0	155	0
30003	SRP007825	SRS257294	SRX091713	SRR330875	46	28	0	0	58	34
30004	SRP010181	SRS285217	SRX114852	SRR397317	27693	27056	1342	1334	49428	48648
30005	SRP024244	SRS435932	SRX294979	SRR882029	0	0	0	0	0	0
30006	SRP003901	SRS118197	SRX029256	SRR070191	1	0	1	0	11	0
30007	SRP014020	SRS348427	SRX345054	SRR965805	260	235	5	2	310	255
30008	ERP011411	ERS806075	ERX1055108	ERR978246	58902	57240	8578	8560	180943	178928
30009	ERP011411	ERS806061	ERX1055094	ERR978138	58717	57063	8352	8331	169857	167819
30010	SRP002958	SRS085444	SRX023950	SRR060985	9	0	0	0	9	0
30011	SRP059643	SRS965176	SRX1065280	SRR2069987	20421	19867	1493	1476	48070	47177
30012	SRP003611	SRS115068	SRX027125	SRR066444	9472	8942	588	578	21161	20451
30013	SRP042161	SRS617061	SRX549308	SRR1294694	256	5	12	1	459	12
30014	SRP009266	SRS270060	SRX105223	SRR363856	308	0	46	0	757	0
30015	SRP049820	SRS744535	SRX759887	SRR1652931	3209	2396	34	28	4233	3330
30016	SRP007947	SRS258846	SRX093228	SRR333690	2	0	1	0	782	0
30017	SRP010181	SRS285140	SRX114775	SRR397048	12837	12292	572	561	22747	21658
30018	SRP033566	SRS512193	SRX388306	SRR1044515	1	0	0	0	2	0
30019	SRP015976	SRS366641	SRX190913	SRR578837	2	0	1	0	10	0
30020	SRP042161	SRS616914	SRX549161	SRR1294547	156	5	13	0	384	12
30021	SRP042161	SRS617460	SRX549354	SRR1294740	241	5	10	0	383	7
30022	SRP042161	SRS616945	SRX549192	SRR1294578	105	3	13	0	290	4
30023	SRP055153	SRS850615	SRX883476	SRR1810748	732	661	250	241	5936	5723
30024	SRP060416	SRS979790	SRX1082518	SRR2088549	9986	9570	3796	3735	58392	57298
30025	SRP033566	SRS512219	SRX388332	SRR1044541	0	0	0	0	0	0
30026	SRP060416	SRS980369	SRX1082088	SRR2088119	8535	8182	4425	4328	61686	60269
30027	SRP033566	SRS512186	SRX388299	SRR1044508	1	0	0	0	2	0
30028	SRP021911	SRS417374	SRX272865	SRR836177	85	56	7	0	467	58
30029	SRP060416	SRS980375	SRX1082083	SRR2088114	4860	4574	2938	2869	44975	43976
30030	SRP010644	SRS290728	SRX118099	SRR403012	46254	45040	3861	3845	108093	106482
30031	SRP059775	SRS968966	SRX1069938	SRR2074905	811	682	71	58	2434	2029
30032	SRP049820	SRS744577	SRX759929	SRR1652973	7781	7499	197	195	15894	15544
30033	SRP017933	SRS385642	SRX216784	SRR648418	360	7	14	0	623	8
30034	SRP049820	SRS744574	SRX759926	SRR1652970	9345	9071	218	217	14314	13998
30035	SRP019272	SRS401251	SRX249162	SRR772465	4	2	1	0	9	2
30036	SRP060416	SRS980365	SRX1082093	SRR2088124	3836	3647	1997	1953	27842	27214
30037	SRP009247	SRS269961	SRX105064	SRR363701	5	0	0	0	5	0
30038	SRP057196	SRS910368	SRX996134	SRR1974816	9631	8561	2887	2779	46737	44553
30039	SRP019272	SRS401339	SRX249250	SRR772626	6	1	1	0	25	1
30040	SRP060416	SRS979941	SRX1082644	SRR2088675	6309	6062	1122	1093	21764	21218
30041	SRP041736	SRS603321	SRX534604	SRR1275345	7107	6789	2882	2804	38739	37678
30042	SRP058773	SRS947419	SRX1040913	SRR2042636	68	3	1	0	85	5
30043	SRP017933	SRS385647	SRX216789	SRR648423	206	3	4	0	335	3
30044	SRP060416	SRS980166	SRX1082301	SRR2088332	3563	3438	880	863	12819	12522
30045	SRP060416	SRS980360	SRX1082099	SRR2088130	4695	4545	586	579	12633	12363
30046	SRP060416	SRS980053	SRX1082418	SRR2088449	3561	3398	247	240	7968	7636
30047	SRP055569	SRS859225	SRX893168	SRR1821571	175	112	91	76	7271	6599
30048	SRP015789	SRS363943	SRX187585	SRR572570	4637	4472	104	103	6849	6655
30049	SRP015789	SRS363943	SRX187585	SRR572580	4573	4414	99	95	6702	6508
30050	SRP015789	SRS363943	SRX187585	SRR572639	4580	4444	108	103	6790	6620
30051	SRP041736	SRS603507	SRX534790	SRR1274170	13	2	0	0	17	2
30052	SRP041736	SRS603522	SRX534805	SRR1274104	11	0	0	0	12	0
30053	SRP012461	SRS310723	SRX144092	SRR490322	638	608	78	77	2051	2003
30054	SRP055569	SRS859193	SRX893202	SRR1821605	14	9	6	6	209	202
30055	SRP006574	SRS190590	SRX059525	SRR191530	0	0	0	0	0	0
30056	SRP055569	SRS934884	SRX1025830	SRR2019212	16	14	5	5	68	65
30057	ERP004375	ERS481313	ERX615375	ERR659054	290	284	7	7	374	368
30058	ERP005641	ERS496478	ERX615688	ERR659367	211	207	2	2	262	258
30059	ERP004375	ERS481276	ERX615434	ERR659113	195	192	2	2	238	235
30060	SRP059775	SRS968950	SRX1069953	SRR2074920	21	21	0	0	23	23
30061	ERP010791	ERS759409	ERX1002461	ERR922714	922286	258795	271494	202127	85407713	83288725
30062	SRP007461	SRS358728	SRX179440	SRR545711	222626	157242	188983	151682	49141365	48468999
30063	SRP065848	SRS1153897	SRX1420852	SRR2925764	329072	192948	157441	139312	49781693	49043196
30064	SRP008681	SRS266005	SRX099711	SRR350717	300594	136652	101408	89852	12975947	12574360
30065	SRP003754	SRS352030	SRX171122	SRR527687	3376	2472	749	537	90546	12466
30066	SRP050146	SRS750201	SRX765924	SRR1660309	257062	168565	174636	143988	26683016	26133568
30067	SRP015003	SRS359273	SRX180610	SRR546587	225638	169841	119785	116092	5452112	5326722
30068	SRP024236	SRS434651	SRX293683	SRR879366	380756	217124	176640	160728	30021075	29506421
30069	SRP035252	SRS527905	SRX423981	SRR1104905	295199	157936	158260	127019	15577546	14949193
30070	SRP044271	SRS659280	SRX651478	SRR1513810	238260	161575	131310	121516	20320895	20053001
30071	SRP041594	SRS600183	SRX530105	SRR1266876	215632	156646	114747	112031	8449359	8304828
30072	SRP055180	SRS850966	SRX884894	SRR1812359	146333	114134	97820	91949	8805067	8640045
30073	SRP056696	SRS888595	SRX973353	SRR1946667	367347	203442	152235	140750	21351554	20731377
30074	SRP052896	SRS829450	SRX857500	SRR1777866	237110	178567	131838	125100	26079319	25761999
30075	SRP007461	SRS242515	SRX085304	SRR317062	192304	146880	111635	104750	8879470	8715255
30076	SRP043221	SRS637769	SRX599137	SRR1398551	250200	181427	124503	120047	27576355	27303382
30077	SRP039694	SRS568217	SRX483907	SRR1186608	276545	185780	136622	128341	17297406	17035457
30078	SRP056295	SRS876085	SRX959071	SRR1918745	371820	192142	164121	137782	19170331	18475809
30079	SRP045638	SRS686984	SRX683814	SRR2071367	337323	221170	162206	156287	17684709	17454639
30080	SRP003754	SRS352005	SRX171097	SRR527638	1693	674	554	445	67567	4960
30081	SRP061539	SRS1010382	SRX1117179	SRR2125816	280249	174900	133943	126122	24280269	24005591
30082	SRP050596	SRS779972	SRX796620	SRR1693851	273066	191670	153165	144472	26514093	26228241
30083	SRP043090	SRS633879	SRX588483	SRR1374811	255487	176819	139050	132169	21255396	21042207
30084	SRP064378	SRS1096276	SRX1298739	SRR2544790	24213	82	8573	55	337965	1779
30085	SRP048484	SRS712740	SRX717007	SRR2050915	306833	199964	148532	142005	22591742	22346128
30086	SRP056696	SRS888609	SRX973338	SRR1946652	337081	187582	139820	129315	19401063	19053123
30087	SRP052763	SRS826579	SRX852294	SRR1771985	218663	157545	105353	99647	16434181	16236743
30088	SRP056295	SRS876159	SRX958996	SRR1918595	331583	187359	154125	134151	18660727	18125153
30089	SRP043388	SRS641799	SRX610799	SRR1657543	218295	172346	132796	128080	23980284	23784396
30090	SRP063493	SRS1060819	SRX1210920	SRR2313074	272383	168760	132788	123258	16592801	16275967
30091	SRP045859	SRS691698	SRX689189	SRR1560841	309412	197804	150235	142441	21509366	21237691
30092	SRP063493	SRS1060823	SRX1210916	SRR2313070	356943	187293	152777	135376	18375887	17917880
30093	SRP053296	SRS839225	SRX868350	SRR1792688	43208	39895	39222	37141	4736001	4642236
30094	SRP032775	SRS562547	SRX476832	SRR1177721	228566	146552	101856	96636	7527002	7330929
30095	SRP068290	SRS1256256	SRX1539785	SRR3096650	173903	143723	94030	92404	5182926	5086354
30096	SRP064894	SRS1130690	SRX1372066	SRR2677529	197732	152546	134948	121649	19884737	19574970
30097	ERP009437	ERS653452	ERX696279	ERR752597	266320	190293	139210	134756	17958443	17727645
30098	SRP056295	SRS876210	SRX958947	SRR1918497	290111	181426	141090	129706	19037060	18690164
30099	SRP058087	SRS931092	SRX1020617	SRR2012756	304103	201296	158180	149843	18401063	18147278
30100	SRP043684	SRS650412	SRX641465	SRR1501381	296969	195068	141984	138031	10757841	10569773
30101	SRP046254	SRS695843	SRX694432	SRR1567493	222418	173158	138028	132746	23485624	23320450
30102	SRP029591	SRS552831	SRX464627	SRR1161059	284549	200910	145443	140304	16774451	16470621
30103	SRP056477	SRS882159	SRX966632	SRR1927030	236185	185187	126779	124186	11068853	10959055
30104	SRP056295	SRS876331	SRX958822	SRR1918248	247868	172127	128801	122683	16946516	16725509
30105	SRP051765	SRS810677	SRX832390	SRR1744451	245736	172891	115076	110479	13158427	12949435
30106	SRP049097	SRS724967	SRX737057	SRR1617442	217485	151550	99129	97520	3985974	3879225
30107	SRP058948	SRS950454	SRX1045276	SRR2048462	262418	155237	114323	109100	10170533	9950350
30108	SRP040998	SRS589603	SRX512232	SRR1220163	189870	160069	107377	104197	17708484	17608269
30109	SRP018779	SRS397043	SRX243752	SRR748304	143908	123797	103854	98497	10721264	10617316
30110	SRP033291	SRS506988	SRX381753	SRR1035941	221943	179601	127408	124501	10296832	10193220
30111	ERP003613	ERS326984	ERX288544	ERR315391	389434	247717	179856	172748	14670702	14386133
30112	SRP058181	SRS932689	SRX1022929	SRR2015785	245491	193600	139391	136532	8967315	8845808
30113	SRP045441	SRS679544	SRX675939	SRR1544489	244352	176265	142013	133861	16664056	16463775
30114	SRP056295	SRS876282	SRX958877	SRR1918357	304960	173553	133085	117194	10817867	10407627
30115	SRP056477	SRS882175	SRX966668	SRR1927066	196749	164285	113072	110565	7765703	7679738
30116	SRP052740	SRS824585	SRX849783	SRR1768823	245137	182634	131049	127540	12181111	12024163
30117	SRP032775	SRS562534	SRX476819	SRR1177708	179107	132502	90716	87299	4513449	4406057
30118	ERP009437	ERS653479	ERX696360	ERR752678	233928	179049	127707	124461	13869538	13687184
30119	SRP027530	SRS459979	SRX323594	SRR935668	164512	145891	116821	112781	6884514	6805626
30120	SRP051182	SRS791917	SRX810721	SRR1714481	164421	135910	81203	80032	4054974	3997511
30121	SRP048664	SRS716584	SRX722676	SRR1600271	171956	137136	95004	93411	3458822	3385541
30122	ERP009437	ERS653445	ERX696256	ERR752574	232574	178984	126731	124018	12489657	12338433
30123	ERP009437	ERS653531	ERX696515	ERR752833	235883	181044	126484	123763	12714390	12557499
30124	SRP033266	SRS506076	SRX381860	SRR1036085	276001	174682	125533	118792	10456139	10206377
30125	SRP063867	SRS1074397	SRX1261756	SRR2453335	235427	179358	123372	121322	14537836	14413759
30126	SRP048759	SRS718923	SRX729596	SRR1608680	298927	179209	133946	123561	9903208	9599144
30127	ERP009437	ERS653535	ERX696528	ERR752846	235544	181207	126843	124243	11263020	11119819
30128	SRP043162	SRS635215	SRX592320	SRR1383372	221486	175885	124657	122940	14098362	14002228
30129	ERP007185	ERS561090	ERX605418	ERR649064	178985	124067	68411	66818	1730189	1634708
30130	DRP002851	DRS022475	DRX042181	DRR046893	228500	169864	119485	117348	9196735	9084826
30131	SRP051102	SRS788825	SRX807220	SRR1707911	255801	184355	140616	136100	18032544	17876946
30132	SRP032456	SRS497504	SRX372076	SRR1023010	222660	168621	120794	118688	9856185	9754470
30133	ERP004697	ERS399655	ERX386681	ERR420386	196636	151106	90385	89189	3350097	3277792
30134	ERP009437	ERS653472	ERX696339	ERR752657	238158	182359	124392	121776	11342766	11198584
30135	SRP032510	SRS498399	SRX372837	SRR1023793	239983	174963	128960	125641	13200945	13059740
30136	SRP057251	SRS911497	SRX997405	SRR1976435	174622	141138	93186	92155	5755887	5694646
30137	SRP010061	SRS284478	SRX113646	SRR393760	215632	144746	96729	93972	7215788	7083821
30138	SRP059959	SRS975909	SRX1077049	SRR2082493	159520	108421	61904	58853	3209663	3108335
30139	ERP000546	ERS025083	ERX011196	ERR030901	202243	170863	121810	119951	7707093	7629550
30140	SRP058107	SRS1041390	SRX1160365	SRR2180185	188993	138742	78790	77995	1780614	1706402
30141	SRP060355	SRS979130	SRX1081350	SRR2087355	214604	176997	117122	115688	7774162	7700466
30142	SRP064454	SRS1098735	SRX1303798	SRR2557099	141819	115959	72950	71421	3026813	2962133
30143	ERP011301	ERS804773	ERX1053875	ERR976895	231570	168433	119824	117515	10153105	10031918
30144	SRP013232	SRS334166	SRX148574	SRR497884	180277	144498	88428	87124	5952643	5880665
30145	SRP063948	SRS1078124	SRX1270222	SRR2473065	270084	188138	133616	130243	11653076	11494340
30146	SRP029515	SRS476480	SRX344586	SRR965360	288110	197439	137990	135197	10557580	10405581
30147	SRP051249	SRS795859	SRX815513	SRR1721301	188688	156100	104108	103363	3317730	3263662
30148	ERP009437	ERS653519	ERX696479	ERR752797	213870	170043	115252	113141	9740291	9620855
30149	SRP052950	SRS829772	SRX857924	SRR1778299	230572	169733	126720	123758	13344406	13210538
30150	SRP030041	SRS484903	SRX356709	SRR998429	199992	152434	104578	102943	7002315	6897263
30151	ERP001942	ERS185167	ERX162948	ERR188145	205040	157444	106155	104504	8634688	8518993
30152	SRP000996	SRS406765	SRX259090	SRR1067051	205440	172144	119838	118880	4870450	4809890
30153	ERP009437	ERS653426	ERX696200	ERR752518	187512	157792	102129	100523	10528326	10445444
30154	SRP058107	SRS1041379	SRX1160354	SRR2180192	190291	144696	79549	78766	1516684	1448761
30155	ERP010889	ERS782270	ERX1029163	ERR950178	162406	127057	72845	70503	2419913	2318411
30156	SRP043162	SRS635219	SRX592324	SRR1383376	211605	171666	120312	118982	10908274	10829125
30157	SRP019270	SRS401176	SRX249078	SRR772334	226436	165875	119135	116466	9983232	9859443
30158	SRP050440	SRS777009	SRX793220	SRR1688376	210090	164415	116809	115135	6690495	6601473
30159	SRP049391	SRS733644	SRX747070	SRR1634770	107316	94482	76626	72750	5322075	5260617
30160	SRP062966	SRS1048080	SRX1168341	SRR2443216	166167	135212	83065	81456	5759590	5659714
30161	SRP029953	SRS480991	SRX351952	SRR1005609	6678	2755	653	495	20372	11361
30162	SRP049068	SRS724609	SRX736509	SRR1616905	170835	143715	95398	94247	6367106	6302430
30163	SRP027383	SRS457877	SRX322799	SRR934914	250789	196079	132595	130685	7968680	7860372
30164	ERP010003	ERS688369	ERX913318	ERR833228	173377	140210	83571	82097	6969195	6891964
30165	SRP026042	SRS445191	SRX306135	SRR901218	192486	159301	104648	103340	6077983	5997110
30166	SRP027383	SRS457734	SRX322657	SRR934772	254059	197450	133409	131598	7676381	7571125
30167	SRP027383	SRS457921	SRX322843	SRR934958	244549	192475	129339	127802	9494112	9387473
30168	ERP001942	ERS185426	ERX162880	ERR188353	177835	143701	96704	95431	8599573	8483385
30169	SRP064538	SRS1102490	SRX1309275	SRR2567913	11213	2887	3305	2331	190817	165850
30170	ERP001942	ERS185209	ERX163066	ERR188320	194183	153974	105838	104577	8005991	7915189
30171	SRP064143	SRS1143444	SRX1406920	SRR2887130	208568	159778	112658	110740	7624281	7524469
30172	ERP007180	ERS559332	ERX704019	ERR759389	197210	163678	104808	104038	4117095	4062047
30173	SRP027383	SRS457783	SRX322705	SRR934820	244815	192299	131745	130083	7045980	6952514
30174	SRP026126	SRS445918	SRX307059	SRR902929	198633	164274	97783	97259	2831180	2782363
30175	SRP026537	SRS454680	SRX317695	SRR925688	162128	139373	102852	100520	6826054	6742905
30176	SRP050440	SRS777049	SRX793262	SRR1688418	150524	124410	73970	73136	4361352	4296902
30177	SRP042153	SRS616741	SRX548779	SRR1294101	174651	147597	92250	91467	3802632	3752387
30178	SRP043080	SRS633578	SRX587786	SRR1373458	193778	151510	96508	95142	4703662	4624379
30179	SRP041538	SRS598584	SRX528887	SRR1265498	121757	112452	95521	92413	6965403	6885864
30180	SRP013299	SRS334459	SRX148915	SRR499825	148300	98929	68343	57350	4577735	4188560
30181	SRP044668	SRS663147	SRX657988	SRR1521361	213691	178292	114358	113205	4730871	4661136
30182	SRP019241	SRS400599	SRX248486	SRR771469	91302	78505	73545	68148	4984376	4886258
30183	SRP056957	SRS897009	SRX982261	SRR1956815	259867	187580	128810	125811	6668376	6536622
30184	SRP056074	SRS872155	SRX951971	SRR1910389	157885	130834	93516	92252	5551928	5488784
30185	SRP011546	SRS311039	SRX144448	SRR491069	57994	51829	42893	40982	3941934	3877353
30186	SRP058414	SRS940163	SRX1032532	SRR2032038	194670	154064	107453	104917	5228042	5136303
30187	SRP020496	SRS407246	SRX259654	SRR817824	170470	141302	92158	91493	4515967	4469062
30188	SRP033725	SRS513906	SRX390435	SRR1047815	191302	157140	91753	90640	4067035	4011441
30189	SRP013473	SRS336308	SRX150913	SRR503004	176721	149232	101217	100289	4583592	4533614
30190	SRP049475	SRS736002	SRX750247	SRR1639075	224961	182029	123850	122684	4582639	4508910
30191	SRP033266	SRS506074	SRX381859	SRR1036082	228954	162798	111468	107799	5722683	5576887
30192	SRP064321	SRS1094532	SRX1295749	SRR2537159	185678	156093	105432	104603	5105855	5053693
30193	SRP011546	SRS311005	SRX144414	SRR491035	51366	44443	38771	36973	3773399	3712986
30194	SRP042286	SRS620770	SRX553477	SRR1299482	106798	94665	61926	60705	1744462	1711001
30195	SRP024274	SRS437929	SRX297207	SRR886586	176330	147266	102935	101680	6761879	6697177
30196	SRP048759	SRS718954	SRX729628	SRR1608898	193070	147207	99203	96836	5236823	5131846
30197	SRP066151	SRS1161502	SRX1430701	SRR2923132	76954	70656	52025	50357	2217930	2182380
30198	SRP035988	SRS544560	SRX451348	SRR1146123	184991	158245	93999	92952	4754116	4695735
30199	SRP049377	SRS732773	SRX746197	SRR1634447	183135	156529	105562	104747	7236919	7182930
30200	SRP006970	SRS211595	SRX070907	SRR243576	195527	149923	95116	93807	4627118	4554555
30201	ERP006686	ERS528889	ERX538976	ERR580882	167092	137537	85338	84206	5259667	5196210
30202	SRP040070	SRS570895	SRX487548	SRR1190467	192601	144831	85876	84725	2684220	2609425
30203	SRP033266	SRS506082	SRX381867	SRR1036122	157178	130553	69918	68982	3954285	3902461
30204	SRP050149	SRS750229	SRX765956	SRR1660799	181340	149917	96052	95008	3019152	2965164
30205	SRP033266	SRS506083	SRX381868	SRR1036130	212828	147441	99775	94782	4709447	4555855
30206	SRP051359	SRS811897	SRX833706	SRR1745824	154155	135985	82537	82156	3839064	3809121
30207	SRP041885	SRS605277	SRX540253	SRR1283386	199963	162715	108998	108162	5888628	5818860
30208	SRP040070	SRS570921	SRX488076	SRR1190505	176177	150557	100663	100075	6117384	6068142
30209	SRP022133	SRS418753	SRX275447	SRR846950	145626	121108	70112	68491	5500359	5436838
30210	SRP063867	SRS1074391	SRX1261764	SRR2453344	204335	168739	114175	112951	5761711	5693177
30211	ERP010930	ERS785324	ERX1031432	ERR952462	108693	53435	7384	6510	218166	137555
30212	SRP019936	SRS403424	SRX254220	SRR791074	111502	102975	78370	76015	2732405	2692718
30213	SRP050179	SRS1125559	SRX1362173	SRR2751115	103957	92283	41717	41437	2335548	2312564
30214	SRP033266	SRS506068	SRX381853	SRR1036047	183363	145961	98003	96748	5107790	5029203
30215	SRP056733	SRS889318	SRX974086	SRR1947516	136214	118510	66403	65900	2318511	2283879
30216	SRP040327	SRS579286	SRX497260	SRR1200497	142939	124293	72000	71369	2650515	2614598
30217	SRP050468	SRS777536	SRX794024	SRR1690991	56782	51732	9515	9378	193502	184258
30218	SRP057500	SRS915473	SRX1001707	SRR1982803	84908	68960	37197	34669	3173619	3089033
30219	SRP035988	SRS544645	SRX451433	SRR1146208	174671	152712	94030	93141	5016560	4963827
30220	ERP001304	ERS105739	ERX080867	ERR103428	167111	144545	78166	77621	3207467	3171438
30221	SRP029987	SRS481281	SRX352295	SRR988464	196567	153478	95932	95000	3877511	3806285
30222	SRP043368	SRS641358	SRX610344	SRR1424751	114465	101869	44132	43569	2968324	2936817
30223	DRP002586	DRS019265	DRX022501	DRR024840	45974	40095	34931	33437	2745642	2700743
30224	SRP065559	SRS1142606	SRX1404423	SRR2878942	139963	124560	71131	70674	3048287	3021166
30225	SRP067502	SRS1212530	SRX1490959	SRR3031857	29284	26466	22143	21412	1521623	1496845
30226	SRP064783	SRS1113650	SRX1334109	SRR2644999	183425	158210	105728	105123	6300952	6253833
30227	SRP025982	SRS442945	SRX303615	SRR898148	207841	175683	108055	107386	3740997	3691531
30228	SRP033266	SRS506061	SRX381847	SRR1036016	195249	153297	100324	98867	4471399	4390795
30229	SRP061425	SRS1009193	SRX1115716	SRR2124145	198224	157408	101672	100792	5216005	5151716
30230	SRP015678	SRS517579	SRX396593	SRR1055720	62591	58024	40343	39494	1843642	1828200
30231	SRP055444	SRS853335	SRX886427	SRR1814052	174264	133244	77163	75657	2934374	2856998
30232	SRP025982	SRS443084	SRX303754	SRR898287	205706	173498	108190	107606	4493391	4435698
30233	SRP058856	SRS949234	SRX1043795	SRR2045105	155711	136172	88071	87658	3199459	3167010
30234	SRP051848	SRS812940	SRX834950	SRR1747360	163822	138327	83726	83001	3134326	3090310
30235	DRP001358	DRS013626	DRX013880	DRR015413	27395	24278	20929	19959	2749735	2691798
30236	SRP053186	SRS836469	SRX865116	SRR1786604	156005	133637	84815	84297	2984349	2944894
30237	SRP025982	SRS443126	SRX303796	SRR898329	199221	171001	105026	104453	3420376	3376476
30238	ERP004078	ERS359942	ERX329161	ERR356373	147992	128823	80643	80113	2594882	2554308
30239	SRP040418	SRS579437	SRX497441	SRR1200676	183460	152508	97484	96809	4569125	4520685
30240	SRP044668	SRS663185	SRX658026	SRR1521399	196747	167995	95245	94791	3423757	3378929
30241	ERP005641	ERS444317	ERX548799	ERR590810	187119	161816	111320	110770	4956866	4911565
30242	SRP025982	SRS442619	SRX303289	SRR897822	198716	169330	105014	104487	4087689	4035359
30243	SRP031459	SRS491048	SRX364634	SRR1012314	58	19	10	0	15781	20
30244	SRP051848	SRS812954	SRX834964	SRR1747374	161849	137736	82936	82309	2910459	2863935
30245	SRP051848	SRS812938	SRX834948	SRR1747358	157512	134180	80477	79772	2972790	2928999
30246	SRP048759	SRS718920	SRX729593	SRR1608652	175879	145380	92933	91995	4066835	4004521
30247	SRP051595	SRS804756	SRX825198	SRR1736266	186125	156090	107280	106603	5294236	5241068
30248	SRP051848	SRS812821	SRX834831	SRR1747241	154535	131124	76296	75575	2753750	2707253
30249	SRP025982	SRS442648	SRX303318	SRR897851	197622	168945	103427	102946	3907552	3857808
30250	SRP000941	SRS410259	SRX263861	SRR1220450	191621	160886	92375	91651	3947877	3900150
30251	SRP040070	SRS573037	SRX489596	SRR1192642	177757	146535	92769	91993	4437724	4379953
30252	SRP025982	SRS442670	SRX303340	SRR897873	191907	166488	100281	99788	3100246	3061079
30253	SRP066994	SRS1190421	SRX1463058	SRR2973751	134616	118909	59706	59473	1679602	1656337
30254	SRP025982	SRS588794	SRX510277	SRR1216047	196657	167610	96733	96103	3346465	3300895
30255	SRP041036	SRS590305	SRX513362	SRR1223591	136548	120535	72218	71834	2746353	2717605
30256	SRP056076	SRS872175	SRX951990	SRR1910407	159993	142732	84725	84336	2468288	2439102
30257	SRP041736	SRS603203	SRX534486	SRR1274210	30466	25149	22543	21468	2431023	2375940
30258	SRP001563	SRS009376	SRX014946	SRR032256	132468	113887	55418	55026	1620480	1586092
30259	SRP009408	SRS280713	SRX107271	SRR372660	6	2	0	0	6	2
30260	SRP015640	SRS361636	SRX185056	SRR567430	143250	118186	66308	65827	1472424	1437657
30261	DRP002586	DRS019265	DRX022494	DRR024833	40940	36009	30391	29151	1947026	1912721
30262	SRP041675	SRS601958	SRX533104	SRR1270838	158964	138947	90660	90275	3718553	3681104
30263	SRP047233	SRS702356	SRX702582	SRR1576859	146801	132070	79083	78774	2504947	2479795
30264	SRP025982	SRS443204	SRX303874	SRR898407	199568	174211	105771	105401	3384291	3341432
30265	SRP051599	SRS804820	SRX825266	SRR1736338	149893	135396	79588	79277	3019611	2994750
30266	SRP040547	SRS582738	SRX501682	SRR1205816	124192	109820	66539	65543	3085005	3050873
30267	SRP041736	SRS603437	SRX534720	SRR1275106	34072	29146	24296	23225	2014881	1968001
30268	SRP001371	SRS255662	SRX214031	SRR643759	137616	126539	56615	56325	1215142	1196534
30269	SRP045352	SRS676636	SRX672143	SRR1539207	111778	96632	48223	47812	1584351	1557961
30270	SRP042286	SRS620756	SRX553464	SRR1299464	104035	87994	28403	28004	466819	441042
30271	SRP061840	SRS1017417	SRX1125244	SRR2135624	132924	116736	68083	67764	2203801	2179768
30272	SRP062389	SRS1030645	SRX1146046	SRR2159422	108005	94764	45265	44756	1691896	1663902
30273	SRP025982	SRS443015	SRX303685	SRR898218	196640	172636	100080	99739	2722255	2686209
30274	SRP018853	SRS398197	SRX245639	SRR765043	0	0	0	0	0	0
30275	SRP041751	SRS603762	SRX535143	SRR1274563	161440	145133	81315	80996	2584649	2559269
30276	SRP051599	SRS804815	SRX825261	SRR1736333	141523	129170	70823	70558	2417941	2397443
30277	SRP049436	SRS734625	SRX748438	SRR1636087	155716	136165	78332	77970	2264394	2235587
30278	SRP026126	SRS445924	SRX307064	SRR902950	142246	127879	56884	56739	1014927	997109
30279	SRP063978	SRS1079440	SRX1272341	SRR2480706	141447	127198	77493	77210	2336699	2313621
30280	SRP049340	SRS732227	SRX745220	SRR1633358	178267	156148	98561	98018	3290703	3253656
30281	ERP008967	ERS626247	ERX942594	ERR862944	169139	149574	90588	90063	2816025	2783790
30282	SRP057196	SRS910488	SRX996014	SRR1974696	12173	7489	5381	4866	465165	440257
30283	SRP025982	SRS442476	SRX303146	SRR897679	187809	167075	93975	93691	2308297	2277633
30284	SRP045500	SRS684228	SRX680549	SRR1550989	142330	118914	60847	60232	1547555	1506799
30285	SRP033266	SRS506078	SRX381863	SRR1036100	162259	135719	79997	79358	2377891	2330724
30286	SRP025982	SRS442317	SRX302987	SRR897520	174559	155480	84413	84130	2061873	2034616
