sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
0	SRP007461	SRS358732	SRX179444	SRR545720	321577	183910	175619	152419	42475433	41913550
1	SRP043081	SRS639793	SRX765626	SRR1659951	359095	206227	169843	152851	47837657	47285677
2	SRP059950	SRS973948	SRX1075712	SRR2081134	360145	202569	163873	149215	30686540	30184447
3	SRP067661	SRS1217875	SRX1495153	SRR3039609	0	0	0	0	0	0
4	SRP057721	SRS923847	SRX1012020	SRR2000010	201236	164793	144176	135908	29367659	29156452
5	SRP048993	SRS736124	SRX750377	SRR1639273	356294	218891	179026	164502	44325131	43865135
6	SRP018848	SRS398123	SRX245557	SRR764960	328813	213236	177997	163199	32956367	32582318
7	SRP029899	SRS479557	SRX348813	SRR976765	202679	142863	101554	94986	21722884	21450057
8	SRP045638	SRS686993	SRX683823	SRR1554565	344799	233343	181650	171637	31031772	30730939
9	SRP050146	SRS750202	SRX765925	SRR1660310	200002	155385	165214	140671	19983611	19586203
10	ERP001344	ERS092686	ERX286310	ERR313162	214829	158413	97076	94530	6661656	6532295
11	SRP007461	SRS242506	SRX085295	SRR317044	200337	153497	116114	110406	8085508	7942150
12	SRP040472	SRS580302	SRX498566	SRR1201725	282831	177316	138659	132403	15471550	15217524
13	SRP055180	SRS850966	SRX884908	SRR1812372	157532	120624	100513	94490	7912552	7759517
14	SRP060650	SRS987164	SRX1091563	SRR2096446	300854	182789	141908	136133	16004493	15758380
15	SRP045638	SRS686994	SRX683824	SRR2071377	351997	219947	167763	159428	21336185	21049592
16	SRP051844	SRS812761	SRX834770	SRR1747182	181975	148172	122215	113446	11954832	11802902
17	SRP007461	SRS242516	SRX085305	SRR317065	159424	132091	96310	92920	7359388	7266772
18	SRP009316	SRS281387	SRX110047	SRR387427	183098	118579	73812	68610	12893831	12629218
19	SRP053004	SRS832941	SRX861657	SRR1782599	154263	97496	119682	85637	15850209	14452169
20	SRP050954	SRS782991	SRX800023	SRR1697327	260019	181771	138656	134008	25727359	25513118
21	SRP066895	SRS1186108	SRX1458633	SRR2969252	240444	170243	119932	117488	8535548	8405841
22	SRP056295	SRS876121	SRX959034	SRR1918672	294386	181096	142569	132573	18627548	18325554
23	SRP023538	SRS431808	SRX290654	SRR873420	317826	199995	150799	143444	15918572	15653612
24	SRP055180	SRS850966	SRX884902	SRR1812363	149698	119268	96512	91612	6811433	6690923
25	SRP045905	SRS692682	SRX690162	SRR1561876	157644	128677	102605	97574	7701143	7599809
26	SRP056295	SRS876109	SRX959049	SRR1918702	286438	186206	142333	133959	19812208	19539881
27	SRP056295	SRS876184	SRX958974	SRR1918551	298985	179242	136557	124621	13005307	12664604
28	SRP029589	SRS476847	SRX345308	SRR970578	37877	27218	12407	10279	237910	185706
29	SRP003754	SRS351988	SRX171080	SRR527603	841	95	49	24	1624	314
30	SRP028528	SRS467260	SRX331721	SRR948108	122317	114348	84718	84115	8735074	8700237
31	SRP050596	SRS779967	SRX796615	SRR1693845	265768	188919	139705	135636	18835585	18650941
32	SRP056295	SRS876116	SRX959039	SRR1918682	299222	191094	144839	135266	15250608	14938455
33	SRP042623	SRS624468	SRX559926	SRR1313295	218308	156179	102991	100319	6807087	6676540
34	SRP015419	SRS628001	SRX573044	SRR1342239	196463	145513	106792	102246	10363726	10214241
35	SRP056295	SRS876296	SRX958861	SRR1918326	295067	187092	137692	129489	15002735	14726962
36	SRP041738	SRS603570	SRX534858	SRR1273707	251566	183244	134388	131496	13297548	13160320
37	ERP010372	ERS738105	ERX974152	ERR894749	212680	164195	115844	113695	9407152	9296947
38	SRP056612	SRS885873	SRX970749	SRR1942963	276423	184356	137130	131062	16878086	16665967
39	SRP045870	SRS691777	SRX689282	SRR1560927	151057	121105	105725	98130	8627411	8499176
40	SRP040472	SRS580340	SRX498675	SRR1201863	120383	99465	98755	90263	5155633	5037570
41	SRP052740	SRS824636	SRX849834	SRR1768944	268262	192926	140049	135221	19772644	19580267
42	SRP056612	SRS885872	SRX970748	SRR1942960	266342	184692	137659	132980	16601594	16420455
43	SRP040998	SRS589624	SRX512253	SRR1220184	199984	168264	118682	115599	14677054	14578880
44	ERP010889	ERS782254	ERX1029147	ERR950162	88581	67360	45213	42057	911685	848781
45	SRP042620	SRS624351	SRX559806	SRR1313155	210023	156162	91997	89858	4886371	4786756
46	SRP018008	SRS212077	SRX218080	SRR650140	136382	105927	68778	66300	4037630	3959769
47	SRP047194	SRS702067	SRX702203	SRR1576503	267029	204418	150404	147613	10573411	10449202
48	ERP006650	ERS526276	ERX537313	ERR579153	245084	191141	137769	135196	15740158	15617568
49	ERP000546	ERS025085	ERX011200	ERR030882	187117	155844	102206	100005	4822758	4748466
50	SRP052983	SRS832279	SRX860706	SRR1781545	253545	178077	119651	116684	11120261	10987297
51	SRP040647	SRS583028	SRX502053	SRR1207407	217434	167995	123003	120690	14611570	14493799
52	SRP056835	SRS892662	SRX977624	SRR1951541	141453	112188	57135	55242	1380721	1318163
53	SRP047126	SRS701017	SRX700902	SRR1575105	217849	165479	119192	115481	8738802	8593584
54	SRP015419	SRS628003	SRX573046	SRR1342241	196445	145198	101834	98076	8592755	8452553
55	SRP026042	SRS445151	SRX306095	SRR901178	224123	177303	121023	119280	8680952	8579644
56	SRP051182	SRS791932	SRX810736	SRR1714496	175303	142062	95076	93105	7005572	6924193
57	ERP009437	ERS653529	ERX696509	ERR752827	239141	181713	126149	123246	12282111	12122892
58	SRP045441	SRS679551	SRX675944	SRR1544494	224265	166005	132846	125768	14947193	14767036
59	ERP009437	ERS653494	ERX696405	ERR752723	219697	173626	116468	114452	10074088	9945410
60	ERP002045	ERS197530	ERX182652	ERR266335	268524	186845	130420	127575	12559522	12406933
61	ERP001942	ERS185037	ERX162855	ERR188268	205790	157373	109308	107345	11555601	11431190
62	SRP042620	SRS624299	SRX559756	SRR1313105	238859	153887	89806	86861	5390380	5246533
63	SRP063948	SRS1078123	SRX1270223	SRR2473066	272443	190737	136658	133201	12865778	12704452
64	SRP029880	SRS478680	SRX347903	SRR975567	275456	202084	142416	139649	11929688	11770972
65	SRP057251	SRS911498	SRX997404	SRR1976434	175284	148159	97906	97024	6441130	6387084
66	SRP041100	SRS591084	SRX515073	SRR1232249	166807	132790	87683	86277	3951799	3873318
67	SRP063477	SRS1060366	SRX1207725	SRR2305491	222319	174354	117074	115098	6970617	6866671
68	SRP068318	SRS1245403	SRX1527589	SRR3097379	226091	173340	122564	120503	12291020	12176261
69	SRP049391	SRS733646	SRX747072	SRR1634772	165633	132256	89238	87787	5747232	5675743
70	ERP010142	ERS701684	ERX943356	ERR863712	230894	176488	121006	117950	9341433	9204948
71	ERP009768	ERS679733	ERX779551	ERR789388	192861	122884	81818	75011	10006695	9778373
72	SRP033078	SRS502911	SRX378116	SRR1030499	216363	166305	104998	103864	12976755	12901390
73	ERP000546	ERS025098	ERX011215	ERR030888	165625	145349	108949	106713	7062454	6995857
74	SRP047194	SRS702071	SRX702207	SRR1576507	271895	206261	144456	142326	8343575	8231582
75	SRP062966	SRS1048103	SRX1168318	SRR2443193	184145	145559	95514	93376	6301838	6200633
76	SRP065451	SRS1139491	SRX1395019	SRR2850569	248415	186148	132713	130506	8593855	8483415
77	SRP048759	SRS718888	SRX729562	SRR1608533	252580	162456	119541	111616	9584342	9334583
78	ERP001942	ERS185030	ERX162755	ERR188384	212255	159400	111106	109268	9975864	9858909
79	SRP042620	SRS624418	SRX559874	SRR1313223	192252	159945	101164	100300	5419016	5358194
80	SRP031620	SRS492043	SRX365676	SRR1027588	168969	124586	80680	78874	3605519	3525345
81	SRP048759	SRS718881	SRX729555	SRR1608503	254597	166017	121455	114196	7248102	7030790
82	SRP049097	SRS724934	SRX737025	SRR1617430	226515	83266	16862	15005	466640	274217
83	SRP061701	SRS1015009	SRX1122378	SRR2131837	221316	173774	123842	121629	11316562	11214865
84	SRP032775	SRS499982	SRX374614	SRR1026918	157271	124377	81489	79708	2946181	2877305
85	ERP005938	ERS465560	ERX484746	ERR519511	109514	98917	61860	60363	1800995	1769139
86	SRP045986	SRS693275	SRX690800	SRR1562565	209571	156815	108470	105344	8536522	8410371
87	SRP047323	SRS705977	SRX706562	SRR1581240	149159	131332	88946	88186	5672742	5614829
88	SRP047082	SRS843825	SRX873935	SRR1799879	192111	154802	105750	104299	10522744	10413678
89	SRP022133	SRS418759	SRX275453	SRR846956	161365	128267	74871	72774	7409018	7311475
90	SRP012656	SRS312076	SRX145886	SRR493958	243576	186182	125582	123789	7141757	7029522
91	SRP049340	SRS944463	SRX1037201	SRR2038470	258287	191709	133970	131017	9294598	9157089
92	SRP044708	SRS664627	SRX659598	SRR1522990	187774	141400	96342	94756	5231811	5140997
93	SRP064131	SRS1086992	SRX1281665	SRR2503772	150661	129873	82596	82097	3018355	2984111
94	SRP044286	SRS659546	SRX651780	SRR1514134	91145	68903	32518	30694	590135	537988
95	SRP059431	SRS959858	SRX1057397	SRR2061447	210466	165276	117270	115902	9917382	9827517
96	ERP001942	ERS185126	ERX162930	ERR188277	194051	151944	99673	98212	7243709	7147297
97	SRP057074	SRS901645	SRX986804	SRR1964902	159602	141657	110100	108650	6379059	6327023
98	SRP007461	SRS353553	SRX174328	SRR534331	135719	112240	67165	65988	2730478	2676735
99	SRP050272	SRS752646	SRX768474	SRR1663288	155139	119411	57726	56597	1200310	1143210
100	SRP007494	SRS227997	SRX083285	SRR309264	103815	96215	31754	31528	1250067	1237216
101	SRP047082	SRS843819	SRX873943	SRR1799887	166721	139371	95184	94165	9549205	9477570
102	SRP012607	SRS311911	SRX145664	SRR493368	191694	158390	114446	113352	10795919	10722037
103	ERP010930	ERS785327	ERX1031435	ERR952465	151304	125634	56658	56257	904910	868975
104	SRP000941	SRS410260	SRX263871	SRR1220489	59848	55647	8974	8865	219130	213084
105	SRP027383	SRS457837	SRX322759	SRR934874	239258	185505	118415	116743	7435381	7325126
106	SRP061701	SRS1015011	SRX1122379	SRR2131838	221271	174964	124738	122639	9399038	9302481
107	SRP063867	SRS1074347	SRX1261740	SRR2453312	237889	183425	124674	122992	8049783	7953179
108	SRP050036	SRS747958	SRX763501	SRR1657037	143885	123660	87023	85306	3801495	3748329
109	SRP060715	SRS988149	SRX1092545	SRR2097512	181529	137248	89603	87528	3453805	3363920
110	SRP049004	SRS722893	SRX734468	SRR1614280	162906	140080	96457	95681	9712558	9663010
111	SRP041538	SRS598699	SRX529002	SRR1265613	202125	171105	122960	120700	6769847	6696253
112	SRP051765	SRS810662	SRX832374	SRR1744433	177224	150381	100374	99664	4948038	4899342
113	SRP041885	SRS605282	SRX540257	SRR1283397	224490	172612	119690	118266	8139685	8040938
114	ERP001942	ERS185109	ERX162807	ERR188058	173642	142428	95238	94120	7079036	6998372
115	SRP033393	SRS509558	SRX385441	SRR1040856	194249	153158	108104	106345	9186985	9059315
116	SRP059057	SRS952603	SRX1048224	SRR2050403	174490	141053	94824	93838	5872531	5797821
117	SRP057826	SRS925998	SRX1014330	SRR2002843	130390	112663	85587	81921	6834635	6756532
118	SRP031478	SRS491760	SRX365385	SRR1013360	202727	162653	114430	113270	7984400	7911286
119	ERP003259	ERS252028	ERX269434	ERR296097	207140	166262	103260	101811	5756401	5680848
120	SRP041298	SRS594811	SRX522456	SRR1257224	208373	163324	106995	105391	5496364	5412746
121	SRP014320	SRS350176	SRX159824	SRR521481	214645	171360	110249	109157	5456100	5382245
122	SRP041538	SRS598665	SRX528968	SRR1265579	212709	182098	127301	125993	6937865	6875400
123	SRP052740	SRS824599	SRX849797	SRR1768853	217723	171165	116665	114441	8567164	8463010
124	SRP033725	SRS513908	SRX390437	SRR1047825	211989	168837	103434	101797	4943500	4870172
125	SRP059957	SRS975959	SRX1077000	SRR2082436	168782	147730	89381	88987	4013708	3975939
126	SRP067529	SRS1212214	SRX1490487	SRR3030740	129603	114252	61475	61003	2248663	2221134
127	SRP064378	SRS1096466	SRX1299074	SRR2545384	11739	156	1003	45	29107	636
128	SRP033266	SRS506080	SRX381865	SRR1036113	213059	157132	108544	105782	6596641	6478602
129	SRP041338	SRS595453	SRX523292	SRR1258224	202783	156332	107973	106457	6102765	6007421
130	SRP059431	SRS959882	SRX1057373	SRR2061423	203478	161671	111947	110786	7625116	7548619
131	SRP048759	SRS718895	SRX729569	SRR1608563	199551	149166	98227	95456	5062010	4940804
132	SRP020237	SRS212589	SRX079574	SRR390726	162624	131422	90076	89116	4185290	4118824
133	SRP048759	SRS718906	SRX729580	SRR1608610	186864	149533	101235	100002	5961107	5880287
134	SRP064259	SRS1094714	SRX1293361	SRR2532388	169467	141846	95823	94888	4922797	4869882
135	ERP003259	ERS252028	ERX269436	ERR296096	200844	164157	101840	100694	5012769	4948405
136	SRP047233	SRS702354	SRX702580	SRR1576853	164944	143102	89722	89173	4308836	4269196
137	SRP057205	SRS911021	SRX996736	SRR1975494	106740	74674	42688	41004	3587122	3454609
138	SRP045666	SRS687472	SRX684346	SRR1555199	148108	126888	71389	70366	6054376	5989343
139	SRP064321	SRS1094541	SRX1295740	SRR2537150	187032	155890	105907	105052	4999201	4944428
140	SRP056074	SRS872156	SRX951970	SRR1910387	156396	129455	90504	89302	5421409	5359558
141	SRP048556	SRS713926	SRX718110	SRR1593953	230051	176470	107208	106384	4294386	4219319
142	SRP048759	SRS718955	SRX729629	SRR1608907	196090	153013	102138	100321	4960769	4868627
143	SRP061426	SRS1009211	SRX1115726	SRR2124171	132919	110165	68997	67659	8372125	8304466
144	SRP049648	SRS742009	SRX756791	SRR1646739	181910	144440	94146	93024	4165690	4100523
145	SRP041298	SRS594796	SRX522441	SRR1257209	206077	162058	104830	103395	5112353	5034174
146	SRP041840	SRS605010	SRX539926	SRR1282995	121202	100030	44995	44276	1258473	1213377
147	ERP001942	ERS185241	ERX162834	ERR188087	174291	143805	91308	90424	4988611	4926784
148	SRP037778	SRS557586	SRX470444	SRR1168866	180558	160480	107068	106363	5298510	5254320
149	SRP019939	SRS403486	SRX254396	SRR791579	195193	150236	103645	102503	5730507	5656450
150	SRP045823	SRS691203	SRX688641	SRR1560184	135801	118874	59843	59186	3762965	3718209
151	ERP004573	ERS392225	ERX468208	ERR502851	180072	149369	101737	100813	5963637	5910746
152	SRP020493	SRS407184	SRX259553	SRR805877	152737	130049	75207	74658	2939879	2902848
153	SRP053101	SRS835032	SRX864175	SRR1785276	176937	152197	85948	85345	3252801	3210305
154	SRP044174	SRS655600	SRX648285	SRR1509485	158163	123562	89798	87449	4139629	4055443
155	SRP034712	SRS519015	SRX398563	SRR1058014	4275	3731	2075	1958	65119	62841
156	SRP018218	SRS387521	SRX219910	SRR653030	155354	131715	87601	86766	3971013	3926093
157	SRP024274	SRS437935	SRX297213	SRR886607	182680	153946	107517	106608	6069425	6012741
158	SRP035316	SRS528597	SRX424935	SRR1106198	118543	102380	45575	45357	1067339	1044027
159	ERP006686	ERS528875	ERX538962	ERR580883	152402	125768	70312	69201	4438626	4379510
160	SRP012540	SRS311209	SRX144661	SRR491305	55768	49568	14163	14057	279101	270976
161	SRP064138	SRS1087213	SRX1282664	SRR2506790	55466	46255	21906	20968	4647191	4617374
162	SRP045663	SRS687438	SRX684311	SRR1555159	157016	131433	83868	83166	3542603	3501304
163	SRP011546	SRS310947	SRX144356	SRR490977	89502	66501	54568	47853	2773435	2657461
164	SRP056086	SRS872353	SRX952182	SRR1910488	184401	155818	99923	99356	3639066	3592096
165	SRP014027	SRS348486	SRX157746	SRR518624	169427	145307	91094	90507	4073807	4034996
166	SRP001371	SRS475185	SRX343526	SRR980453	129252	116236	50740	50464	1346803	1323304
167	SRP058237	SRS935164	SRX1023928	SRR2016916	89988	79485	68681	63310	2578737	2505403
168	SRP044668	SRS663157	SRX657998	SRR1521371	229455	183629	115874	115009	4450527	4381045
169	SRP060715	SRS988140	SRX1092554	SRR2097521	152070	128744	81245	80571	2512045	2469491
170	ERP006538	ERS515494	ERX530491	ERR571510	154229	134086	77916	77478	2659576	2626927
171	SRP025982	SRS443093	SRX303763	SRR898296	210072	175927	110981	110343	4858629	4796711
172	SRP042647	SRS627912	SRX572657	SRR1341301	128081	117597	85172	84730	4346611	4321786
173	SRP048825	SRS720069	SRX730893	SRR1610272	155642	137759	77526	77140	2304317	2275737
174	SRP050468	SRS777540	SRX794028	SRR1690995	55097	50107	8724	8589	181024	172067
175	SRP042297	SRS620947	SRX553655	SRR1299758	197726	164153	106291	105409	5309208	5253551
176	SRP045500	SRS684245	SRX680565	SRR1551005	166563	130860	76011	74701	2508939	2440400
177	SRP025982	SRS443088	SRX303758	SRR898291	205814	173509	108499	107891	4511735	4453589
178	SRP025977	SRS441441	SRX302096	SRR896625	173190	147980	99777	99233	4462152	4420630
179	SRP058856	SRS949236	SRX1043793	SRR2045102	148363	128702	83147	82710	3338842	3306750
180	SRP025982	SRS442606	SRX303276	SRR897809	200611	170511	106277	105728	4254673	4200527
181	SRP025982	SRS442612	SRX303282	SRR897815	199830	169939	106117	105581	4234523	4180813
182	SRP015678	SRS517580	SRX396594	SRR1055722	85112	78913	56899	55524	3120336	3089640
183	DRP001358	DRS013553	DRX013807	DRR015340	41246	37371	32609	31241	2918098	2869865
184	DRP001358	DRS013673	DRX013927	DRR015460	52524	45815	38490	36746	2254414	2211680
185	SRP057500	SRS915527	SRX1001651	SRR1982747	64561	51504	9738	9420	320974	301230
186	SRP041833	SRS604836	SRX539728	SRR1282316	35259	13848	5433	3651	110462	66414
187	ERP009022	ERS628695	ERX645733	ERR701469	115950	101130	49219	48621	1537394	1503161
188	SRP044668	SRS663182	SRX658023	SRR1521396	223363	181054	108627	107701	3576081	3509624
189	SRP058856	SRS949239	SRX1043790	SRR2045095	148692	130598	77263	76807	3066699	3035141
190	SRP049340	SRS732202	SRX745195	SRR1633290	187095	159317	104479	103532	4234396	4183142
191	SRP051848	SRS812885	SRX834895	SRR1747305	160700	136374	81823	81158	2806222	2760517
192	SRP025982	SRS442698	SRX303368	SRR897901	194452	168207	101711	101190	3194427	3153715
193	SRP043033	SRS630233	SRX581559	SRR1363135	87421	80498	34332	34013	1067167	1049600
194	SRP018838	SRS397964	SRX245452	SRR764794	11225	8664	6887	6537	1594446	1559702
195	SRP025982	SRS442935	SRX303605	SRR898138	198081	168930	101957	101494	3772625	3722796
196	SRP057098	SRS829092	SRX901028	SRR1777317	107831	94233	41664	41230	920178	897395
197	SRP025982	SRS443132	SRX303802	SRR898335	189578	165306	98904	98442	2983269	2945405
198	SRP044679	SRS711012	SRX712886	SRR1588603	139906	123783	70838	70499	1781225	1757505
199	SRP044668	SRS663179	SRX658020	SRR1521393	217340	178043	104794	103986	3285301	3224488
200	SRP042596	SRS623285	SRX556206	SRR1303997	151359	122294	69275	68606	2021269	1970465
201	SRP026042	SRS445130	SRX306074	SRR901157	169295	150450	88493	87887	3331177	3293439
202	SRP031868	SRS518981	SRX398530	SRR1057972	134823	123344	62786	62296	1934287	1913750
203	SRP045352	SRS676652	SRX672160	SRR1539224	90679	77715	36548	36046	1720043	1693945
204	SRP051848	SRS812796	SRX834806	SRR1747216	154592	132983	78483	77951	2567105	2526953
205	SRP052612	SRS823534	SRX848555	SRR1767254	167917	149006	83345	82907	3319669	3285832
206	SRP040547	SRS582027	SRX500930	SRR1204613	5072	4512	50	30	6763	5414
207	SRP044668	SRS663192	SRX658031	SRR1521404	209447	173327	103486	102975	2877575	2828782
208	SRP050179	SRS1125563	SRX1362169	SRR2751111	145745	131141	74518	74213	2693020	2669090
209	SRP007483	SRS227874	SRX083171	SRR309144	158792	140862	65405	65015	1974901	1949041
210	ERP008967	ERS626260	ERX945796	ERR866168	172466	150911	92923	92274	3230479	3193419
211	DRP001358	DRS013545	DRX013799	DRR015332	46359	42337	35598	34293	2102580	2069363
212	SRP049611	SRS739783	SRX754547	SRR1645067	156223	126448	64567	64002	2003328	1959524
213	DRP001358	DRS013517	DRX013771	DRR015304	30324	25845	20770	19897	1126076	1100618
214	SRP049340	SRS732217	SRX745210	SRR1633329	165641	146301	98280	97904	4067187	4034452
215	SRP007412	SRS214082	SRX081990	SRR306847	131248	114488	47299	46740	1892699	1847644
216	SRP025982	SRS442031	SRX302701	SRR897234	190611	166638	96388	96065	2901791	2861757
217	SRP014009	SRS348377	SRX157657	SRR518497	49	3	22	1	698	18
218	SRP060355	SRS979160	SRX1081320	SRR2087325	151728	140535	70955	70719	1737141	1719290
219	SRP009123	SRS269182	SRX103485	SRR358994	129710	119160	46341	46078	2378507	2361784
220	SRP010166	SRS285037	SRX114695	SRR396802	150721	137101	71881	71440	1843449	1814995
221	SRP025982	SRS442015	SRX302685	SRR897218	184650	161572	90422	90122	2541941	2504650
222	SRP057250	SRS1198086	SRX1470943	SRR2981493	73166	67657	10876	10825	241531	234546
223	ERP003933	ERS351019	ERX371750	ERR405389	170684	135697	83533	82791	2993984	2942402
224	SRP036848	SRS554935	SRX467270	SRR1164830	41948	39220	11566	11234	171697	164612
225	SRP038702	SRS560184	SRX474194	SRR1173996	130878	116314	60760	60514	1772903	1752153
226	SRP009408	SRS280700	SRX107258	SRR372647	167	59	7	0	618	63
227	SRP033711	SRS513753	SRX390227	SRR1047625	87272	80511	22254	22039	403427	390431
228	SRP042616	SRS624077	SRX559370	SRR1312368	160838	139851	88451	88082	2941679	2908841
229	SRP049340	SRS732212	SRX745205	SRR1633315	153182	138037	89043	88774	3730808	3703759
230	SRP001563	SRS009398	SRX014968	SRR034203	109884	95517	36674	36417	1028502	1004121
231	SRP045611	SRS686734	SRX683533	SRR1554250	127242	116173	53700	53421	1555107	1535668
232	SRP028170	SRS463654	SRX327272	SRR942432	17052	15260	578	569	27111	25091
233	SRP064464	SRS1098863	SRX1304196	SRR2558164	21949	21058	19129	18760	1168938	1158504
234	SRP066956	SRS1187918	SRX1458301	SRR2968934	121232	111122	64136	63758	1738268	1719021
235	SRP014675	SRS352973	SRX173096	SRR531695	28	0	5	0	1606	0
236	SRP025982	SRS442319	SRX302989	SRR897522	173210	154399	83028	82774	2001557	1974965
237	SRP026126	SRS445974	SRX307115	SRR903322	147602	132808	58726	58551	1058534	1039593
238	SRP056835	SRS892643	SRX977645	SRR1951562	78594	71387	19041	18848	397397	385977
239	SRP049340	SRS732229	SRX745221	SRR1633361	172090	152199	94785	94287	3002389	2968852
240	SRP025982	SRS441942	SRX302612	SRR897145	160715	143274	70484	70272	1625586	1601780
241	DRP001358	DRS013438	DRX013692	DRR015225	23939	21491	17959	17255	1327645	1304358
242	SRP025982	SRS442245	SRX302915	SRR897448	168870	151009	82434	82173	2193240	2163871
243	SRP052713	SRS824175	SRX849359	SRR1768105	127136	114875	61523	61277	1743233	1724328
244	SRP045048	SRS669817	SRX664963	SRR1531145	130623	119227	59596	59393	1439131	1422522
245	DRP000987	DRS005761	DRX005633	DRR006421	60970	52964	15459	15191	679813	660245
246	ERP009992	ERS688435	ERX912626	ERR832552	72233	66803	17969	17745	732065	716283
247	SRP064454	SRS1098741	SRX1303792	SRR2557093	75312	69473	29172	28924	668073	654425
248	SRP051368	SRS798307	SRX818250	SRR1725958	118919	110079	57040	56779	1853889	1830563
249	ERP003613	ERS327010	ERX288640	ERR315444	148048	136246	66190	65942	1513058	1490129
250	SRP041179	SRS592111	SRX517281	SRR1238528	145325	134848	66206	66016	1539677	1524549
251	SRP025982	SRS441860	SRX302530	SRR897063	158434	141652	74225	74006	2082382	2053111
252	SRP031776	SRS492569	SRX366394	SRR1014770	1000	451	157	93	8930	5852
253	SRP014830	SRS356026	SRX176421	SRR542383	142545	119043	56633	55996	2268398	2219417
254	SRP018317	SRS388392	SRX220835	SRR654040	450	325	1	1	478	342
255	SRP048801	SRS719402	SRX730181	SRR1609528	77640	72109	19490	19241	694140	680067
256	SRP025982	SRS441466	SRX302137	SRR896670	163172	147031	79962	79696	2140597	2112696
257	SRP045352	SRS676670	SRX672176	SRR1539241	104196	91841	43988	43683	1345357	1324850
258	SRP028570	SRS467737	SRX332296	SRR948752	99106	84982	41580	40810	1067016	1038377
259	SRP026126	SRS445945	SRX307086	SRR903094	93552	87201	24115	24046	385856	377912
260	SRP045118	SRS671297	SRX666607	SRR1533015	105395	97229	40283	40117	886831	874935
261	SRP057500	SRS987263	SRX1091604	SRR2096488	59560	51093	15790	15028	848228	823838
262	SRP056733	SRS889399	SRX974147	SRR1947577	69774	65183	26509	26310	1085991	1074506
263	SRP043962	SRS651984	SRX643189	SRR1503231	855	65	76	10	2279	250
264	SRP048801	SRS719305	SRX730085	SRR1609432	125441	115885	41393	41129	971645	954273
265	SRP012557	SRS311308	SRX144796	SRR492039	89499	83782	27237	27142	626642	616758
266	SRP034712	SRS519055	SRX398603	SRR1058054	224	25	23	6	2234	666
267	SRP051083	SRS788352	SRX806721	SRR1706807	123914	112500	50528	50394	998967	983706
268	ERP004592	ERS392598	ERX376250	ERR409897	559	428	36	2	1611	495
269	SRP033566	SRS512263	SRX388376	SRR1044585	2	0	0	0	2	0
270	SRP051083	SRS788360	SRX806731	SRR1706848	150623	133813	72384	72161	1867391	1843637
271	SRP048801	SRS719503	SRX730283	SRR1609630	115491	107014	33934	33746	769424	756297
272	SRP009408	SRS280676	SRX107234	SRR372623	139	44	15	0	729	46
273	SRP025982	SRS442397	SRX303067	SRR897600	164191	150242	74351	74192	1611052	1589689
274	SRP030617	SRS488197	SRX361020	SRR1003831	39415	36571	26206	25384	870323	854553
275	SRP050499	SRS931371	SRX1021455	SRR2013650	80454	71077	55366	52034	1634545	1589482
276	SRP006309	SRS184261	SRX055351	SRR172838	39273	37308	5356	5324	124299	121664
277	SRP048801	SRS719462	SRX730242	SRR1609589	123507	115313	41810	41574	985167	970544
278	SRP048801	SRS719250	SRX730029	SRR1609376	89979	85983	22435	22294	552816	545501
279	SRP025982	SRS441915	SRX302585	SRR897118	152476	139186	68481	68306	1586305	1564628
280	SRP025982	SRS441883	SRX302553	SRR897086	138848	127300	59426	59254	1401320	1381563
281	SRP042228	SRS833223	SRX861948	SRR1782906	120276	112551	39152	38872	923729	907145
282	SRP047459	SRS708646	SRX709610	SRR1585212	67995	61480	24251	23997	545448	529115
283	SRP050249	SRS752106	SRX767506	SRR1662328	124495	115787	56142	55999	1198970	1186705
284	SRP050499	SRS931423	SRX1021403	SRR2013598	35423	30003	24216	23186	1060140	1008996
285	SRP045876	SRS691954	SRX689463	SRR1561108	119436	112701	43393	43301	745749	736686
286	SRP031698	SRS492357	SRX366066	SRR1013973	19	5	3	0	420	5
287	SRP042228	SRS833224	SRX861950	SRR1782908	120321	112726	37122	36978	818559	807067
288	SRP025982	SRS441909	SRX302579	SRR897112	149192	136777	65651	65482	1466650	1446506
289	SRP018717	SRS396293	SRX241586	SRR741931	92	1	7	0	245	4
290	SRP050000	SRS747480	SRX762969	SRR1656503	37341	33411	9751	9485	384943	374062
291	SRP008976	SRS267263	SRX101443	SRR353658	26	9	1	0	36	9
292	SRP047429	SRS609790	SRX546054	SRR1290830	202	84	16	1	861	101
293	SRP050499	SRS931502	SRX1021325	SRR2013520	39448	37244	29591	28832	1331324	1312761
294	SRP068139	SRS1237848	SRX1519423	SRR3087707	121876	112499	50719	50570	1162219	1148951
295	SRP033135	SRS504289	SRX379831	SRR1033141	30457	28724	19515	19102	1036017	1023719
296	SRP062010	SRS1023035	SRX1132499	SRR2143915	91553	87164	27166	27085	685750	679610
297	SRP065258	SRS1132898	SRX1381037	SRR2810185	62285	58536	9925	9871	196234	191357
298	SRP040472	SRS580823	SRX499453	SRR1203025	14	3	0	0	14	3
299	SRP041471	SRS598100	SRX528195	SRR1264175	39499	37148	2871	2843	81314	78298
300	SRP042228	SRS833047	SRX861775	SRR1782733	107118	101175	29885	29764	620142	610057
301	SRP018717	SRS396291	SRX241584	SRR741927	56	0	9	0	154	0
