SRP041538	189	0.867849	0.0946163
SRP036848	106	0.849471	0.104103
SRP060355	94	0.942874	0.0350668
SRP063477	58	0.818022	0.33009
ERP005938	57	0.836868	0.26203
SRP035599	45	0.607225	0.0345512
SRP040998	42	0.964417	0.00637153
SRP041736	38	0.876725	0.209688
SRP045638	36	0.906476	0.0642831
SRP028530	35	0.935943	0.162932
SRP052896	35	0.916964	0.159625
SRP058722	35	0.912508	0.0159506
SRP028528	26	0.999904	2.53142e-05
SRP042184	25	0.91749	0.0357601
SRP050551	24	0.97914	0.00385983
