project	sample	experiment	run	read count as reported by SRA	reads aligned	proportion of reads reported by SRA aligned	paired-end	SRA misreported paired-end
SRP036848	SRS554961	SRX467296	SRR1164856	22852002	18321661	0.80175299302	1	0
SRP048858	SRS720539	SRX731412	SRR1610939	93594174	75027261	0.801623197187	1	0
SRP036848	SRS554962	SRX467297	SRR1164857	18559892	14866565	0.801004930417	1	0
SRP036848	SRS554949	SRX467284	SRR1164844	132371240	105956885	0.800452462332	1	0
SRP036848	SRS554953	SRX467288	SRR1164848	64253906	51388531	0.799772872952	1	0
SRP036848	SRS554954	SRX467289	SRR1164849	89551472	71615470	0.799712929342	1	0
SRP040110	SRS572380	SRX488860	SRR2099739	348368	278564	0.799625683186	1	0
SRP041538	SRS598638	SRX528941	SRR1265552	42909448	34308365	0.799552699909	1	1
SRP048858	SRS720537	SRX731410	SRR1610937	92279280	73753886	0.799246439721	1	0
SRP036848	SRS554948	SRX467283	SRR1164843	23001374	18349683	0.797764646582	1	0
SRP060355	SRS979186	SRX1081294	SRR2087299	8213502	6548929	0.797336994622	1	0
SRP036848	SRS554938	SRX467273	SRR1164833	104026054	82867900	0.796607165355	1	0
SRP048858	SRS720541	SRX731414	SRR1610941	77240196	61506173	0.796297474439	1	0
SRP041538	SRS598584	SRX528887	SRR1265498	48527084	38600958	0.795451834691	1	1
SRP036848	SRS554966	SRX467301	SRR1164861	33511210	26642475	0.795031722221	1	0
SRP036848	SRS554974	SRX467309	SRR1164869	47709560	37665626	0.789477538674	1	0
SRP036848	SRS554892	SRX467227	SRR1164787	250705636	197818908	0.789048507868	1	0
SRP041538	SRS598667	SRX528970	SRR1265581	46967994	37045755	0.788744671531	1	1
SRP036848	SRS554952	SRX467287	SRR1164847	87812662	69075479	0.786623220692	1	0
SRP036848	SRS554950	SRX467285	SRR1164845	83638540	65765230	0.786302941204	1	0
SRP033351	SRS508580	SRX384358	SRR1039521	82304150	64639935	0.785378805321	1	0
SRP041538	SRS598613	SRX528916	SRR1265527	45280226	35499872	0.784003860758	1	1
SRP041538	SRS598668	SRX528971	SRR1265582	42873286	33602454	0.783762037741	1	1
SRP036848	SRS554963	SRX467298	SRR1164858	105900272	82624112	0.780206796825	1	0
SRP041538	SRS598646	SRX528949	SRR1265560	48806536	38072518	0.780070070943	1	1
SRP036848	SRS554947	SRX467282	SRR1164842	58301306	45404842	0.778796310326	1	0
SRP041538	SRS598648	SRX528951	SRR1265562	43876096	34081193	0.776759924128	1	1
SRP048858	SRS720540	SRX731413	SRR1610940	100294998	77863755	0.776347340871	1	0
SRP048858	SRS720535	SRX731408	SRR1610935	68258282	52899661	0.774992564272	1	0
SRP036848	SRS554983	SRX467318	SRR1164878	112943286	87290573	0.772870845993	1	0
SRP048858	SRS720536	SRX731409	SRR1610936	83681662	64585020	0.771794183533	1	0
SRP036848	SRS554934	SRX467269	SRR1164829	61793332	47691004	0.771782366421	1	0
SRP048858	SRS720544	SRX731417	SRR1610944	48652318	37533132	0.771456192488	1	0
SRP063669	SRS1067490	SRX1240933	SRR2392980	26133046	20033280	0.766588020394	1	0
SRP036848	SRS554945	SRX467280	SRR1164840	100829264	76997600	0.763643380358	1	0
SRP036848	SRS554955	SRX467290	SRR1164850	64507322	49199563	0.762697341551	1	0
SRP048858	SRS720533	SRX731406	SRR1610933	54459530	41515150	0.762311940628	1	0
SRP041538	SRS598615	SRX528918	SRR1265529	44309774	33720326	0.761013269894	1	1
SRP048761	SRS719053	SRX729733	SRR1609054	165323842	125625491	0.759875221143	1	0
SRP041538	SRS598591	SRX528894	SRR1265505	47033960	35726652	0.759592685796	1	1
SRP036848	SRS554957	SRX467292	SRR1164852	30811896	23249549	0.754564048899	1	0
SRP033305	SRS507138	SRX383032	SRR1037486	26680148	20112277	0.753829289103	1	0
SRP048761	SRS719058	SRX729737	SRR1609058	152774424	114892571	0.752040609886	1	0
SRP048761	SRS719050	SRX729729	SRR1609050	117606714	88412463	0.751763738591	1	0
SRP048761	SRS719052	SRX729731	SRR1609052	99386330	74641815	0.751026977251	1	0
SRP060355	SRS979201	SRX1081279	SRR2087288	15166876	11251379	0.741838925828	1	0
SRP056792	SRS891587	SRX976472	SRR1950125	24020844	17723491	0.737837979382	1	0
SRP032789	SRS500215	SRX374851	SRR1027172	80986440	58902122	0.72730844818	1	0
SRP056792	SRS916761	SRX1002849	SRR1984165	43287842	31466040	0.726902486846	1	0
SRP033305	SRS507139	SRX383033	SRR1037487	30238612	21608352	0.714594704281	1	0
SRP033351	SRS508572	SRX384350	SRR1039513	86712928	60179552	0.694008994829	1	0
SRP056792	SRS893293	SRX978459	SRR1952527	37226154	25381048	0.681806882333	1	0
SRP035599	SRS541414	SRX446299	SRR1139373	92867698	62446668	0.672426143265	1	0
SRP035599	SRS541405	SRX446290	SRR1139362	75085082	50364814	0.670769914056	1	0
SRP035599	SRS541428	SRX446313	SRR1139387	71249698	47721442	0.669777463478	1	0
SRP035599	SRS541412	SRX446297	SRR1139369	74389952	49711400	0.668254228743	1	0
SRP035599	SRS541424	SRX446309	SRR1139383	82150004	54798418	0.667053138549	1	0
ERP007185	ERS561086	ERX605421	ERR649067	78413888	52262180	0.666491374589	1	0
SRP035599	SRS541399	SRX446283	SRR1139355	77265374	51413830	0.665418768309	1	0
ERP007185	ERS561061	ERX605392	ERR649038	90412808	59955189	0.663127164461	1	0
ERP007185	ERS561081	ERX605401	ERR649047	95113388	62952556	0.66186850583	1	0
ERP007185	ERS561101	ERX605405	ERR649051	91694960	60645014	0.661377833634	1	0
SRP035599	SRS541426	SRX446311	SRR1139385	93668020	60950336	0.650705929302	1	0
SRP035599	SRS541408	SRX446294	SRR1139366	91335182	59162068	0.647746757651	1	0
SRP035599	SRS541409	SRX446293	SRR1139365	78826894	51050068	0.647622472604	1	0
SRP035599	SRS541402	SRX446287	SRR1139359	85348614	55253450	0.647385439675	1	0
SRP035599	SRS541401	SRX446286	SRR1139358	110299254	71396954	0.647302238327	1	0
SRP035599	SRS541433	SRX446318	SRR1139392	98860728	63981556	0.647188800795	1	0
SRP035599	SRS541420	SRX446305	SRR1139379	85185714	54986964	0.645495135487	1	0
SRP035599	SRS541439	SRX446323	SRR1139397	75807690	48926152	0.645398270281	1	0
SRP036848	SRS554944	SRX467279	SRR1164839	128474606	78330529	0.609696588601	1	0
SRP036848	SRS554916	SRX467251	SRR1164811	99484864	60512329	0.608256638919	1	0
SRP035599	SRS541431	SRX446316	SRR1139390	47927666	28822866	0.601382633571	1	0
SRP035599	SRS541435	SRX446320	SRR1139394	49163958	29543082	0.60090934908	1	0
SRP035599	SRS541425	SRX446310	SRR1139384	47964260	28747548	0.599353518641	1	0
SRP035599	SRS541417	SRX446302	SRR1139376	32992618	19591974	0.59382901957	1	0
SRP035599	SRS541436	SRX446321	SRR1139395	64135650	37760722	0.58876337887	1	0
SRP035599	SRS541396	SRX446281	SRR1139371	58431402	34377460	0.588338783998	1	0
SRP035599	SRS541403	SRX446288	SRR1139360	60517540	35524770	0.587016094838	1	0
SRP035599	SRS541406	SRX446291	SRR1139363	47990418	28169064	0.58697267442	1	0
SRP035599	SRS541400	SRX446285	SRR1139357	100911822	59220506	0.586853996155	1	0
SRP035599	SRS541418	SRX446303	SRR1139377	75221932	44115488	0.586471083992	1	0
SRP035599	SRS541438	SRX446324	SRR1139398	75712130	44400468	0.586437972357	1	0
SRP035599	SRS541410	SRX446295	SRR1139367	73549406	43113820	0.58618855467	1	0
SRP035599	SRS541421	SRX446306	SRR1139380	78526556	45964332	0.585334877032	1	0
SRP035599	SRS541422	SRX446307	SRR1139381	108249220	63350928	0.585232189202	1	0
SRP035599	SRS541415	SRX446300	SRR1139374	57180064	33453824	0.585060975098	1	0
SRP035599	SRS541411	SRX446296	SRR1139368	72674320	42441864	0.584000841012	1	0
SRP035599	SRS541432	SRX446317	SRR1139391	73414030	42820066	0.583268157326	1	0
SRP035599	SRS541430	SRX446315	SRR1139389	63054356	36733946	0.582575865179	1	0
SRP035599	SRS541437	SRX446322	SRR1139396	93734002	54553192	0.582000030256	1	0
SRP035599	SRS541404	SRX446289	SRR1139361	64879662	37756736	0.581950257386	1	0
SRP035599	SRS541407	SRX446292	SRR1139364	66166528	38488116	0.581685591845	1	0
SRP035599	SRS541397	SRX446282	SRR1139372	103148172	59971526	0.581411428212	1	0
SRP035599	SRS541434	SRX446319	SRR1139393	87016956	50531512	0.580708798869	1	0
SRP035599	SRS541429	SRX446314	SRR1139388	65432642	37993544	0.580651229091	1	0
SRP035599	SRS541419	SRX446304	SRR1139378	100605096	58356560	0.580055706124	1	0
SRP035599	SRS541440	SRX446325	SRR1139399	83343218	48295558	0.579477960642	1	0
SRP035599	SRS541427	SRX446312	SRR1139386	62370920	36134452	0.579347747316	1	0
SRP035599	SRS541416	SRX446301	SRR1139375	79344288	45947864	0.579094792558	1	0
SRP035599	SRS541423	SRX446308	SRR1139382	86106086	49843374	0.578860058742	1	0
SRP035599	SRS541398	SRX446284	SRR1139356	86866068	49983468	0.575408432209	1	0
SRP035599	SRS541413	SRX446298	SRR1139370	89699038	51481104	0.573931506378	1	0
SRP045638	SRS686981	SRX683811	SRR1554553	90579486	51803404	0.571910995388	1	0
SRP016110	SRS366609	SRX195869	SRR593160	411872242	229222500	0.556537869333	1	0
SRP016110	SRS366582	SRX194585	SRR593157	496813788	270604412	0.544679754339	1	0
SRP016110	SRS366583	SRX195867	SRR593158	372662272	201413155	0.540471011243	1	0
SRP016110	SRS369487	SRX195871	SRR593165	251531166	135849020	0.540088221115	1	0
SRP016110	SRS366584	SRX195868	SRR593159	431236746	230169472	0.533742715886	1	0
ERP003984	ERS353341	ERX321257	ERR348421	33999986	17003189	0.500094000039	1	1
DRP000987	DRS005835	DRX005707	DRR006495	44769658	0	0.0	0	0
DRP001358	DRS013532	DRX013786	DRR015319	23147542	0	0.0	1	0
DRP001797	DRS014273	DRX021427	DRR023393	8000000	0	0.0	1	0
DRP001797	DRS014276	DRX021430	DRR023424	8000000	0	0.0	1	0
DRP002435	DRS016933	DRX019711	DRR028205	4844106	0	0.0	1	0
DRP002435	DRS016933	DRX019712	DRR028310	576514	0	0.0	1	0
DRP002435	DRS016933	DRX019713	DRR028518	3991868	0	0.0	1	0
DRP002435	DRS016933	DRX019714	DRR028367	3907394	0	0.0	1	0
DRP002435	DRS016933	DRX019715	DRR028441	2420360	0	0.0	1	0
DRP002435	DRS016933	DRX019715	DRR028465	2851376	0	0.0	1	0
DRP002586	DRS019265	DRX022484	DRR024823	20636110	0	0.0	1	0
DRP002860	DRS022653	DRX026180	DRR029119	163582566	0	0.0	1	0
ERP000546	ERS025088	ERX011225	ERR030883	151724430	0	0.0	1	0
ERP000619	ERS028738	ERX012563	ERR033747	0	490	NA	1	0
ERP001344	ERS092687	ERX286311	ERR313163	242550922	0	0.0	1	0
ERP001344	ERS092688	ERX286312	ERR313164	161500716	0	0.0	1	0
ERP001344	ERS124297	ERX286329	ERR313181	187195500	0	0.0	1	0
ERP001344	ERS124298	ERX286330	ERR313182	215294596	0	0.0	1	0
ERP001344	ERS124299	ERX286320	ERR313172	194085394	0	0.0	1	0
ERP001344	ERS124302	ERX286323	ERR313175	183582204	0	0.0	1	0
ERP001908	ERS183259	ERX159467	ERR184045	12016320	0	0.0	0	0
ERP001942	ERS185093	ERX162813	ERR188322	57409818	0	0.0	1	0
ERP001942	ERS185327	ERX162928	ERR188313	52677010	0	0.0	1	0
ERP001942	ERS185419	ERX163075	ERR188234	77214832	0	0.0	1	0
ERP001942	ERS185449	ERX162917	ERR188427	166643202	0	0.0	1	0
ERP002063	ERS199521	ERX185623	ERR210958	31905022	0	0.0	1	0
ERP002232	ERS214122	ERX204346	ERR229796	107841484	0	0.0	1	0
ERP003460	ERS312181	ERX277831	ERR304490	112056778	0	0.0	1	0
ERP003613	ERS326936	ERX288478	ERR315373	22459978	0	0.0	1	0
ERP003613	ERS326988	ERX288550	ERR315480	30416188	0	0.0	1	0
ERP003917	ERS349379	ERX315718	ERR342877	10097588	0	0.0	0	0
ERP004094	ERS384096	ERX421689	ERR455334	58720164	0	0.0	1	0
ERP004094	ERS477672	ERX634556	ERR689574	54000870	0	0.0	1	0
ERP004573	ERS392226	ERX468212	ERR502855	36556108	0	0.0	1	0
ERP005641	ERS444313	ERX548823	ERR590834	22140844	0	0.0	1	0
ERP005641	ERS496430	ERX615736	ERR659415	6419700	0	0.0	1	0
ERP005641	ERS496440	ERX615650	ERR659329	6733542	0	0.0	1	0
ERP005938	ERS465507	ERX484754	ERR519519	176801716	0	0.0	1	0
ERP005938	ERS465535	ERX484739	ERR519504	63961272	0	0.0	1	0
ERP005938	ERS465539	ERX484736	ERR519501	54530408	0	0.0	1	0
ERP005938	ERS465553	ERX484727	ERR519492	270657146	0	0.0	1	0
ERP005938	ERS465559	ERX484743	ERR519508	100153070	0	0.0	1	0
ERP006215	ERS529336	ERX675406	ERR731460	85594882	0	0.0	1	0
ERP006216	ERS497099	ERX642489	ERR698050	43628354	0	0.0	1	0
ERP006538	ERS515487	ERX530484	ERR571498	61691806	0	0.0	1	0
ERP006577	ERS518722	ERX534691	ERR576279	50253460	0	0.0	0	0
ERP007111	ERS781763	ERX1025946	ERR946961	39086404	0	0.0	1	0
ERP008483	ERS571123	ERX617456	ERR661160	233147836	0	0.0	1	0
ERP008483	ERS571125	ERX617463	ERR661167	410880086	0	0.0	1	0
ERP008483	ERS571126	ERX617464	ERR661168	445873800	0	0.0	1	0
ERP008483	ERS571127	ERX617465	ERR661169	416374922	0	0.0	1	0
ERP008483	ERS571128	ERX617466	ERR661170	431203930	0	0.0	1	0
ERP008608	ERS577649	ERX623691	ERR668352	32558025	0	0.0	0	0
ERP008608	ERS577651	ERX623693	ERR668404	34072140	0	0.0	0	0
ERP008967	ERS626267	ERX942632	ERR862982	19899000	0	0.0	1	0
ERP009437	ERS653499	ERX696420	ERR752738	61909960	0	0.0	1	0
ERP009437	ERS653552	ERX696578	ERR752896	65298198	0	0.0	1	0
ERP010889	ERS782263	ERX1029156	ERR950171	80002004	0	0.0	1	0
ERP010930	ERS785330	ERX1031438	ERR952468	39358242	0	0.0	1	0
ERP011490	ERS808607	ERX1055980	ERR979108	0	63993963	NA	1	0
ERP011490	ERS808608	ERX1055981	ERR979109	0	67236896	NA	1	0
ERP011490	ERS808610	ERX1055983	ERR979111	0	49536892	NA	1	0
ERP011490	ERS808611	ERX1055984	ERR979112	0	59783033	NA	1	0
ERP011490	ERS808612	ERX1055985	ERR979113	0	48190122	NA	1	0
ERP011490	ERS808615	ERX1055988	ERR979116	0	63867986	NA	1	0
SRP000941	SRS366515	SRX263859	SRR1220437	36581388	0	0.0	1	0
SRP000941	SRS366515	SRX263859	SRR1220440	36368682	0	0.0	1	0
SRP001313	SRS006755	SRX012257	SRR029126	3387984	0	0.0	0	0
SRP001371	SRS114974	SRX135562	SRR453393	32000000	0	0.0	1	0
SRP001371	SRS114974	SRX135562	SRR453400	32000000	0	0.0	1	0
SRP001371	SRS183500	SRX343509	SRR980470	449201632	0	0.0	1	0
SRP001540	SRS008869	SRX014576	SRR031856	6213671	0	0.0	0	0
SRP001558	SRS009314	SRX014819	SRR032117	5378161	0	0.0	0	0
SRP003611	SRS115072	SRX027129	SRR066462	5808609	0	0.0	0	0
SRP003754	SRS352023	SRX171115	SRR527674	106194644	0	0.0	0	0
SRP004637	SRS139428	SRX031941	SRR073757	15497254	0	0.0	1	0
SRP005279	SRS377785	SRX207880	SRR627492	14711494	0	0.0	0	0
SRP006575	SRS190729	SRX059664	SRR191676	1430073	0	0.0	0	0
SRP006575	SRS355567	SRX176091	SRR537103	18493599	0	0.0	0	0
SRP006575	SRS355576	SRX176100	SRR537112	29455137	0	0.0	0	0
SRP007461	SRS241959	SRX084674	SRR315317	57995628	0	0.0	1	0
SRP007461	SRS242513	SRX085302	SRR317058	206938718	0	0.0	1	0
SRP007584	SRS242529	SRX085327	SRR317095	4947454	0	0.0	1	0
SRP007825	SRS257324	SRX091743	SRR330905	13062096	0	0.0	0	0
SRP007946	SRS258814	SRX093196	SRR333658	18961597	0	0.0	0	0
SRP007947	SRS258877	SRX093259	SRR333721	6066639	0	0.0	0	0
SRP009316	SRS281383	SRX110043	SRR387406	167108858	0	0.0	1	0
SRP009840	SRS282477	SRX113716	SRR393833	58352328	0	0.0	0	0
SRP009862	SRS282703	SRX111947	SRR390511	11769189	0	0.0	0	0
SRP010061	SRS284484	SRX113652	SRR393766	15506610	0	0.0	1	0
SRP010181	SRS285153	SRX114788	SRR397061	1688522	0	0.0	1	0
SRP010181	SRS285161	SRX114796	SRR397069	1699332	0	0.0	1	0
SRP010181	SRS285173	SRX114808	SRR397009	2335002	0	0.0	1	0
SRP010181	SRS285214	SRX114849	SRR397194	2936946	0	0.0	1	0
SRP010181	SRS285219	SRX114854	SRR397379	2114340	0	0.0	1	0
SRP010280	SRS285643	SRX115521	SRR398216	14825334	0	0.0	0	0
SRP010679	SRS290855	SRX118286	SRR403883	20762604	0	0.0	0	0
SRP011085	SRS295600	SRX123782	SRR420190	366636184	0	0.0	1	0
SRP011085	SRS295699	SRX124501	SRR423939	724904104	0	0.0	1	0
SRP011085	SRS295776	SRX124668	SRR424575	117464646	0	0.0	1	0
SRP011546	SRS310969	SRX144378	SRR490999	24327382	0	0.0	0	0
SRP011927	SRS344377	SRX151726	SRR504649	49016399	0	0.0	0	0
SRP012167	SRS308870	SRX140508	SRR479057	20783878	0	0.0	1	0
SRP012167	SRS308881	SRX140519	SRR479070	61437206	0	0.0	1	0
SRP013021	SRS332919	SRX147675	SRR496580	74401232	0	0.0	1	0
SRP013825	SRS346331	SRX155049	SRR514129	4541193	0	0.0	0	0
SRP014670	SRS352778	SRX172971	SRR531461	133355463	0	0.0	0	0
SRP014675	SRS352989	SRX173112	SRR531711	25717109	0	0.0	0	0
SRP015361	SRS360550	SRX182685	SRR553476	24480246	0	0.0	0	0
SRP015819	SRS365010	SRX188847	SRR574822	138307326	0	0.0	1	0
SRP015909	SRS365649	SRX189765	SRR576928	79285182	0	0.0	1	0
SRP016059	SRS367744	SRX193420	SRR585577	64914834	0	0.0	1	0
SRP017575	SRS379914	SRX210646	SRR633562	25401010	0	0.0	0	0
SRP017875	SRS385098	SRX216187	SRR647504	131342992	0	0.0	1	0
SRP018008	SRS212174	SRX218122	SRR650199	72768082	0	0.0	1	0
SRP018254	SRS387913	SRX220345	SRR653396	430923714	0	0.0	1	0
SRP018853	SRS398133	SRX245575	SRR764979	5895001	0	0.0	0	0
SRP018853	SRS398173	SRX245615	SRR765019	13954486	0	0.0	0	0
SRP019272	SRS401372	SRX249283	SRR772684	3523759	0	0.0	0	0
SRP020237	SRS212583	SRX079568	SRR292243	14301406	0	0.0	1	0
SRP020491	SRS407081	SRX259444	SRR805734	13142706	0	0.0	0	0
SRP020492	SRS407130	SRX259493	SRR805783	14473881	0	0.0	0	0
SRP020492	SRS407174	SRX259537	SRR805827	15761465	0	0.0	0	0
SRP021191	SRS414520	SRX268696	SRR830947	116702508	0	0.0	1	0
SRP022025	SRS417719	SRX273275	SRR836504	61167666	0	0.0	0	0
SRP025982	SRS441495	SRX302166	SRR896699	11303274	0	0.0	1	0
SRP025982	SRS441981	SRX302651	SRR897184	7528424	0	0.0	1	0
SRP025982	SRS442246	SRX302916	SRR897449	11660638	0	0.0	1	0
SRP025982	SRS442304	SRX302973	SRR897506	12861294	0	0.0	1	0
SRP025982	SRS442479	SRX303149	SRR897682	15825046	0	0.0	1	0
SRP025982	SRS442510	SRX303180	SRR897713	6599746	0	0.0	1	0
SRP025982	SRS442818	SRX303488	SRR898021	25778454	0	0.0	1	0
SRP025982	SRS442824	SRX303494	SRR898027	24635066	0	0.0	1	0
SRP026126	SRS445928	SRX307069	SRR902979	30856048	0	0.0	1	0
SRP026126	SRS445948	SRX307089	SRR903120	15645476	0	0.0	1	0
SRP026126	SRS445949	SRX307090	SRR903123	15730170	0	0.0	1	0
SRP026126	SRS445967	SRX307108	SRR903269	13766686	0	0.0	1	0
SRP026359	SRS453650	SRX316195	SRR922553	67700738	0	0.0	1	0
SRP026387	SRS453955	SRX316655	SRR923922	53426012	0	0.0	1	0
SRP027358	SRS457464	SRX322297	SRR934343	9820370	0	0.0	1	0
SRP027383	SRS457787	SRX322709	SRR934824	45828080	0	0.0	1	0
SRP027383	SRS457818	SRX322740	SRR934855	53688306	0	0.0	1	0
SRP027383	SRS457820	SRX322742	SRR934857	34637272	0	0.0	1	0
SRP027383	SRS457867	SRX322789	SRR934904	43715730	0	0.0	1	0
SRP028155	SRS463459	SRX327042	SRR942165	4000000	0	0.0	0	0
SRP028190	SRS463873	SRX327495	SRR942644	25466040	0	0.0	1	0
SRP028291	SRS464660	SRX328521	SRR944027	14114688	0	0.0	0	0
SRP028301	SRS464845	SRX328705	SRR944286	37631659	0	0.0	0	0
SRP028530	SRS467294	SRX332172	SRR948503	124599632	0	0.0	1	0
SRP028705	SRS468717	SRX333354	SRR950085	188373788	0	0.0	1	0
SRP028814	SRS469472	SRX334224	SRR951069	482854874	0	0.0	1	0
SRP029262	SRS473935	SRX340201	SRR957955	36012960	0	0.0	1	0
SRP029367	SRS475160	SRX342253	SRR960467	16072353	0	0.0	0	0
SRP029889	SRS479329	SRX348553	SRR976237	17091136	0	0.0	0	0
SRP030401	SRS487173	SRX359594	SRR1002090	56244898	0	0.0	1	0
SRP031620	SRS492039	SRX365672	SRR1027584	30284048	0	0.0	1	0
SRP032476	SRS500667	SRX375415	SRR1028013	81307360	0	0.0	1	0
SRP032775	SRS562525	SRX476810	SRR1177699	174665850	0	0.0	1	0
SRP032833	SRS500738	SRX375501	SRR1027991	199282298	0	0.0	1	0
SRP032999	SRS502381	SRX377516	SRR1029673	62882979	0	0.0	0	0
SRP033098	SRS503349	SRX378553	SRR1031037	31060580	0	0.0	1	0
SRP033135	SRS504303	SRX379845	SRR1033155	7675458	0	0.0	1	0
SRP033335	SRS507960	SRX383991	SRR1038585	29032805	0	0.0	0	0
SRP033351	SRS508571	SRX384349	SRR1039512	56272564	0	0.0	1	0
SRP033569	SRS600319	SRX531151	SRR1268172	39503542	0	0.0	1	0
SRP033696	SRS513608	SRX390063	SRR1047309	25470114	0	0.0	1	0
SRP033725	SRS513915	SRX390444	SRR1047862	56209840	0	0.0	1	0
SRP034626	SRS517324	SRX396297	SRR1055403	23463874	0	0.0	0	0
SRP034732	SRS519916	SRX399482	SRR1060779	42200816	0	0.0	1	0
SRP034732	SRS519918	SRX399484	SRR1060781	41632824	0	0.0	1	0
SRP034737	SRS519983	SRX399549	SRR1061344	66205800	0	0.0	1	0
SRP034875	SRS523812	SRX404106	SRR1067944	109384508	0	0.0	1	0
SRP035930	SRS544422	SRX451087	SRR1145842	84998500	0	0.0	1	0
SRP035934	SRS544429	SRX451094	SRR1146075	64035986	0	0.0	1	0
SRP035988	SRS544686	SRX451474	SRR1146251	41147559	0	0.0	0	0
SRP036848	SRS554971	SRX467306	SRR1164866	78203320	0	0.0	1	0
SRP039077	SRS563740	SRX478139	SRR1179133	4000000	0	0.0	0	0
SRP039694	SRS568221	SRX483911	SRR1186612	138593936	0	0.0	1	0
SRP039909	SRS568495	SRX484194	SRR1186925	139543214	0	0.0	1	0
SRP040070	SRS570895	SRX487552	SRR1190463	31164336	0	0.0	1	0
SRP040070	SRS572887	SRX489423	SRR1192464	29736100	0	0.0	1	0
SRP040070	SRS572907	SRX489454	SRR1192498	29665686	0	0.0	1	0
SRP040472	SRS580321	SRX498603	SRR1201765	295526298	0	0.0	1	0
SRP040547	SRS582843	SRX501795	SRR1205976	13002029	0	0.0	0	0
SRP040586	SRS586359	SRX507424	SRR1213821	144169766	0	0.0	1	0
SRP041179	SRS592080	SRX517250	SRR1238497	57500379	0	0.0	0	0
SRP041263	SRS594082	SRX520696	SRR1249341	62399376	0	0.0	1	0
SRP041538	SRS598756	SRX529059	SRR1265670	21072099	0	0.0	0	0
SRP041538	SRS598759	SRX529062	SRR1265673	24673418	0	0.0	0	0
SRP041736	SRS603223	SRX534506	SRR1274250	17161652	0	0.0	1	0
SRP041736	SRS603270	SRX534553	SRR1274344	4174648	0	0.0	1	0
SRP041846	SRS605034	SRX539941	SRR1283007	77011334	0	0.0	1	0
SRP042161	SRS616931	SRX549178	SRR1294564	4283268	0	0.0	1	0
SRP042186	SRS618291	SRX550550	SRR1296119	76524202	0	0.0	1	0
SRP042186	SRS618299	SRX550558	SRR1296127	79372060	0	0.0	1	0
SRP042286	SRS620757	SRX553463	SRR1299462	62687922	0	0.0	1	0
SRP042620	SRS624342	SRX559799	SRR1313148	168484746	0	0.0	1	0
SRP043033	SRS630231	SRX581557	SRR1363133	31799495	0	0.0	0	0
SRP043033	SRS630247	SRX581574	SRR1363150	48425740	0	0.0	0	0
SRP043085	SRS633782	SRX588245	SRR1374350	253569058	0	0.0	1	0
SRP043364	SRS641332	SRX610318	SRR1424705	42012415	0	0.0	0	0
SRP043593	SRS647457	SRX626903	SRR1462401	50085816	0	0.0	1	0
SRP044174	SRS742724	SRX757576	SRR1648446	29271753	0	0.0	0	0
SRP044271	SRS659281	SRX651479	SRR1513811	311826352	0	0.0	1	0
SRP044271	SRS659282	SRX651481	SRR1513813	319403570	0	0.0	1	0
SRP044391	SRS661458	SRX655514	SRR1518364	25860892	0	0.0	0	0
SRP044668	SRS663153	SRX657994	SRR1521367	21629867	0	0.0	0	0
SRP044708	SRS664633	SRX659605	SRR1522996	39927508	0	0.0	1	0
SRP044854	SRS666457	SRX661526	SRR1525257	42899880	0	0.0	0	0
SRP045570	SRS685988	SRX682484	SRR1552965	44004413	0	0.0	0	0
SRP045663	SRS687432	SRX684305	SRR1555153	63519560	0	0.0	0	0
SRP045859	SRS691700	SRX689191	SRR1560843	119876058	0	0.0	1	0
SRP045999	SRS693417	SRX690948	SRR1562722	7045160	0	0.0	0	0
SRP046271	SRS696175	SRX694831	SRR1567906	18314298	0	0.0	1	0
SRP046293	SRS697922	SRX697569	SRR1571327	12720376	0	0.0	1	0
SRP047192	SRS701736	SRX701871	SRR1576165	39263256	0	0.0	1	0
SRP047299	SRS705516	SRX705966	SRR1580542	67254784	0	0.0	1	0
SRP047366	SRS706758	SRX707607	SRR1582593	56457502	0	0.0	1	0
SRP047407	SRS707606	SRX708538	SRR1583693	39361729	0	0.0	0	0
SRP048536	SRS713700	SRX717833	SRR1593513	9820511	0	0.0	0	0
SRP048674	SRS716784	SRX724860	SRR1602523	32534954	0	0.0	1	0
SRP048674	SRS716790	SRX724866	SRR1602542	32808348	0	0.0	1	0
SRP048674	SRS716793	SRX724869	SRR1602551	31973144	0	0.0	1	0
SRP048759	SRS718938	SRX729612	SRR1608781	31523310	0	0.0	1	0
SRP048759	SRS718942	SRX729617	SRR1608813	31430384	0	0.0	1	0
SRP048759	SRS718952	SRX729626	SRR1608879	32676870	0	0.0	1	0
SRP048759	SRS718954	SRX729628	SRR1608900	32023166	0	0.0	1	0
SRP048801	SRS719253	SRX730033	SRR1609380	18250328	0	0.0	0	0
SRP048801	SRS719262	SRX730042	SRR1609389	20620076	0	0.0	0	0
SRP048801	SRS719281	SRX730062	SRR1609409	10760842	0	0.0	0	0
SRP048801	SRS719341	SRX730121	SRR1609468	20423776	0	0.0	0	0
SRP049068	SRS724611	SRX736511	SRR1616907	133521532	0	0.0	1	0
SRP049068	SRS724615	SRX736515	SRR1616911	123729562	0	0.0	1	0
SRP049340	SRS732182	SRX745175	SRR1633235	25448864	0	0.0	1	0
SRP049340	SRS732199	SRX745192	SRR1633283	31453708	0	0.0	1	0
SRP049340	SRS732225	SRX745218	SRR1633349	28093000	0	0.0	1	0
SRP049553	SRS737187	SRX751565	SRR1640724	6779683	0	0.0	0	0
