project	sample	experiment	run	read count as reported by SRA	reads aligned	proportion of reads reported by SRA aligned	paired-end	SRA misreported paired-end
SRP049593	SRS738530	SRX753079	SRR1643179	35000804	0	0.0	1	0
SRP049593	SRS738558	SRX753107	SRR1643244	24986606	0	0.0	1	0
SRP049593	SRS738562	SRX753111	SRR1643265	8000000	0	0.0	1	0
SRP049593	SRS738576	SRX753125	SRR1643465	8000000	0	0.0	1	0
SRP049593	SRS738577	SRX753126	SRR1643476	8000000	0	0.0	1	0
SRP049593	SRS738582	SRX753131	SRR1643557	8000000	0	0.0	1	0
SRP049714	SRS742891	SRX757744	SRR1648615	27742650	0	0.0	1	0
SRP050223	SRS751947	SRX767301	SRR1661765	8000000	0	0.0	1	0
SRP050223	SRS751950	SRX767304	SRR1661842	8000000	0	0.0	1	0
SRP050499	SRS931311	SRX1021515	SRR2013710	11721822	0	0.0	1	0
SRP050892	SRS782025	SRX798757	SRR1696101	7902715	0	0.0	0	0
SRP050992	SRS784952	SRX802793	SRR1700269	7258175	0	0.0	0	0
SRP051083	SRS788365	SRX806736	SRR1706868	10587714	0	0.0	0	0
SRP051368	SRS798301	SRX818244	SRR1725934	24603171	0	0.0	0	0
SRP051606	SRS804968	SRX825425	SRR1736492	207652138	0	0.0	1	0
SRP051606	SRS804971	SRX825428	SRR1736495	106697640	0	0.0	1	0
SRP051606	SRS804974	SRX825431	SRR1736498	107395012	0	0.0	1	0
SRP051644	SRS805593	SRX826013	SRR1737419	62310194	0	0.0	1	0
SRP051848	SRS812831	SRX834841	SRR1747251	49496486	0	0.0	1	0
SRP052201	SRS817748	SRX841231	SRR1756572	88173580	0	0.0	1	0
SRP052740	SRS824640	SRX849838	SRR1768951	49272366	0	0.0	1	0
SRP052896	SRS950096	SRX1044732	SRR2046449	171397722	0	0.0	1	0
SRP052998	SRS832531	SRX860954	SRR1781862	4000000	0	0.0	0	0
SRP053101	SRS835019	SRX864161	SRR1785249	42276790	0	0.0	1	0
SRP053296	SRS839203	SRX868370	SRR1792708	209726140	0	0.0	1	0
SRP053296	SRS839206	SRX868366	SRR1792704	187484070	0	0.0	1	0
SRP053296	SRS839224	SRX868351	SRR1792689	92778790	0	0.0	1	0
SRP053296	SRS839233	SRX868340	SRR1792678	285553624	0	0.0	1	0
SRP053791	SRS842869	SRX872670	SRR1798135	80750176	0	0.0	1	0
SRP053791	SRS842870	SRX872669	SRR1798134	88345930	0	0.0	1	0
SRP053791	SRS842871	SRX872668	SRR1798133	88834270	0	0.0	1	0
SRP053791	SRS985494	SRX1089474	SRR2093853	72422630	0	0.0	1	0
SRP055390	SRS852244	SRX885261	SRR1812720	33015698	0	0.0	0	0
SRP055514	SRS857358	SRX890569	SRR1818660	45032098	0	0.0	1	0
SRP055569	SRS859237	SRX893155	SRR1821558	104699	0	0.0	0	0
SRP055569	SRS859383	SRX893009	SRR1821412	75466	0	0.0	0	0
SRP055569	SRS934930	SRX1025784	SRR2019166	33590	0	0.0	0	0
SRP056295	SRS876198	SRX958958	SRR1918519	93163702	0	0.0	1	0
SRP056295	SRS876251	SRX958906	SRR1918416	94545530	0	0.0	1	0
SRP056295	SRS876252	SRX958905	SRR1918413	83188568	0	0.0	1	0
SRP056295	SRS876267	SRX958889	SRR1918382	87146120	0	0.0	1	0
SRP056295	SRS876330	SRX958828	SRR1918259	64242268	0	0.0	1	0
SRP056477	SRS882150	SRX966643	SRR1927041	58096984	0	0.0	1	0
SRP056696	SRS888588	SRX973360	SRR1946674	122171478	0	0.0	1	0
SRP056696	SRS888597	SRX973351	SRR1946665	128013194	0	0.0	1	0
SRP056733	SRS889291	SRX974113	SRR1947543	56521910	0	0.0	0	0
SRP056733	SRS889312	SRX974092	SRR1947522	63418033	0	0.0	0	0
SRP056733	SRS889379	SRX974163	SRR1947593	91470213	0	0.0	0	0
SRP056733	SRS889382	SRX974159	SRR1947589	58058879	0	0.0	0	0
SRP056792	SRS916784	SRX1002870	SRR1984203	151756840	0	0.0	1	0
SRP056802	SRS891848	SRX976773	SRR1950498	17913518	0	0.0	0	0
SRP057118	SRS908019	SRX993403	SRR1971628	405591726	0	0.0	1	0
SRP057196	SRS910272	SRX996230	SRR1974912	3415328	0	0.0	1	0
SRP057196	SRS910362	SRX996139	SRR1974821	4979732	0	0.0	1	0
SRP057196	SRS910383	SRX996120	SRR1974802	5381484	0	0.0	1	0
SRP057196	SRS910558	SRX995944	SRR1974626	5068026	0	0.0	1	0
SRP057196	SRS910587	SRX995915	SRR1974597	5391288	0	0.0	1	0
SRP057244	SRS1195990	SRX1469675	SRR2980095	2254195	0	0.0	0	0
SRP057500	SRS915440	SRX1001536	SRR1982630	24115862	0	0.0	0	0
SRP057500	SRS915676	SRX1001491	SRR1982585	25143619	0	0.0	0	0
SRP057721	SRS923841	SRX1012027	SRR2000017	384773570	0	0.0	1	0
SRP057758	SRS924582	SRX1012803	SRR2001141	5316940	0	0.0	0	0
SRP057852	SRS926497	SRX1014869	SRR2003819	1461411	0	0.0	0	0
SRP058856	SRS949232	SRX1043797	SRR2045109	49214828	0	0.0	1	0
SRP058856	SRS949253	SRX1043776	SRR2045041	19102362	0	0.0	1	0
SRP059035	SRS951924	SRX1047528	SRR2049448	11543016	0	0.0	1	0
SRP059039	SRS952127	SRX1047827	SRR2049746	7947109	0	0.0	0	0
SRP059039	SRS952233	SRX1047723	SRR2049642	8293236	0	0.0	0	0
SRP059057	SRS952579	SRX1048249	SRR2050428	70679337	0	0.0	0	0
SRP059431	SRS959838	SRX1057429	SRR2061479	32321674	0	0.0	0	0
SRP059531	SRS961858	SRX1059599	SRR2064023	77756301	0	0.0	0	0
SRP059732	SRS967585	SRX1067675	SRR2072573	32671633	0	0.0	0	0
SRP060284	SRS1050144	SRX1175001	SRR2219564	31884478	0	0.0	1	0
SRP060370	SRS979466	SRX1081720	SRR2087730	32650502	0	0.0	1	0
SRP060416	SRS980322	SRX1082138	SRR2088169	1199645	0	0.0	0	0
SRP060416	SRS980367	SRX1082092	SRR2088123	2973963	0	0.0	0	0
SRP060598	SRS986535	SRX1090856	SRR2095297	43448178	0	0.0	1	0
SRP061329	SRS995614	SRX1101123	SRR2107339	19245592	0	0.0	0	0
SRP061380	SRS1008594	SRX1114412	SRR2121674	11804616	0	0.0	1	0
SRP061566	SRS1010970	SRX1117812	SRR2126724	52423392	0	0.0	0	0
SRP061639	SRS1013670	SRX1121008	SRR2130287	13009998	0	0.0	0	0
SRP061880	SRS1018474	SRX1127378	SRR2138035	59910146	0	0.0	1	0
SRP062617	SRS1040826	SRX1159817	SRR2175388	39594644	0	0.0	1	0
SRP063477	SRS1060319	SRX1207769	SRR2305539	95622000	0	0.0	1	0
SRP063477	SRS1060331	SRX1207760	SRR2305530	146628924	0	0.0	1	0
SRP063477	SRS1060334	SRX1207756	SRR2305526	136174100	0	0.0	1	0
SRP063477	SRS1060338	SRX1207753	SRR2305523	136861162	0	0.0	1	0
SRP063477	SRS1060352	SRX1207740	SRR2305510	115905140	0	0.0	1	0
SRP063477	SRS1060356	SRX1207735	SRR2305505	121838072	0	0.0	1	0
SRP063477	SRS1060371	SRX1207720	SRR2305483	122074048	0	0.0	1	0
SRP063477	SRS1060374	SRX1207717	SRR2305479	122240828	0	0.0	1	0
SRP063493	SRS1060802	SRX1210937	SRR2313091	72155002	0	0.0	1	0
SRP063496	SRS1060907	SRX1211365	SRR2314022	51909108	0	0.0	1	0
SRP063500	SRS1061055	SRX1211775	SRR2316076	18939798	0	0.0	0	0
SRP064259	SRS1094751	SRX1293324	SRR2532351	90383022	0	0.0	1	0
SRP064264	SRS1092619	SRX1293573	SRR2535181	11099318	0	0.0	0	0
SRP064316	SRS1094483	SRX1295684	SRR2537080	169863444	0	0.0	0	0
SRP064378	SRS1096291	SRX1298758	SRR2544805	44277960	0	0.0	1	0
SRP064561	SRS1103285	SRX1310361	SRR2569751	21982457	0	0.0	0	0
SRP064894	SRS1116748	SRX1372062	SRR2677524	59553280	0	0.0	1	0
SRP066834	SRS1184356	SRX1457050	SRR2967604	3449932	0	0.0	1	0
SRP066834	SRS1184488	SRX1456912	SRR2967466	4071846	0	0.0	1	0
SRP066834	SRS1184673	SRX1456722	SRR2967276	7311732	0	0.0	1	0
SRP066917	SRS1187063	SRX1459606	SRR2970377	72856759	0	0.0	0	0
SRP066956	SRS1187927	SRX1458292	SRR2968925	47290220	0	0.0	0	0
SRP067661	SRS1217874	SRX1495154	SRR3039610	161823918	0	0.0	1	0
SRP067661	SRS1217875	SRX1495153	SRR3039609	193309628	0	0.0	1	0
SRP067661	SRS1217878	SRX1495150	SRR3039606	142327732	0	0.0	1	0
SRP067661	SRS1217887	SRX1495164	SRR3039620	184739526	0	0.0	1	0
