SRP056295	SRS876142	SRX959014	SRR1918631	325
SRP040586	SRS586359	SRX507425	SRR1213838	325
SRP056295	SRS876108	SRX959047	SRR1918697	325
SRP064671	SRS1110088	SRX1322883	SRR2603339	325
SRP000941	SRS309368	SRX142116	SRR488685	324
SRP017464	SRS378912	SRX209047	SRR629586	324
SRP048993	SRS779796	SRX796400	SRR1693600	324
SRP056295	SRS876212	SRX958944	SRR1918491	324
SRP050493	SRS778027	SRX794519	SRR1691636	324
SRP059950	SRS973945	SRX1075716	SRR2081138	323
SRP056330	SRS877019	SRX959884	SRR1919604	323
SRP050493	SRS778035	SRX794528	SRR1691645	323
SRP048604	SRS715618	SRX719459	SRR1596222	323
SRP063867	SRS1074357	SRX1261730	SRR2453301	323
SRP048993	SRS779827	SRX796437	SRR1693632	323
ERP003613	ERS326998	ERX288568	ERR315446	323
SRP049410	SRS734466	SRX748271	SRR1636107	322
SRP048993	SRS736124	SRX750377	SRR1639273	321
SRP056330	SRS877023	SRX959881	SRR1919601	321
ERP001971	ERS194238	ERX172610	ERR197920	321
ERP011282	ERS804443	ERX1052326	ERR975349	320
SRP041159	SRS591793	SRX516743	SRR1237993	320
SRP056330	SRS877024	SRX959879	SRR1919599	320
SRP048759	SRS718915	SRX729590	SRR1608642	320
SRP056330	SRS877021	SRX959882	SRR1919602	320
SRP063867	SRS1074394	SRX1261759	SRR2453339	320
SRP045638	SRS686985	SRX683815	SRR2071368	320
SRP048604	SRS715619	SRX719461	SRR1596224	319
SRP028554	SRS467617	SRX332160	SRR948492	319
SRP000941	SRS309367	SRX142115	SRR488684	319
SRP056295	SRS876149	SRX959009	SRR1918621	319
SRP050493	SRS778029	SRX794522	SRR1691639	319
SRP048759	SRS718923	SRX729596	SRR1608678	318
SRP056295	SRS876101	SRX959055	SRR1918713	318
SRP048993	SRS736128	SRX750382	SRR1639279	318
SRP059950	SRS973948	SRX1075712	SRR2081134	317
SRP018008	SRS415893	SRX271455	SRR834561	317
SRP056295	SRS876164	SRX958993	SRR1918590	317
SRP056295	SRS876156	SRX958999	SRR1918602	317
ERP006077	ERS480301	ERX497768	ERR532565	317
ERP006077	ERS480307	ERX497785	ERR532582	317
SRP039361	SRS565614	SRX480778	SRR2939139	317
SRP026600	SRS455411	SRX318462	SRR926692	317
SRP061685	SRS1014797	SRX1122116	SRR2131554	316
ERP006077	ERS480307	ERX497786	ERR532583	316
SRP056295	SRS876114	SRX959042	SRR1918687	316
SRP056295	SRS876138	SRX959017	SRR1918638	316
SRP023233	SRS429993	SRX286829	SRR867813	316
SRP050493	SRS778032	SRX794525	SRR1691642	315
SRP028594	SRS468079	SRX332640	SRR949094	315
ERP006077	ERS480301	ERX497767	ERR532564	315
SRP056295	SRS876142	SRX959014	SRR1918632	315
SRP050493	SRS778037	SRX794530	SRR1691647	315
SRP048759	SRS718923	SRX729596	SRR1608677	315
SRP056295	SRS876221	SRX958935	SRR1918474	315
SRP017464	SRS378909	SRX209044	SRR629579	315
SRP028594	SRS468067	SRX332629	SRR949081	315
SRP056295	SRS876086	SRX959070	SRR1918744	314
SRP028594	SRS468076	SRX332639	SRR949093	314
SRP056295	SRS876145	SRX959011	SRR1918625	314
SRP056295	SRS876104	SRX959053	SRR1918709	314
SRP056295	SRS876086	SRX959070	SRR1918743	314
SRP048759	SRS718923	SRX729596	SRR1608679	314
SRP028594	SRS468088	SRX332650	SRR949104	313
SRP052056	SRS816257	SRX839533	SRR1754125	313
SRP056295	SRS876122	SRX959036	SRR1918676	313
SRP056295	SRS876145	SRX959011	SRR1918626	313
SRP056295	SRS876101	SRX959055	SRR1918714	313
SRP055981	SRS866693	SRX906470	SRR1852881	313
ERP006077	ERS480307	ERX497784	ERR532581	313
SRP050493	SRS778024	SRX794518	SRR1691635	312
SRP057118	SRS908013	SRX993406	SRR1971631	312
SRP063867	SRS1074403	SRX1261751	SRR2453328	312
SRP056696	SRS888577	SRX973374	SRR1946688	312
SRP056295	SRS876150	SRX959005	SRR1918614	312
SRP056295	SRS876164	SRX958993	SRR1918589	311
SRP041159	SRS591783	SRX516733	SRR1237983	311
SRP063867	SRS1074393	SRX1261760	SRR2453340	311
SRP048603	SRS715608	SRX719449	SRR1596212	311
ERP002045	ERS197531	ERX182655	ERR266346	311
SRP027364	SRS457476	SRX322311	SRR934362	311
SRP001371	SRS165630	SRX213998	SRR643766	311
SRP018848	SRS398123	SRX245557	SRR764960	310
SRP040454	SRS579794	SRX497886	SRR1201253	310
SRP056295	SRS876133	SRX959023	SRR1918650	310
SRP056295	SRS876150	SRX959005	SRR1918613	310
SRP056295	SRS876302	SRX958856	SRR1918315	310
SRP016568	SRS371359	SRX198063	SRR597895	310
SRP028594	SRS468083	SRX332645	SRR949099	310
SRP041159	SRS591784	SRX516734	SRR1237984	310
SRP029880	SRS478664	SRX347887	SRR975551	310
SRP065812	SRS1152651	SRX1418708	SRR2926020	309
SRP063867	SRS1074351	SRX1261736	SRR2453308	309
SRP056295	SRS876138	SRX959017	SRR1918637	309
SRP056295	SRS876141	SRX959015	SRR1918634	309
SRP056295	SRS876207	SRX958950	SRR1918503	309
SRP056295	SRS876305	SRX958851	SRR1918306	309
SRP056295	SRS876305	SRX958851	SRR1918305	309
SRP048603	SRS715606	SRX719447	SRR1596210	309
SRP056295	SRS876256	SRX958901	SRR1918405	309
SRP048993	SRS736114	SRX750364	SRR1639251	309
SRP048603	SRS715609	SRX719450	SRR1596213	308
SRP048993	SRS779817	SRX796426	SRR1693622	308
SRP028554	SRS467621	SRX332164	SRR948496	308
SRP056295	SRS876114	SRX959042	SRR1918688	308
SRP048820	SRS719795	SRX730601	SRR1609981	308
SRP056295	SRS876314	SRX958841	SRR1918285	308
SRP049410	SRS734011	SRX747654	SRR1636106	308
SRP041159	SRS591785	SRX516735	SRR1237985	308
SRP041597	SRS599764	SRX530188	SRR1266981	308
SRP001371	SRS183508	SRX343508	SRR980468	308
SRP056295	SRS876083	SRX959075	SRR1918753	308
SRP056295	SRS876302	SRX958856	SRR1918316	308
SRP056295	SRS876186	SRX958971	SRR1918546	308
SRP056295	SRS876083	SRX959075	SRR1918752	308
SRP001371	SRS165634	SRX214322	SRR644512	308
SRP049410	SRS734468	SRX748273	SRR1636109	307
SRP056295	SRS876188	SRX958969	SRR1918542	307
SRP016568	SRS371358	SRX198062	SRR597894	307
SRP056295	SRS876140	SRX959018	SRR1918639	307
SRP056295	SRS876097	SRX959059	SRR1918722	307
SRP056295	SRS876190	SRX958968	SRR1918539	307
SRP056295	SRS876125	SRX959033	SRR1918669	306
SRP045638	SRS686976	SRX683806	SRR2071359	306
SRP050493	SRS778036	SRX794529	SRR1691646	306
SRP017464	SRS378911	SRX209046	SRR629585	306
SRP056295	SRS876156	SRX958999	SRR1918601	306
SRP042184	SRS618272	SRX550535	SRR1296024	306
SRP040586	SRS586358	SRX507421	SRR1213847	306
SRP056295	SRS876186	SRX958971	SRR1918545	306
SRP056295	SRS876104	SRX959053	SRR1918710	306
SRP037762	SRS557396	SRX470243	SRR1168496	306
SRP013450	SRS336167	SRX150779	SRR502796	306
SRP040586	SRS586359	SRX507420	SRR1213834	306
SRP065812	SRS1152647	SRX1418711	SRR2926023	305
SRP042184	SRS618260	SRX550522	SRR1296023	305
SRP000941	SRS348369	SRX190116	SRR651676	305
SRP056295	SRS876220	SRX958937	SRR1918477	305
ERP006650	ERS526263	ERX537300	ERR579151	305
SRP056295	SRS876190	SRX958968	SRR1918540	305
SRP056295	SRS876122	SRX959036	SRR1918675	305
SRP056295	SRS876243	SRX958914	SRR1918432	305
SRP039361	SRS565612	SRX480776	SRR2939137	305
SRP048820	SRS719798	SRX730604	SRR1609984	305
SRP013450	SRS336165	SRX150777	SRR502794	305
SRP043041	SRS630509	SRX581843	SRR1363515	305
SRP043391	SRS641847	SRX610851	SRR1425290	305
SRP065812	SRS1152637	SRX1418722	SRR2926034	304
SRP065812	SRS1152619	SRX1418740	SRR2926052	304
SRP048603	SRS715603	SRX719444	SRR1596207	304
SRP048603	SRS715601	SRX719442	SRR1596205	304
SRP048993	SRS779812	SRX796420	SRR1693618	304
SRP058036	SRS931028	SRX1020485	SRR2014231	304
SRP059950	SRS973934	SRX1075717	SRR2081139	304
SRP056295	SRS876272	SRX958885	SRR1918374	304
SRP028594	SRS468101	SRX332663	SRR949122	304
SRP045859	SRS691695	SRX689186	SRR1560838	304
ERP006077	ERS480290	ERX497799	ERR532596	304
SRP056295	SRS876141	SRX959015	SRR1918633	304
SRP063867	SRS1074344	SRX1261743	SRR2453317	304
SRP056295	SRS876098	SRX959058	SRR1918719	304
SRP056295	SRS876300	SRX958858	SRR1918320	303
SRP041044	SRS590157	SRX513007	SRR1222677	303
SRP056295	SRS876243	SRX958914	SRR1918431	303
SRP056295	SRS876077	SRX959078	SRR1918758	303
SRP013450	SRS336168	SRX150780	SRR502797	303
SRP056295	SRS876091	SRX959065	SRR1918734	303
ERP006077	ERS480290	ERX497801	ERR532598	303
SRP056295	SRS876256	SRX958901	SRR1918406	303
SRP056696	SRS888587	SRX973363	SRR1946677	303
SRP050493	SRS778030	SRX794524	SRR1691641	303
SRP040586	SRS586358	SRX507422	SRR1213816	303
SRP056295	SRS876220	SRX958937	SRR1918478	302
SRP028594	SRS468080	SRX332642	SRR949096	302
SRP056295	SRS876077	SRX959078	SRR1918759	302
SRP056295	SRS876110	SRX959046	SRR1918696	302
SRP056295	SRS876209	SRX958948	SRR1918499	302
SRP045638	SRS686969	SRX683799	SRR2071352	302
SRP000941	SRS348369	SRX190116	SRR651675	302
SRP056295	SRS876207	SRX958950	SRR1918504	302
SRP056969	SRS897359	SRX982644	SRR1957206	302
SRP056295	SRS876300	SRX958858	SRR1918319	302
SRP056295	SRS876211	SRX958946	SRR1918496	302
SRP063867	SRS1074401	SRX1261753	SRR2453331	302
SRP055981	SRS866405	SRX906466	SRR1852858	302
SRP056295	SRS876097	SRX959059	SRR1918721	302
SRP048603	SRS715612	SRX719453	SRR1596216	301
SRP056295	SRS876264	SRX958894	SRR1918392	301
SRP039361	SRS565615	SRX480779	SRR2939140	301
SRP043391	SRS641849	SRX610853	SRR1425291	301
SRP048603	SRS715611	SRX719452	SRR1596215	301
SRP037762	SRS557394	SRX470241	SRR1168494	301
SRP016629	SRS372469	SRX200689	SRR606335	301
SRP016568	SRS371357	SRX198061	SRR597893	301
SRP056295	SRS876279	SRX958878	SRR1918359	301
SRP056295	SRS876098	SRX959058	SRR1918720	301
SRP026048	SRS452439	SRX314967	SRR921934	301
SRP056295	SRS876133	SRX959023	SRR1918649	301
SRP056295	SRS876091	SRX959065	SRR1918733	301
SRP056295	SRS876155	SRX959001	SRR1918606	300
ERP006215	ERS529326	ERX675392	ERR731446	300
SRP056295	SRS876211	SRX958946	SRR1918495	300
SRP041597	SRS599763	SRX530187	SRR1266980	300
SRP056295	SRS876149	SRX959009	SRR1918622	300
SRP007461	SRS353540	SRX174315	SRR534296	300
SRP056295	SRS876279	SRX958878	SRR1918360	300
SRP043041	SRS630507	SRX581842	SRR1363514	300
SRP019207	SRS400329	SRX248165	SRR770715	300
SRP056295	SRS876117	SRX959038	SRR1918679	300
SRP056295	SRS876082	SRX959073	SRR1918750	300
SRP040586	SRS586358	SRX507423	SRR1213848	300
ERP001971	ERS194239	ERX172611	ERR197921	300
SRP056295	SRS876202	SRX958954	SRR1918511	300
SRP065812	SRS1152634	SRX1418724	SRR2926036	299
SRP017875	SRS385100	SRX216189	SRR647506	299
SRP033725	SRS513921	SRX390450	SRR1047868	299
ERP006077	ERS480290	ERX497800	ERR532597	299
SRP039361	SRS565613	SRX480777	SRR2939138	299
SRP056295	SRS876329	SRX958827	SRR1918257	299
SRP045638	SRS686988	SRX683818	SRR2071371	299
SRP056295	SRS876314	SRX958841	SRR1918286	299
SRP059357	SRS960571	SRX1058158	SRR2062194	299
SRP048820	SRS719794	SRX730600	SRR1609980	299
SRP018848	SRS398121	SRX245555	SRR764958	299
SRP043391	SRS641852	SRX610856	SRR1425297	298
SRP043684	SRS650406	SRX641459	SRR1501375	298
SRP056295	SRS876140	SRX959018	SRR1918640	298
SRP056295	SRS876239	SRX958918	SRR1918440	298
SRP048603	SRS715604	SRX719445	SRR1596208	298
SRP028594	SRS468085	SRX332646	SRR949100	298
SRP013450	SRS336169	SRX150781	SRR502798	298
SRP056295	SRS876110	SRX959046	SRR1918695	298
SRP056295	SRS876161	SRX958995	SRR1918594	298
SRP055981	SRS866691	SRX906468	SRR1852860	297
SRP027383	SRS457767	SRX322689	SRR934804	297
SRP041159	SRS591781	SRX516731	SRR1237981	297
SRP028594	SRS468099	SRX332661	SRR949120	297
SRP028594	SRS468071	SRX332633	SRR949085	297
SRP041159	SRS591791	SRX516741	SRR1237991	297
SRP048603	SRS715602	SRX719443	SRR1596206	297
SRP056295	SRS876329	SRX958827	SRR1918258	297
ERP009295	ERS640472	ERX989264	ERR910009	297
SRP017464	SRS378915	SRX209050	SRR629589	297
SRP065812	SRS1152610	SRX1418753	SRR2926065	296
SRP065812	SRS1152652	SRX1418707	SRR2926019	296
SRP042184	SRS618271	SRX550534	SRR1296012	296
SRP048603	SRS715610	SRX719451	SRR1596214	296
ERP001344	ERS092681	ERX286305	ERR313157	296
SRP052056	SRS816251	SRX839527	SRR1754119	296
SRP056295	SRS876188	SRX958969	SRR1918541	296
SRP063867	SRS1074346	SRX1261741	SRR2453315	296
SRP056295	SRS876250	SRX958908	SRR1918419	296
ERP009295	ERS640475	ERX989271	ERR910016	296
SRP055981	SRS866399	SRX906467	SRR1852859	296
SRP056295	SRS876239	SRX958918	SRR1918439	296
SRP048993	SRS736127	SRX750381	SRR1639278	296
SRP056295	SRS876182	SRX958973	SRR1918550	295
SRP065812	SRS1152618	SRX1418739	SRR2926051	295
SRP065812	SRS1152620	SRX1418741	SRR2926053	295
SRP043391	SRS641853	SRX610857	SRR1425298	295
SRP049593	SRS738553	SRX753102	SRR1643235	295
SRP042184	SRS618273	SRX550536	SRR1296025	295
SRP056295	SRS876161	SRX958995	SRR1918593	295
ERP002045	ERS197534	ERX182663	ERR266331	295
SRP056295	SRS876263	SRX958893	SRR1918390	295
SRP015819	SRS365009	SRX188846	SRR574821	295
SRP056784	SRS891355	SRX976190	SRR1949832	295
SRP041159	SRS591786	SRX516736	SRR1237986	295
ERP002045	ERS197530	ERX182661	ERR266337	295
SRP048759	SRS718921	SRX729595	SRR1608672	295
SRP059950	SRS973950	SRX1075711	SRR2081133	294
SRP042184	SRS618270	SRX550533	SRR1296022	294
SRP045638	SRS686995	SRX683825	SRR2071378	294
SRP049593	SRS738559	SRX753108	SRR1643248	294
ERP011282	ERS804439	ERX1052322	ERR975345	294
SRP056295	SRS876185	SRX958972	SRR1918547	294
SRP045638	SRS686987	SRX683817	SRR2071370	294
SRP027364	SRS457475	SRX322312	SRR934363	294
SRP043684	SRS650412	SRX641465	SRR1501381	294
SRP041159	SRS591790	SRX516740	SRR1237990	294
SRP063867	SRS1074345	SRX1261742	SRR2453316	294
SRP051583	SRS804236	SRX824627	SRR1735561	294
SRP050493	SRS778039	SRX794531	SRR1691648	293
SRP065812	SRS1152645	SRX1418714	SRR2926026	293
SRP056295	SRS876175	SRX958983	SRR1918569	293
SRP000941	SRS348369	SRX190116	SRR651677	293
SRP047192	SRS880722	SRX965096	SRR1925359	293
SRP052740	SRS824586	SRX849784	SRR1768825	293
SRP028594	SRS468073	SRX332634	SRR949086	293
SRP056295	SRS876128	SRX959030	SRR1918663	293
SRP056295	SRS876250	SRX958908	SRR1918420	293
SRP043684	SRS650398	SRX641451	SRR1501367	293
SRP056295	SRS876283	SRX958872	SRR1918348	293
SRP056295	SRS876281	SRX958876	SRR1918356	293
SRP056295	SRS876221	SRX958935	SRR1918473	293
SRP045638	SRS686993	SRX683823	SRR2071376	293
SRP056784	SRS891356	SRX976191	SRR1949833	293
SRP050493	SRS778025	SRX794516	SRR1691633	292
SRP065812	SRS1152640	SRX1418721	SRR2926033	292
SRP056295	SRS876089	SRX959066	SRR1918736	292
SRP056295	SRS876209	SRX958948	SRR1918500	292
SRP056295	SRS876099	SRX959057	SRR1918718	292
SRP013021	SRS332922	SRX147678	SRR496590	292
SRP065445	SRS1138505	SRX1393859	SRR2848254	292
SRP056295	SRS876090	SRX959067	SRR1918738	292
SRP049593	SRS738557	SRX753106	SRR1643243	292
SRP028705	SRS468715	SRX333352	SRR950083	292
SRP052740	SRS824586	SRX849784	SRR1768826	292
SRP056295	SRS876099	SRX959057	SRR1918717	291
SRP059357	SRS958877	SRX1056208	SRR2060071	291
SRP043684	SRS650401	SRX641454	SRR1501370	291
SRP048820	SRS719799	SRX730605	SRR1609985	291
SRP056295	SRS876143	SRX959013	SRR1918630	291
SRP056295	SRS876162	SRX958998	SRR1918600	291
ERP006077	ERS480298	ERX497757	ERR532554	291
SRP050493	SRS778033	SRX794527	SRR1691644	291
SRP008976	SRS267246	SRX101426	SRR353641	291
SRP027364	SRS457481	SRX322317	SRR934368	291
SRP056295	SRS876162	SRX958998	SRR1918599	291
SRP056295	SRS876155	SRX959001	SRR1918605	290
SRP056295	SRS876092	SRX959064	SRR1918732	290
SRP045569	SRS685958	SRX682455	SRR1552930	290
SRP041044	SRS590124	SRX512962	SRR1222586	290
SRP015819	SRS365008	SRX188845	SRR574820	290
SRP032476	SRS500655	SRX375403	SRR1027886	290
SRP016568	SRS371376	SRX198080	SRR597912	290
SRP056295	SRS876202	SRX958954	SRR1918512	290
SRP037762	SRS557397	SRX470244	SRR1168497	290
SRP051102	SRS788821	SRX807216	SRR1707907	290
SRP052056	SRS816258	SRX839534	SRR1754126	290
SRP056295	SRS876294	SRX958863	SRR1918330	290
SRP041159	SRS591794	SRX516744	SRR1237994	290
SRP026048	SRS452440	SRX314968	SRR921936	290
SRP041367	SRS595810	SRX523771	SRR1261168	290
SRP056295	SRS876251	SRX958906	SRR1918415	290
SRP000941	SRS348369	SRX190116	SRR651674	289
ERP006650	ERS526278	ERX537315	ERR579133	289
DRP001919	DRS014550	DRX015054	DRR016701	289
ERP006077	ERS480302	ERX497770	ERR532567	289
ERP002045	ERS197531	ERX182690	ERR266344	289
SRP056295	SRS876303	SRX958854	SRR1918312	289
SRP040806	SRS586706	SRX507795	SRR1213562	289
ERP006077	ERS480301	ERX497766	ERR532563	289
SRP056969	SRS897365	SRX982638	SRR1957198	289
SRP052056	SRS816255	SRX839531	SRR1754123	289
ERP006650	ERS526284	ERX537321	ERR579129	289
SRP000941	SRS348369	SRX190116	SRR651678	289
SRP048603	SRS715607	SRX719448	SRR1596211	289
SRP041159	SRS591782	SRX516732	SRR1237982	289
SRP061685	SRS1014796	SRX1122117	SRR2131555	289
SRP045638	SRS686976	SRX683806	SRR1554548	289
SRP065812	SRS1152606	SRX1418751	SRR2926063	288
DRP001919	DRS014565	DRX015069	DRR016716	288
SRP043221	SRS637748	SRX599117	SRR1398567	288
SRP065812	SRS1152636	SRX1418723	SRR2926035	288
SRP028705	SRS468716	SRX333353	SRR950084	288
SRP056295	SRS876092	SRX959064	SRR1918731	288
ERP006650	ERS526290	ERX537327	ERR579139	288
SRP033725	SRS513924	SRX390453	SRR1047871	288
SRP056295	SRS876151	SRX959006	SRR1918616	288
SRP056696	SRS888573	SRX973376	SRR1946690	288
SRP032476	SRS500660	SRX375408	SRR1027900	288
SRP056295	SRS876117	SRX959038	SRR1918680	288
SRP056295	SRS876252	SRX958905	SRR1918414	288
SRP014574	SRS406230	SRX258073	SRR801432	288
SRP056295	SRS876082	SRX959073	SRR1918749	288
ERP013422	ERS1001704	ERX1234996	ERR1161589	288
SRP008976	SRS267245	SRX101425	SRR353640	288
SRP056295	SRS876263	SRX958893	SRR1918389	288
SRP056295	SRS876242	SRX958916	SRR1918435	288
SRP059357	SRS959483	SRX1056978	SRR2061041	288
SRP007461	SRS353540	SRX174315	SRR534295	288
SRP056295	SRS876175	SRX958983	SRR1918570	288
SRP065812	SRS1152611	SRX1418748	SRR2926060	287
SRP065812	SRS1152653	SRX1418706	SRR2926018	287
