DRR000897.bw 	 824970251.000000
DRR001173.bw 	 856110538.000000
DRR001174.bw 	 1413731312.000000
DRR001175.bw 	 1163607305.000000
DRR001176.bw 	 863415201.000000
DRR001482.bw 	 1594396102.000000
DRR001483.bw 	 935104322.000000
DRR001484.bw 	 1098300873.000000
DRR001485.bw 	 1605816919.000000
DRR001486.bw 	 1444204888.000000
DRR001487.bw 	 1278029103.000000
DRR001488.bw 	 291777255.000000
DRR001489.bw 	 485107645.000000
DRR001622.bw 	 2008826370.000000
DRR001623.bw 	 1360430311.000000
DRR001624.bw 	 2044936166.000000
DRR001625.bw 	 88945.000000
DRR001626.bw 	 1277392349.000000
DRR001627.bw 	 1868132903.000000
DRR001628.bw 	 6343855993.000000
DRR001629.bw 	 1343924237.000000
DRR001630.bw 	 6104675282.000000
DRR001631.bw 	 6520761594.000000
DRR001632.bw 	 9832610166.000000
DRR001633.bw 	 5088764282.000000
DRR001634.bw 	 6473784234.000000
DRR001635.bw 	 6445452650.000000
DRR001636.bw 	 8607838887.000000
DRR001637.bw 	 8325534544.000000
DRR001638.bw 	 6506759889.000000
DRR001639.bw 	 6455547270.000000
DRR001640.bw 	 4813598908.000000
DRR001641.bw 	 4573678557.000000
DRR001642.bw 	 5385157168.000000
DRR001796.bw 	 17263355907.000000
DRR001797.bw 	 17091900722.000000
DRR001798.bw 	 17839926189.000000
DRR001799.bw 	 17101584720.000000
DRR002271.bw 	 1035537595.000000
DRR002272.bw 	 1009386233.000000
DRR002273.bw 	 1038802940.000000
DRR002274.bw 	 985928920.000000
DRR002275.bw 	 1122116435.000000
DRR002593.bw 	 1238586769.000000
DRR002594.bw 	 1146411081.000000
DRR002595.bw 	 982166490.000000
DRR002596.bw 	 1060116521.000000
DRR002597.bw 	 1296903982.000000
DRR002598.bw 	 1543260076.000000
DRR002599.bw 	 1727275538.000000
DRR003595.bw 	 1646969411.000000
DRR003596.bw 	 1680065200.000000
DRR003597.bw 	 1560146575.000000
DRR003598.bw 	 906645941.000000
DRR006374.bw 	 799783142.000000
DRR006375.bw 	 836132847.000000
DRR006376.bw 	 891459119.000000
DRR006377.bw 	 779818923.000000
DRR006378.bw 	 700999207.000000
DRR006379.bw 	 1009271740.000000
DRR006380.bw 	 949711253.000000
DRR006381.bw 	 1156841268.000000
DRR006382.bw 	 1095839816.000000
DRR006383.bw 	 1146078644.000000
DRR006384.bw 	 909174971.000000
DRR006385.bw 	 1027992191.000000
DRR006386.bw 	 1147893931.000000
DRR006387.bw 	 1110814284.000000
DRR006388.bw 	 1124496200.000000
DRR006389.bw 	 3586646056.000000
DRR006390.bw 	 3738768703.000000
DRR006391.bw 	 1205731965.000000
DRR006392.bw 	 1233009456.000000
DRR006393.bw 	 1176697993.000000
DRR006394.bw 	 1107758285.000000
DRR006395.bw 	 2868548727.000000
DRR006396.bw 	 1013590569.000000
DRR006397.bw 	 1251119077.000000
DRR006398.bw 	 1249878291.000000
DRR006399.bw 	 1229918120.000000
DRR006400.bw 	 1160181011.000000
DRR006401.bw 	 3291215933.000000
DRR006402.bw 	 620703109.000000
DRR006403.bw 	 1529601641.000000
DRR006404.bw 	 1195945510.000000
DRR006405.bw 	 1143728578.000000
DRR006406.bw 	 696297465.000000
DRR006407.bw 	 1066902322.000000
DRR006408.bw 	 592051044.000000
DRR006409.bw 	 427410232.000000
DRR006410.bw 	 602171107.000000
DRR006411.bw 	 530339818.000000
DRR006412.bw 	 1005807755.000000
DRR006413.bw 	 746290237.000000
DRR006414.bw 	 959407649.000000
DRR006415.bw 	 951443570.000000
DRR006416.bw 	 1004649701.000000
DRR006417.bw 	 803917718.000000
DRR006418.bw 	 1103767069.000000
DRR006419.bw 	 1074644512.000000
DRR006420.bw 	 1217742855.000000
DRR006421.bw 	 1184017382.000000
DRR006422.bw 	 1152078208.000000
DRR006423.bw 	 1266519140.000000
DRR006424.bw 	 1071579119.000000
DRR006425.bw 	 1102143050.000000
DRR006426.bw 	 1337453659.000000
DRR006427.bw 	 2785340444.000000
DRR006428.bw 	 565858722.000000
DRR006429.bw 	 934100468.000000
DRR006430.bw 	 1243073804.000000
DRR006431.bw 	 1123498090.000000
DRR006432.bw 	 1073279095.000000
DRR006433.bw 	 1034290743.000000
DRR006434.bw 	 1039453088.000000
DRR006435.bw 	 1116424279.000000
DRR006436.bw 	 1350009655.000000
DRR006437.bw 	 979173914.000000
DRR006438.bw 	 1057262197.000000
DRR006439.bw 	 810713684.000000
DRR006440.bw 	 1062595112.000000
DRR006441.bw 	 1070329220.000000
DRR006442.bw 	 1221459736.000000
DRR006443.bw 	 1049168492.000000
DRR006444.bw 	 1250872949.000000
DRR006445.bw 	 813174284.000000
DRR006446.bw 	 966097565.000000
DRR006447.bw 	 903569664.000000
DRR006448.bw 	 1023742687.000000
DRR006449.bw 	 963676749.000000
DRR006450.bw 	 862954782.000000
DRR006451.bw 	 809171194.000000
DRR006452.bw 	 828271028.000000
DRR006453.bw 	 944463377.000000
DRR006454.bw 	 910978962.000000
DRR006455.bw 	 489272518.000000
DRR006456.bw 	 974284497.000000
DRR006457.bw 	 1170263300.000000
DRR006458.bw 	 1182848329.000000
DRR006459.bw 	 1083761640.000000
DRR006460.bw 	 1226625525.000000
DRR006461.bw 	 1192186179.000000
DRR006462.bw 	 1008575359.000000
DRR006463.bw 	 1058916567.000000
DRR006464.bw 	 1272905032.000000
DRR006465.bw 	 1327471863.000000
DRR006466.bw 	 1240934671.000000
DRR006467.bw 	 641291586.000000
DRR006468.bw 	 1068528199.000000
DRR006469.bw 	 1135154336.000000
DRR006470.bw 	 799238551.000000
DRR006471.bw 	 1079679326.000000
DRR006472.bw 	 1385285967.000000
DRR006473.bw 	 1405397614.000000
DRR006474.bw 	 1281488409.000000
DRR006475.bw 	 1234225607.000000
DRR006476.bw 	 949552654.000000
DRR006477.bw 	 850532040.000000
DRR006478.bw 	 815932449.000000
DRR006479.bw 	 881059391.000000
DRR006480.bw 	 995752347.000000
DRR006481.bw 	 960322660.000000
DRR006482.bw 	 912486433.000000
DRR006483.bw 	 1062831333.000000
DRR006484.bw 	 1369904394.000000
DRR006485.bw 	 1315716426.000000
DRR006486.bw 	 205680987.000000
DRR006487.bw 	 150178420.000000
DRR006488.bw 	 1288558319.000000
DRR006489.bw 	 1220371523.000000
DRR006490.bw 	 987622195.000000
DRR006491.bw 	 1294429981.000000
DRR006492.bw 	 1089709808.000000
DRR006493.bw 	 1136549684.000000
DRR006494.bw 	 1320865538.000000
DRR010359.bw 	 1080009657.000000
DRR010360.bw 	 979685256.000000
DRR010361.bw 	 1386530244.000000
DRR010362.bw 	 702847657.000000
DRR010363.bw 	 765174521.000000
DRR010364.bw 	 1208396728.000000
DRR012594.bw 	 12938140455.000000
DRR012595.bw 	 11108575216.000000
DRR012596.bw 	 11452236967.000000
DRR012597.bw 	 12357268520.000000
DRR013756.bw 	 927812437.000000
DRR013757.bw 	 949041718.000000
DRR013758.bw 	 615494252.000000
DRR013759.bw 	 870804541.000000
DRR013760.bw 	 888015903.000000
DRR013761.bw 	 818075651.000000
DRR013762.bw 	 804304653.000000
DRR013763.bw 	 451728988.000000
DRR013764.bw 	 702097930.000000
DRR013765.bw 	 769672737.000000
DRR013766.bw 	 595647426.000000
DRR013767.bw 	 820479322.000000
DRR013789.bw 	 4984676385.000000
DRR013790.bw 	 6327404409.000000
DRR013791.bw 	 6263187734.000000
DRR013792.bw 	 6465593886.000000
DRR013793.bw 	 5898302863.000000
DRR013794.bw 	 7148971501.000000
DRR013795.bw 	 6078370603.000000
DRR013796.bw 	 6110107269.000000
DRR013797.bw 	 5037162833.000000
DRR013798.bw 	 4278376706.000000
DRR013799.bw 	 3719119943.000000
DRR013800.bw 	 4735373560.000000
DRR013801.bw 	 4194030362.000000
DRR013802.bw 	 2953517500.000000
DRR013803.bw 	 5221609253.000000
DRR013804.bw 	 4962708251.000000
DRR013805.bw 	 2308570279.000000
DRR013806.bw 	 4993612401.000000
DRR013807.bw 	 18052047239.000000
DRR014027.bw 	 3791860758.000000
DRR014028.bw 	 455842342.000000
DRR014029.bw 	 429589993.000000
DRR014030.bw 	 398171283.000000
DRR014032.bw 	 490178983.000000
DRR014033.bw 	 581743440.000000
DRR014034.bw 	 422776406.000000
DRR014035.bw 	 363592053.000000
DRR014036.bw 	 350930546.000000
DRR014113.bw 	 7651670774.000000
DRR014114.bw 	 6982640548.000000
DRR014396.bw 	 1463015101.000000
DRR014397.bw 	 1558625302.000000
DRR014398.bw 	 1127547707.000000
DRR014399.bw 	 1265108708.000000
DRR014400.bw 	 1284996754.000000
DRR014401.bw 	 1044046313.000000
DRR014402.bw 	 1264157601.000000
DRR015133.bw 	 1329374445.000000
DRR015134.bw 	 3397924066.000000
DRR015135.bw 	 1563844329.000000
DRR015136.bw 	 2365699120.000000
DRR015137.bw 	 3108394077.000000
DRR015138.bw 	 1858929341.000000
DRR015139.bw 	 2015120893.000000
DRR015140.bw 	 2908877634.000000
DRR015141.bw 	 3399723631.000000
DRR015142.bw 	 5189094044.000000
DRR015143.bw 	 3785109427.000000
DRR015144.bw 	 4709663470.000000
DRR015145.bw 	 4658017596.000000
DRR015146.bw 	 3697053463.000000
DRR015147.bw 	 3866206782.000000
DRR015148.bw 	 2209758428.000000
DRR015149.bw 	 2135803253.000000
DRR015150.bw 	 2725865371.000000
DRR015151.bw 	 1990730324.000000
DRR015152.bw 	 1635231685.000000
DRR015153.bw 	 1587284077.000000
DRR015154.bw 	 1426572802.000000
DRR015155.bw 	 2498422843.000000
DRR015156.bw 	 1564261103.000000
DRR015157.bw 	 1907114442.000000
DRR015158.bw 	 2703611811.000000
DRR015159.bw 	 2370397683.000000
DRR015160.bw 	 2473078424.000000
DRR015161.bw 	 1886144987.000000
DRR015162.bw 	 1920598155.000000
DRR015163.bw 	 3386098405.000000
DRR015164.bw 	 3016166041.000000
DRR015165.bw 	 2322419160.000000
DRR015166.bw 	 3571390765.000000
DRR015167.bw 	 3412859892.000000
DRR015168.bw 	 3189795236.000000
DRR015169.bw 	 2416338991.000000
DRR015170.bw 	 1490057111.000000
DRR015171.bw 	 3839184145.000000
DRR015172.bw 	 2412969459.000000
DRR015173.bw 	 2017241046.000000
DRR015174.bw 	 4496809906.000000
DRR015175.bw 	 2736173287.000000
DRR015176.bw 	 3022618654.000000
DRR015177.bw 	 3010901015.000000
DRR015178.bw 	 1908590601.000000
DRR015179.bw 	 3703069778.000000
DRR015180.bw 	 2647860919.000000
DRR015181.bw 	 3296155363.000000
DRR015182.bw 	 1960805846.000000
DRR015183.bw 	 2574758633.000000
DRR015184.bw 	 2965444842.000000
DRR015185.bw 	 2708808235.000000
DRR015186.bw 	 2801907075.000000
DRR015187.bw 	 3755922305.000000
DRR015188.bw 	 1845668220.000000
DRR015189.bw 	 3103260052.000000
DRR015190.bw 	 2176613101.000000
DRR015191.bw 	 2244080376.000000
DRR015192.bw 	 2435229457.000000
DRR015193.bw 	 2967377510.000000
DRR015194.bw 	 1454067724.000000
DRR015195.bw 	 1320559661.000000
DRR015196.bw 	 1963664182.000000
DRR015197.bw 	 2015552369.000000
DRR015198.bw 	 3736557941.000000
DRR015199.bw 	 2501656014.000000
DRR015200.bw 	 2505014452.000000
DRR015201.bw 	 1807957854.000000
DRR015202.bw 	 1903153088.000000
DRR015203.bw 	 2391147952.000000
DRR015204.bw 	 1167186290.000000
DRR015205.bw 	 1175774368.000000
DRR015206.bw 	 956646959.000000
DRR015207.bw 	 1383869935.000000
DRR015208.bw 	 2486283961.000000
DRR015209.bw 	 1095564116.000000
DRR015210.bw 	 1494102229.000000
DRR015211.bw 	 1187107258.000000
DRR015212.bw 	 984115302.000000
DRR015213.bw 	 1033358491.000000
DRR015214.bw 	 738211080.000000
DRR015215.bw 	 1070635804.000000
DRR015216.bw 	 1000446471.000000
DRR015217.bw 	 1416427524.000000
DRR015218.bw 	 892219263.000000
DRR015219.bw 	 1349048144.000000
DRR015220.bw 	 1292497268.000000
DRR015221.bw 	 914773612.000000
DRR015222.bw 	 2098987091.000000
DRR015223.bw 	 1382113952.000000
DRR015224.bw 	 1036533329.000000
DRR015225.bw 	 1312508375.000000
DRR015226.bw 	 1534726466.000000
DRR015227.bw 	 1072253098.000000
DRR015228.bw 	 1193246115.000000
DRR015229.bw 	 1607484585.000000
DRR015230.bw 	 972198697.000000
DRR015231.bw 	 1335160049.000000
DRR015232.bw 	 1355926432.000000
DRR015233.bw 	 1007038312.000000
DRR015234.bw 	 1081419076.000000
DRR015235.bw 	 1407065710.000000
DRR015236.bw 	 973950908.000000
DRR015237.bw 	 1031046692.000000
DRR015238.bw 	 695155569.000000
DRR015239.bw 	 995666205.000000
DRR015240.bw 	 1729062626.000000
DRR015241.bw 	 1003063688.000000
DRR015242.bw 	 977518031.000000
DRR015243.bw 	 1148084279.000000
DRR015244.bw 	 1084890505.000000
DRR015245.bw 	 1444915872.000000
DRR015246.bw 	 1012447277.000000
DRR015247.bw 	 1187638243.000000
DRR015248.bw 	 1401072757.000000
DRR015249.bw 	 1414131137.000000
DRR015250.bw 	 1549897094.000000
DRR015251.bw 	 1124591720.000000
DRR015252.bw 	 1464030066.000000
DRR015253.bw 	 1503135464.000000
DRR015254.bw 	 1401543055.000000
DRR015255.bw 	 1627416415.000000
DRR015256.bw 	 1608405697.000000
DRR015257.bw 	 1837981274.000000
DRR015258.bw 	 1421654156.000000
DRR015259.bw 	 848790242.000000
DRR015260.bw 	 1451880013.000000
DRR015261.bw 	 1465400470.000000
DRR015262.bw 	 1375156932.000000
DRR015263.bw 	 1198958414.000000
DRR015264.bw 	 1170942702.000000
DRR015265.bw 	 1255545833.000000
DRR015266.bw 	 1673920101.000000
DRR015267.bw 	 1584016879.000000
DRR015268.bw 	 1110276276.000000
DRR015269.bw 	 1470230014.000000
DRR015270.bw 	 1291930998.000000
DRR015271.bw 	 1175273924.000000
DRR015272.bw 	 1078412288.000000
DRR015273.bw 	 1296750078.000000
DRR015274.bw 	 1025096046.000000
DRR015275.bw 	 1033260687.000000
DRR015276.bw 	 1090891126.000000
DRR015277.bw 	 1296734643.000000
DRR015278.bw 	 1314754784.000000
DRR015279.bw 	 1521128114.000000
DRR015280.bw 	 1195983972.000000
DRR015281.bw 	 1324773862.000000
DRR015282.bw 	 1489062792.000000
DRR015283.bw 	 1543514615.000000
DRR015284.bw 	 1488322521.000000
DRR015285.bw 	 1398352700.000000
DRR015286.bw 	 1208670419.000000
DRR015287.bw 	 1852719741.000000
DRR015288.bw 	 1550817958.000000
DRR015289.bw 	 1320706325.000000
DRR015290.bw 	 1029435359.000000
DRR015291.bw 	 1602963435.000000
DRR015292.bw 	 1426071594.000000
DRR015293.bw 	 1572758415.000000
DRR015294.bw 	 1616657850.000000
DRR015295.bw 	 1354461035.000000
DRR015296.bw 	 1381214414.000000
DRR015297.bw 	 1552498968.000000
DRR015298.bw 	 1547123900.000000
DRR015299.bw 	 1288787888.000000
DRR015300.bw 	 1399538511.000000
DRR015301.bw 	 814795218.000000
DRR015302.bw 	 1586048727.000000
DRR015303.bw 	 1184443004.000000
DRR015304.bw 	 1700863788.000000
DRR015305.bw 	 2232103866.000000
DRR015306.bw 	 2899415442.000000
DRR015307.bw 	 2204297089.000000
DRR015308.bw 	 2178579586.000000
DRR015309.bw 	 2476377351.000000
DRR015310.bw 	 1700020995.000000
DRR015311.bw 	 2125365319.000000
DRR015312.bw 	 2676960721.000000
DRR015313.bw 	 2347016241.000000
DRR015314.bw 	 1857910906.000000
DRR015315.bw 	 2451834913.000000
DRR015316.bw 	 2101083914.000000
DRR015317.bw 	 2572007581.000000
DRR015318.bw 	 2552990813.000000
DRR015320.bw 	 2477668387.000000
DRR015321.bw 	 2048168052.000000
DRR015322.bw 	 2198512899.000000
DRR015323.bw 	 1927875297.000000
DRR015324.bw 	 2061691924.000000
DRR015325.bw 	 1974765291.000000
DRR015326.bw 	 2122515409.000000
DRR015327.bw 	 785806172.000000
DRR015328.bw 	 1310615968.000000
DRR015329.bw 	 1811653095.000000
DRR015330.bw 	 2260090841.000000
DRR015331.bw 	 2336900668.000000
DRR015332.bw 	 1751673395.000000
DRR015333.bw 	 1338437585.000000
